entry_time,exit_time,direction,entry,exit,sl,tp,layers,pnl,exit_reason
2020-01-03 20:00:00,2020-01-03 23:00:00,long,1787.26857,1786.96201642063,1786.96201642063,1817.626772214209,2,-3142.2472187402964,stop_loss
2020-01-08 11:00:00,2020-01-09 18:00:00,long,1820.31313,1833.762188986312,1833.762188986312,1841.996965809654,3,156038.72289994286,stop_loss
2020-01-09 18:00:00,2020-01-14 05:00:00,long,1851.91535,1861.8635641698056,1861.8635641698056,1948.8547004929897,3,54776.839279578,stop_loss
2020-01-14 09:00:00,2020-01-16 20:00:00,long,1879.27254,1885.346697338703,1885.346697338703,1966.4053308983346,2,27247.476435886616,stop_loss
2020-01-18 12:00:00,2020-01-18 21:00:00,long,1905.70338,1908.1736494578229,1908.1736494578229,1950.655295162571,2,19745.331531083084,stop_loss
2020-01-23 08:00:00,2020-01-25 07:00:00,short,1829.51687,1849.5908957380802,1877.7882479170464,1733.814101415698,1,-43958.11086805078,signal
2020-01-25 07:00:00,2020-01-26 08:00:00,long,1855.85929,1849.8708957380802,1849.8708957380802,1892.7109585453504,2,-57892.20466261022,stop_loss
2020-01-26 18:00:00,2020-01-27 02:00:00,long,1880.1702,1887.5278596612934,1887.5278596612934,1917.190056692933,3,91543.20615637841,stop_loss
2020-02-02 16:00:00,2020-02-03 02:00:00,long,1870.69987,1866.7056802064478,1866.7056802064478,1935.3015885410546,2,-24330.19373859319,stop_loss
2020-02-05 07:00:00,2020-02-06 08:00:00,long,1921.88832,1916.7379771193744,1916.7379771193744,1956.7720192227753,2,-53351.42303388278,stop_loss
2020-02-06 16:00:00,2020-02-07 13:00:00,long,1949.87788,1968.121555234367,1968.121555234367,1997.2631384141175,4,231358.94123900752,stop_loss
2020-02-07 15:00:00,2020-02-08 02:00:00,long,1993.71536,2002.0730703657234,2002.0730703657234,2132.235611007797,3,34889.26574727031,stop_loss
2020-02-08 19:00:00,2020-02-10 12:00:00,long,2031.52243,2047.1449411597464,2047.1449411597464,2248.441251159236,4,58371.967320735086,stop_loss
2020-02-12 15:00:00,2020-02-12 23:00:00,long,2092.23716,2085.382648179353,2085.382648179353,2218.9089889209527,2,-22504.73585491523,stop_loss
2020-02-13 17:00:00,2020-02-15 21:00:00,long,2124.92019,2133.3496339098315,2133.3496339098315,2165.9426687257296,3,98965.87757470628,stop_loss
2020-02-16 08:00:00,2020-02-16 19:00:00,long,2160.93534,2169.208998418956,2169.208998418956,2183.791452747763,3,148506.34404813318,stop_loss
2020-02-17 07:00:00,2020-02-19 00:00:00,long,2201.3233,2202.685753663342,2202.685753663342,2315.0452410464977,3,7492.926613306459,stop_loss
2020-02-20 08:00:00,2020-02-21 05:00:00,short,2172.54952,2192.326681840367,2192.326681840367,2133.835194681075,1,-116119.63123569082,stop_loss
2020-02-21 09:00:00,2020-02-21 14:00:00,long,2213.73552,2220.623115585366,2220.623115585366,2255.045215431125,3,80072.385445997,stop_loss
2020-02-21 15:00:00,2020-02-23 14:00:00,long,2236.59557,2228.085650915429,2228.085650915429,2346.974491005301,2,-32492.58114054489,stop_loss
2020-02-24 13:00:00,2020-02-24 21:00:00,long,2248.46006,2242.5497355697253,2242.5497355697253,2297.422450179453,2,-48482.401248865644,stop_loss
2020-02-26 07:00:00,2020-02-27 11:00:00,short,2205.68222,2203.1767331328606,2203.1767331328606,2144.7191562601547,3,22950.796411599375,stop_loss
2020-03-01 10:00:00,2020-03-01 14:00:00,long,2302.87537,2308.709584241109,2308.709584241109,2401.819345885402,3,34676.23599728768,stop_loss
2020-03-01 14:00:00,2020-03-03 14:00:00,long,2331.57942,2340.39547479183,2340.39547479183,2471.6952495587234,4,49860.069163154454,stop_loss
2020-03-04 14:00:00,2020-03-05 03:00:00,long,2370.25282,2339.084874226004,2339.084874226004,2431.7486982650885,1,-115321.38298153813,stop_loss
2020-03-06 16:00:00,2020-03-07 13:00:00,short,2321.18249,2318.930265491239,2318.930265491239,2257.627868187473,2,14203.42624652953,stop_loss
2020-03-08 16:00:00,2020-03-10 00:00:00,long,2358.58288,2389.548548705444,2377.831952794937,2389.548548705444,4,520966.48385896836,take_profit
2020-03-10 20:00:00,2020-03-11 13:00:00,long,2407.00875,2400.245101557238,2400.245101557238,2580.942956361622,2,-18340.298888258563,stop_loss
2020-03-14 07:00:00,2020-03-14 23:00:00,long,2488.4843,2493.9788274059397,2493.9788274059397,2559.7237453202297,3,44354.055820331734,stop_loss
2020-03-16 08:00:00,2020-03-17 22:00:00,short,2426.94801,2417.4684434464007,2417.4684434464007,2348.856942534387,2,53121.61467312507,stop_loss
2020-03-20 07:00:00,2020-03-20 19:00:00,long,2469.39168,2464.0711434079585,2464.0711434079585,2516.075340210675,2,-50581.31181525648,stop_loss
2020-03-22 11:00:00,2020-03-23 03:00:00,long,2489.68866,2499.1279513020468,2499.1279513020468,2560.8302231260477,2,58383.912530207395,stop_loss
2020-03-23 18:00:00,2020-03-24 07:00:00,long,2515.73871,2523.5086663738125,2523.5086663738125,2646.6198035494403,2,28245.353904852083,stop_loss
2020-03-28 16:00:00,2020-03-31 04:00:00,short,2466.01445,2502.5333592679876,2502.5333592679876,2393.8166292089513,1,-125950.0687668708,stop_loss
2020-04-02 10:00:00,2020-04-04 18:00:00,long,2496.57553,2485.7849729498903,2455.4312692437325,2578.024045171629,1,-32338.21408912062,signal
2020-04-04 18:00:00,2020-04-05 11:00:00,short,2475.92039,2485.50497294989,2485.50497294989,2422.307235923716,2,-73575.11451390448,stop_loss
2020-04-06 07:00:00,2020-04-07 15:00:00,long,2566.54307,2578.930802369404,2578.930802369404,2735.5464894315,2,32936.50875241712,stop_loss
2020-04-08 15:00:00,2020-04-10 02:00:00,short,2529.83357,2515.371785687102,2515.371785687102,2488.8291027531795,4,205559.74284964125,stop_loss
2020-04-11 17:00:00,2020-04-13 01:00:00,long,2564.4603,2556.9619887805025,2556.9619887805025,2675.68926646995,2,-31533.40501669708,stop_loss
2020-04-13 09:00:00,2020-04-14 22:00:00,long,2577.00825,2566.8521862398684,2566.8521862398684,2641.638816833249,2,-67369.2279991944,stop_loss
2020-04-17 15:00:00,2020-04-20 07:00:00,long,2626.08114,2614.2552474407057,2614.2552474407057,2749.6376926214657,2,-42937.45627963303,stop_loss
2020-04-21 11:00:00,2020-04-22 14:00:00,short,2596.70957,2621.781795610843,2626.3364952882885,2538.2957315425233,1,-104468.42562048162,signal
2020-04-22 14:00:00,2020-04-23 15:00:00,long,2651.54704,2684.017553565138,2672.5794403267846,2684.017553565138,4,501669.37496846233,take_profit
2020-04-23 15:00:00,2020-04-24 09:00:00,long,2696.07105,2701.8349623533577,2701.8349623533577,2875.1723378329225,2,15802.354432710352,stop_loss
2020-04-26 09:00:00,2020-04-27 06:00:00,short,2658.48169,2664.8854258201027,2664.8854258201027,2551.132278964544,2,-29322.716051057098,stop_loss
2020-04-28 10:00:00,2020-04-29 16:00:00,long,2712.31959,2678.2062096466484,2657.5991093714824,2820.9205558325607,1,-81432.05388223176,signal
2020-04-29 16:00:00,2020-04-30 01:00:00,short,2656.06831,2632.091332854901,2645.5178082009843,2632.091332854901,4,533775.4267336273,take_profit
2020-04-30 11:00:00,2020-05-01 13:00:00,short,2612.70738,2682.291565454076,2701.263648042522,2436.434837811491,1,-109567.26161949377,signal
2020-05-01 13:00:00,2020-05-02 01:00:00,long,2689.28234,2692.6771403969537,2692.6771403969537,2732.9799351403194,2,36650.92419369418,stop_loss
