entry_time,exit_time,direction,entry,exit,sl,tp,layers,pnl,exit_reason
2014-01-10 16:00:00,2014-01-14 18:00:00,long,1248.73,1243.56,1243.56,1282.9199999999998,2,-52169.43599999959,stop_loss
2014-01-23 16:00:00,2014-01-27 01:00:00,long,1268.43333,1270.61,1270.61,1313.98,3,23489.062999999078,stop_loss
2014-01-30 13:00:00,2014-01-30 15:00:00,short,1247.92,1246.7835714285713,1246.7835714285713,1224.1100000000001,2,14731.523571429068,stop_loss
2014-01-30 15:00:00,2014-02-05 15:00:00,short,1241.08,1270.1299999999999,1270.1299999999999,1183.82,1,-100690.20499999984,stop_loss
2014-02-11 07:00:00,2014-02-12 06:00:00,long,1287.785,1284.59,1284.59,1340.2299999999996,2,-22329.85500000035,stop_loss
2014-02-12 17:00:00,2014-02-14 03:00:00,long,1300.32667,1301.6017857142856,1301.6017857142856,1312.9399999999996,3,38435.65842857001,stop_loss
2014-02-14 08:00:00,2014-02-14 13:00:00,long,1312.24,1312.5092857142856,1312.5092857142856,1348.2499999999995,2,2550.5127142858546,stop_loss
2014-02-14 13:00:00,2014-02-17 10:00:00,long,1322.31,1322.4882142857143,1322.4882142857143,1379.6599999999996,2,1121.5381428577075,stop_loss
2014-02-24 10:00:00,2014-02-26 03:00:00,long,1335.4,1338.547142857143,1338.547142857143,1354.9099999999999,2,51201.496571430354,stop_loss
2014-03-03 16:00:00,2014-03-12 03:00:00,long,1354.055,1350.07,1350.07,1409.8899999999999,2,-26290.63900000009,stop_loss
2014-03-12 12:00:00,2014-03-12 23:00:00,long,1361.46,1363.6632142857145,1363.6632142857145,1398.0700000000002,2,21530.250642858908,stop_loss
2014-03-14 13:00:00,2014-03-14 14:00:00,long,1377.69,1373.6,1373.6,1391.1399999999996,2,-90918.24600000071,stop_loss
2014-03-14 14:00:00,2014-03-17 20:00:00,long,1382.03,1364.41,1364.41,1416.4299999999998,1,-98783.00599999938,stop_loss
2014-03-18 14:00:00,2014-03-19 20:00:00,short,1341.7,1337.1760714285715,1337.1760714285715,1276.59,3,34514.408249999775,stop_loss
2014-03-19 20:00:00,2014-03-24 14:00:00,short,1322.9,1321.4910714285716,1321.4910714285716,1213.53,2,4622.976428571301,stop_loss
2014-03-24 14:00:00,2014-03-26 16:00:00,short,1308.825,1306.8649999999998,1306.8649999999998,1262.2200000000005,2,14092.008000001897,stop_loss
2014-03-26 16:00:00,2014-03-28 01:00:00,short,1295.08,1293.84,1293.84,1272.3799999999999,3,23930.760000001635,stop_loss
2014-04-04 12:00:00,2014-04-04 15:00:00,long,1295.495,1294.1003571428573,1294.1003571428573,1312.3799999999999,2,-26234.068928568187,stop_loss
2014-04-04 15:00:00,2014-04-08 17:00:00,long,1303.385,1307.8632142857143,1307.8632142857143,1333.6200000000003,2,49632.048928571916,stop_loss
2014-04-15 12:00:00,2014-04-15 15:00:00,short,1301.145,1301.5810714285715,1301.5810714285715,1263.2400000000002,2,-3751.1736428567347,stop_loss
2014-04-22 16:00:00,2014-04-22 17:00:00,short,1284.57,1287.3600000000001,1287.3600000000001,1275.0400000000002,2,-86068.15200000239,stop_loss
2014-04-22 17:00:00,2014-04-24 14:00:00,short,1276.535,1275.6864285714285,1275.6864285714285,1257.5499999999997,2,13354.98685714426,stop_loss
2014-04-24 14:00:00,2014-04-24 16:00:00,short,1271.29,1287.09,1287.09,1240.53,1,-97446.49999999972,stop_loss
2014-04-25 12:00:00,2014-04-28 12:00:00,long,1300.32333,1301.1585714285713,1301.1585714285713,1348.9599999999998,3,8747.69914285701,stop_loss
2014-05-01 09:00:00,2014-05-02 13:00:00,short,1282.71,1285.88,1285.88,1262.2800000000004,2,-49883.75400000114,stop_loss
2014-05-05 09:00:00,2014-05-05 18:00:00,long,1311.39,1308.28,1308.28,1377.6399999999999,2,-16603.668000000074,stop_loss
2014-05-14 13:00:00,2014-05-15 15:00:00,long,1304.68,1291.47,1291.47,1330.2600000000002,1,-94621.90900000026,stop_loss
2014-05-27 09:00:00,2014-05-27 15:00:00,short,1281.64,1281.152857142857,1281.152857142857,1269.7700000000002,3,16348.416857145072,stop_loss
2014-05-27 16:00:00,2014-05-27 17:00:00,short,1271.83,1274.99,1274.99,1237.6100000000001,2,-30559.727999999694,stop_loss
2014-05-27 18:00:00,2014-05-29 09:00:00,short,1259.32667,1255.5064285714286,1255.5064285714286,1215.6800000000003,3,39651.77928571469,stop_loss
2014-05-29 09:00:00,2014-05-30 17:00:00,short,1249.295,1251.95,1251.95,1222.4300000000003,2,-32513.129999999663,stop_loss
2014-05-30 17:00:00,2014-06-05 13:00:00,short,1246.39,1245.01,1260.34,1219.3300000000004,1,9144.294000000724,signal
2014-06-05 13:00:00,2014-06-05 15:00:00,long,1250.06,1250.7714285714287,1250.7714285714287,1253.97,2,28827.085714293717,stop_loss
2014-06-05 15:00:00,2014-06-10 15:00:00,long,1258.09,1255.08,1255.08,1283.34,2,-38533.41799999989,stop_loss
2014-06-10 15:00:00,2014-06-12 17:00:00,long,1266.36667,1268.2460714285714,1268.2460714285714,1282.6499999999999,3,47326.606892858195,stop_loss
2014-06-12 19:00:00,2014-06-16 11:00:00,long,1275.98,1280.5046428571432,1280.5046428571432,1301.0500000000002,2,58362.46328571788,stop_loss
2014-06-19 15:00:00,2014-06-19 16:00:00,long,1291.465,1289.17,1289.17,1334.2700000000002,2,-18749.231999999665,stop_loss
2014-06-19 17:00:00,2014-06-19 19:00:00,long,1305.38,1306.4664285714287,1306.4664285714287,1360.67,2,6369.513428571921,stop_loss
2014-06-19 19:00:00,2014-06-25 05:00:00,long,1318.07,1313.04,1313.04,1405.8799999999999,2,-19972.117999999893,stop_loss
2014-06-30 20:00:00,2014-07-03 15:00:00,long,1327.38,1310.25,1310.25,1360.7999999999997,1,-93567.48599999936,stop_loss
2014-07-10 12:00:00,2014-07-14 09:00:00,long,1341.27,1321.23,1321.23,1380.51,1,-91444.52399999983,stop_loss
2014-07-14 14:00:00,2014-07-15 12:00:00,short,1311.73,1312.5039285714286,1312.5039285714286,1274.2300000000002,2,-6333.212285714042,stop_loss
2014-07-15 16:00:00,2014-07-15 17:00:00,short,1302.07,1301.5382142857143,1301.5382142857143,1247.2600000000002,2,3067.9781428574915,stop_loss
2014-07-15 17:00:00,2014-07-31 19:00:00,short,1291.915,1287.0410714285713,1287.0410714285713,1210.09,2,20025.022928571867,stop_loss
2014-07-31 19:00:00,2014-08-06 15:00:00,short,1281.84,1303.51,1303.51,1239.3399999999997,1,-89832.9850000003,stop_loss
2014-08-06 15:00:00,2014-08-07 12:00:00,long,1305.29,1302.3,1302.3,1341.3599999999997,2,-26411.866000000082,stop_loss
2014-08-07 18:00:00,2014-08-08 15:00:00,long,1314.8,1311.3999999999999,1311.3999999999999,1357.5399999999995,2,-25298.040000000674,stop_loss
2014-08-15 12:00:00,2014-08-15 15:00:00,short,1304.53,1300.777142857143,1300.777142857143,1298.8200000000002,2,94749.88542857095,stop_loss
2014-08-15 15:00:00,2014-08-21 09:00:00,short,1287.835,1283.1775,1283.1775,1252.41,4,73396.61100000044,stop_loss
2014-08-21 09:00:00,2014-09-03 09:00:00,short,1272.23667,1268.9671428571428,1268.9671428571428,1241.3700000000001,3,46540.6905714297,stop_loss
2014-09-08 16:00:00,2014-09-09 18:00:00,short,1256.55,1255.4382142857144,1255.4382142857144,1235.2399999999998,2,16509.128428571246,stop_loss
2014-09-09 18:00:00,2014-09-11 13:00:00,short,1245.745,1243.9485714285713,1243.9485714285713,1237.5500000000002,2,47658.172142860334,stop_loss
2014-09-30 12:00:00,2014-09-30 16:00:00,short,1209.61,1218.8,1218.8,1192.0700000000004,1,-94291.23799999822,stop_loss
2014-10-03 12:00:00,2014-10-03 15:00:00,short,1204.71,1207.13,1207.13,1177.6100000000004,2,-29083.076000000874,stop_loss
2014-10-03 16:00:00,2014-10-06 09:00:00,short,1190.645,1191.5832142857141,1191.5832142857141,1143.2000000000003,2,-6329.568857141101,stop_loss
2014-10-08 10:00:00,2014-10-09 16:00:00,long,1223.28,1226.4182142857142,1226.4182142857142,1246.5499999999997,3,57316.34571428524,stop_loss
2014-10-15 16:00:00,2014-10-22 23:00:00,long,1244.535,1239.84,1239.84,1268.9399999999996,2,-57509.99400000062,stop_loss
2014-10-23 12:00:00,2014-10-23 17:00:00,short,1232.54,1231.5196428571428,1231.5196428571428,1205.63,2,10978.634714287171,stop_loss
2014-10-23 17:00:00,2014-10-29 20:00:00,short,1219.99,1217.6857142857143,1217.6857142857143,1191.2,2,23092.168857142686,stop_loss
2014-10-29 20:00:00,2014-10-30 15:00:00,short,1207.63,1206.8142857142857,1206.8142857142857,1179.7099999999998,3,12944.65157142952,stop_loss
2014-10-30 19:00:00,2014-10-31 07:00:00,short,1193.11,1192.3889285714286,1192.3889285714286,1137.0499999999997,2,4156.976785714483,stop_loss
2014-10-31 07:00:00,2014-10-31 09:00:00,short,1180.625,1181.1871428571428,1181.1871428571428,1100.66,2,-2334.46685714269,stop_loss
2014-10-31 09:00:00,2014-10-31 14:00:00,short,1169.285,1174.08,1174.08,1062.1399999999996,2,-15347.835999999868,stop_loss
2014-11-05 07:00:00,2014-11-05 13:00:00,short,1146.38333,1145.69,1145.69,1114.42,3,9288.447999999673,stop_loss
2014-11-07 07:00:00,2014-11-07 15:00:00,short,1132.68,1149.5,1149.5,1099.88,1,-91194.67599999964,stop_loss
2014-11-07 20:00:00,2014-11-18 09:00:00,long,1179.65,1188.7660714285714,1188.7660714285714,1249.6699999999996,2,40632.153571428644,stop_loss
2014-11-18 10:00:00,2014-11-19 17:00:00,long,1197.94,1181.19,1181.19,1230.6000000000001,1,-90171.95000000001,stop_loss
2014-11-28 12:00:00,2014-11-28 19:00:00,short,1174.315,1173.5632142857144,1173.5632142857144,1141.6800000000003,2,6405.214285714068,stop_loss
2014-11-28 19:00:00,2014-12-01 10:00:00,short,1158.475,1160.2471428571428,1160.2471428571428,1093.7400000000002,2,-8477.22257142801,stop_loss
