entry_time,exit_time,direction,tf,entry_price,exit_price,sl_dist,tp_dist,pnl,type,half_done
2024-09-02 04:00:00+00:00,2024-09-02 07:00:00+00:00,short,4h,145.90800000000002,146.34567028820584,43.76702882058258,109.41757205145646,-43.76702882058258,SL,False
2024-09-02 16:00:00+00:00,2024-09-02 20:00:00+00:00,short,4h,146.90800000000002,146.9,33.92724809446511,84.81812023616277,0.8000000000009777,EXPIRE,False
2024-09-02 20:00:00+00:00,2024-09-03 00:00:00+00:00,short,4h,146.85500000000002,147.15635615015205,30.135615015203175,75.33903753800794,-30.135615015203175,SL,False
2024-09-03 00:00:00+00:00,2024-09-03 00:01:00+00:00,short,4h,146.704,146.98177533013177,27.777533013176164,69.4438325329404,-27.777533013176164,SL,False
2024-09-03 04:00:00+00:00,2024-09-03 08:00:00+00:00,short,4h,146.5,145.82045345138118,27.181861944752626,67.95465486188156,47.568258403317095,HALF_TP,True
2024-11-06 04:00:00+00:00,2024-11-06 04:01:00+00:00,long,4h,153.97,153.68908272362523,28.09172763747793,70.22931909369483,-28.09172763747793,SL,False
2024-07-02 02:00:00+00:00,2024-07-02 02:01:00+00:00,long,1h,161.677,161.59113073935802,8.586926064197819,21.467315160494547,-8.586926064197819,SL,False
2024-07-02 12:00:00+00:00,2024-07-02 12:01:00+00:00,long,1h,161.66299999999998,161.58716131089557,7.583868910441828,18.95967227610457,-7.583868910441828,SL,False
2024-07-02 15:00:00+00:00,2024-07-02 16:00:00+00:00,long,1h,161.476,161.574,8.000686389049584,20.001715972623956,8.900343194525451,EXPIRE_HALF,True
2024-07-03 01:00:00+00:00,2024-07-03 01:01:00+00:00,long,1h,161.599,161.52649698371334,7.250301628664204,18.12575407166051,-7.250301628664204,SL,False
2024-07-04 03:00:00+00:00,2024-07-04 04:00:00+00:00,long,1h,161.482,161.493,11.240893397329083,28.10223349332271,1.099999999999568,EXPIRE,False
2024-07-04 05:00:00+00:00,2024-07-04 08:00:00+00:00,short,1h,161.455,161.242,10.986107611018566,27.46526902754642,16.143053805510398,EXPIRE_HALF,True
2024-08-01 14:00:00+00:00,2024-08-01 16:00:00+00:00,short,1h,150.488,149.89,50.315632065126614,125.78908016281653,55.05781603256396,EXPIRE_HALF,True
2024-08-01 15:00:00+00:00,2024-08-01 16:00:00+00:00,short,1h,150.00300000000001,149.89,50.315632065126614,125.78908016281653,11.300000000002797,EXPIRE,False
2024-08-01 17:00:00+00:00,2024-08-01 20:00:00+00:00,short,1h,149.852,149.361,46.27088112310972,115.6772028077743,47.68544056155555,EXPIRE_HALF,True
2024-08-02 04:00:00+00:00,2024-08-02 08:00:00+00:00,short,1h,149.436,149.066,41.27510626580235,103.18776566450587,39.1375531329014,EXPIRE_HALF,True
2024-08-02 05:00:00+00:00,2024-08-02 08:00:00+00:00,short,1h,149.21,149.066,39.59975876369534,98.99939690923836,26.999879381847943,EXPIRE_HALF,True
2024-08-02 06:00:00+00:00,2024-08-02 06:01:00+00:00,short,1h,148.875,149.27099758763694,39.59975876369534,98.99939690923836,-39.59975876369534,SL,False
2024-08-02 07:00:00+00:00,2024-08-02 07:01:00+00:00,short,1h,148.80700000000002,149.20299758763696,39.59975876369534,98.99939690923836,-39.59975876369534,SL,False
2024-08-02 09:00:00+00:00,2024-08-02 12:00:00+00:00,short,1h,149.026,148.10800522678662,36.719790928535936,91.79947732133985,64.25963412493789,HALF_TP,True
2024-08-02 13:00:00+00:00,2024-08-02 13:01:00+00:00,short,1h,147.39600000000002,147.82215818804733,42.615818804731184,106.53954701182795,-42.615818804731184,SL,False
2024-08-05 15:00:00+00:00,2024-08-05 15:01:00+00:00,short,1h,142.61100000000002,143.0945167129435,48.351671294347106,120.87917823586776,-48.351671294347106,SL,False
2024-08-05 18:00:00+00:00,2024-08-05 20:00:00+00:00,short,1h,143.972,144.173,47.884781788434175,119.71195447108545,13.892390894217417,EXPIRE_HALF,True
2024-08-05 19:00:00+00:00,2024-08-05 20:00:00+00:00,short,1h,143.406,143.88484781788435,47.884781788434175,119.71195447108545,-47.884781788434175,SL,False
2024-08-05 22:00:00+00:00,2024-08-05 22:01:00+00:00,short,1h,144.05,144.55308144216644,50.308144216642944,125.77036054160737,-50.308144216642944,SL,False
2024-08-06 01:00:00+00:00,2024-08-06 03:00:00+00:00,short,1h,145.0,145.0,51.84839165442393,129.62097913605984,25.924195827211964,SL_AFTER_HALF,True
2024-08-06 07:00:00+00:00,2024-08-06 08:00:00+00:00,short,1h,145.59300000000002,144.914,50.03927276716734,125.09818191791835,58.9696363835852,EXPIRE_HALF,True
2024-08-06 08:00:00+00:00,2024-09-01 20:00:00+00:00,short,1h,145.252,145.15,50.03927276716734,125.09818191791835,30.119636383583863,EXPIRE_HALF,True
2024-09-02 00:00:00+00:00,2024-09-02 04:00:00+00:00,short,1h,146.358,145.93,47.19118710067228,117.9779677516807,44.995593550336004,EXPIRE_HALF,True
2024-09-02 01:00:00+00:00,2024-09-02 04:00:00+00:00,short,1h,146.15,145.93,43.76702882058258,109.41757205145646,21.999999999999886,EXPIRE,False
2024-09-02 03:00:00+00:00,2024-09-02 04:00:00+00:00,short,1h,145.929,145.93,43.76702882058258,109.41757205145646,-0.10000000000047748,EXPIRE,False
2024-09-02 04:00:00+00:00,2024-09-02 07:00:00+00:00,short,1h,145.90800000000002,146.34567028820584,43.76702882058258,109.41757205145646,-43.76702882058258,SL,False
