entry_time,exit_time,direction,entry,exit,sl,tp,layers,pnl,exit_reason
2014-01-10 07:00:00,2014-01-13 11:00:00,long,1242.43,1246.4907142857141,1246.4907142857141,1262.6999999999998,3,93136.13678571141,stop_loss
2014-01-15 10:00:00,2014-01-17 12:00:00,short,1238.73,1242.55,1255.22,1206.59,1,-24004.4979999996,signal
2014-01-17 12:00:00,2014-01-17 15:00:00,long,1245.45,1242.83,1242.83,1255.09,2,-84728.18000000015,stop_loss
2014-01-17 15:00:00,2014-01-20 20:00:00,long,1252.265,1253.0589285714286,1253.0589285714286,1271.56,2,13460.106214286829,stop_loss
2014-01-21 12:00:00,2014-01-21 15:00:00,short,1243.075,1242.8832142857143,1242.8832142857143,1223.66,2,3179.1550714290424,stop_loss
2014-01-21 15:00:00,2014-01-23 08:00:00,short,1235.165,1237.07,1238.4,1196.3600000000004,2,-18009.48899999867,signal
2014-01-23 08:00:00,2014-01-23 11:00:00,long,1242.165,1242.5142857142857,1242.5142857142857,1248.3099999999997,2,12387.906857144844,stop_loss
2014-01-23 11:00:00,2014-01-23 15:00:00,long,1251.645,1247.23,1247.23,1277.95,2,-56915.53099999954,stop_loss
2014-01-23 15:00:00,2014-01-24 13:00:00,long,1260.345,1266.1614285714286,1266.1614285714286,1305.1899999999998,2,46744.30985714368,stop_loss
2014-01-24 13:00:00,2014-01-28 16:00:00,long,1270.86,1250.85,1231.45,1348.8399999999997,1,-50985.47999999998,signal
2014-01-28 16:00:00,2014-01-29 15:00:00,short,1250.57,1266.81,1278.96,1194.6299999999997,1,-57013.76800000003,signal
2014-01-29 15:00:00,2014-01-30 13:00:00,long,1267.09,1254.79,1248.8,1302.83,1,-66619.25999999975,signal
2014-01-30 13:00:00,2014-01-30 15:00:00,short,1247.92,1246.7835714285713,1246.7835714285713,1224.1100000000001,2,14255.36000000048,stop_loss
2014-01-30 15:00:00,2014-02-03 16:00:00,short,1241.08,1248.8,1270.1299999999999,1183.82,1,-25893.652000000093,signal
2014-02-03 16:00:00,2014-02-03 17:00:00,long,1255.98,1257.4607142857142,1257.4607142857142,1264.9399999999998,2,35221.45457142822,stop_loss
2014-02-03 17:00:00,2014-02-11 02:00:00,long,1272.05667,1276.372142857143,1276.372142857143,1307.0899999999997,3,56587.54464285956,stop_loss
2014-02-11 07:00:00,2014-02-12 06:00:00,long,1287.785,1284.59,1284.59,1340.2299999999996,2,-22354.776000000347,stop_loss
2014-02-12 17:00:00,2014-02-14 03:00:00,long,1300.32667,1301.6017857142856,1301.6017857142856,1312.9399999999996,3,38478.502428570006,stop_loss
2014-02-14 08:00:00,2014-02-14 13:00:00,long,1312.24,1312.5092857142856,1312.5092857142856,1348.2499999999995,2,2553.3671428572816,stop_loss
2014-02-14 13:00:00,2014-02-17 10:00:00,long,1322.31,1322.4882142857143,1322.4882142857143,1379.6599999999996,2,1122.785642857707,stop_loss
2014-02-20 20:00:00,2014-02-24 16:00:00,long,1325.61333,1329.1464285714285,1329.1464285714285,1337.7900000000002,3,102256.60892856977,stop_loss
2014-02-25 16:00:00,2014-02-26 17:00:00,long,1338.06,1324.53,1318.73,1375.8799999999999,1,-71205.68399999985,signal
2014-02-26 17:00:00,2014-03-03 09:00:00,short,1324.25,1345.35,1345.35,1282.89,1,-100161.69999999956,stop_loss
2014-03-03 16:00:00,2014-03-12 03:00:00,long,1354.055,1350.07,1350.07,1409.8899999999999,2,-25681.73100000009,stop_loss
2014-03-12 12:00:00,2014-03-12 23:00:00,long,1361.46,1363.6632142857145,1363.6632142857145,1398.0700000000002,2,21031.442928573153,stop_loss
2014-03-14 13:00:00,2014-03-14 14:00:00,long,1377.69,1373.6,1373.6,1391.1399999999996,2,-88811.07800000069,stop_loss
2014-03-14 14:00:00,2014-03-17 20:00:00,long,1382.03,1364.41,1364.41,1416.4299999999998,1,-96494.1679999994,stop_loss
2014-03-18 14:00:00,2014-03-19 20:00:00,short,1341.7,1337.1760714285715,1337.1760714285715,1276.59,3,33713.67289285692,stop_loss
2014-03-19 20:00:00,2014-03-24 14:00:00,short,1322.9,1321.4910714285716,1321.4910714285716,1213.53,2,4515.897857142732,stop_loss
2014-03-24 14:00:00,2014-03-26 16:00:00,short,1308.825,1306.8649999999998,1306.8649999999998,1262.2200000000005,2,13765.472000001853,stop_loss
2014-03-26 16:00:00,2014-03-28 01:00:00,short,1295.08,1293.84,1293.84,1272.3799999999999,3,23376.1080000016,stop_loss
2014-04-02 12:00:00,2014-04-02 14:00:00,long,1287.62,1287.7282142857143,1287.7282142857143,1296.1099999999997,2,3316.1618571440704,stop_loss
2014-04-02 14:00:00,2014-04-04 15:00:00,long,1295.175,1294.1003571428573,1294.1003571428573,1318.28,2,-14994.921642855632,stop_loss
2014-04-04 15:00:00,2014-04-08 17:00:00,long,1303.385,1307.8632142857143,1307.8632142857143,1333.6200000000003,2,48626.24200000047,stop_loss
2014-04-15 09:00:00,2014-04-15 13:00:00,short,1308.07,1308.5435714285713,1308.5435714285713,1277.1299999999999,2,-5019.004714285453,stop_loss
2014-04-22 16:00:00,2014-04-22 17:00:00,short,1284.57,1287.3600000000001,1287.3600000000001,1275.0400000000002,2,-84299.29200000233,stop_loss
2014-04-22 17:00:00,2014-04-24 14:00:00,short,1276.535,1275.6864285714285,1275.6864285714285,1257.5499999999997,2,13080.558857144228,stop_loss
2014-04-24 14:00:00,2014-04-24 16:00:00,short,1271.29,1287.09,1287.09,1240.53,1,-95443.05999999974,stop_loss
2014-04-24 16:00:00,2014-04-28 17:00:00,long,1297.11,1292.1299999999999,1292.1299999999999,1314.0299999999997,2,-82484.7360000003,stop_loss
2014-04-29 09:00:00,2014-04-29 15:00:00,short,1289.935,1292.19,1292.19,1264.55,2,-29138.65899999994,stop_loss
2014-05-01 09:00:00,2014-05-02 13:00:00,short,1282.71,1285.88,1285.88,1262.2800000000004,2,-47582.334000001094,stop_loss
2014-05-02 17:00:00,2014-05-05 18:00:00,long,1303.92,1309.702142857143,1309.702142857143,1330.61,3,86352.25607143063,stop_loss
2014-05-07 12:00:00,2014-05-07 15:00:00,short,1307.045,1307.700357142857,1307.700357142857,1304.4399999999998,2,-37254.95642856571,stop_loss
