entry_time,direction,entry_price,tp,sl,status,exit_time,exit_price,pnl
2026-01-14 12:00:00,SHORT,1.57319,1.5540792857142862,1.5890121428571429,CLOSED,2026-01-15 12:00:00,1.58566,-124.69999999999982
2026-01-23 07:45:00,LONG,1.58777,1.610743214285713,1.5711753571428573,CLOSED,2026-01-23 17:13:00,1.57036,-174.09999999999926
2026-01-23 16:30:00,SHORT,1.56781,1.5520564285714282,1.5829607142857143,CLOSED,2026-01-24 16:30:00,,
2026-01-23 17:15:00,SHORT,1.56048,1.5362014285714292,1.5773357142857143,CLOSED,2026-01-24 17:15:00,,
2026-01-23 17:30:00,SHORT,1.55374,1.5194917857142851,1.5725896428571429,CLOSED,2026-01-24 17:30:00,,
2026-01-23 18:30:00,SHORT,1.55084,1.524248928571429,1.5681582142857142,CLOSED,2026-01-24 18:30:00,,
2026-01-25 22:00:00,SHORT,1.53659,1.4824310714285704,1.5594217857142858,CLOSED,2026-01-26 22:00:00,1.54138,-47.900000000000716
2026-01-25 22:45:00,SHORT,1.53431,1.5043832142857152,1.552295357142857,CLOSED,2026-01-25 23:48:00,1.55275,-184.40000000000012
2026-01-26 00:45:00,SHORT,1.53776,1.5200099999999992,1.5533100000000002,CLOSED,2026-01-27 00:45:00,1.54207,-43.100000000000364
2026-01-26 02:15:00,SHORT,1.53118,1.5146746428571436,1.5464810714285713,CLOSED,2026-01-27 02:15:00,1.54331,-121.29999999999974
2026-01-26 04:15:00,SHORT,1.52874,1.5126025000000003,1.5439675,CLOSED,2026-01-26 06:14:00,1.544,-152.6000000000005
2026-01-26 09:30:00,SHORT,1.5260799999999999,1.510772857142856,1.5411414285714287,CLOSED,2026-01-26 12:49:00,1.54153,-154.50000000000185
2026-01-27 10:00:00,SHORT,1.52771,1.4929689285714287,1.5466582142857142,CLOSED,2026-01-28 10:00:00,1.52674,9.699999999999154
2026-01-29 15:45:00,SHORT,1.51699,1.482832857142857,1.5358214285714287,CLOSED,2026-01-30 00:53:00,1.53625,-192.59999999999832
