sym,result,pnl,equity,entry_time,exit_time,month,date,entry_hour,h4_bucket,h4_key
EURUSD,win,2258240.519776455,228082292.49742195,2025-08-06 18:00:00+00:00,2025-08-07 11:34:00+00:00,2025-08,2025-08-06,18,16,2025-08-06_16
EURUSD,win,9123291.699896878,237205584.19731885,2025-08-06 20:00:00+00:00,2025-08-07 07:51:00+00:00,2025-08,2025-08-06,20,20,2025-08-06_20
EURUSD,win,9488223.367892755,246693807.5652116,2025-08-06 22:00:00+00:00,2025-08-07 07:48:00+00:00,2025-08,2025-08-06,22,20,2025-08-06_20
EURUSD,win,2466938.0756521155,249160745.64086372,2025-08-07 04:00:00+00:00,2025-08-07 10:15:00+00:00,2025-08,2025-08-07,4,4,2025-08-07_04
EURUSD,loss,-4983214.912817273,244177530.72804645,2025-08-07 20:00:00+00:00,2025-08-11 12:15:00+00:00,2025-08,2025-08-07,20,20,2025-08-07_20
EURUSD,loss,-4883550.614560929,239293980.11348552,2025-08-08 15:00:00+00:00,2025-08-08 19:27:00+00:00,2025-08,2025-08-08,15,12,2025-08-08_12
EURUSD,win,2392939.801134855,241686919.91462037,2025-08-08 17:00:00+00:00,2025-08-08 18:00:00+00:00,2025-08,2025-08-08,17,16,2025-08-08_16
EURUSD,loss,-4833738.398292407,236853181.51632798,2025-08-08 18:00:00+00:00,2025-08-08 19:23:00+00:00,2025-08,2025-08-08,18,16,2025-08-08_16
EURUSD,win,9474127.26065312,246327308.77698112,2025-08-10 23:00:00+00:00,2025-08-11 02:00:00+00:00,2025-08,2025-08-10,23,20,2025-08-10_20
EURUSD,win,9853092.351079244,256180401.12806034,2025-08-11 00:00:00+00:00,2025-08-11 02:02:00+00:00,2025-08,2025-08-11,0,0,2025-08-11_00
EURUSD,win,10247216.045122413,266427617.17318276,2025-08-11 01:00:00+00:00,2025-08-11 03:10:00+00:00,2025-08,2025-08-11,1,0,2025-08-11_00
EURUSD,loss,-5328552.343463655,261099064.8297191,2025-08-11 02:00:00+00:00,2025-08-11 09:38:00+00:00,2025-08,2025-08-11,2,0,2025-08-11_00
EURUSD,win,2610990.648297191,263710055.4780163,2025-08-11 12:00:00+00:00,2025-08-12 05:01:00+00:00,2025-08,2025-08-11,12,12,2025-08-11_12
EURUSD,win,2637100.5547801624,266347156.03279644,2025-08-11 14:00:00+00:00,2025-08-11 20:54:00+00:00,2025-08,2025-08-11,14,12,2025-08-11_12
EURUSD,win,2663471.5603279644,269010627.5931244,2025-08-12 03:00:00+00:00,2025-08-12 04:43:00+00:00,2025-08,2025-08-12,3,0,2025-08-12_00
EURUSD,loss,-5380212.551862487,263630415.0412619,2025-08-12 04:00:00+00:00,2025-08-12 04:57:00+00:00,2025-08,2025-08-12,4,4,2025-08-12_04
EURUSD,loss,-5272608.300825238,258357806.74043667,2025-08-12 06:00:00+00:00,2025-08-12 12:30:00+00:00,2025-08,2025-08-12,6,4,2025-08-12_04
