time,sym,dir,ep,sl,tp,xp,result,half,pnl,equity,risk_pct,risk_changed,date,week
2026-03-02 00:00:00+00:00,USDJPY,1.0,156.638,156.09152857142857,158.0041785714286,156.638,win,True,1500.0,101500.0,0.03,,03/02,W10
2026-03-02 01:00:00+00:00,USDCAD,-1.0,1.36534,1.3676374642857143,1.3596313392857144,1.3676374642857143,loss,False,-3058.3116832426053,98441.6883167574,0.03,,03/02,W10
2026-03-02 03:00:00+00:00,USDJPY,1.0,156.285,156.13130357142856,156.6692410714286,156.6692410714286,win,True,5168.188636629763,103609.87695338717,0.03,,03/02,W10
2026-03-02 03:00:00+00:00,EURUSD,-1.0,1.17887,1.17971825,1.176749375,1.176749375,win,True,5439.518540053029,109049.3954934402,0.03,,03/02,W10
2026-03-02 03:00:00+00:00,GBPUSD,-1.0,1.3444699999999998,1.3458055714285715,1.341166071428571,1.341166071428571,win,True,5712.75337060802,114762.14886404821,0.03,,03/02,W10
2026-03-02 03:00:00+00:00,NZDUSD,-1.0,0.59865,0.5993727142857143,0.5970182142857143,0.5993727142857143,loss,False,-3698.757981120521,111063.39088292769,0.03,,03/02,W10
2026-03-02 04:00:00+00:00,USDJPY,1.0,156.318,156.12025,156.81237500000003,156.81237500000003,win,True,5830.828021353584,116894.21890428127,0.03,,03/02,W10
2026-03-02 04:00:00+00:00,GBPUSD,-1.0,1.34476,1.345985,1.3417325,1.3417325,win,True,6122.515107424921,123016.73401170618,0.03,,03/02,W10
2026-03-02 05:01:00+00:00,GBPUSD,-1.0,1.34351,1.345979,1.3373725,1.3373725,win,True,6450.874464812672,129467.60847651886,0.03,,03/02,W10
2026-03-02 06:00:00+00:00,EURUSD,-1.0,1.17664,1.1793185714285714,1.169943571428571,1.169943571428571,win,True,6797.049445017239,136264.6579215361,0.03,,03/02,W10
2026-03-02 08:00:00+00:00,USDJPY,1.0,156.986,156.7753035714286,157.51274107142848,156.986,win,True,2043.9698688230415,138308.62779035914,0.03,,03/02,W10
2026-03-02 09:00:00+00:00,XAUUSD,1.0,5394.161999999999,5380.015785714286,5429.345535714285,5380.015785714286,loss,False,-4164.567346479047,134144.0604438801,0.03,,03/02,W10
2026-03-02 10:00:00+00:00,XAUUSD,1.0,5392.1669999999995,5380.966160714286,5419.987098214284,5380.966160714286,loss,False,-4043.0919048863225,130100.96853899377,0.03,,03/02,W10
2026-03-02 12:00:00+00:00,USDJPY,1.0,156.963,156.75065714285714,157.49385714285714,157.49385714285714,win,True,6830.300848297173,136931.26938729093,0.03,,03/02,W10
2026-03-02 12:00:00+00:00,EURUSD,-1.0,1.1733,1.1750492857142858,1.1689267857142855,1.1689267857142855,win,True,7188.891642832774,144120.1610301237,0.03,,03/02,W10
2026-03-02 12:00:00+00:00,NZDUSD,-1.0,0.59587,0.5970106071428571,0.5931934821428572,0.5931934821428572,win,True,7467.198411129264,151587.35944125298,0.03,,03/02,W10
2026-03-02 19:00:00+00:00,EURUSD,-1.0,1.16944,1.171155,1.1651525000000003,1.171155,loss,False,-4547.620783237589,147039.73865801538,0.03,,03/02,W10
2026-03-02 21:00:00+00:00,EURUSD,-1.0,1.16902,1.1716869285714286,1.1623526785714282,1.1623526785714282,win,True,7719.586279545808,154759.32493756118,0.03,,03/02,W10
2026-03-03 04:00:00+00:00,USDJPY,1.0,157.282,157.14190357142857,157.6322410714286,157.282,win,True,2321.3898740634177,157080.7148116246,0.03,,03/03,W10
2026-03-03 04:00:00+00:00,EURUSD,-1.0,1.16906,1.1701601428571429,1.1663096428571427,1.1663096428571427,win,True,8246.73752761053,165327.45233923514,0.03,,03/03,W10
2026-03-03 04:00:00+00:00,GBPUSD,-1.0,1.3399299999999998,1.3416192857142857,1.3357417857142855,1.3357417857142855,win,True,8664.923589370259,173992.3759286054,0.03,,03/03,W10
2026-03-03 04:00:00+00:00,NZDUSD,-1.0,0.59445,0.5952122857142857,0.5927192857142858,0.5927192857142858,win,True,8951.394767614382,182943.77069621978,0.03,,03/03,W10
2026-03-03 05:00:00+00:00,USDJPY,1.0,157.401,157.16401785714288,157.99345535714284,157.16401785714288,loss,False,-5488.313120886593,177455.4575753332,0.03,,03/03,W10
2026-03-03 05:00:00+00:00,EURUSD,-1.0,1.16811,1.1700211785714285,1.1633320535714287,1.1633320535714287,win,True,9316.411522704992,186771.86909803818,0.03,,03/03,W10
2026-03-03 05:00:00+00:00,NZDUSD,-1.0,0.59369,0.5951928571428571,0.5901078571428575,0.5901078571428575,win,True,9709.106971032868,196480.97606907104,0.03,,03/03,W10
2026-03-03 08:00:00+00:00,EURUSD,-1.0,1.16439,1.1674017142857143,1.1568607142857146,1.1568607142857146,win,True,10315.25124362612,206796.22731269716,0.03,,03/03,W10
2026-03-03 08:00:00+00:00,GBPUSD,-1.0,1.33357,1.3369783214285713,1.3250841964285716,1.33357,win,True,3101.9434096904574,209898.17072238761,0.03,,03/03,W10
2026-03-03 08:00:00+00:00,NZDUSD,-1.0,0.59104,0.5934075357142856,0.5852961607142859,0.5852961607142859,win,True,10951.726799140462,220849.89752152807,0.03,,03/03,W10
2026-03-03 14:00:00+00:00,EURUSD,-1.0,1.15905,1.161859607142857,1.152025982142857,1.15905,win,True,3312.748462822921,224162.645984351,0.03,,03/03,W10
2026-03-03 18:00:00+00:00,USDJPY,1.0,157.836,157.5711357142857,158.4981607142858,157.5711357142857,loss,False,-6724.879379530529,217437.76660482047,0.03,,03/03,W10
2026-03-04 00:00:00+00:00,USDJPY,1.0,157.769,157.47296785714286,158.50908035714286,157.47296785714286,loss,False,-6523.132998144614,210914.63360667587,0.03,,03/04,W10
2026-03-04 02:00:00+00:00,USDJPY,1.0,157.59,157.44714285714286,157.94714285714286,157.44714285714286,loss,False,-6327.4390082002765,204587.1945984756,0.03,,03/04,W10
2026-03-04 03:00:00+00:00,GBPUSD,-1.0,1.3329799999999998,1.3343973928571429,1.3294715178571423,1.3329799999999998,win,True,3068.807918977134,207656.00251745273,0.03,,03/04,W10
2026-03-04 04:00:00+00:00,GBPUSD,-1.0,1.3338999999999999,1.3343956785714286,1.3326958035714283,1.3326958035714283,win,True,10837.80635684611,218493.80887429885,0.03,,03/04,W10
2026-03-04 05:00:00+00:00,GBPUSD,-1.0,1.33124,1.3345122857142857,1.3230942857142858,1.3345122857142857,loss,False,-6574.9069706710325,211918.90190362782,0.03,,03/04,W10
2026-03-04 16:00:00+00:00,USDJPY,-1.0,157.121,157.45854642857142,156.27713392857146,157.121,win,True,3178.783528554417,215097.68543218225,0.03,,03/04,W10
2026-03-05 02:00:00+00:00,EURUSD,-1.0,1.16282,1.16495075,1.1574931249999998,1.16282,win,True,3226.4652814827336,218324.15071366497,0.03,,03/05,W10
