entry_time,exit_time,direction,entry,exit,sl,tp,layers,pnl,exit_reason
2020-01-02 09:00:00,2020-01-03 00:00:00,short,1771.74429,1768.902054233972,1768.902054233972,1696.1533003365296,2,13816.124705072358,stop_loss
2020-01-03 20:00:00,2020-01-03 23:00:00,long,1787.26857,1786.96201642063,1786.96201642063,1817.626772214209,2,-3150.953372865304,stop_loss
2020-01-05 17:00:00,2020-01-06 03:00:00,long,1795.78719,1788.9970750282841,1788.9970750282841,1815.5558490805358,2,-101414.36991357384,stop_loss
2020-01-07 20:00:00,2020-01-08 03:00:00,long,1777.7918,1773.3263723177913,1773.3263723177913,1789.1503470788152,2,-108901.97569700971,stop_loss
2020-01-08 11:00:00,2020-01-09 18:00:00,long,1820.31313,1833.762188986312,1833.762188986312,1841.996965809654,3,149901.91528938245,stop_loss
2020-01-09 18:00:00,2020-01-11 07:00:00,long,1836.83182,1832.7829150074006,1780.4003861906597,1948.8547004929897,1,-7139.036849611824,signal
2020-01-11 07:00:00,2020-01-11 12:00:00,short,1832.50292,1845.751376938354,1845.751376938354,1806.8459911454936,1,-100996.99983823748,stop_loss
2020-01-11 19:00:00,2020-01-11 23:00:00,long,1850.56291,1831.6082495642388,1831.6082495642388,1887.6322218052053,1,-98295.06241573453,stop_loss
2020-01-13 08:00:00,2020-01-14 05:00:00,long,1855.15815,1861.8635641698056,1861.8635641698056,1889.879748642067,4,102775.1927446425,stop_loss
2020-01-14 09:00:00,2020-01-15 10:00:00,long,1873.81345,1864.370248472315,1827.097512692252,1966.4053308983346,1,-19711.743240488402,signal
2020-01-15 10:00:00,2020-01-16 12:00:00,short,1864.09025,1874.8667276820245,1884.2774586161786,1824.555828184588,1,-52259.458279564526,signal
2020-01-16 12:00:00,2020-01-16 20:00:00,long,1880.56024,1885.346697338703,1885.346697338703,1915.0579231865293,2,45489.48744954623,stop_loss
2020-01-18 12:00:00,2020-01-18 21:00:00,long,1905.70338,1908.1736494578229,1908.1736494578229,1950.655295162571,2,18181.15899374112,stop_loss
2020-01-19 12:00:00,2020-01-20 18:00:00,short,1879.70173,1875.1240903502403,1875.1240903502403,1841.9626389252385,3,53573.482757431244,stop_loss
2020-01-23 08:00:00,2020-01-24 09:00:00,short,1829.51687,1835.5061836615353,1877.7882479170464,1733.814101415698,1,-12209.823494597924,signal
2020-01-24 09:00:00,2020-01-24 15:00:00,long,1840.32936,1835.7861836615352,1835.7861836615352,1858.9854394282595,2,-75535.78315423497,stop_loss
2020-01-25 07:00:00,2020-01-26 08:00:00,long,1855.85929,1849.8708957380802,1849.8708957380802,1892.7109585453504,2,-53374.5598773036,stop_loss
2020-01-26 18:00:00,2020-01-27 02:00:00,long,1880.1702,1887.5278596612934,1887.5278596612934,1917.190056692933,3,84400.39480629424,stop_loss
2020-02-02 16:00:00,2020-02-03 02:00:00,long,1870.69987,1866.7056802064478,1866.7056802064478,1935.3015885410546,2,-22431.357001007873,stop_loss
2020-02-05 07:00:00,2020-02-06 08:00:00,long,1921.88832,1916.7379771193744,1916.7379771193744,1956.7720192227753,2,-49187.881853380124,stop_loss
2020-02-06 16:00:00,2020-02-07 13:00:00,long,1949.87788,1968.121555234367,1968.121555234367,1997.2631384141175,4,213305.00417663984,stop_loss
2020-02-07 15:00:00,2020-02-08 02:00:00,long,1993.71536,2002.0730703657234,2002.0730703657234,2132.235611007797,3,32168.830724935542,stop_loss
2020-02-08 16:00:00,2020-02-09 12:00:00,long,2015.11225,2008.941349225524,2008.941349225524,2227.01742209464,2,-11324.840548567545,stop_loss
2020-02-09 17:00:00,2020-02-10 12:00:00,long,2037.43274,2047.1449411597464,2047.1449411597464,2079.2909173792577,3,104113.86995560305,stop_loss
