sym,result,pnl,equity,risk_pct,time,month,date
NZDUSD,win,15343251.147552576,825630786.6552764,0.01,2026-02-19 23:01:00+00:00,2026-02,2026-02-19
USDCAD,win,4128153.9332763827,829758940.5885528,0.01,2026-02-20 00:00:00+00:00,2026-02,2026-02-20
EURUSD,win,4148794.702942765,833907735.2914956,0.01,2026-02-20 00:00:00+00:00,2026-02,2026-02-20
AUDUSD,win,16678154.70582991,850585889.9973255,0.01,2026-02-20 00:00:00+00:00,2026-02,2026-02-20
GBPUSD,win,4252929.449986627,854838819.4473121,0.01,2026-02-20 00:00:00+00:00,2026-02,2026-02-20
USDCHF,win,4274194.097236561,859113013.5445486,0.01,2026-02-20 00:00:00+00:00,2026-02,2026-02-20
USDJPY,win,4295565.067722743,863408578.6122714,0.01,2026-02-20 00:00:00+00:00,2026-02,2026-02-20
NZDUSD,win,17061949.27248285,880470527.8847543,0.01,2026-02-20 00:01:00+00:00,2026-02,2026-02-20
AUDUSD,win,17609410.557695087,898079938.4424493,0.01,2026-02-20 01:00:00+00:00,2026-02,2026-02-20
USDCAD,loss,-8980799.384424493,889099139.0580249,0.01,2026-02-20 02:00:00+00:00,2026-02,2026-02-20
EURUSD,win,4445495.695290124,893544634.753315,0.01,2026-02-20 02:00:00+00:00,2026-02,2026-02-20
AUDUSD,loss,-8935446.34753315,884609188.4057819,0.01,2026-02-20 02:00:00+00:00,2026-02,2026-02-20
GBPUSD,loss,-8846091.884057818,875763096.5217241,0.01,2026-02-20 02:00:00+00:00,2026-02,2026-02-20
USDCHF,win,4378815.482608621,880141912.0043328,0.01,2026-02-20 02:00:00+00:00,2026-02,2026-02-20
EURUSD,win,4400709.560021664,884542621.5643544,0.01,2026-02-20 04:00:00+00:00,2026-02,2026-02-20
EURUSD,loss,-8845426.215643544,875697195.3487109,0.01,2026-02-20 05:00:00+00:00,2026-02,2026-02-20
USDJPY,loss,-8756971.95348711,866940223.3952237,0.01,2026-02-20 05:00:00+00:00,2026-02,2026-02-20
XAUUSD,win,4334701.116976118,871274924.5121999,0.01,2026-02-20 09:00:00+00:00,2026-02,2026-02-20
NZDUSD,loss,-9112105.871049868,862162818.64115,0.01,2026-02-20 12:01:00+00:00,2026-02,2026-02-20
USDCHF,loss,-8831820.253645604,853330998.3875043,0.01,2026-02-20 13:00:00+00:00,2026-02,2026-02-20
GBPUSD,win,4266654.991937522,857597653.3794419,0.01,2026-02-20 19:00:00+00:00,2026-02,2026-02-20
GBPUSD,win,4287988.266897209,861885641.646339,0.01,2026-02-22 23:00:00+00:00,2026-02,2026-02-22
USDCAD,loss,-8618856.41646339,853266785.2298757,0.01,2026-02-23 00:00:00+00:00,2026-02,2026-02-23
EURUSD,loss,-8532667.852298757,844734117.377577,0.01,2026-02-23 00:00:00+00:00,2026-02,2026-02-23
GBPUSD,loss,-8447341.17377577,836286776.2038012,0.01,2026-02-23 00:00:00+00:00,2026-02,2026-02-23
USDCHF,loss,-8386963.285534205,827899812.9182669,0.01,2026-02-23 00:00:00+00:00,2026-02,2026-02-23
USDJPY,loss,-8278998.129182669,819620814.7890842,0.01,2026-02-23 00:00:00+00:00,2026-02,2026-02-23
USDCAD,loss,-8196208.1478908425,811424606.6411934,0.01,2026-02-23 02:00:00+00:00,2026-02,2026-02-23
EURUSD,loss,-8114246.066411934,803310360.5747814,0.01,2026-02-23 02:00:00+00:00,2026-02,2026-02-23
GBPUSD,win,4016551.802873907,807326912.3776553,0.01,2026-02-23 02:00:00+00:00,2026-02,2026-02-23
USDCHF,loss,-8159406.9645206425,799167505.4131346,0.01,2026-02-23 02:00:00+00:00,2026-02,2026-02-23
XAUUSD,loss,-8006887.125777044,791160618.2873576,0.01,2026-02-23 04:00:00+00:00,2026-02,2026-02-23
XAUUSD,loss,-7933530.636243096,783227087.6511145,0.01,2026-02-23 05:00:00+00:00,2026-02,2026-02-23
XAUUSD,loss,-7861842.503389149,775365245.1477253,0.01,2026-02-23 06:00:00+00:00,2026-02,2026-02-23
AUDUSD,loss,-7753652.451477255,767611592.696248,0.01,2026-02-23 09:00:00+00:00,2026-02,2026-02-23
USDCHF,win,3838057.9634812404,771449650.6597292,0.01,2026-02-23 09:00:00+00:00,2026-02,2026-02-23
USDJPY,win,3857248.2532986463,775306898.9130279,0.01,2026-02-23 09:00:00+00:00,2026-02,2026-02-23
USDJPY,loss,-7753068.989130279,767553829.9238976,0.01,2026-02-23 11:00:00+00:00,2026-02,2026-02-23
XAUUSD,win,3837769.149619488,771391599.0735171,0.01,2026-02-23 15:00:00+00:00,2026-02,2026-02-23
USDCAD,win,3856957.9953675857,775248557.0688846,0.01,2026-02-23 18:00:00+00:00,2026-02,2026-02-23
USDCAD,win,3876242.7853444233,779124799.8542291,0.01,2026-02-23 20:00:00+00:00,2026-02,2026-02-23
EURUSD,win,3895623.9992711456,783020423.8535002,0.01,2026-02-23 20:00:00+00:00,2026-02,2026-02-23
USDCHF,win,3915102.1192675014,786935525.9727677,0.01,2026-02-23 20:00:00+00:00,2026-02,2026-02-23
USDCAD,loss,-7869355.259727677,779066170.71304,0.01,2026-02-23 23:00:00+00:00,2026-02,2026-02-23
USDCHF,win,15521582.348423397,794587753.0614634,0.01,2026-02-23 23:00:00+00:00,2026-02,2026-02-23
USDCAD,win,15891755.061229266,810479508.1226926,0.01,2026-02-24 00:00:00+00:00,2026-02,2026-02-24
USDCHF,win,16068864.463412987,826548372.5861055,0.01,2026-02-24 00:00:00+00:00,2026-02,2026-02-24
USDJPY,win,16530967.45172211,843079340.0378276,0.01,2026-02-24 00:00:00+00:00,2026-02,2026-02-24
USDCAD,win,4215396.700189138,847294736.7380167,0.01,2026-02-24 01:00:00+00:00,2026-02,2026-02-24
USDCHF,win,4236473.683690084,851531210.4217068,0.01,2026-02-24 01:00:00+00:00,2026-02,2026-02-24
USDJPY,win,17030624.208434135,868561834.6301409,0.01,2026-02-24 04:00:00+00:00,2026-02,2026-02-24
AUDUSD,loss,-8685618.346301408,859876216.2838395,0.01,2026-02-24 06:00:00+00:00,2026-02,2026-02-24
USDJPY,win,17197524.32567679,877073740.6095163,0.01,2026-02-24 08:00:00+00:00,2026-02,2026-02-24
USDCAD,win,4385368.70304758,881459109.3125639,0.01,2026-02-24 11:00:00+00:00,2026-02,2026-02-24
EURUSD,win,4407295.54656282,885866404.8591267,0.01,2026-02-24 11:00:00+00:00,2026-02,2026-02-24
GBPUSD,win,4429332.024295634,890295736.8834224,0.01,2026-02-24 11:00:00+00:00,2026-02,2026-02-24
USDJPY,loss,-8902957.368834224,881392779.5145881,0.01,2026-02-24 11:00:00+00:00,2026-02,2026-02-24
EURUSD,win,4406963.89757294,885799743.4121611,0.01,2026-02-24 13:00:00+00:00,2026-02,2026-02-24
GBPUSD,win,4428998.717060805,890228742.1292219,0.01,2026-02-24 13:00:00+00:00,2026-02,2026-02-24
USDCHF,win,4451143.710646109,894679885.8398681,0.01,2026-02-24 13:00:00+00:00,2026-02,2026-02-24
USDCAD,win,4473399.429199341,899153285.2690674,0.01,2026-02-24 14:00:00+00:00,2026-02,2026-02-24
EURUSD,loss,-8991532.852690674,890161752.4163767,0.01,2026-02-24 14:00:00+00:00,2026-02,2026-02-24
AUDUSD,loss,-8901617.524163768,881260134.892213,0.01,2026-02-24 14:00:00+00:00,2026-02,2026-02-24
GBPUSD,loss,-8812601.34892213,872447533.5432909,0.01,2026-02-24 14:00:00+00:00,2026-02,2026-02-24
USDJPY,loss,-8724475.33543291,863723058.207858,0.01,2026-02-24 14:00:00+00:00,2026-02,2026-02-24
GBPUSD,win,4318615.29103929,868041673.4988973,0.01,2026-02-24 15:00:00+00:00,2026-02,2026-02-24
USDCHF,win,17306915.445979856,885348588.9448771,0.01,2026-02-24 15:00:00+00:00,2026-02,2026-02-24
USDCHF,win,17619690.03644862,902968278.9813259,0.01,2026-02-24 16:00:00+00:00,2026-02,2026-02-24
USDCHF,loss,-9084562.563660365,893883716.4176655,0.01,2026-02-24 17:00:00+00:00,2026-02,2026-02-24
GBPUSD,loss,-8938837.164176654,884944879.2534888,0.01,2026-02-24 18:00:00+00:00,2026-02,2026-02-24
EURUSD,loss,-8849448.792534888,876095430.460954,0.01,2026-02-24 19:00:00+00:00,2026-02,2026-02-24
USDJPY,win,4380477.1523047695,880475907.6132587,0.01,2026-02-24 19:00:00+00:00,2026-02,2026-02-24
EURUSD,loss,-8804759.076132588,871671148.5371262,0.01,2026-02-24 20:00:00+00:00,2026-02,2026-02-24
AUDUSD,loss,-8716711.485371262,862954437.051755,0.01,2026-02-24 20:00:00+00:00,2026-02,2026-02-24
USDJPY,win,4314772.185258775,867269209.2370137,0.01,2026-02-24 20:00:00+00:00,2026-02,2026-02-24
EURUSD,loss,-8672692.092370138,858596517.1446435,0.01,2026-02-24 21:00:00+00:00,2026-02,2026-02-24
AUDUSD,loss,-8585965.171446435,850010551.9731971,0.01,2026-02-24 21:00:00+00:00,2026-02,2026-02-24
GBPUSD,loss,-8500105.51973197,841510446.4534651,0.01,2026-02-24 21:00:00+00:00,2026-02,2026-02-24
USDJPY,loss,-8415104.464534651,833095341.9889305,0.01,2026-02-24 21:00:00+00:00,2026-02,2026-02-24
AUDUSD,win,16661906.83977861,849757248.828709,0.01,2026-02-24 23:00:00+00:00,2026-02,2026-02-24
GBPUSD,win,16995144.97657418,866752393.8052831,0.01,2026-02-24 23:00:00+00:00,2026-02,2026-02-24
USDCHF,win,17244821.587807514,883997215.3930906,0.01,2026-02-24 23:00:00+00:00,2026-02,2026-02-24
AUDUSD,win,17679944.307861812,901677159.7009524,0.01,2026-02-25 00:00:00+00:00,2026-02,2026-02-25
GBPUSD,win,18033543.19401905,919710702.8949714,0.01,2026-02-25 00:00:00+00:00,2026-02,2026-02-25
AUDUSD,win,4598553.514474857,924309256.4094462,0.01,2026-02-25 01:00:00+00:00,2026-02,2026-02-25
GBPUSD,win,4621546.282047232,928930802.6914935,0.01,2026-02-25 01:00:00+00:00,2026-02,2026-02-25
USDCHF,win,4644654.013457468,933575456.7049509,0.01,2026-02-25 01:00:00+00:00,2026-02,2026-02-25
USDCAD,loss,-9335754.56704951,924239702.1379014,0.01,2026-02-25 03:00:00+00:00,2026-02,2026-02-25
EURUSD,loss,-9242397.021379014,914997305.1165224,0.01,2026-02-25 03:00:00+00:00,2026-02,2026-02-25
GBPUSD,loss,-9149973.051165225,905847332.0653572,0.01,2026-02-25 03:00:00+00:00,2026-02,2026-02-25
USDCHF,loss,-9139842.94401412,896707489.1213431,0.01,2026-02-25 03:00:00+00:00,2026-02,2026-02-25
USDCHF,win,4483537.445606716,901191026.5669498,0.01,2026-02-25 04:00:00+00:00,2026-02,2026-02-25
USDCAD,win,4505955.132834748,905696981.6997846,0.01,2026-02-25 05:00:00+00:00,2026-02,2026-02-25
EURUSD,win,4528484.908498923,910225466.6082835,0.01,2026-02-25 05:00:00+00:00,2026-02,2026-02-25
GBPUSD,win,4551127.333041417,914776593.941325,0.01,2026-02-25 05:00:00+00:00,2026-02,2026-02-25
USDCHF,win,4573882.969706625,919350476.9110316,0.01,2026-02-25 05:00:00+00:00,2026-02,2026-02-25
USDCAD,win,4596752.384555158,923947229.2955867,0.01,2026-02-25 07:00:00+00:00,2026-02,2026-02-25
EURUSD,loss,-9239472.292955868,914707757.0026308,0.01,2026-02-25 07:00:00+00:00,2026-02,2026-02-25
USDJPY,win,18294155.140052617,933001912.1426835,0.01,2026-02-25 07:00:00+00:00,2026-02,2026-02-25
USDCAD,win,4665009.560713417,937666921.7033969,0.01,2026-02-25 08:00:00+00:00,2026-02,2026-02-25
EURUSD,win,4688334.608516985,942355256.3119138,0.01,2026-02-25 08:00:00+00:00,2026-02,2026-02-25
USDCAD,win,4711776.28155957,947067032.5934734,0.01,2026-02-25 11:00:00+00:00,2026-02,2026-02-25
EURUSD,loss,-9470670.325934732,937596362.2675387,0.01,2026-02-25 14:00:00+00:00,2026-02,2026-02-25
USDCHF,loss,-9473091.515469687,928123270.752069,0.01,2026-02-25 14:00:00+00:00,2026-02,2026-02-25
USDJPY,loss,-9281232.70752069,918842038.0445483,0.01,2026-02-25 14:00:00+00:00,2026-02,2026-02-25
USDCAD,win,18376840.760890964,937218878.8054392,0.01,2026-02-25 15:00:00+00:00,2026-02,2026-02-25
EURUSD,win,4686094.394027196,941904973.1994665,0.01,2026-02-25 15:00:00+00:00,2026-02,2026-02-25
AUDUSD,win,18838099.46398933,960743072.6634557,0.01,2026-02-25 15:00:00+00:00,2026-02,2026-02-25
GBPUSD,win,19214861.453269113,979957934.1167248,0.01,2026-02-25 15:00:00+00:00,2026-02,2026-02-25
USDCHF,win,4899789.670583624,984857723.7873085,0.01,2026-02-25 15:00:00+00:00,2026-02,2026-02-25
USDCAD,win,4924288.618936542,989782012.406245,0.01,2026-02-25 18:00:00+00:00,2026-02,2026-02-25
USDCAD,win,19795640.248124905,1009577652.65437,0.01,2026-02-25 19:00:00+00:00,2026-02,2026-02-25
AUDUSD,win,5047888.26327185,1014625540.9176418,0.01,2026-02-25 19:00:00+00:00,2026-02,2026-02-25
USDJPY,loss,-10146255.409176419,1004479285.5084653,0.01,2026-02-25 19:00:00+00:00,2026-02,2026-02-25
USDCAD,win,5022396.427542328,1009501681.9360076,0.01,2026-02-25 20:00:00+00:00,2026-02,2026-02-25
AUDUSD,win,5047508.409680038,1014549190.3456876,0.01,2026-02-25 20:00:00+00:00,2026-02,2026-02-25
USDCAD,win,5072745.951728438,1019621936.2974161,0.01,2026-02-25 21:00:00+00:00,2026-02,2026-02-25
AUDUSD,win,5098109.681487081,1024720045.9789032,0.01,2026-02-25 21:00:00+00:00,2026-02,2026-02-25
USDJPY,loss,-10247200.459789032,1014472845.5191141,0.01,2026-02-25 21:00:00+00:00,2026-02,2026-02-25
USDCAD,win,5072364.227595571,1019545209.7467097,0.01,2026-02-25 23:00:00+00:00,2026-02,2026-02-25
AUDUSD,win,20390904.194934197,1039936113.941644,0.01,2026-02-25 23:00:00+00:00,2026-02,2026-02-25
GBPUSD,win,5199680.56970822,1045135794.5113522,0.01,2026-02-25 23:00:00+00:00,2026-02,2026-02-25
USDCHF,win,5225678.972556761,1050361473.4839089,0.01,2026-02-25 23:00:00+00:00,2026-02,2026-02-25
USDCAD,win,21007229.46967818,1071368702.9535872,0.01,2026-02-26 00:00:00+00:00,2026-02,2026-02-26
AUDUSD,win,21427374.059071746,1092796077.012659,0.01,2026-02-26 00:00:00+00:00,2026-02,2026-02-26
GBPUSD,win,5463980.385063296,1098260057.3977225,0.01,2026-02-26 00:00:00+00:00,2026-02,2026-02-26
USDCAD,win,5491300.286988612,1103751357.684711,0.01,2026-02-26 01:00:00+00:00,2026-02,2026-02-26
EURUSD,win,5518756.788423555,1109270114.4731345,0.01,2026-02-26 01:00:00+00:00,2026-02,2026-02-26
AUDUSD,loss,-11092701.144731345,1098177413.3284032,0.01,2026-02-26 01:00:00+00:00,2026-02,2026-02-26
GBPUSD,loss,-10981774.13328403,1087195639.1951191,0.01,2026-02-26 01:00:00+00:00,2026-02,2026-02-26
USDCHF,loss,-10984798.731341496,1076210840.4637775,0.01,2026-02-26 01:00:00+00:00,2026-02,2026-02-26
USDJPY,loss,-10762108.404637776,1065448732.0591397,0.01,2026-02-26 03:00:00+00:00,2026-02,2026-02-26
USDJPY,loss,-10654487.320591398,1054794244.7385483,0.01,2026-02-26 04:00:00+00:00,2026-02,2026-02-26
EURUSD,win,21095884.894770965,1075890129.6333194,0.01,2026-02-26 07:00:00+00:00,2026-02,2026-02-26
USDCHF,win,5379450.648166597,1081269580.281486,0.01,2026-02-26 07:00:00+00:00,2026-02,2026-02-26
USDCHF,win,21399724.132107496,1102669304.4135935,0.01,2026-02-26 08:00:00+00:00,2026-02,2026-02-26
USDCHF,win,5513346.522067968,1108182650.9356616,0.01,2026-02-26 09:00:00+00:00,2026-02,2026-02-26
USDJPY,win,5540913.254678308,1113723564.1903398,0.01,2026-02-26 10:00:00+00:00,2026-02,2026-02-26
USDCAD,win,22274471.283806797,1135998035.4741466,0.01,2026-02-26 11:00:00+00:00,2026-02,2026-02-26
USDCAD,loss,-11359980.354741465,1124638055.119405,0.01,2026-02-26 12:00:00+00:00,2026-02,2026-02-26
USDJPY,loss,-11246380.551194051,1113391674.568211,0.01,2026-02-26 12:00:00+00:00,2026-02,2026-02-26
USDCAD,loss,-11133916.745682113,1102257757.822529,0.01,2026-02-26 13:00:00+00:00,2026-02,2026-02-26
EURUSD,loss,-11022577.57822529,1091235180.2443037,0.01,2026-02-26 13:00:00+00:00,2026-02,2026-02-26
USDJPY,loss,-10912351.802443037,1080322828.4418607,0.01,2026-02-26 14:00:00+00:00,2026-02,2026-02-26
EURUSD,win,21606456.568837214,1101929285.0106978,0.01,2026-02-26 15:00:00+00:00,2026-02,2026-02-26
GBPUSD,win,22038585.700213958,1123967870.710912,0.01,2026-02-26 15:00:00+00:00,2026-02,2026-02-26
USDCAD,win,5619839.353554559,1129587710.0644665,0.01,2026-02-26 16:00:00+00:00,2026-02,2026-02-26
EURUSD,win,5647938.550322332,1135235648.6147888,0.01,2026-02-26 16:00:00+00:00,2026-02,2026-02-26
USDCHF,win,5676178.243073945,1140911826.8578627,0.01,2026-02-26 16:00:00+00:00,2026-02,2026-02-26
USDCAD,win,5704559.134289314,1146616385.992152,0.01,2026-02-26 17:00:00+00:00,2026-02,2026-02-26
USDCAD,loss,-11466163.85992152,1135150222.1322305,0.01,2026-02-26 18:00:00+00:00,2026-02,2026-02-26
USDCHF,loss,-11419930.403241308,1123730291.7289891,0.01,2026-02-26 18:00:00+00:00,2026-02,2026-02-26
USDCAD,win,22474605.834579784,1146204897.5635688,0.01,2026-02-26 19:00:00+00:00,2026-02,2026-02-26
EURUSD,win,22924097.951271378,1169128995.5148401,0.01,2026-02-26 19:00:00+00:00,2026-02,2026-02-26
AUDUSD,win,5845644.9775742,1174974640.4924142,0.01,2026-02-26 19:00:00+00:00,2026-02,2026-02-26
EURUSD,win,5874873.202462072,1180849513.6948762,0.01,2026-02-26 23:00:00+00:00,2026-02,2026-02-26
GBPUSD,loss,-11808495.136948762,1169041018.5579274,0.01,2026-02-26 23:00:00+00:00,2026-02,2026-02-26
EURUSD,win,5845205.092789637,1174886223.650717,0.01,2026-02-27 00:00:00+00:00,2026-02,2026-02-27
GBPUSD,win,5874431.118253585,1180760654.7689705,0.01,2026-02-27 00:00:00+00:00,2026-02,2026-02-27
EURUSD,loss,-11807606.547689704,1168953048.2212808,0.01,2026-02-27 01:00:00+00:00,2026-02,2026-02-27
GBPUSD,loss,-11689530.482212808,1157263517.739068,0.01,2026-02-27 01:00:00+00:00,2026-02,2026-02-27
EURUSD,loss,-11572635.17739068,1145690882.5616775,0.01,2026-02-27 02:00:00+00:00,2026-02,2026-02-27
GBPUSD,loss,-11456908.825616773,1134233973.7360606,0.01,2026-02-27 02:00:00+00:00,2026-02,2026-02-27
USDCAD,loss,-11342339.737360606,1122891633.9987,0.01,2026-02-27 03:00:00+00:00,2026-02,2026-02-27
EURUSD,win,5614458.169993499,1128506092.1686933,0.01,2026-02-27 03:00:00+00:00,2026-02,2026-02-27
USDCHF,win,5642530.460843466,1134148622.6295369,0.01,2026-02-27 03:00:00+00:00,2026-02,2026-02-27
USDCAD,loss,-11341486.226295367,1122807136.4032414,0.01,2026-02-27 05:00:00+00:00,2026-02,2026-02-27
EURUSD,loss,-11228071.364032414,1111579065.039209,0.01,2026-02-27 05:00:00+00:00,2026-02,2026-02-27
AUDUSD,loss,-11115790.650392089,1100463274.3888168,0.01,2026-02-27 05:00:00+00:00,2026-02,2026-02-27
USDCHF,loss,-11133218.362060942,1089330056.0267558,0.01,2026-02-27 05:00:00+00:00,2026-02,2026-02-27
USDCHF,loss,-11170609.78445719,1078159446.2422986,0.01,2026-02-27 06:00:00+00:00,2026-02,2026-02-27
EURUSD,loss,-10781594.462422984,1067377851.7798756,0.01,2026-02-27 07:00:00+00:00,2026-02,2026-02-27
EURUSD,win,5336889.258899379,1072714741.038775,0.01,2026-02-27 09:00:00+00:00,2026-02,2026-02-27
USDCHF,win,21393510.40188824,1094108251.440663,0.01,2026-02-27 12:00:00+00:00,2026-02,2026-02-27
GBPUSD,win,5470541.257203315,1099578792.6978664,0.01,2026-02-27 13:00:00+00:00,2026-02,2026-02-27
GBPUSD,loss,-10995787.926978666,1088583004.7708879,0.01,2026-02-27 14:00:00+00:00,2026-02,2026-02-27
USDJPY,win,5442915.023854439,1094025919.7947423,0.01,2026-02-27 14:00:00+00:00,2026-02,2026-02-27
EURUSD,win,21880518.395894848,1115906438.1906374,0.01,2026-02-27 15:00:00+00:00,2026-02,2026-02-27
USDJPY,win,5579532.190953187,1121485970.3815906,0.01,2026-03-02 00:00:00+00:00,2026-03,2026-03-02
AUDUSD,loss,-11214859.703815905,1110271110.6777747,0.01,2026-03-02 01:00:00+00:00,2026-03,2026-03-02
EURUSD,win,22205422.213555492,1132476532.8913302,0.01,2026-03-02 03:00:00+00:00,2026-03,2026-03-02
AUDUSD,loss,-11324765.328913301,1121151767.562417,0.01,2026-03-02 03:00:00+00:00,2026-03,2026-03-02
GBPUSD,win,22423035.351248343,1143574802.9136655,0.01,2026-03-02 03:00:00+00:00,2026-03,2026-03-02
NZDUSD,loss,-12115724.552424327,1131459078.361241,0.01,2026-03-02 03:00:00+00:00,2026-03,2026-03-02
USDJPY,win,22629181.567224823,1154088259.9284658,0.01,2026-03-02 03:00:00+00:00,2026-03,2026-03-02
EURUSD,win,23081765.19856932,1177170025.1270351,0.01,2026-03-02 04:00:00+00:00,2026-03,2026-03-02
GBPUSD,win,23543400.502540704,1200713425.6295757,0.01,2026-03-02 04:00:00+00:00,2026-03,2026-03-02
USDJPY,win,24014268.512591515,1224727694.142167,0.01,2026-03-02 04:00:00+00:00,2026-03,2026-03-02
AUDUSD,win,6123638.470710835,1230851332.6128778,0.01,2026-03-02 05:00:00+00:00,2026-03,2026-03-02
GBPUSD,win,24617026.652257558,1255468359.2651355,0.01,2026-03-02 05:00:00+00:00,2026-03,2026-03-02
EURUSD,win,25109367.185302712,1280577726.4504383,0.01,2026-03-02 06:00:00+00:00,2026-03,2026-03-02
USDJPY,win,6402888.632252191,1286980615.0826905,0.01,2026-03-02 08:00:00+00:00,2026-03,2026-03-02
XAUUSD,loss,-12903591.846001599,1274077023.2366889,0.01,2026-03-02 09:00:00+00:00,2026-03,2026-03-02
XAUUSD,loss,-12783053.423156533,1261293969.8135324,0.01,2026-03-02 10:00:00+00:00,2026-03,2026-03-02
USDCAD,win,6306469.849067661,1267600439.6626,0.01,2026-03-02 11:00:00+00:00,2026-03,2026-03-02
EURUSD,win,6338002.198313001,1273938441.860913,0.01,2026-03-02 11:00:00+00:00,2026-03,2026-03-02
AUDUSD,win,6369692.209304566,1280308134.0702176,0.01,2026-03-02 11:00:00+00:00,2026-03,2026-03-02
EURUSD,win,25606162.681404352,1305914296.751622,0.01,2026-03-02 12:00:00+00:00,2026-03,2026-03-02
AUDUSD,win,6529571.48375811,1312443868.2353802,0.01,2026-03-02 12:00:00+00:00,2026-03,2026-03-02
NZDUSD,win,26008196.038378052,1338452064.2737584,0.01,2026-03-02 12:00:00+00:00,2026-03,2026-03-02
USDJPY,win,26769041.28547517,1365221105.5592334,0.01,2026-03-02 12:00:00+00:00,2026-03,2026-03-02
USDCAD,win,6826105.527796168,1372047211.0870297,0.01,2026-03-02 13:00:00+00:00,2026-03,2026-03-02
AUDUSD,loss,-13720472.110870298,1358326738.9761593,0.01,2026-03-02 13:00:00+00:00,2026-03,2026-03-02
USDCAD,win,6791633.694880796,1365118372.67104,0.01,2026-03-02 15:00:00+00:00,2026-03,2026-03-02
USDCAD,win,6825591.863355202,1371943964.5343952,0.01,2026-03-02 18:00:00+00:00,2026-03,2026-03-02
EURUSD,loss,-13719439.64534395,1358224524.8890512,0.01,2026-03-02 19:00:00+00:00,2026-03,2026-03-02
EURUSD,win,27164490.497781023,1385389015.3868322,0.01,2026-03-02 20:00:00+00:00,2026-03,2026-03-02
EURUSD,win,27707780.307736646,1413096795.6945689,0.01,2026-03-02 21:00:00+00:00,2026-03,2026-03-02
USDCAD,win,7065483.978472845,1420162279.6730418,0.01,2026-03-02 23:00:00+00:00,2026-03,2026-03-02
AUDUSD,win,7100811.398365209,1427263091.071407,0.01,2026-03-02 23:00:00+00:00,2026-03,2026-03-02
USDCAD,win,7136315.455357036,1434399406.5267642,0.01,2026-03-03 00:00:00+00:00,2026-03,2026-03-03
USDCAD,loss,-14343994.065267643,1420055412.4614966,0.01,2026-03-03 01:00:00+00:00,2026-03,2026-03-03
AUDUSD,win,7100277.062307484,1427155689.5238042,0.01,2026-03-03 01:00:00+00:00,2026-03,2026-03-03
USDCAD,loss,-14271556.895238042,1412884132.6285663,0.01,2026-03-03 02:00:00+00:00,2026-03,2026-03-03
AUDUSD,loss,-14128841.326285662,1398755291.3022807,0.01,2026-03-03 02:00:00+00:00,2026-03,2026-03-03
USDCAD,win,6993776.4565114025,1405749067.7587922,0.01,2026-03-03 03:00:00+00:00,2026-03,2026-03-03
USDCAD,win,7028745.338793962,1412777813.0975862,0.01,2026-03-03 04:00:00+00:00,2026-03,2026-03-03
EURUSD,win,28255556.261951722,1441033369.3595378,0.01,2026-03-03 04:00:00+00:00,2026-03,2026-03-03
AUDUSD,win,28820667.38719076,1469854036.7467287,0.01,2026-03-03 04:00:00+00:00,2026-03,2026-03-03
GBPUSD,win,29397080.73493457,1499251117.4816632,0.01,2026-03-03 04:00:00+00:00,2026-03,2026-03-03
NZDUSD,win,29564053.32346471,1528815170.8051279,0.01,2026-03-03 04:00:00+00:00,2026-03,2026-03-03
USDJPY,win,7644075.85402564,1536459246.6591535,0.01,2026-03-03 04:00:00+00:00,2026-03,2026-03-03
USDCAD,win,7682296.2332957685,1544141542.8924491,0.01,2026-03-03 05:00:00+00:00,2026-03,2026-03-03
EURUSD,win,30882830.857848987,1575024373.7502983,0.01,2026-03-03 05:00:00+00:00,2026-03,2026-03-03
AUDUSD,win,31500487.47500597,1606524861.2253044,0.01,2026-03-03 05:00:00+00:00,2026-03,2026-03-03
NZDUSD,win,31909343.359637074,1638434204.5849416,0.01,2026-03-03 05:00:00+00:00,2026-03,2026-03-03
USDJPY,loss,-16384342.045849416,1622049862.5390923,0.01,2026-03-03 05:00:00+00:00,2026-03,2026-03-03
USDCAD,win,32440997.250781845,1654490859.789874,0.01,2026-03-03 06:00:00+00:00,2026-03,2026-03-03
AUDUSD,win,33089817.19579748,1687580676.9856718,0.01,2026-03-03 06:00:00+00:00,2026-03,2026-03-03
USDCAD,win,33751613.539713435,1721332290.5253854,0.01,2026-03-03 08:00:00+00:00,2026-03,2026-03-03
EURUSD,win,34426645.810507715,1755758936.3358932,0.01,2026-03-03 08:00:00+00:00,2026-03,2026-03-03
AUDUSD,win,35115178.72671787,1790874115.062611,0.01,2026-03-03 08:00:00+00:00,2026-03,2026-03-03
GBPUSD,win,8954370.575313056,1799828485.6379242,0.01,2026-03-03 08:00:00+00:00,2026-03,2026-03-03
NZDUSD,win,35841247.10223341,1835669732.7401576,0.01,2026-03-03 08:00:00+00:00,2026-03,2026-03-03
EURUSD,win,9178348.663700787,1844848081.4038584,0.01,2026-03-03 14:00:00+00:00,2026-03,2026-03-03
USDJPY,loss,-18448480.814038586,1826399600.58982,0.01,2026-03-03 18:00:00+00:00,2026-03,2026-03-03
USDCAD,win,9131998.0029491,1835531598.592769,0.01,2026-03-03 23:00:00+00:00,2026-03,2026-03-03
USDCAD,win,9177657.992963843,1844709256.5857327,0.01,2026-03-04 00:00:00+00:00,2026-03,2026-03-04
USDJPY,loss,-18447092.56585733,1826262164.0198753,0.01,2026-03-04 00:00:00+00:00,2026-03,2026-03-04
