sym,result,pnl,equity,risk_pct,time,month,date
USDCHF,loss,-2145763.127069623,209150998.94901463,0.01,2026-02-09 21:00:00+00:00,2026-02,2026-02-09
NZDUSD,loss,-2290160.870445971,206860838.07856867,0.01,2026-02-09 21:00:00+00:00,2026-02,2026-02-09
USDCAD,win,1034304.1903928434,207895142.26896152,0.01,2026-02-10 01:00:00+00:00,2026-02,2026-02-10
USDCAD,loss,-2078951.4226896153,205816190.8462719,0.01,2026-02-10 02:00:00+00:00,2026-02,2026-02-10
USDJPY,win,1029080.9542313595,206845271.80050325,0.01,2026-02-10 05:00:00+00:00,2026-02,2026-02-10
EURUSD,win,1034226.3590025164,207879498.15950578,0.01,2026-02-10 07:00:00+00:00,2026-02,2026-02-10
USDCHF,win,1039397.490797529,208918895.6503033,0.01,2026-02-10 07:00:00+00:00,2026-02,2026-02-10
EURUSD,win,1044594.4782515166,209963490.12855482,0.01,2026-02-10 08:00:00+00:00,2026-02,2026-02-10
USDCHF,win,1049817.450642774,211013307.5791976,0.01,2026-02-10 08:00:00+00:00,2026-02,2026-02-10
NZDUSD,win,1055066.537895988,212068374.11709356,0.01,2026-02-10 08:00:00+00:00,2026-02,2026-02-10
EURUSD,win,1060341.870585468,213128715.98767903,0.01,2026-02-10 09:00:00+00:00,2026-02,2026-02-10
USDCHF,win,1065643.5799383952,214194359.56761742,0.01,2026-02-10 09:00:00+00:00,2026-02,2026-02-10
USDJPY,win,4283887.191352349,218478246.75896978,0.01,2026-02-10 09:00:00+00:00,2026-02,2026-02-10
USDJPY,win,4369564.935179396,222847811.69414917,0.01,2026-02-10 10:00:00+00:00,2026-02,2026-02-10
USDCAD,loss,-2228478.1169414916,220619333.57720768,0.01,2026-02-10 11:00:00+00:00,2026-02,2026-02-10
USDCAD,loss,-2206193.335772077,218413140.24143562,0.01,2026-02-10 12:00:00+00:00,2026-02,2026-02-10
GBPUSD,win,4368262.804828713,222781403.04626435,0.01,2026-02-10 12:00:00+00:00,2026-02,2026-02-10
GBPUSD,loss,-2227814.0304626436,220553589.0158017,0.01,2026-02-10 13:00:00+00:00,2026-02,2026-02-10
USDJPY,win,4411071.780316034,224964660.79611772,0.01,2026-02-10 13:00:00+00:00,2026-02,2026-02-10
USDCAD,win,1124823.3039805887,226089484.1000983,0.01,2026-02-10 14:00:00+00:00,2026-02,2026-02-10
GBPUSD,loss,-2260894.841000983,223828589.25909734,0.01,2026-02-10 14:00:00+00:00,2026-02,2026-02-10
USDJPY,win,4476571.785181947,228305161.0442793,0.01,2026-02-10 14:00:00+00:00,2026-02,2026-02-10
GBPUSD,win,1141525.8052213965,229446686.84950072,0.01,2026-02-10 20:00:00+00:00,2026-02,2026-02-10
USDJPY,win,4588933.736990014,234035620.58649072,0.01,2026-02-10 20:00:00+00:00,2026-02,2026-02-10
GBPUSD,loss,-2340356.2058649072,231695264.3806258,0.01,2026-02-10 21:00:00+00:00,2026-02,2026-02-10
USDCAD,win,4633905.287612516,236329169.66823834,0.01,2026-02-11 00:00:00+00:00,2026-02,2026-02-11
AUDUSD,win,4726583.393364767,241055753.0616031,0.01,2026-02-11 00:00:00+00:00,2026-02,2026-02-11
USDCAD,win,4821115.061232062,245876868.12283516,0.01,2026-02-11 01:00:00+00:00,2026-02,2026-02-11
AUDUSD,win,4917537.362456704,250794405.48529187,0.01,2026-02-11 01:00:00+00:00,2026-02,2026-02-11
USDJPY,win,1253972.0274264594,252048377.51271832,0.01,2026-02-11 01:00:00+00:00,2026-02,2026-02-11
USDCHF,win,1260241.8875635918,253308619.4002819,0.01,2026-02-11 03:00:00+00:00,2026-02,2026-02-11
USDCAD,win,5066172.3880056385,258374791.78828755,0.01,2026-02-11 05:00:00+00:00,2026-02,2026-02-11
AUDUSD,loss,-2583747.9178828755,255791043.87040466,0.01,2026-02-11 05:00:00+00:00,2026-02,2026-02-11
GBPUSD,win,5115820.877408094,260906864.74781278,0.01,2026-02-11 05:00:00+00:00,2026-02,2026-02-11
NZDUSD,win,1304534.323739064,262211399.07155183,0.01,2026-02-11 05:00:00+00:00,2026-02,2026-02-11
USDCAD,loss,-2622113.9907155186,259589285.0808363,0.01,2026-02-11 06:00:00+00:00,2026-02,2026-02-11
EURUSD,loss,-2595892.8508083634,256993392.23002794,0.01,2026-02-11 06:00:00+00:00,2026-02,2026-02-11
AUDUSD,loss,-2569933.922300279,254423458.30772766,0.01,2026-02-11 06:00:00+00:00,2026-02,2026-02-11
GBPUSD,win,5088469.166154553,259511927.4738822,0.01,2026-02-11 06:00:00+00:00,2026-02,2026-02-11
USDCHF,loss,-2616972.253504079,256894955.22037813,0.01,2026-02-11 06:00:00+00:00,2026-02,2026-02-11
NZDUSD,loss,-2743400.7435256257,254151554.4768525,0.01,2026-02-11 06:00:00+00:00,2026-02,2026-02-11
USDCAD,loss,-2541515.5447685253,251610038.932084,0.01,2026-02-11 07:00:00+00:00,2026-02,2026-02-11
GBPUSD,win,5032200.77864168,256642239.71072567,0.01,2026-02-11 08:00:00+00:00,2026-02,2026-02-11
XAUUSD,loss,-2574254.161729653,254067985.548996,0.01,2026-02-11 08:01:00+00:00,2026-02,2026-02-11
NZDUSD,win,1270339.9277449802,255338325.476741,0.01,2026-02-11 08:01:00+00:00,2026-02,2026-02-11
XAUUSD,win,4464065.66055074,259802391.13729173,0.01,2026-02-11 09:00:00+00:00,2026-02,2026-02-11
NZDUSD,loss,-2690739.523810483,257111651.61348125,0.01,2026-02-11 09:00:00+00:00,2026-02,2026-02-11
XAUUSD,win,4497098.536911047,261608750.1503923,0.01,2026-02-11 10:00:00+00:00,2026-02,2026-02-11
USDCHF,win,5211705.978796763,266820456.12918907,0.01,2026-02-11 11:00:00+00:00,2026-02,2026-02-11
USDCHF,win,5322021.946548535,272142478.0757376,0.01,2026-02-11 12:00:00+00:00,2026-02,2026-02-11
EURUSD,win,5442849.561514752,277585327.6372524,0.01,2026-02-11 16:00:00+00:00,2026-02,2026-02-11
USDCAD,loss,-2775853.2763725235,274809474.36087984,0.01,2026-02-11 17:00:00+00:00,2026-02,2026-02-11
EURUSD,loss,-2748094.7436087984,272061379.61727107,0.01,2026-02-11 17:00:00+00:00,2026-02,2026-02-11
GBPUSD,loss,-2720613.7961727106,269340765.8210983,0.01,2026-02-11 17:00:00+00:00,2026-02,2026-02-11
EURUSD,win,1346703.829105492,270687469.6502038,0.01,2026-02-11 19:00:00+00:00,2026-02,2026-02-11
USDCHF,win,1353437.3482510191,272040906.99845487,0.01,2026-02-11 19:00:00+00:00,2026-02,2026-02-11
USDCHF,win,1360204.5349922741,273401111.53344715,0.01,2026-02-11 20:00:00+00:00,2026-02,2026-02-11
EURUSD,win,1367005.5576672358,274768117.0911144,0.01,2026-02-11 21:00:00+00:00,2026-02,2026-02-11
GBPUSD,loss,-2747681.1709111435,272020435.92020327,0.01,2026-02-11 21:00:00+00:00,2026-02,2026-02-11
USDCHF,loss,-2735756.636340374,269284679.2838629,0.01,2026-02-11 21:00:00+00:00,2026-02,2026-02-11
EURUSD,win,1346423.3964193144,270631102.6802822,0.01,2026-02-11 23:00:00+00:00,2026-02,2026-02-11
AUDUSD,loss,-2706311.026802822,267924791.65347937,0.01,2026-02-11 23:00:00+00:00,2026-02,2026-02-11
USDJPY,loss,-2679247.9165347936,265245543.7369446,0.01,2026-02-11 23:00:00+00:00,2026-02,2026-02-11
EURUSD,loss,-2652455.437369446,262593088.29957515,0.01,2026-02-12 00:00:00+00:00,2026-02,2026-02-12
AUDUSD,win,5251861.765991503,267844950.06556663,0.01,2026-02-12 00:00:00+00:00,2026-02,2026-02-12
EURUSD,loss,-2678449.5006556665,265166500.56491095,0.01,2026-02-12 01:00:00+00:00,2026-02,2026-02-12
AUDUSD,loss,-2651665.005649109,262514835.55926183,0.01,2026-02-12 01:00:00+00:00,2026-02,2026-02-12
USDCAD,win,5250296.711185236,267765132.27044708,0.01,2026-02-12 03:00:00+00:00,2026-02,2026-02-12
EURUSD,win,5355302.645408941,273120434.915856,0.01,2026-02-12 03:00:00+00:00,2026-02,2026-02-12
GBPUSD,win,5462408.698317121,278582843.6141731,0.01,2026-02-12 03:00:00+00:00,2026-02,2026-02-12
USDCHF,win,5546009.7373417895,284128853.3515149,0.01,2026-02-12 03:00:00+00:00,2026-02,2026-02-12
USDCAD,win,1420644.2667575744,285549497.6182724,0.01,2026-02-12 04:00:00+00:00,2026-02,2026-02-12
EURUSD,win,1427747.4880913624,286977245.1063638,0.01,2026-02-12 04:00:00+00:00,2026-02,2026-02-12
USDCHF,win,1434886.2255318188,288412131.3318956,0.01,2026-02-12 04:00:00+00:00,2026-02,2026-02-12
USDCAD,loss,-2884121.313318956,285528010.0185766,0.01,2026-02-12 05:00:00+00:00,2026-02,2026-02-12
GBPUSD,win,1427640.0500928834,286955650.0686695,0.01,2026-02-12 05:00:00+00:00,2026-02,2026-02-12
USDCHF,win,1434778.2503433477,288390428.3190128,0.01,2026-02-12 08:00:00+00:00,2026-02,2026-02-12
USDJPY,loss,-2883904.2831901284,285506524.0358227,0.01,2026-02-12 10:00:00+00:00,2026-02,2026-02-12
AUDUSD,win,1427532.6201791135,286934056.6560018,0.01,2026-02-12 11:00:00+00:00,2026-02,2026-02-12
AUDUSD,win,1434670.2832800092,288368726.9392818,0.01,2026-02-12 12:00:00+00:00,2026-02,2026-02-12
AUDUSD,win,5767374.538785636,294136101.47806746,0.01,2026-02-12 13:00:00+00:00,2026-02,2026-02-12
AUDUSD,loss,-2941361.014780675,291194740.46328676,0.01,2026-02-12 14:00:00+00:00,2026-02,2026-02-12
EURUSD,loss,-2911947.404632868,288282793.0586539,0.01,2026-02-12 15:00:00+00:00,2026-02,2026-02-12
AUDUSD,win,5765655.8611730775,294048448.919827,0.01,2026-02-12 15:00:00+00:00,2026-02,2026-02-12
EURUSD,win,5880968.978396539,299929417.8982236,0.01,2026-02-12 16:00:00+00:00,2026-02,2026-02-12
GBPUSD,win,5998588.357964473,305928006.25618804,0.01,2026-02-12 16:00:00+00:00,2026-02,2026-02-12
EURUSD,win,1529640.0312809402,307457646.28746897,0.01,2026-02-12 17:00:00+00:00,2026-02,2026-02-12
AUDUSD,win,1537288.2314373448,308994934.5189063,0.01,2026-02-12 17:00:00+00:00,2026-02,2026-02-12
USDCHF,win,1544974.6725945314,310539909.19150084,0.01,2026-02-12 19:00:00+00:00,2026-02,2026-02-12
USDCHF,win,1552699.545957504,312092608.73745835,0.01,2026-02-12 20:00:00+00:00,2026-02,2026-02-12
USDJPY,win,1560463.0436872917,313653071.78114563,0.01,2026-02-12 20:00:00+00:00,2026-02,2026-02-12
USDCHF,loss,-3168639.1048026546,310484432.67634296,0.01,2026-02-12 21:00:00+00:00,2026-02,2026-02-12
USDJPY,loss,-3104844.3267634297,307379588.3495795,0.01,2026-02-12 21:00:00+00:00,2026-02,2026-02-12
GBPUSD,win,1536897.9417478975,308916486.2913274,0.01,2026-02-12 23:00:00+00:00,2026-02,2026-02-12
GBPUSD,win,1544582.431456637,310461068.72278404,0.01,2026-02-13 00:00:00+00:00,2026-02,2026-02-13
GBPUSD,win,1552305.3436139203,312013374.06639796,0.01,2026-02-13 01:00:00+00:00,2026-02,2026-02-13
GBPUSD,win,6240267.481327959,318253641.5477259,0.01,2026-02-13 02:00:00+00:00,2026-02,2026-02-13
USDCAD,win,1591268.2077386295,319844909.75546455,0.01,2026-02-13 03:00:00+00:00,2026-02,2026-02-13
EURUSD,win,6396898.19510929,326241807.95057386,0.01,2026-02-13 03:00:00+00:00,2026-02,2026-02-13
AUDUSD,win,6524836.159011478,332766644.1095853,0.01,2026-02-13 03:00:00+00:00,2026-02,2026-02-13
GBPUSD,win,6655332.8821917055,339421976.991777,0.01,2026-02-13 03:00:00+00:00,2026-02,2026-02-13
USDCAD,win,1697109.8849588851,341119086.87673587,0.01,2026-02-13 04:00:00+00:00,2026-02,2026-02-13
EURUSD,win,6822381.737534718,347941468.61427057,0.01,2026-02-13 04:00:00+00:00,2026-02,2026-02-13
AUDUSD,win,6958829.372285411,354900297.986556,0.01,2026-02-13 04:00:00+00:00,2026-02,2026-02-13
GBPUSD,win,1774501.48993278,356674799.47648877,0.01,2026-02-13 04:00:00+00:00,2026-02,2026-02-13
USDCHF,win,1783373.9973824439,358458173.47387123,0.01,2026-02-13 04:00:00+00:00,2026-02,2026-02-13
USDCAD,win,1792290.8673693563,360250464.3412406,0.01,2026-02-13 05:00:00+00:00,2026-02,2026-02-13
EURUSD,win,1801252.3217062028,362051716.66294676,0.01,2026-02-13 05:00:00+00:00,2026-02,2026-02-13
AUDUSD,win,7241034.333258934,369292750.9962057,0.01,2026-02-13 05:00:00+00:00,2026-02,2026-02-13
USDCAD,loss,-3692927.5099620568,365599823.4862436,0.01,2026-02-13 06:00:00+00:00,2026-02,2026-02-13
AUDUSD,win,1827999.117431218,367427822.6036748,0.01,2026-02-13 06:00:00+00:00,2026-02,2026-02-13
GBPUSD,loss,-3674278.226036748,363753544.3776381,0.01,2026-02-13 06:00:00+00:00,2026-02,2026-02-13
USDCHF,win,7242687.893649267,370996232.2712874,0.01,2026-02-13 06:00:00+00:00,2026-02,2026-02-13
USDJPY,win,7419924.645425748,378416156.9167131,0.01,2026-02-13 11:00:00+00:00,2026-02,2026-02-13
EURUSD,win,1892080.7845835653,380308237.7012967,0.01,2026-02-13 12:00:00+00:00,2026-02,2026-02-13
EURUSD,win,1901541.1885064836,382209778.8898032,0.01,2026-02-13 13:00:00+00:00,2026-02,2026-02-13
USDJPY,win,1911048.8944490158,384120827.78425217,0.01,2026-02-13 13:00:00+00:00,2026-02,2026-02-13
EURUSD,loss,-3841208.277842521,380279619.50640965,0.01,2026-02-13 14:00:00+00:00,2026-02,2026-02-13
USDJPY,win,1901398.0975320484,382181017.6039417,0.01,2026-02-13 14:00:00+00:00,2026-02,2026-02-13
USDJPY,loss,-3821810.176039417,378359207.4279023,0.01,2026-02-13 17:00:00+00:00,2026-02,2026-02-13
USDCAD,win,1891796.0371395114,380251003.4650418,0.01,2026-02-13 19:00:00+00:00,2026-02,2026-02-13
EURUSD,win,7605020.069300836,387856023.53434265,0.01,2026-02-13 19:00:00+00:00,2026-02,2026-02-13
USDCAD,win,7757120.470686853,395613144.0050295,0.01,2026-02-13 20:00:00+00:00,2026-02,2026-02-13
GBPUSD,win,7912262.88010059,403525406.88513005,0.01,2026-02-13 20:00:00+00:00,2026-02,2026-02-13
USDJPY,win,2017627.0344256503,405543033.9195557,0.01,2026-02-13 20:00:00+00:00,2026-02,2026-02-13
EURUSD,win,8110860.678391115,413653894.5979469,0.01,2026-02-13 21:00:00+00:00,2026-02,2026-02-13
GBPUSD,loss,-4136538.945979469,409517355.6519674,0.01,2026-02-13 21:00:00+00:00,2026-02,2026-02-13
USDJPY,loss,-4095173.556519674,405422182.0954477,0.01,2026-02-13 21:00:00+00:00,2026-02,2026-02-13
USDCAD,win,2027110.9104772385,407449293.00592494,0.01,2026-02-15 23:00:00+00:00,2026-02,2026-02-15
EURUSD,win,2037246.4650296248,409486539.47095454,0.01,2026-02-15 23:00:00+00:00,2026-02,2026-02-15
EURUSD,win,2047432.6973547728,411533972.16830933,0.01,2026-02-16 00:00:00+00:00,2026-02,2026-02-16
USDCAD,loss,-4115339.7216830933,407418632.44662625,0.01,2026-02-16 01:00:00+00:00,2026-02,2026-02-16
USDCAD,loss,-4074186.3244662625,403344446.12215996,0.01,2026-02-16 02:00:00+00:00,2026-02,2026-02-16
EURUSD,win,2016722.2306108,405361168.35277075,0.01,2026-02-16 02:00:00+00:00,2026-02,2026-02-16
USDJPY,win,2026805.841763854,407387974.1945346,0.01,2026-02-16 08:00:00+00:00,2026-02,2026-02-16
EURUSD,win,8147759.483890691,415535733.6784253,0.01,2026-02-16 11:00:00+00:00,2026-02,2026-02-16
USDJPY,win,2077678.6683921267,417613412.34681743,0.01,2026-02-16 11:00:00+00:00,2026-02,2026-02-16
EURUSD,win,2088067.0617340873,419701479.4085515,0.01,2026-02-16 12:00:00+00:00,2026-02,2026-02-16
GBPUSD,win,8394029.588171031,428095508.9967225,0.01,2026-02-16 12:00:00+00:00,2026-02,2026-02-16
USDCAD,win,8561910.179934451,436657419.17665696,0.01,2026-02-16 13:00:00+00:00,2026-02,2026-02-16
GBPUSD,win,8733148.383533139,445390567.56019014,0.01,2026-02-16 13:00:00+00:00,2026-02,2026-02-16
GBPUSD,win,8907811.351203803,454298378.911394,0.01,2026-02-16 14:00:00+00:00,2026-02,2026-02-16
USDJPY,loss,-4542983.78911394,449755395.12228006,0.01,2026-02-16 14:00:00+00:00,2026-02,2026-02-16
AUDUSD,win,8995107.902445601,458750503.0247257,0.01,2026-02-16 15:00:00+00:00,2026-02,2026-02-16
USDJPY,win,9175010.060494514,467925513.08522016,0.01,2026-02-16 15:00:00+00:00,2026-02,2026-02-16
GBPUSD,win,9358510.261704404,477284023.34692454,0.01,2026-02-16 16:00:00+00:00,2026-02,2026-02-16
USDJPY,win,2386420.116734623,479670443.46365917,0.01,2026-02-16 16:00:00+00:00,2026-02,2026-02-16
USDCAD,win,9593408.869273184,489263852.33293235,0.01,2026-02-16 17:00:00+00:00,2026-02,2026-02-16
EURUSD,win,9785277.046658648,499049129.37959105,0.01,2026-02-16 17:00:00+00:00,2026-02,2026-02-16
GBPUSD,win,9980982.58759182,509030111.9671829,0.01,2026-02-16 17:00:00+00:00,2026-02,2026-02-16
AUDUSD,loss,-5090301.11967183,503939810.84751105,0.01,2026-02-16 18:00:00+00:00,2026-02,2026-02-16
USDJPY,win,10078796.216950221,514018607.0644613,0.01,2026-02-16 19:00:00+00:00,2026-02,2026-02-16
USDJPY,win,10280372.141289227,524298979.2057505,0.01,2026-02-16 21:00:00+00:00,2026-02,2026-02-16
AUDUSD,win,2621494.8960287534,526920474.1017793,0.01,2026-02-16 23:00:00+00:00,2026-02,2026-02-16
USDCAD,win,10538409.482035585,537458883.5838149,0.01,2026-02-17 00:00:00+00:00,2026-02,2026-02-17
EURUSD,win,10749177.671676297,548208061.2554911,0.01,2026-02-17 00:00:00+00:00,2026-02,2026-02-17
USDCAD,win,2741040.3062774553,550949101.5617687,0.01,2026-02-17 01:00:00+00:00,2026-02,2026-02-17
EURUSD,win,2754745.5078088436,553703847.0695775,0.01,2026-02-17 01:00:00+00:00,2026-02,2026-02-17
AUDUSD,win,2768519.2353478875,556472366.3049253,0.01,2026-02-17 01:00:00+00:00,2026-02,2026-02-17
GBPUSD,win,11129447.326098507,567601813.6310238,0.01,2026-02-17 01:00:00+00:00,2026-02,2026-02-17
GBPUSD,win,2838009.0681551183,570439822.6991789,0.01,2026-02-17 03:00:00+00:00,2026-02,2026-02-17
USDCHF,win,2852199.1134958947,573292021.8126749,0.01,2026-02-17 04:00:00+00:00,2026-02,2026-02-17
GBPUSD,win,2866460.1090633743,576158481.9217383,0.01,2026-02-17 05:00:00+00:00,2026-02,2026-02-17
USDJPY,win,2880792.409608692,579039274.331347,0.01,2026-02-17 05:00:00+00:00,2026-02,2026-02-17
GBPUSD,loss,-5790392.74331347,573248881.5880336,0.01,2026-02-17 06:00:00+00:00,2026-02,2026-02-17
USDCHF,loss,-5831513.855576752,567417367.7324568,0.01,2026-02-17 06:00:00+00:00,2026-02,2026-02-17
USDCHF,win,11308671.782037925,578726039.5144947,0.01,2026-02-17 11:00:00+00:00,2026-02,2026-02-17
USDCAD,win,11574520.790289894,590300560.3047845,0.01,2026-02-17 12:00:00+00:00,2026-02,2026-02-17
AUDUSD,win,2951502.801523923,593252063.1063085,0.01,2026-02-17 13:00:00+00:00,2026-02,2026-02-17
AUDUSD,win,2966260.3155315425,596218323.42184,0.01,2026-02-17 21:00:00+00:00,2026-02,2026-02-17
USDCAD,win,11924366.468436802,608142689.8902768,0.01,2026-02-17 23:00:00+00:00,2026-02,2026-02-17
EURUSD,loss,-6081426.898902768,602061262.991374,0.01,2026-02-17 23:00:00+00:00,2026-02,2026-02-17
GBPUSD,win,3010306.3149568704,605071569.3063309,0.01,2026-02-17 23:00:00+00:00,2026-02,2026-02-17
USDJPY,loss,-6050715.693063309,599020853.6132677,0.01,2026-02-17 23:00:00+00:00,2026-02,2026-02-17
USDCAD,win,11980417.072265353,611001270.6855329,0.01,2026-02-18 00:00:00+00:00,2026-02,2026-02-18
GBPUSD,win,3055006.3534276644,614056277.0389606,0.01,2026-02-18 00:00:00+00:00,2026-02,2026-02-18
USDJPY,win,12281125.540779212,626337402.5797398,0.01,2026-02-18 01:00:00+00:00,2026-02,2026-02-18
USDCAD,win,3131687.012898699,629469089.5926385,0.01,2026-02-18 02:00:00+00:00,2026-02,2026-02-18
GBPUSD,loss,-6294690.895926385,623174398.6967121,0.01,2026-02-18 02:00:00+00:00,2026-02,2026-02-18
USDCAD,win,3115871.99348356,626290270.6901957,0.01,2026-02-18 03:00:00+00:00,2026-02,2026-02-18
AUDUSD,loss,-6262902.706901957,620027367.9832938,0.01,2026-02-18 03:00:00+00:00,2026-02,2026-02-18
USDCHF,win,3100136.839916469,623127504.8232102,0.01,2026-02-18 03:00:00+00:00,2026-02,2026-02-18
USDCAD,win,3115637.5241160514,626243142.3473263,0.01,2026-02-18 04:00:00+00:00,2026-02,2026-02-18
USDCHF,win,3131215.7117366316,629374358.059063,0.01,2026-02-18 04:00:00+00:00,2026-02,2026-02-18
USDJPY,loss,-6293743.58059063,623080614.4784724,0.01,2026-02-18 04:00:00+00:00,2026-02,2026-02-18
AUDUSD,loss,-6230806.144784723,616849808.3336877,0.01,2026-02-18 05:00:00+00:00,2026-02,2026-02-18
USDCAD,win,12336996.166673753,629186804.5003614,0.01,2026-02-18 06:00:00+00:00,2026-02,2026-02-18
AUDUSD,loss,-6291868.045003614,622894936.4553578,0.01,2026-02-18 06:00:00+00:00,2026-02,2026-02-18
USDCHF,win,12168276.374064371,635063212.8294222,0.01,2026-02-18 06:00:00+00:00,2026-02,2026-02-18
EURUSD,win,12701264.256588444,647764477.0860107,0.01,2026-02-18 07:00:00+00:00,2026-02,2026-02-18
AUDUSD,loss,-6477644.770860107,641286832.3151506,0.01,2026-02-18 07:00:00+00:00,2026-02,2026-02-18
EURUSD,loss,-6412868.3231515065,634873963.9919991,0.01,2026-02-18 08:00:00+00:00,2026-02,2026-02-18
AUDUSD,win,3174369.819959996,638048333.8119591,0.01,2026-02-18 08:00:00+00:00,2026-02,2026-02-18
USDCHF,loss,-6445023.467979974,631603310.3439791,0.01,2026-02-18 08:00:00+00:00,2026-02,2026-02-18
USDJPY,win,12632066.206879582,644235376.5508587,0.01,2026-02-18 08:00:00+00:00,2026-02,2026-02-18
EURUSD,loss,-6442353.765508588,637793022.7853502,0.01,2026-02-18 10:00:00+00:00,2026-02,2026-02-18
AUDUSD,loss,-6377930.227853502,631415092.5574967,0.01,2026-02-18 10:00:00+00:00,2026-02,2026-02-18
USDCHF,loss,-6425708.36242206,624989384.1950746,0.01,2026-02-18 10:00:00+00:00,2026-02,2026-02-18
AUDUSD,win,3124946.9209753727,628114331.1160499,0.01,2026-02-18 11:00:00+00:00,2026-02,2026-02-18
GBPUSD,win,12562286.622320997,640676617.7383709,0.01,2026-02-18 11:00:00+00:00,2026-02,2026-02-18
EURUSD,win,12813532.35476742,653490150.0931383,0.01,2026-02-18 14:00:00+00:00,2026-02,2026-02-18
AUDUSD,loss,-6534901.500931382,646955248.592207,0.01,2026-02-18 14:00:00+00:00,2026-02,2026-02-18
GBPUSD,win,12939104.971844139,659894353.5640512,0.01,2026-02-18 14:00:00+00:00,2026-02,2026-02-18
USDJPY,win,13197887.071281023,673092240.6353321,0.01,2026-02-18 14:00:00+00:00,2026-02,2026-02-18
USDCAD,win,13461844.812706642,686554085.4480387,0.01,2026-02-18 16:00:00+00:00,2026-02,2026-02-18
EURUSD,win,13731081.708960773,700285167.1569996,0.01,2026-02-18 16:00:00+00:00,2026-02,2026-02-18
USDCHF,loss,-7192925.195031716,693092241.9619678,0.01,2026-02-18 16:00:00+00:00,2026-02,2026-02-18
USDCAD,win,3465461.2098098393,696557703.1717776,0.01,2026-02-18 17:00:00+00:00,2026-02,2026-02-18
EURUSD,win,13931154.06343555,710488857.2352132,0.01,2026-02-18 17:00:00+00:00,2026-02,2026-02-18
GBPUSD,win,14209777.144704262,724698634.3799174,0.01,2026-02-18 17:00:00+00:00,2026-02,2026-02-18
USDCHF,win,14471061.455565123,739169695.8354825,0.01,2026-02-18 17:00:00+00:00,2026-02,2026-02-18
USDJPY,win,3695848.4791774126,742865544.3146598,0.01,2026-02-18 17:00:00+00:00,2026-02,2026-02-18
USDCAD,loss,-7428655.443146598,735436888.8715132,0.01,2026-02-18 19:00:00+00:00,2026-02,2026-02-18
AUDUSD,loss,-7354368.888715133,728082519.9827981,0.01,2026-02-18 19:00:00+00:00,2026-02,2026-02-18
USDCHF,loss,-7420352.340745287,720662167.6420528,0.01,2026-02-18 20:00:00+00:00,2026-02,2026-02-18
USDCAD,loss,-7206621.6764205275,713455545.9656322,0.01,2026-02-18 21:00:00+00:00,2026-02,2026-02-18
USDCHF,loss,-7212550.053366333,706242995.9122659,0.01,2026-02-18 21:00:00+00:00,2026-02,2026-02-18
USDJPY,win,14124859.918245317,720367855.8305112,0.01,2026-02-19 01:00:00+00:00,2026-02,2026-02-19
USDJPY,win,3601839.2791525563,723969695.1096637,0.01,2026-02-19 02:00:00+00:00,2026-02,2026-02-19
USDCAD,win,3619848.475548318,727589543.585212,0.01,2026-02-19 03:00:00+00:00,2026-02,2026-02-19
AUDUSD,win,14551790.87170424,742141334.4569162,0.01,2026-02-19 03:00:00+00:00,2026-02,2026-02-19
GBPUSD,win,3710706.6722845817,745852041.1292008,0.01,2026-02-19 03:00:00+00:00,2026-02,2026-02-19
USDCHF,win,3729260.2056460036,749581301.3348469,0.01,2026-02-19 03:00:00+00:00,2026-02,2026-02-19
USDCAD,loss,-7495813.013348468,742085488.3214984,0.01,2026-02-19 04:00:00+00:00,2026-02,2026-02-19
AUDUSD,win,3710427.441607492,745795915.7631059,0.01,2026-02-19 04:00:00+00:00,2026-02,2026-02-19
GBPUSD,win,3728979.5788155296,749524895.3419214,0.01,2026-02-19 04:00:00+00:00,2026-02,2026-02-19
USDCHF,loss,-7873933.4909414565,741650961.85098,0.01,2026-02-19 06:00:00+00:00,2026-02,2026-02-19
USDJPY,loss,-7416509.6185098,734234452.2324703,0.01,2026-02-19 06:00:00+00:00,2026-02,2026-02-19
USDCAD,win,14684689.044649407,748919141.2771198,0.01,2026-02-19 14:00:00+00:00,2026-02,2026-02-19
GBPUSD,win,14978382.825542396,763897524.1026622,0.01,2026-02-19 14:00:00+00:00,2026-02,2026-02-19
GBPUSD,loss,-7638975.241026622,756258548.8616356,0.01,2026-02-19 15:00:00+00:00,2026-02,2026-02-19
USDCHF,loss,-7621780.499708912,748636768.3619267,0.01,2026-02-19 15:00:00+00:00,2026-02,2026-02-19
USDCHF,win,3743183.8418096337,752379952.2037363,0.01,2026-02-19 16:00:00+00:00,2026-02,2026-02-19
GBPUSD,loss,-7523799.522037364,744856152.6816989,0.01,2026-02-19 18:00:00+00:00,2026-02,2026-02-19
USDJPY,win,3724280.763408495,748580433.4451075,0.01,2026-02-19 18:00:00+00:00,2026-02,2026-02-19
USDCAD,win,14971608.668902148,763552042.1140095,0.01,2026-02-19 23:00:00+00:00,2026-02,2026-02-19
EURUSD,win,15271040.84228019,778823082.9562898,0.01,2026-02-19 23:00:00+00:00,2026-02,2026-02-19
AUDUSD,win,15576461.659125797,794399544.6154156,0.01,2026-02-19 23:00:00+00:00,2026-02,2026-02-19
GBPUSD,win,15887990.892308313,810287535.5077238,0.01,2026-02-19 23:00:00+00:00,2026-02,2026-02-19
