entry_time,exit_time,dir,pnl,result,exit_type,month,period,pair
2025-10-09 19:00:00+00:00,2025-10-10 06:22:00+00:00,1,-23.671071428569235,loss,SL,2025-10,OOS,USDJPY
2025-10-10 08:00:00+00:00,2025-10-10 09:35:00+00:00,1,13.601964285714985,win,HALF+SL,2025-10,OOS,USDJPY
2025-10-10 13:00:00+00:00,2025-10-10 14:43:00+00:00,1,-23.63857142857171,loss,SL,2025-10,OOS,USDJPY
2025-10-10 16:00:00+00:00,2025-10-10 23:51:00+00:00,-1,165.816250000006,win,HALF+TP,2025-10,OOS,USDJPY
2025-10-13 04:00:00+00:00,2025-10-13 10:09:00+00:00,-1,-30.298214285713243,loss,SL,2025-10,OOS,USDJPY
2025-10-13 12:00:00+00:00,2025-10-14 09:00:00+00:00,1,-71.41321428571246,loss,SL,2025-10,OOS,USDJPY
2025-10-14 14:00:00+00:00,2025-10-15 04:18:00+00:00,-1,82.7268749999945,win,HALF+TP,2025-10,OOS,USDJPY
2025-10-15 09:00:00+00:00,2025-10-15 09:11:00+00:00,-1,33.764375000004065,win,HALF+TP,2025-10,OOS,USDJPY
2025-10-15 17:00:00+00:00,2025-10-16 19:32:00+00:00,-1,129.50812500000666,win,HALF+TP,2025-10,OOS,USDJPY
2025-10-16 20:00:00+00:00,2025-10-21 08:38:00+00:00,-1,-108.11696428571338,loss,SL,2025-10,OOS,USDJPY
2025-10-21 09:00:00+00:00,2025-10-27 08:14:00+00:00,1,240.42374999999936,win,HALF+TP,2025-10,OOS,USDJPY
2025-10-27 11:00:00+00:00,2025-10-27 11:33:00+00:00,1,-21.82660714285589,loss,SL,2025-10,OOS,USDJPY
2025-10-27 14:00:00+00:00,2025-10-27 14:23:00+00:00,1,-10.70142857142855,loss,SL,2025-10,OOS,USDJPY
2025-10-27 16:00:00+00:00,2025-10-27 21:49:00+00:00,1,30.0951785714318,win,HALF+SL,2025-10,OOS,USDJPY
2025-10-27 23:00:00+00:00,2025-10-28 02:38:00+00:00,1,-18.34249999999713,loss,SL,2025-10,OOS,USDJPY
2025-10-28 04:00:00+00:00,2025-10-29 03:00:00+00:00,-1,108.50999999999829,win,HALF+TP,2025-10,OOS,USDJPY
2025-10-29 04:00:00+00:00,2025-10-29 08:21:00+00:00,-1,-68.57982142857111,loss,SL,2025-10,OOS,USDJPY
2025-10-29 16:00:00+00:00,2025-10-29 20:31:00+00:00,-1,36.49589285714399,win,HALF+SL,2025-10,OOS,USDJPY
2025-10-30 02:00:00+00:00,2025-10-30 03:14:00+00:00,1,11.378035714287194,win,HALF+SL,2025-10,OOS,USDJPY
2025-10-30 09:00:00+00:00,2025-10-30 16:04:00+00:00,1,185.27124999999387,win,HALF+TP,2025-10,OOS,USDJPY
2025-10-30 18:00:00+00:00,2025-10-31 02:39:00+00:00,1,-28.89642857142576,loss,SL,2025-10,OOS,USDJPY
2025-10-31 10:00:00+00:00,2025-11-04 07:30:00+00:00,1,-42.38196428571257,loss,SL,2025-10,OOS,USDJPY
2025-11-04 08:00:00+00:00,2025-11-04 11:21:00+00:00,-1,38.23910714286001,win,HALF+SL,2025-11,OOS,USDJPY
2025-11-04 12:00:00+00:00,2025-11-05 05:46:00+00:00,-1,29.804107142857102,win,HALF+SL,2025-11,OOS,USDJPY
2025-11-05 07:00:00+00:00,2025-11-05 08:18:00+00:00,-1,-11.4669642857109,loss,SL,2025-11,OOS,USDJPY
2025-11-05 09:00:00+00:00,2025-11-06 10:27:00+00:00,1,27.982321428578416,win,HALF+SL,2025-11,OOS,USDJPY
2025-11-06 12:00:00+00:00,2025-11-10 00:00:00+00:00,-1,35.55339285714467,win,HALF+SL,2025-11,OOS,USDJPY
2025-11-10 05:00:00+00:00,2025-11-10 07:50:00+00:00,1,14.392321428573496,win,HALF+SL,2025-11,OOS,USDJPY
2025-11-10 09:00:00+00:00,2025-11-10 15:42:00+00:00,1,18.376071428573937,win,HALF+SL,2025-11,OOS,USDJPY
2025-11-10 17:00:00+00:00,2025-11-10 18:16:00+00:00,1,-12.791249999997945,loss,SL,2025-11,OOS,USDJPY
2025-11-10 21:00:00+00:00,2025-11-11 02:35:00+00:00,1,31.191875000004643,win,HALF+TP,2025-11,OOS,USDJPY
2025-11-11 07:00:00+00:00,2025-11-11 07:19:00+00:00,1,-10.473214285713084,loss,SL,2025-11,OOS,USDJPY
2025-11-11 09:00:00+00:00,2025-11-11 14:06:00+00:00,1,12.20553571428411,win,HALF+SL,2025-11,OOS,USDJPY
2025-11-11 15:00:00+00:00,2025-11-11 15:24:00+00:00,-1,34.8812500000065,win,HALF+TP,2025-11,OOS,USDJPY
2025-11-11 17:00:00+00:00,2025-11-12 15:24:00+00:00,1,126.54187500001512,win,HALF+TP,2025-11,OOS,USDJPY
2025-11-12 22:00:00+00:00,2025-11-13 03:58:00+00:00,1,15.143035714288544,win,HALF+SL,2025-11,OOS,USDJPY
2025-11-13 06:00:00+00:00,2025-11-13 09:40:00+00:00,1,12.837500000000546,win,HALF+SL,2025-11,OOS,USDJPY
2025-11-13 17:00:00+00:00,2025-11-14 17:06:00+00:00,-1,36.42714285714419,win,HALF+SL,2025-11,OOS,USDJPY
2025-11-17 00:00:00+00:00,2025-11-17 01:01:00+00:00,1,-14.87571428571357,loss,SL,2025-11,OOS,USDJPY
2025-11-17 02:00:00+00:00,2025-11-17 07:21:00+00:00,1,17.36803571428993,win,HALF+SL,2025-11,OOS,USDJPY
2025-11-17 08:00:00+00:00,2025-11-17 08:32:00+00:00,1,11.118928571426068,win,HALF+SL,2025-11,OOS,USDJPY
2025-11-17 10:00:00+00:00,2025-11-17 10:57:00+00:00,1,6.44482142857612,win,HALF+SL,2025-11,OOS,USDJPY
2025-11-17 11:00:00+00:00,2025-11-17 16:48:00+00:00,1,37.253749999999286,win,HALF+TP,2025-11,OOS,USDJPY
2025-11-17 17:00:00+00:00,2025-11-18 06:17:00+00:00,1,21.1657142857149,win,HALF+SL,2025-11,OOS,USDJPY
2025-11-18 11:00:00+00:00,2025-11-18 15:26:00+00:00,1,27.45071428571748,win,HALF+SL,2025-11,OOS,USDJPY
2025-11-18 20:00:00+00:00,2025-11-20 03:53:00+00:00,1,241.71562500000616,win,HALF+TP,2025-11,OOS,USDJPY
2025-11-20 06:00:00+00:00,2025-11-20 09:48:00+00:00,1,15.848214285716722,win,HALF+SL,2025-11,OOS,USDJPY
2025-11-20 12:00:00+00:00,2025-11-20 13:25:00+00:00,1,35.455000000001746,win,HALF+TP,2025-11,OOS,USDJPY
2025-11-20 16:00:00+00:00,2025-11-21 09:24:00+00:00,1,-53.89250000000061,loss,SL,2025-11,OOS,USDJPY
2025-11-21 11:00:00+00:00,2025-11-21 17:01:00+00:00,1,-38.6492857142855,loss,SL,2025-11,OOS,USDJPY
2025-11-21 20:00:00+00:00,2025-11-24 16:24:00+00:00,-1,-50.38089285714307,loss,SL,2025-11,OOS,USDJPY
2025-11-24 17:00:00+00:00,2025-11-24 17:53:00+00:00,1,-23.08446428571358,loss,SL,2025-11,OOS,USDJPY
2025-11-24 19:00:00+00:00,2025-11-25 02:57:00+00:00,1,-23.110535714286584,loss,SL,2025-11,OOS,USDJPY
2025-11-25 03:00:00+00:00,2025-11-25 19:22:00+00:00,-1,111.37000000000512,win,HALF+TP,2025-11,OOS,USDJPY
2025-11-25 20:00:00+00:00,2025-11-26 03:27:00+00:00,-1,-47.60464285714363,loss,SL,2025-11,OOS,USDJPY
2025-11-26 04:00:00+00:00,2025-11-26 09:30:00+00:00,-1,-47.551071428569,loss,SL,2025-11,OOS,USDJPY
2025-11-26 12:00:00+00:00,2025-11-26 17:14:00+00:00,1,16.28624999999886,win,HALF+SL,2025-11,OOS,USDJPY
2025-11-26 20:00:00+00:00,2025-11-27 01:45:00+00:00,1,-15.21803571428677,loss,SL,2025-11,OOS,USDJPY
2025-11-27 04:00:00+00:00,2025-11-28 02:53:00+00:00,-1,-52.74160714285756,loss,SL,2025-11,OOS,USDJPY
2025-11-28 03:00:00+00:00,2025-11-28 04:32:00+00:00,1,-29.189107142855164,loss,SL,2025-11,OOS,USDJPY
2025-11-28 07:00:00+00:00,2025-11-28 07:15:00+00:00,-1,-11.465000000001169,loss,SL,2025-11,OOS,USDJPY
2025-11-28 10:00:00+00:00,2025-11-28 16:27:00+00:00,-1,15.08892857142996,win,HALF+SL,2025-11,OOS,USDJPY
2025-11-28 18:00:00+00:00,2025-12-01 14:09:00+00:00,-1,133.2825000000014,win,HALF+TP,2025-11,OOS,USDJPY
2025-12-01 22:00:00+00:00,2025-12-02 01:47:00+00:00,-1,-7.800535714284251,loss,SL,2025-12,OOS,USDJPY
2025-12-02 06:00:00+00:00,2025-12-02 08:10:00+00:00,-1,-11.613214285711138,loss,SL,2025-12,OOS,USDJPY
2025-12-02 09:00:00+00:00,2025-12-02 17:09:00+00:00,1,50.1387500000078,win,HALF+TP,2025-12,OOS,USDJPY
2025-12-02 21:00:00+00:00,2025-12-02 21:57:00+00:00,1,-10.955892857143112,loss,SL,2025-12,OOS,USDJPY
2025-12-03 01:00:00+00:00,2025-12-03 02:01:00+00:00,-1,19.01124999999695,win,HALF+TP,2025-12,OOS,USDJPY
2025-12-03 04:00:00+00:00,2025-12-03 18:02:00+00:00,-1,62.55875000000231,win,HALF+TP,2025-12,OOS,USDJPY
2025-12-03 20:00:00+00:00,2025-12-04 22:51:00+00:00,-1,56.08375000000194,win,HALF+SL,2025-12,OOS,USDJPY
2025-12-05 00:00:00+00:00,2025-12-05 02:03:00+00:00,-1,-7.84892857142836,loss,SL,2025-12,OOS,USDJPY
2025-12-05 04:00:00+00:00,2025-12-05 12:10:00+00:00,-1,26.47982142857757,win,HALF+SL,2025-12,OOS,USDJPY
2025-12-05 16:00:00+00:00,2025-12-05 17:12:00+00:00,1,13.63107142857416,win,HALF+SL,2025-12,OOS,USDJPY
2025-12-05 18:00:00+00:00,2025-12-05 20:05:00+00:00,1,16.29678571428599,win,HALF+SL,2025-12,OOS,USDJPY
2025-12-05 22:00:00+00:00,2025-12-08 00:00:00+00:00,1,7.008928571428896,win,HALF+SL,2025-12,OOS,USDJPY
2025-12-08 04:00:00+00:00,2025-12-08 10:26:00+00:00,-1,-53.22732142857092,loss,SL,2025-12,OOS,USDJPY
2025-12-08 13:00:00+00:00,2025-12-08 15:11:00+00:00,1,13.146964285715512,win,HALF+SL,2025-12,OOS,USDJPY
2025-12-08 20:00:00+00:00,2025-12-09 17:06:00+00:00,1,143.29812500000685,win,HALF+TP,2025-12,OOS,USDJPY
2025-12-09 20:00:00+00:00,2025-12-10 02:01:00+00:00,1,-14.375892857140116,loss,SL,2025-12,OOS,USDJPY
2025-12-10 07:00:00+00:00,2025-12-10 10:02:00+00:00,1,7.801071428573891,win,HALF+SL,2025-12,OOS,USDJPY
2025-12-10 12:00:00+00:00,2025-12-10 16:11:00+00:00,1,-31.795535714283574,loss,SL,2025-12,OOS,USDJPY
2025-12-11 00:00:00+00:00,2025-12-12 14:32:00+00:00,-1,73.68732142857368,win,HALF+SL,2025-12,OOS,USDJPY
2025-12-12 17:00:00+00:00,2025-12-12 21:29:00+00:00,-1,21.04910714285495,win,HALF+SL,2025-12,OOS,USDJPY
2025-12-12 23:00:00+00:00,2025-12-15 00:13:00+00:00,-1,7.78892857142921,win,HALF+SL,2025-12,OOS,USDJPY
2025-12-15 01:00:00+00:00,2025-12-15 02:06:00+00:00,-1,-12.82964285714172,loss,SL,2025-12,OOS,USDJPY
2025-12-15 04:00:00+00:00,2025-12-16 15:05:00+00:00,-1,146.81812500001286,win,HALF+TP,2025-12,OOS,USDJPY
2025-12-16 16:00:00+00:00,2025-12-17 06:27:00+00:00,-1,-32.86410714285353,loss,SL,2025-12,OOS,USDJPY
2025-12-17 09:00:00+00:00,2025-12-18 15:30:00+00:00,1,32.48285714285544,win,HALF+SL,2025-12,OOS,USDJPY
2025-12-18 20:00:00+00:00,2025-12-19 09:53:00+00:00,1,142.9150000000078,win,HALF+TP,2025-12,OOS,USDJPY
2025-12-19 16:00:00+00:00,2025-12-19 16:13:00+00:00,1,-19.38071428571675,loss,SL,2025-12,OOS,USDJPY
2025-12-19 20:00:00+00:00,2025-12-19 22:52:00+00:00,1,26.399374999999736,win,HALF+TP,2025-12,OOS,USDJPY
2025-12-19 23:00:00+00:00,2025-12-22 03:13:00+00:00,1,-24.93196428571593,loss,SL,2025-12,OOS,USDJPY
2025-12-22 05:00:00+00:00,2025-12-22 15:10:00+00:00,1,-22.919464285709523,loss,SL,2025-12,OOS,USDJPY
2025-12-22 23:00:00+00:00,2025-12-23 01:43:00+00:00,1,-13.39446428571307,loss,SL,2025-12,OOS,USDJPY
2025-12-23 04:00:00+00:00,2025-12-23 16:11:00+00:00,-1,70.02928571428697,win,HALF+SL,2025-12,OOS,USDJPY
2025-12-23 19:00:00+00:00,2025-12-24 03:20:00+00:00,-1,50.320625000009045,win,HALF+TP,2025-12,OOS,USDJPY
2025-12-24 04:00:00+00:00,2025-12-26 02:54:00+00:00,-1,-75.91607142857129,loss,SL,2025-12,OOS,USDJPY
2025-12-26 04:00:00+00:00,2026-01-05 19:22:00+00:00,1,57.77714285714524,win,HALF+SL,2025-12,OOS,USDJPY
2026-01-05 21:00:00+00:00,2026-01-05 23:44:00+00:00,-1,-23.625178571430183,loss,SL,2026-01,OOS,USDJPY
2026-01-06 09:00:00+00:00,2026-01-06 09:22:00+00:00,-1,12.333035714286211,win,HALF+SL,2026-01,OOS,USDJPY
2026-01-06 11:00:00+00:00,2026-01-06 11:32:00+00:00,-1,-10.165714285713534,loss,SL,2026-01,OOS,USDJPY
2026-01-06 12:00:00+00:00,2026-01-06 15:04:00+00:00,-1,-18.33339285714146,loss,SL,2026-01,OOS,USDJPY
2026-01-06 17:00:00+00:00,2026-01-06 19:06:00+00:00,1,45.61187500001438,win,HALF+TP,2026-01,OOS,USDJPY
2026-01-06 20:00:00+00:00,2026-01-09 16:12:00+00:00,1,162.41812500000492,win,HALF+TP,2026-01,OOS,USDJPY
2026-01-09 17:00:00+00:00,2026-01-14 03:13:00+00:00,1,204.73375000000829,win,HALF+TP,2026-01,OOS,USDJPY
2026-01-14 04:00:00+00:00,2026-01-14 10:34:00+00:00,1,-40.03767857142577,loss,SL,2026-01,OOS,USDJPY
2026-01-14 14:00:00+00:00,2026-01-14 14:01:00+00:00,1,-17.818749999997863,loss,SL,2026-01,OOS,USDJPY
2026-01-14 17:00:00+00:00,2026-01-15 15:40:00+00:00,-1,-57.686071428571495,loss,SL,2026-01,OOS,USDJPY
2026-01-15 16:00:00+00:00,2026-01-16 04:39:00+00:00,1,-59.11821428571216,loss,SL,2026-01,OOS,USDJPY
2026-01-16 05:00:00+00:00,2026-01-20 08:21:00+00:00,-1,39.68178571428496,win,HALF+SL,2026-01,OOS,USDJPY
2026-01-20 14:00:00+00:00,2026-01-20 15:34:00+00:00,-1,21.96250000000361,win,HALF+SL,2026-01,OOS,USDJPY
2026-01-20 16:00:00+00:00,2026-01-20 16:11:00+00:00,-1,-17.31982142856907,loss,SL,2026-01,OOS,USDJPY
2026-01-20 18:00:00+00:00,2026-01-20 21:10:00+00:00,-1,-22.410714285715017,loss,SL,2026-01,OOS,USDJPY
2026-01-21 00:00:00+00:00,2026-01-21 05:30:00+00:00,-1,16.572857142858766,win,HALF+SL,2026-01,OOS,USDJPY
2026-01-21 06:00:00+00:00,2026-01-21 10:14:00+00:00,1,-22.980357142856175,loss,SL,2026-01,OOS,USDJPY
2026-01-21 12:00:00+00:00,2026-01-21 21:27:00+00:00,-1,-31.69839285714033,loss,SL,2026-01,OOS,USDJPY
2026-01-21 22:00:00+00:00,2026-01-22 17:24:00+00:00,1,29.12017857142928,win,HALF+SL,2026-01,OOS,USDJPY
2026-01-22 21:00:00+00:00,2026-01-23 02:49:00+00:00,1,34.38749999999118,win,HALF+TP,2026-01,OOS,USDJPY
2026-01-23 04:00:00+00:00,2026-01-23 09:43:00+00:00,1,40.46142857143025,win,HALF+SL,2026-01,OOS,USDJPY
2026-01-23 14:00:00+00:00,2026-01-23 18:36:00+00:00,-1,80.499999999995,win,HALF+TP,2026-01,OOS,USDJPY
2026-01-23 19:00:00+00:00,2026-01-26 00:00:00+00:00,-1,285.3081249999974,win,HALF+TP,2026-01,OOS,USDJPY
2026-01-26 03:00:00+00:00,2026-01-26 13:05:00+00:00,-1,206.90875000001083,win,HALF+TP,2026-01,OOS,USDJPY
2026-01-26 20:00:00+00:00,2026-01-27 05:44:00+00:00,-1,-49.38607142856881,loss,SL,2026-01,OOS,USDJPY
2026-01-27 08:00:00+00:00,2026-01-27 09:52:00+00:00,-1,-17.783750000000964,loss,SL,2026-01,OOS,USDJPY
2026-01-27 12:00:00+00:00,2026-01-28 18:21:00+00:00,-1,127.93500000000222,win,HALF+SL,2026-01,OOS,USDJPY
2026-01-28 20:00:00+00:00,2026-01-28 20:37:00+00:00,-1,-31.59000000000276,loss,SL,2026-01,OOS,USDJPY
2026-01-28 22:00:00+00:00,2026-01-29 13:14:00+00:00,-1,60.09857142857129,win,HALF+SL,2026-01,OOS,USDJPY
2026-01-29 15:00:00+00:00,2026-01-30 02:16:00+00:00,-1,34.758750000000305,win,HALF+SL,2026-01,OOS,USDJPY
2026-01-30 04:00:00+00:00,2026-02-04 04:46:00+00:00,1,343.4637499999866,win,HALF+TP,2026-01,OOS,USDJPY
2026-02-04 08:00:00+00:00,2026-02-04 11:31:00+00:00,1,28.902500000006626,win,HALF+TP,2026-02,OOS,USDJPY
2026-02-04 12:00:00+00:00,2026-02-05 15:36:00+00:00,1,57.4516071428576,win,HALF+SL,2026-02,OOS,USDJPY
2026-02-05 17:00:00+00:00,2026-02-09 00:07:00+00:00,1,37.27160714285844,win,HALF+SL,2026-02,OOS,USDJPY
2026-02-09 10:00:00+00:00,2026-02-09 15:09:00+00:00,1,-35.59357142857209,loss,SL,2026-02,OOS,USDJPY
2026-02-09 16:00:00+00:00,2026-02-11 04:59:00+00:00,-1,323.2937500000048,win,HALF+TP,2026-02,OOS,USDJPY
2026-02-11 19:00:00+00:00,2026-02-12 14:55:00+00:00,-1,-82.67392857142966,loss,SL,2026-02,OOS,USDJPY
2026-02-12 16:00:00+00:00,2026-02-13 03:25:00+00:00,-1,54.36517857142746,win,HALF+SL,2026-02,OOS,USDJPY
2026-02-13 05:00:00+00:00,2026-02-13 06:46:00+00:00,-1,22.595000000004006,win,HALF+SL,2026-02,OOS,USDJPY
2026-02-13 12:00:00+00:00,2026-02-13 15:30:00+00:00,-1,69.69250000000784,win,HALF+TP,2026-02,OOS,USDJPY
2026-02-13 16:00:00+00:00,2026-02-17 17:34:00+00:00,-1,-72.94321428571493,loss,SL,2026-02,OOS,USDJPY
2026-02-17 23:00:00+00:00,2026-02-18 01:49:00+00:00,1,-14.618392857144611,loss,SL,2026-02,OOS,USDJPY
2026-02-18 03:00:00+00:00,2026-02-18 10:26:00+00:00,1,68.15500000000156,win,HALF+TP,2026-02,OOS,USDJPY
2026-02-18 12:00:00+00:00,2026-02-18 20:23:00+00:00,1,137.95125000001462,win,HALF+TP,2026-02,OOS,USDJPY
2026-02-19 03:00:00+00:00,2026-02-19 05:33:00+00:00,1,52.60749999999916,win,HALF+TP,2026-02,OOS,USDJPY
2026-02-19 08:00:00+00:00,2026-02-19 14:01:00+00:00,1,-75.9758928571415,loss,SL,2026-02,OOS,USDJPY
2026-02-19 15:00:00+00:00,2026-02-20 10:44:00+00:00,1,102.55937499999844,win,HALF+TP,2026-02,OOS,USDJPY
2026-02-20 12:00:00+00:00,2026-02-20 17:13:00+00:00,1,-52.05839285714262,loss,SL,2026-02,OOS,USDJPY
2026-02-20 19:00:00+00:00,2026-02-23 01:20:00+00:00,1,-32.426607142855346,loss,SL,2026-02,OOS,USDJPY
2026-02-23 02:00:00+00:00,2026-02-23 14:27:00+00:00,-1,-68.55660714285818,loss,SL,2026-02,OOS,USDJPY
2026-02-23 20:00:00+00:00,2026-02-24 03:01:00+00:00,1,70.7099999999997,win,HALF+TP,2026-02,OOS,USDJPY
2026-02-24 04:00:00+00:00,2026-02-25 11:23:00+00:00,1,231.44999999999243,win,HALF+TP,2026-02,OOS,USDJPY
2026-02-25 16:00:00+00:00,2026-02-25 16:33:00+00:00,1,-15.591249999999944,loss,SL,2026-02,OOS,USDJPY
2026-02-25 20:00:00+00:00,2026-02-26 00:03:00+00:00,1,11.569642857142526,win,HALF+SL,2026-02,OOS,USDJPY
2026-02-26 05:00:00+00:00,2026-02-26 07:52:00+00:00,1,-21.98196428571464,loss,SL,2026-02,OOS,USDJPY
2026-02-26 08:00:00+00:00,2026-02-26 16:45:00+00:00,1,30.318750000003547,win,HALF+SL,2026-02,OOS,USDJPY
2026-02-26 18:00:00+00:00,2026-02-27 01:02:00+00:00,1,23.800357142860666,win,HALF+SL,2026-02,OOS,USDJPY
2026-02-27 05:00:00+00:00,2026-02-27 09:15:00+00:00,-1,-28.133571428571717,loss,SL,2026-02,OOS,USDJPY
2025-01-06 04:00:00+00:00,2025-01-06 11:04:00+00:00,1,96.16249999999695,win,HALF+TP,2025-01,,EURJPY
2025-01-06 12:00:00+00:00,2025-01-07 22:01:00+00:00,1,92.53946428571567,win,HALF+SL,2025-01,,EURJPY
2025-01-08 01:00:00+00:00,2025-01-08 02:28:00+00:00,1,17.09767857143163,win,HALF+SL,2025-01,,EURJPY
2025-01-08 03:00:00+00:00,2025-01-08 09:12:00+00:00,1,-32.368750000000546,loss,SL,2025-01,,EURJPY
2025-01-08 12:00:00+00:00,2025-01-10 18:02:00+00:00,-1,239.42749999999933,win,HALF+TP,2025-01,,EURJPY
2025-01-10 23:00:00+00:00,2025-01-13 03:37:00+00:00,-1,53.103750000005334,win,HALF+TP,2025-01,,EURJPY
2025-01-13 04:00:00+00:00,2025-01-13 23:48:00+00:00,-1,59.509642857145195,win,HALF+SL,2025-01,,EURJPY
2025-01-14 08:00:00+00:00,2025-01-14 11:15:00+00:00,1,72.71562500000357,win,HALF+TP,2025-01,,EURJPY
2025-01-14 13:00:00+00:00,2025-01-14 16:27:00+00:00,-1,23.10428571428531,win,HALF+SL,2025-01,,EURJPY
2025-01-14 20:00:00+00:00,2025-01-15 16:08:00+00:00,1,-123.33464285714228,loss,SL,2025-01,,EURJPY
2025-01-15 20:00:00+00:00,2025-01-20 08:54:00+00:00,-1,98.93678571428666,win,HALF+SL,2025-01,,EURJPY
2025-01-20 11:00:00+00:00,2025-01-20 13:11:00+00:00,1,60.82749999999919,win,HALF+TP,2025-01,,EURJPY
2025-01-20 16:00:00+00:00,2025-01-21 03:47:00+00:00,1,-69.2537499999986,loss,SL,2025-01,,EURJPY
2025-01-21 06:00:00+00:00,2025-01-21 10:40:00+00:00,1,27.91089285714179,win,HALF+SL,2025-01,,EURJPY
2025-01-21 12:00:00+00:00,2025-01-21 19:01:00+00:00,1,93.19312499999057,win,HALF+TP,2025-01,,EURJPY
2025-01-21 20:00:00+00:00,2025-01-24 06:16:00+00:00,1,95.60696428571305,win,HALF+SL,2025-01,,EURJPY
2025-01-24 09:00:00+00:00,2025-01-24 12:32:00+00:00,1,148.4287499999965,win,HALF+TP,2025-01,,EURJPY
2025-01-24 17:00:00+00:00,2025-01-27 00:00:00+00:00,1,-55.25607142857325,loss,SL,2025-01,,EURJPY
2025-01-27 02:00:00+00:00,2025-01-27 08:14:00+00:00,-1,-42.64696428571142,loss,SL,2025-01,,EURJPY
2025-01-27 12:00:00+00:00,2025-02-03 00:00:00+00:00,-1,490.86812500001145,win,HALF+TP,2025-01,,EURJPY
2025-02-03 08:00:00+00:00,2025-02-03 17:17:00+00:00,-1,185.38874999999848,win,HALF+TP,2025-02,,EURJPY
2025-02-03 19:00:00+00:00,2025-02-03 23:36:00+00:00,-1,-94.41017857143095,loss,SL,2025-02,,EURJPY
2025-02-04 03:00:00+00:00,2025-02-04 07:06:00+00:00,-1,106.18937500000527,win,HALF+TP,2025-02,,EURJPY
2025-02-04 16:00:00+00:00,2025-02-04 17:34:00+00:00,-1,23.505357142860817,win,HALF+SL,2025-02,,EURJPY
2025-02-04 18:00:00+00:00,2025-02-04 19:34:00+00:00,-1,64.81312500001195,win,HALF+TP,2025-02,,EURJPY
2025-02-04 20:00:00+00:00,2025-02-06 03:34:00+00:00,-1,265.6831250000067,win,HALF+TP,2025-02,,EURJPY
2025-02-06 04:00:00+00:00,2025-02-07 18:43:00+00:00,-1,308.0518749999982,win,HALF+TP,2025-02,,EURJPY
2025-02-10 06:00:00+00:00,2025-02-10 07:36:00+00:00,-1,-20.37303571428879,loss,SL,2025-02,,EURJPY
2025-02-10 12:00:00+00:00,2025-02-10 16:17:00+00:00,-1,99.0081249999946,win,HALF+TP,2025-02,,EURJPY
2025-02-10 22:00:00+00:00,2025-02-11 08:29:00+00:00,-1,13.680714285715112,win,HALF+SL,2025-02,,EURJPY
2025-02-11 09:00:00+00:00,2025-02-11 10:12:00+00:00,-1,-16.430535714289363,loss,SL,2025-02,,EURJPY
2025-02-11 17:00:00+00:00,2025-02-11 21:39:00+00:00,1,77.62375000000077,win,HALF+TP,2025-02,,EURJPY
2025-02-12 02:00:00+00:00,2025-02-12 09:57:00+00:00,1,157.0112499999965,win,HALF+TP,2025-02,,EURJPY
2025-02-12 10:00:00+00:00,2025-02-12 19:13:00+00:00,1,184.20249999998646,win,HALF+TP,2025-02,,EURJPY
2025-02-12 22:00:00+00:00,2025-02-13 00:52:00+00:00,1,-21.767142857137856,loss,SL,2025-02,,EURJPY
2025-02-13 02:00:00+00:00,2025-02-13 03:02:00+00:00,1,42.266875000007076,win,HALF+TP,2025-02,,EURJPY
2025-02-13 04:00:00+00:00,2025-02-13 10:54:00+00:00,1,31.532678571429074,win,HALF+SL,2025-02,,EURJPY
2025-02-13 17:00:00+00:00,2025-02-13 18:37:00+00:00,1,36.68339285713955,win,HALF+SL,2025-02,,EURJPY
2025-02-13 20:00:00+00:00,2025-02-13 20:43:00+00:00,1,-49.544999999997685,loss,SL,2025-02,,EURJPY
2025-02-14 02:00:00+00:00,2025-02-14 02:21:00+00:00,1,-24.614821428571076,loss,SL,2025-02,,EURJPY
2025-02-14 05:00:00+00:00,2025-02-14 12:03:00+00:00,1,36.070535714287644,win,HALF+SL,2025-02,,EURJPY
2025-02-14 14:00:00+00:00,2025-02-14 15:30:00+00:00,1,29.541249999999764,win,HALF+SL,2025-02,,EURJPY
2025-02-14 17:00:00+00:00,2025-02-17 01:57:00+00:00,1,-50.82678571428403,loss,SL,2025-02,,EURJPY
2025-02-17 05:00:00+00:00,2025-02-18 06:00:00+00:00,-1,47.0848214285752,win,HALF+SL,2025-02,,EURJPY
2025-02-18 07:00:00+00:00,2025-02-18 09:59:00+00:00,-1,8.94053571428799,win,HALF+SL,2025-02,,EURJPY
2025-02-18 12:00:00+00:00,2025-02-18 23:26:00+00:00,-1,35.71696428571727,win,HALF+SL,2025-02,,EURJPY
2025-02-19 02:00:00+00:00,2025-02-19 04:08:00+00:00,-1,-25.985000000000014,loss,SL,2025-02,,EURJPY
2025-02-19 09:00:00+00:00,2025-02-19 16:37:00+00:00,-1,73.75750000001062,win,HALF+TP,2025-02,,EURJPY
2025-02-19 22:00:00+00:00,2025-02-20 01:43:00+00:00,-1,45.1100000000082,win,HALF+TP,2025-02,,EURJPY
2025-02-20 02:00:00+00:00,2025-02-20 06:15:00+00:00,-1,114.4618749999978,win,HALF+TP,2025-02,,EURJPY
2025-02-20 09:00:00+00:00,2025-02-20 10:19:00+00:00,-1,-48.68517857142649,loss,SL,2025-02,,EURJPY
2025-02-20 13:00:00+00:00,2025-02-20 17:30:00+00:00,-1,25.329642857144563,win,HALF+SL,2025-02,,EURJPY
