trade_id,entry_time,direction,entry_price,tp,sl,exit_time,exit_price,pnl,exit_reason,pnl_pips
13,2026-02-03 13:46:00,LONG,1.5585,1.5688714285714285,1.5564257142857143,2026-02-03 14:01:00,1.55902,-0.001479999999999924,Full Close (Time Decay),-0.14799999999999242
14,2026-02-03 14:46:00,LONG,1.55831,1.5716492857142856,1.555642142857143,2026-02-03 15:01:00,1.55906,-0.0012500000000001937,Full Close (Time Decay),-0.12500000000001937
15,2026-02-03 16:17:00,LONG,1.5572,1.5728214285714284,1.5540757142857142,2026-02-03 16:32:00,1.55739,-0.0018099999999998655,Full Close (Time Decay),-0.18099999999998656
16,2026-02-03 17:16:00,LONG,1.55561,1.572249285714285,1.552282142857143,2026-02-03 17:31:00,1.55657,-0.0010399999999999281,Full Close (Time Decay),-0.1039999999999928
17,2026-02-03 20:37:00,LONG,1.55716,1.5699528571428583,1.5546014285714285,2026-02-03 20:52:00,1.55735,-0.0018100000000000876,Full Close (Time Decay),-0.18100000000000876
18,2026-02-03 22:04:00,LONG,1.55722,1.5689521428571438,1.5548735714285713,2026-02-03 22:19:00,1.55745,-0.0017700000000000476,Full Close (Time Decay),-0.17700000000000476
19,2026-02-03 23:00:00,LONG,1.55704,1.5662007142857153,1.555207857142857,2026-02-03 23:15:00,1.55819,-0.0008500000000000157,Full Close (Time Decay),-0.08500000000000156
20,2026-02-03 23:47:00,LONG,1.55763,1.567080000000001,1.55574,2026-02-04 00:02:00,1.55833,-0.0013000000000000771,Full Close (Time Decay),-0.13000000000000772
21,2026-02-04 00:18:00,LONG,1.55858,1.5688871428571434,1.5565185714285714,2026-02-04 00:33:00,1.55942,-0.0011600000000000481,Full Close (Time Decay),-0.11600000000000481
22,2026-02-04 01:15:00,LONG,1.56065,1.5727250000000004,1.558235,2026-02-04 01:30:00,1.561,-0.0016500000000001496,Full Close (Time Decay),-0.16500000000001497
23,2026-02-04 01:51:00,LONG,1.56101,1.5731921428571423,1.5585735714285716,2026-02-04 02:06:00,1.56162,-0.0013900000000000006,Full Close (Time Decay),-0.13900000000000007
24,2026-02-04 06:35:00,LONG,1.56239,1.5728150000000005,1.5603049999999998,2026-02-04 06:50:00,1.56374,-0.0006500000000000377,Full Close (Time Decay),-0.06500000000000376
25,2026-02-04 07:00:00,LONG,1.56338,1.5736014285714286,1.5613357142857143,2026-02-04 07:15:00,1.56415,-0.0012300000000000626,Full Close (Time Decay),-0.12300000000000626
26,2026-02-04 07:23:00,LONG,1.56369,1.5743292857142857,1.561562142857143,2026-02-04 07:38:00,1.56454,-0.0011499999999999826,Full Close (Time Decay),-0.11499999999999826
27,2026-02-04 10:45:00,LONG,1.56711,1.5775457142857137,1.5650228571428573,2026-02-04 11:00:00,1.56727,-0.001840000000000062,Full Close (Time Decay),-0.18400000000000621
28,2026-02-04 13:16:00,LONG,1.56542,1.5779878571428567,1.5629064285714287,2026-02-04 13:31:00,1.56732,-9.999999999998725e-05,Full Close (Time Decay),-0.009999999999998725
29,2026-02-04 14:01:00,LONG,1.56438,1.5795835714285715,1.5613392857142858,2026-02-04 14:16:00,1.56481,-0.0015700000000000696,Full Close (Time Decay),-0.15700000000000697
30,2026-02-04 14:33:00,LONG,1.56486,1.5811242857142858,1.5616071428571427,2026-02-04 14:48:00,1.56483,-0.0020299999999999745,Full Close (Time Decay),-0.20299999999999746
31,2026-02-04 15:00:00,LONG,1.56355,1.5818714285714284,1.5598857142857143,2026-02-04 15:15:00,1.56526,-0.0002899999999998997,Full Close (Time Decay),-0.02899999999998997
32,2026-02-04 22:00:00,LONG,1.56766,1.5770992857142856,1.565772142857143,2026-02-04 22:15:00,1.56859,-0.0010700000000001247,Full Close (Time Decay),-0.10700000000001246
33,2026-02-04 22:48:00,LONG,1.56795,1.576842857142857,1.5661714285714285,2026-02-04 23:03:00,1.56855,-0.001399999999999844,Full Close (Time Decay),-0.13999999999998441
34,2026-02-05 00:54:00,LONG,1.56772,1.5792485714285718,1.5654142857142856,2026-02-05 01:09:00,1.56879,-0.0009300000000000957,Full Close (Time Decay),-0.09300000000000956
35,2026-02-05 01:30:00,LONG,1.5691,1.5811214285714281,1.5666957142857143,2026-02-05 01:45:00,1.5693,-0.001800000000000022,Full Close (Time Decay),-0.1800000000000022
36,2026-02-05 02:32:00,LONG,1.5681,1.5825,1.56522,2026-02-05 02:47:00,1.56865,-0.0014499999999999496,Full Close (Time Decay),-0.14499999999999497
37,2026-02-05 03:35:00,LONG,1.56737,1.583023571428571,1.5642392857142857,2026-02-05 03:50:00,1.56828,-0.0010900000000000337,Full Close (Time Decay),-0.10900000000000336
38,2026-02-05 06:06:00,LONG,1.56953,1.5818299999999996,1.5670700000000002,2026-02-05 06:21:00,1.56916,-0.0023699999999999815,Full Close (Time Decay),-0.23699999999999816
39,2026-02-05 06:18:00,LONG,1.56868,1.5811299999999995,1.5661900000000002,2026-02-05 06:33:00,1.56942,-0.0012600000000000371,Full Close (Time Decay),-0.12600000000000372
40,2026-02-05 07:01:00,LONG,1.56963,1.5829049999999993,1.5669750000000002,2026-02-05 07:16:00,1.57075,-0.0008799999999999902,Full Close (Time Decay),-0.08799999999999901
41,2026-02-05 07:40:00,LONG,1.5709,1.585257142857142,1.5680285714285715,2026-02-05 07:55:00,1.57196,-0.0009399999999999391,Full Close (Time Decay),-0.09399999999999391
42,2026-02-05 08:34:00,LONG,1.57015,1.5868749999999996,1.566805,2026-02-05 08:49:00,1.57096,-0.0011900000000000226,Full Close (Time Decay),-0.11900000000000226
43,2026-02-05 12:46:00,LONG,1.5691,1.5834464285714278,1.5662307142857144,2026-02-05 13:01:00,1.56928,-0.001819999999999931,Full Close (Time Decay),-0.1819999999999931
44,2026-02-05 19:30:00,LONG,1.56829,1.580975714285715,1.565752857142857,2026-02-05 19:45:00,1.56846,-0.0018299999999999966,Full Close (Time Decay),-0.18299999999999966
45,2026-02-05 21:30:00,LONG,1.57062,1.580873571428571,1.5685692857142857,2026-02-05 21:45:00,1.57089,-0.0017300000000000076,Full Close (Time Decay),-0.17300000000000076
46,2026-02-06 12:17:00,LONG,1.57016,1.5822350000000003,1.567745,2026-02-06 12:32:00,1.57088,-0.0012799999999999461,Full Close (Time Decay),-0.12799999999999462
47,2026-02-06 13:01:00,LONG,1.5704,1.582410714285714,1.5679978571428572,2026-02-06 13:16:00,1.57085,-0.0015499999999999386,Full Close (Time Decay),-0.15499999999999386
48,2026-02-06 16:45:00,LONG,1.57078,1.5885978571428578,1.5672164285714285,2026-02-06 17:00:00,1.57111,-0.0016700000000000586,Full Close (Time Decay),-0.16700000000000587
49,2026-02-06 20:00:00,LONG,1.57082,1.5789199999999988,1.5692000000000004,2026-02-06 20:15:00,1.57103,-0.0017900000000001786,Full Close (Time Decay),-0.17900000000001787
50,2026-02-06 21:16:00,LONG,1.57127,1.5779128571428567,1.5699414285714286,2026-02-06 21:31:00,1.57149,-0.001779999999999891,Full Close (Time Decay),-0.1779999999999891
51,2026-02-08 22:06:00,LONG,1.56925,1.5845714285714287,1.5661857142857143,2026-02-08 22:21:00,1.57127,9.999999999955357e-06,Partial Close (Time Decay),0.0009999999999955357
52,2026-02-08 22:55:00,LONG,1.57402,1.5933807142857144,1.570147857142857,2026-02-08 23:10:00,1.57601,-1.0000000000063777e-05,Full Close (Time Decay),-0.0010000000000063777
51,2026-02-08 22:06:00,LONG,1.56925,1.5845714285714287,1.5661857142857143,2026-02-08 23:31:00,1.5745571428571428,0.0016535714285713663,SL,0.16535714285713662
53,2026-02-08 23:32:00,LONG,1.57388,1.5992835714285716,1.5687992857142856,2026-02-08 23:47:00,1.57371,-0.0021700000000000035,Full Close (Time Decay),-0.21700000000000036
54,2026-02-08 23:49:00,LONG,1.57176,1.6007314285714282,1.5659657142857144,2026-02-09 00:04:00,1.56996,-0.003800000000000024,Full Close (Time Decay),-0.3800000000000024
55,2026-02-10 20:05:00,SHORT,1.5434,1.5288607142857134,1.5463078571428575,2026-02-10 20:20:00,1.54308,-0.001679999999999902,Full Close (Time Decay),-0.1679999999999902
56,2026-02-10 21:45:00,SHORT,1.54411,1.5332135714285715,1.5462892857142858,2026-02-10 22:00:00,1.54335,-0.001239999999999906,Full Close (Time Decay),-0.1239999999999906
57,2026-02-11 01:51:00,SHORT,1.54056,1.5243707142857146,1.543797857142857,2026-02-11 02:06:00,1.53915,-0.0005900000000000887,Full Close (Time Decay),-0.05900000000000887
58,2026-02-11 05:01:00,SHORT,1.53355,1.513846428571428,1.5374907142857144,2026-02-11 05:16:00,1.53243,-0.0008799999999999902,Full Close (Time Decay),-0.08799999999999901
59,2026-02-11 10:40:00,SHORT,1.53331,1.5119349999999998,1.537585,2026-02-11 10:55:00,1.53254,-0.0012300000000000626,Full Close (Time Decay),-0.12300000000000626
60,2026-02-11 12:22:00,SHORT,1.53608,1.5186585714285719,1.5395642857142855,2026-02-11 12:37:00,1.5362,-0.00212000000000012,Full Close (Time Decay),-0.212000000000012
61,2026-02-11 12:33:00,SHORT,1.53618,1.5202371428571435,1.5393685714285714,2026-02-11 12:48:00,1.53551,-0.0013299999999998296,Full Close (Time Decay),-0.13299999999998297
62,2026-02-12 00:37:00,SHORT,1.53352,1.511630714285714,1.5378978571428572,2026-02-12 00:52:00,1.5318,-0.00028000000000005625,Full Close (Time Decay),-0.028000000000005625
63,2026-02-12 07:52:00,SHORT,1.53107,1.4959914285714282,1.5380857142857143,2026-02-12 08:07:00,1.52876,0.0001550000000000171,Partial Close (Time Decay),0.01550000000000171
63,2026-02-12 07:52:00,SHORT,1.53107,1.4959914285714282,1.5380857142857143,2026-02-12 10:17:00,1.53107,-0.001,SL,-0.1
64,2026-02-12 14:05:00,SHORT,1.53325,1.5074178571428571,1.5384164285714286,2026-02-12 14:20:00,1.53078,0.0002349999999999861,Partial Close (Time Decay),0.02349999999999861
65,2026-02-12 15:34:00,SHORT,1.53045,1.5007499999999998,1.5363900000000001,2026-02-12 15:49:00,1.52705,0.0007000000000000348,Partial Close (Time Decay),0.07000000000000348
64,2026-02-12 14:05:00,SHORT,1.53325,1.5074178571428571,1.5384164285714286,2026-02-12 16:37:00,1.5270742857142858,0.0020878571428570867,SL,0.20878571428570866
65,2026-02-12 15:34:00,SHORT,1.53045,1.5007499999999998,1.5363900000000001,2026-02-12 16:37:00,1.52759,0.00043000000000004233,SL,0.04300000000000423
66,2026-02-12 23:53:00,SHORT,1.5283,1.5126892857142857,1.5314221428571428,2026-02-13 00:08:00,1.52895,-0.0026500000000000395,Full Close (Time Decay),-0.26500000000000395
67,2026-02-13 00:02:00,SHORT,1.52878,1.5121514285714281,1.5321057142857144,2026-02-13 00:17:00,1.52924,-0.002459999999999905,Full Close (Time Decay),-0.2459999999999905
68,2026-02-13 00:49:00,SHORT,1.52865,1.5099000000000005,1.5324,2026-02-13 01:04:00,1.53017,-0.003519999999999966,Full Close (Time Decay),-0.3519999999999966
69,2026-02-13 13:21:00,SHORT,1.53324,1.517382857142857,1.5364114285714285,2026-02-13 13:36:00,1.53089,0.00017499999999992608,Partial Close (Time Decay),0.01749999999999261
69,2026-02-13 13:21:00,SHORT,1.53324,1.517382857142857,1.5364114285714285,2026-02-13 13:44:00,1.5320442857142857,-0.00040214285714290556,SL,-0.04021428571429055
70,2026-02-13 15:10:00,SHORT,1.53103,1.5055407142857147,1.536127857142857,2026-02-13 15:25:00,1.53034,-0.0013100000000001426,Full Close (Time Decay),-0.13100000000001427
71,2026-02-13 15:30:00,SHORT,1.53095,1.504689285714286,1.5362021428571428,2026-02-13 15:45:00,1.52953,-0.0005800000000000232,Full Close (Time Decay),-0.05800000000000232
72,2026-02-13 20:00:00,SHORT,1.52831,1.5139742857142864,1.5311771428571428,2026-02-13 20:15:00,1.52788,-0.0015699999999998476,Full Close (Time Decay),-0.15699999999998476
73,2026-02-15 22:05:00,SHORT,1.52639,1.514593571428572,1.5287492857142855,2026-02-15 22:20:00,1.52582,-0.0014300000000000406,Full Close (Time Decay),-0.14300000000000407
74,2026-02-17 06:15:00,SHORT,1.52916,1.5121242857142854,1.532567142857143,2026-02-17 06:30:00,1.52896,-0.001800000000000022,Full Close (Time Decay),-0.1800000000000022
75,2026-02-17 06:32:00,SHORT,1.52922,1.5121521428571427,1.5326335714285715,2026-02-17 06:47:00,1.52863,-0.0014099999999999096,Full Close (Time Decay),-0.14099999999999097
76,2026-02-17 23:15:00,SHORT,1.53284,1.5243971428571426,1.5345285714285715,2026-02-17 23:30:00,1.53268,-0.001840000000000062,Full Close (Time Decay),-0.18400000000000621
77,2026-02-20 05:23:00,LONG,1.55221,1.5631492857142855,1.550022142857143,2026-02-20 05:38:00,1.55275,-0.001460000000000015,Full Close (Time Decay),-0.14600000000000152
78,2026-02-20 05:55:00,LONG,1.55225,1.563639285714286,1.5499721428571427,2026-02-20 06:10:00,1.55298,-0.0012699999999998806,Full Close (Time Decay),-0.12699999999998807
79,2026-02-20 06:34:00,LONG,1.55171,1.564395714285715,1.549172857142857,2026-02-20 06:49:00,1.55232,-0.0013900000000000006,Full Close (Time Decay),-0.13900000000000007
80,2026-02-20 07:33:00,LONG,1.54965,1.565614285714286,1.5464571428571428,2026-02-20 07:48:00,1.55135,-0.0002999999999999652,Full Close (Time Decay),-0.029999999999996523
81,2026-02-20 08:31:00,LONG,1.55314,1.575661428571428,1.5486357142857143,2026-02-20 08:46:00,1.55547,0.0001649999999999716,Partial Close (Time Decay),0.01649999999999716
81,2026-02-20 08:31:00,LONG,1.55314,1.575661428571428,1.5486357142857143,2026-02-20 10:06:00,1.553427142857143,-0.0008564285714285349,SL,-0.0856428571428535
82,2026-02-20 13:30:00,LONG,1.55188,1.5692157142857133,1.5484128571428573,2026-02-20 13:45:00,1.55337,-0.0005100000000000087,Full Close (Time Decay),-0.05100000000000087
83,2026-02-23 09:05:00,LONG,1.54674,1.5648685714285717,1.5431142857142857,2026-02-23 09:20:00,1.54735,-0.0013900000000000006,Full Close (Time Decay),-0.13900000000000007
84,2026-02-24 02:01:00,LONG,1.54942,1.5663485714285716,1.5460342857142857,2026-02-24 02:16:00,1.55046,-0.0009600000000000702,Full Close (Time Decay),-0.09600000000000701
85,2026-02-24 06:08:00,LONG,1.55114,1.5643399999999998,1.5485,2026-02-24 06:23:00,1.5509,-0.002240000000000018,Full Close (Time Decay),-0.2240000000000018
86,2026-02-24 07:33:00,LONG,1.55912,1.5844807142857138,1.5540478571428573,2026-02-24 07:48:00,1.56001,-0.0011100000000001647,Full Close (Time Decay),-0.11100000000001646
87,2026-02-24 08:00:00,LONG,1.56004,1.587907857142857,1.5544664285714287,2026-02-24 08:15:00,1.56122,-0.0008200000000000412,Full Close (Time Decay),-0.08200000000000411
88,2026-02-24 08:16:00,LONG,1.5607,1.5907749999999994,1.554685,2026-02-24 08:31:00,1.56107,-0.0016300000000000186,Full Close (Time Decay),-0.16300000000000187
89,2026-02-24 10:34:00,LONG,1.55787,1.5835628571428573,1.5527314285714287,2026-02-24 10:49:00,1.55828,-0.0015899999999999786,Full Close (Time Decay),-0.15899999999999787
90,2026-02-24 13:07:00,LONG,1.55776,1.5738635714285718,1.5545392857142857,2026-02-24 13:22:00,1.55944,-0.00032000000000009625,Full Close (Time Decay),-0.032000000000009625
91,2026-02-24 14:00:00,LONG,1.56028,1.5774335714285708,1.5568492857142857,2026-02-24 14:15:00,1.56129,-0.0009899999999998226,Full Close (Time Decay),-0.09899999999998225
92,2026-02-24 14:34:00,LONG,1.55972,1.577398571428571,1.5561842857142858,2026-02-24 14:49:00,1.56067,-0.0010499999999999936,Full Close (Time Decay),-0.10499999999999936
93,2026-02-24 15:32:00,LONG,1.5588,1.5792749999999987,1.5547050000000002,2026-02-24 15:47:00,1.55861,-0.0021899999999999125,Full Close (Time Decay),-0.21899999999999126
94,2026-02-24 15:47:00,LONG,1.55861,1.5799635714285707,1.554339285714286,2026-02-24 16:02:00,1.55844,-0.0021700000000000035,Full Close (Time Decay),-0.21700000000000036
95,2026-02-24 16:47:00,LONG,1.55627,1.5770878571428564,1.5521064285714288,2026-02-24 17:02:00,1.55647,-0.001800000000000022,Full Close (Time Decay),-0.1800000000000022
96,2026-02-24 21:02:00,LONG,1.55852,1.568816428571428,1.5564607142857143,2026-02-24 21:17:00,1.5589,-0.001619999999999953,Full Close (Time Decay),-0.16199999999999531
97,2026-02-24 22:05:00,LONG,1.55844,1.5682328571428563,1.5564814285714288,2026-02-24 22:20:00,1.55856,-0.001880000000000102,Full Close (Time Decay),-0.18800000000001021
98,2026-02-24 23:31:00,LONG,1.55837,1.5682592857142852,1.556392142857143,2026-02-24 23:46:00,1.55839,-0.001980000000000091,Full Close (Time Decay),-0.1980000000000091
99,2026-02-24 23:46:00,LONG,1.55839,1.5686221428571427,1.5563435714285714,2026-02-25 00:01:00,1.55902,-0.0013699999999998696,Full Close (Time Decay),-0.13699999999998697
100,2026-02-25 01:35:00,LONG,1.55679,1.5721435714285712,1.5537192857142856,2026-02-25 01:50:00,1.55813,-0.0006599999999998812,Full Close (Time Decay),-0.06599999999998811
101,2026-02-25 03:08:00,LONG,1.55484,1.582182857142857,1.5493714285714286,2026-02-25 03:23:00,1.55909,0.0011250000000000435,Partial Close (Time Decay),0.11250000000000435
101,2026-02-25 03:08:00,LONG,1.55484,1.582182857142857,1.5493714285714286,2026-02-25 05:55:00,1.5567742857142857,-3.285714285716692e-05,SL,-0.003285714285716692
102,2026-02-25 09:33:00,LONG,1.56379,1.588229285714285,1.558902142857143,2026-02-25 09:48:00,1.56465,-0.0011399999999999171,Full Close (Time Decay),-0.1139999999999917
103,2026-02-25 14:03:00,LONG,1.56652,1.580866428571429,1.5636507142857141,2026-02-25 14:18:00,1.56725,-0.0012699999999998806,Full Close (Time Decay),-0.12699999999998807
104,2026-02-25 18:17:00,LONG,1.5629,1.5777392857142853,1.5599321428571429,2026-02-25 18:32:00,1.56383,-0.0010699999999999026,Full Close (Time Decay),-0.10699999999999026
105,2026-02-25 20:31:00,LONG,1.56367,1.5742985714285713,1.5615442857142856,2026-02-25 20:46:00,1.56418,-0.0014899999999999896,Full Close (Time Decay),-0.14899999999999897
106,2026-02-25 22:06:00,LONG,1.56303,1.5743442857142855,1.5607671428571428,2026-02-25 22:21:00,1.56341,-0.001619999999999953,Full Close (Time Decay),-0.16199999999999531
107,2026-02-27 08:06:00,LONG,1.5599,1.5752428571428572,1.5568314285714286,2026-02-27 08:21:00,1.56016,-0.001740000000000073,Full Close (Time Decay),-0.17400000000000732
108,2026-02-27 16:31:00,LONG,1.56024,1.5816364285714286,1.5559607142857144,2026-02-27 16:46:00,1.56085,-0.0013900000000000006,Full Close (Time Decay),-0.13900000000000007
