symbol,entry_time,exit_time,dir,ep,sl,tp,exit_price,result,lot,eff_risk,half_pnl,equity_after,pnl_delta,month
EURGBP,2025-05-08 10:00:00+00:00,2025-05-08 11:01:00+00:00,-1,0.85001,0.8512286428571428,0.847138392857143,0.8512286428571428,SL,539625.9656112225,0.02,0.0,3936467.309231033,-83846.43080340745,2025-05
EURGBP,2025-05-08 15:00:00+00:00,2025-05-08 19:15:00+00:00,-1,0.84735,0.8484530357142857,0.844767410714286,0.84735,BE,441164.65906993876,0.015,29523.504819232752,3965990.814050266,29523.50481923297,2025-05
EURJPY,2025-05-08 22:00:00+00:00,2025-05-09 00:12:00+00:00,1,163.84810000000002,163.68663928571428,164.24440178571433,163.68663928571428,SL,720625.8298661654,0.02,0.0,5625619.587787836,-116352.76122294366,2025-05
US30,2025-05-09 07:00:00+00:00,2025-05-09 14:27:00+00:00,1,41390.5,41274.24464285714,41670.638392857145,41390.5,BE,4.875971437284798,0.02,41417.241491104825,4183141.3906015875,41417.24149110494,2025-05
EURGBP,2025-05-09 09:00:00+00:00,2025-05-09 14:35:00+00:00,-1,0.8482,0.8489334642857143,0.8465413392857142,0.8482,BE,912171.1806558133,0.02,39659.90814050266,4005650.722190769,39659.90814050287,2025-05
US30,2025-05-09 17:00:00+00:00,2025-05-09 17:35:00+00:00,-1,41444.05,41533.69589285714,41230.43526785716,41230.43526785716,TP,6.437145108922503,0.02,41831.41390601588,4328102.9816231355,144961.59102154803,2025-05
AUDUSD,2025-05-09 17:00:00+00:00,2025-05-11 22:01:00+00:00,-1,0.641419,0.6425852142857142,0.6385069642857144,0.6425852142857142,SL,516950.87826819264,0.02,0.0,4427257.787892382,-90431.32488733716,2025-05
US30,2025-05-09 21:00:00+00:00,2025-05-12 01:01:00+00:00,1,41301.55,41118.89160714286,41747.69598214286,41747.69598214286,TP,3.212098184628793,0.02,43281.029816231356,4478863.863888405,150760.88226526976,2025-05
EURGBP,2025-05-12 02:00:00+00:00,2025-05-12 06:54:00+00:00,-1,0.84539,0.8459022142857143,0.8442844642857141,0.8442844642857141,TP,1347793.2520759793,0.02,39498.900941457156,4083863.456425664,133973.36227994878,2025-05
US30,2025-05-12 04:00:00+00:00,2025-05-12 10:00:00+00:00,1,41645.4,41575.67660714286,41809.20848214286,41809.20848214286,TP,8.950112141285002,0.02,44788.638638884055,4633610.323892708,154746.46000430267,2025-05
EURJPY,2025-05-12 07:00:00+00:00,2025-05-12 07:02:00+00:00,1,163.9221,163.76124285714286,164.31689285714282,163.9221,BE,733429.7150620185,0.02,58218.60302488127,5880078.905513008,58218.60302488133,2025-05
