time,dir,ep,sl,tp,risk,tf,pattern,entry_time,half_closed,wall_tp,next_h4_time,exit_time,exit_price,pnl,type
2025-01-03 02:00:00+00:00,1,157.27800000000002,157.27800000000002,157.6796339285715,0.1606535714285826,1h,double_bottom,2025-01-03 02:00:00+00:00,True,157.46,2025-01-03 04:00:00+00:00,2025-01-03 03:00:00+00:00,157.27800000000002,0.0,SL
2025-01-03 06:00:00+00:00,1,157.293,157.20763928571427,157.50640178571436,0.08536071428574132,1h,double_bottom,2025-01-03 06:00:00+00:00,False,157.46,2025-01-03 08:00:00+00:00,2025-01-03 06:01:00+00:00,157.20763928571427,-8.536071428574132,SL
2025-01-03 12:00:00+00:00,1,157.245,156.8909035714286,158.13024107142854,0.35409642857140966,4h,double_bottom,2025-01-03 12:00:00+00:00,False,157.46,2025-01-03 16:00:00+00:00,2025-01-03 17:00:00+00:00,156.8909035714286,-35.409642857140966,SL
2025-01-03 20:00:00+00:00,1,157.204,157.062575,157.55756250000002,0.14142499999999814,1h,double_bottom,2025-01-03 20:00:00+00:00,False,157.46,2025-01-05 20:00:00+00:00,2025-01-03 20:01:00+00:00,157.345425,14.142499999999814,HALF_TP
2025-01-03 20:00:00+00:00,1,157.204,157.204,157.55756250000002,0.14142499999999814,1h,double_bottom,2025-01-03 20:00:00+00:00,True,157.46,2025-01-05 20:00:00+00:00,2025-01-03 20:01:00+00:00,157.204,0.0,SL
2025-01-03 21:00:00+00:00,1,157.335,157.06231785714286,158.01670535714288,0.27268214285714976,1h,double_bottom,2025-01-03 21:00:00+00:00,False,157.46,2025-01-05 20:00:00+00:00,2025-01-06 00:00:00+00:00,157.60768214285716,27.268214285714976,HALF_TP
2025-01-03 21:00:00+00:00,1,157.335,157.335,158.01670535714288,0.27268214285714976,1h,double_bottom,2025-01-03 21:00:00+00:00,True,157.46,2025-01-05 20:00:00+00:00,2025-01-06 00:00:00+00:00,157.46,12.5,SWING_TP
2025-01-06 02:00:00+00:00,1,157.622,157.4454357142857,158.0634107142858,0.17656428571430638,1h,double_bottom,2025-01-06 02:00:00+00:00,False,157.825,2025-01-06 04:00:00+00:00,2025-01-06 05:00:00+00:00,157.79856428571432,17.656428571430638,HALF_TP
2025-01-06 02:00:00+00:00,1,157.622,157.622,158.0634107142858,0.17656428571430638,1h,double_bottom,2025-01-06 02:00:00+00:00,True,157.825,2025-01-06 04:00:00+00:00,2025-01-06 05:00:00+00:00,157.716,9.399999999999409,H4_EXPIRE
2025-01-06 06:00:00+00:00,1,157.779,157.625525,158.16268749999995,0.15347499999998604,1h,double_bottom,2025-01-06 06:00:00+00:00,False,157.825,2025-01-06 08:00:00+00:00,2025-01-06 06:01:00+00:00,157.625525,-15.347499999998604,SL
2025-01-06 10:00:00+00:00,1,157.739,157.54423214285714,158.22591964285715,0.19476785714286393,1h,double_bottom,2025-01-06 10:00:00+00:00,False,157.825,2025-01-06 12:00:00+00:00,2025-01-06 11:00:00+00:00,157.93376785714287,19.476785714286393,HALF_TP
2025-01-06 10:00:00+00:00,1,157.739,157.739,158.22591964285715,0.19476785714286393,1h,double_bottom,2025-01-06 10:00:00+00:00,True,157.825,2025-01-06 12:00:00+00:00,2025-01-06 11:00:00+00:00,157.739,0.0,SL
2025-01-06 19:00:00+00:00,1,157.53900000000002,157.36736785714285,157.96808035714292,0.17163214285716322,1h,double_bottom,2025-01-06 19:00:00+00:00,False,157.825,2025-01-06 20:00:00+00:00,2025-01-06 22:00:00+00:00,157.36736785714285,-17.16321428571632,SL
2025-01-07 00:00:00+00:00,1,157.73700000000002,157.19790714285713,159.08473214285726,0.5390928571428901,4h,double_bottom,2025-01-07 00:00:00+00:00,False,157.825,2025-01-07 04:00:00+00:00,2025-01-07 01:00:00+00:00,158.2760928571429,53.90928571428901,HALF_TP
2025-01-07 00:00:00+00:00,1,157.73700000000002,157.73700000000002,159.08473214285726,0.5390928571428901,4h,double_bottom,2025-01-07 00:00:00+00:00,True,157.825,2025-01-07 04:00:00+00:00,2025-01-07 01:00:00+00:00,157.825,8.799999999996544,SWING_TP
2025-01-07 10:00:00+00:00,1,157.60600000000002,157.31043214285714,158.34491964285723,0.2955678571428848,1h,double_bottom,2025-01-07 10:00:00+00:00,False,157.825,2025-01-07 12:00:00+00:00,2025-01-07 15:00:00+00:00,157.9015678571429,29.55678571428848,HALF_TP
2025-01-07 10:00:00+00:00,1,157.60600000000002,157.60600000000002,158.34491964285723,0.2955678571428848,1h,double_bottom,2025-01-07 10:00:00+00:00,True,157.825,2025-01-07 12:00:00+00:00,2025-01-07 15:00:00+00:00,157.825,21.899999999996567,SWING_TP
2025-01-07 19:00:00+00:00,1,157.84300000000002,157.5405392857143,158.59915178571435,0.3024607142857292,1h,double_bottom,2025-01-07 19:00:00+00:00,False,157.96,2025-01-07 20:00:00+00:00,2025-01-07 23:00:00+00:00,158.14546071428575,30.246071428572918,HALF_TP
2025-01-07 19:00:00+00:00,1,157.84300000000002,157.84300000000002,158.59915178571435,0.3024607142857292,1h,double_bottom,2025-01-07 19:00:00+00:00,True,157.96,2025-01-07 20:00:00+00:00,2025-01-07 23:00:00+00:00,157.96,11.699999999999022,SWING_TP
2025-01-08 00:00:00+00:00,1,158.22400000000002,157.4963,160.04325000000009,0.7277000000000271,4h,double_bottom,2025-01-08 00:00:00+00:00,False,158.416,2025-01-08 04:00:00+00:00,2025-02-03 00:00:00+00:00,157.4963,-72.77000000000271,SL
2025-02-03 03:00:00+00:00,-1,155.542,155.92987857142856,154.57230357142862,0.3878785714285584,1h,double_top,2025-02-03 03:00:00+00:00,False,155.344,2025-02-03 04:00:00+00:00,2025-02-03 09:00:00+00:00,155.15412142857144,38.78785714285584,HALF_TP
2025-02-03 03:00:00+00:00,-1,155.542,155.542,154.57230357142862,0.3878785714285584,1h,double_top,2025-02-03 03:00:00+00:00,True,155.344,2025-02-03 04:00:00+00:00,2025-02-03 09:00:00+00:00,155.344,19.80000000000075,SWING_TP
2025-02-03 12:00:00+00:00,-1,154.606,155.8630892857143,151.46327678571424,1.2570892857143008,4h,double_top,2025-02-03 12:00:00+00:00,False,154.592,2025-02-03 16:00:00+00:00,2025-02-05 02:00:00+00:00,153.3489107142857,125.70892857143008,HALF_TP
2025-02-03 12:00:00+00:00,-1,154.606,154.606,151.46327678571424,1.2570892857143008,4h,double_top,2025-02-03 12:00:00+00:00,True,154.592,2025-02-03 16:00:00+00:00,2025-02-05 02:00:00+00:00,154.592,1.3999999999981583,SWING_TP
