time,dir,ep,sl,tp,risk,entry_time,half_closed,exit_time,exit_price,pnl,type
2024-09-03 20:15:00+00:00,-1,145.635,145.729,145.39999999999992,0.09400000000002251,2024-09-03 20:15:00+00:00,False,2024-09-03 20:16:00+00:00,145.54099999999997,9.400000000002251,HALF_TP
2024-09-03 20:15:00+00:00,-1,145.635,145.635,145.39999999999992,0.09400000000002251,2024-09-03 20:15:00+00:00,True,2024-09-03 20:16:00+00:00,145.635,-0.0,SL
2024-09-03 20:30:00+00:00,-1,145.635,145.7113285714286,145.4441785714285,0.07632857142860416,2024-09-03 20:30:00+00:00,False,2024-09-03 20:31:00+00:00,145.5586714285714,7.632857142860416,HALF_TP
2024-09-03 20:30:00+00:00,-1,145.635,145.635,145.4441785714285,0.07632857142860416,2024-09-03 20:30:00+00:00,True,2024-09-03 20:31:00+00:00,145.635,-0.0,SL
2024-09-03 21:15:00+00:00,-1,145.46699999999998,145.62177142857144,145.08007142857136,0.15477142857145054,2024-09-03 21:15:00+00:00,False,2024-09-03 22:00:00+00:00,145.31222857142853,15.477142857145054,HALF_TP
2024-09-03 21:15:00+00:00,-1,145.46699999999998,145.46699999999998,145.08007142857136,0.15477142857145054,2024-09-03 21:15:00+00:00,True,2024-09-03 22:00:00+00:00,145.46699999999998,-0.0,SL
2024-09-03 22:15:00+00:00,-1,145.447,145.5456,145.20049999999998,0.09860000000000468,2024-09-03 22:15:00+00:00,False,2024-09-03 22:16:00+00:00,145.3484,9.860000000000468,HALF_TP
2024-09-03 22:15:00+00:00,-1,145.447,145.447,145.20049999999998,0.09860000000000468,2024-09-03 22:15:00+00:00,True,2024-09-03 22:16:00+00:00,145.447,-0.0,SL
2024-09-03 22:30:00+00:00,-1,145.447,145.57581428571427,145.12496428571433,0.12881428571427023,2024-09-03 22:30:00+00:00,False,2024-09-03 22:31:00+00:00,145.31818571428573,12.881428571427023,HALF_TP
2024-09-03 22:30:00+00:00,-1,145.447,145.447,145.12496428571433,0.12881428571427023,2024-09-03 22:30:00+00:00,True,2024-09-03 22:31:00+00:00,145.447,-0.0,SL
2024-09-03 23:15:00+00:00,-1,145.327,145.41957142857143,145.09557142857142,0.09257142857143208,2024-09-03 23:15:00+00:00,False,2024-09-03 23:16:00+00:00,145.23442857142857,9.257142857143208,HALF_TP
2024-09-03 23:15:00+00:00,-1,145.327,145.327,145.09557142857142,0.09257142857143208,2024-09-03 23:15:00+00:00,True,2024-09-03 23:16:00+00:00,145.327,-0.0,SL
2024-09-04 01:00:00+00:00,-1,145.166,145.36458571428574,144.66953571428564,0.19858571428574123,2024-09-04 01:00:00+00:00,False,2024-09-04 01:01:00+00:00,145.36458571428574,-19.858571428574123,SL
2024-09-04 01:45:00+00:00,-1,145.166,145.5380714285714,144.23582142857146,0.3720714285714166,2024-09-04 01:45:00+00:00,False,2024-09-04 03:00:00+00:00,145.5380714285714,-37.20714285714166,SL
