date,regime,close,atr,adx,rsi
2025-01-02 05:00:00,0,2658.89990234375,,,
2025-01-03 05:00:00,0,2645.0,,,
2025-01-06 05:00:00,0,2638.39990234375,,,
2025-01-07 05:00:00,0,2656.699951171875,,,
2025-01-08 05:00:00,0,2664.5,,,
2025-01-09 05:00:00,0,2683.800048828125,,,
2025-01-10 05:00:00,0,2708.5,,,
2025-01-13 05:00:00,0,2673.5,,,
2025-01-14 05:00:00,0,2677.5,,,
2025-01-15 05:00:00,0,2712.5,,,
2025-01-16 05:00:00,0,2746.39990234375,,,
2025-01-17 05:00:00,0,2744.300048828125,,,
2025-01-21 05:00:00,0,2755.0,,,
2025-01-22 05:00:00,0,2767.60009765625,28.127663962363506,,
2025-01-23 05:00:00,0,2763.10009765625,27.704273344516114,,72.81091065347195
2025-01-24 05:00:00,0,2777.300048828125,28.025393189327463,,78.92437190087057
2025-01-27 05:00:00,0,2737.5,28.866440020670147,,68.91946059723587
2025-01-28 05:00:00,0,2766.800048828125,28.897412078345496,,70.1722493688484
2025-01-29 05:00:00,0,2769.10009765625,26.99760041761546,,69.55873894108302
2025-01-30 05:00:00,0,2823.0,29.38347912662507,,73.0463681627433
2025-01-31 05:00:00,0,2812.5,29.71323061758042,,68.0681151109407
2025-02-03 05:00:00,0,2833.89990234375,32.412285573467535,,79.2487370027477
2025-02-04 05:00:00,0,2853.300048828125,32.7542616876395,,80.35223372767348
2025-02-05 05:00:00,0,2871.60009765625,32.736100138522396,,79.14990007139036
2025-02-06 05:00:00,0,2856.0,32.92637172461008,,71.52397007408601
2025-02-07 05:00:00,0,2867.300048828125,32.96734517285222,,73.31309010611498
2025-02-10 05:00:00,0,2914.300048828125,34.34825257680028,53.837070951595635,76.54113085548371
2025-02-11 05:00:00,0,2912.5,35.85194184586812,54.27361642530125,75.04316550405325
2025-02-12 05:00:00,0,2909.0,36.4267961671454,53.6341409292896,75.30346064538419
2025-02-13 05:00:00,0,2925.89990234375,35.87487866748322,53.449114667071164,75.53259945785724
2025-02-14 05:00:00,0,2883.60009765625,38.2838054423505,51.798307294398576,74.88928409816866
2025-02-18 05:00:00,0,2931.60009765625,40.020666019012964,50.227180817271886,76.39334955203081
2025-02-19 05:00:00,0,2919.39990234375,39.226325756494184,48.97249906489822,73.33122619042206
2025-02-20 05:00:00,0,2940.0,39.024455808485676,48.01357469353083,70.25621213837552
2025-02-21 05:00:00,0,2937.60009765625,37.85841976301349,46.818427763045264,72.28357866245473
2025-02-24 05:00:00,0,2947.89990234375,36.92566154333395,46.105356637595584,71.14242557607568
2025-02-25 05:00:00,0,2904.5,38.42382160050653,43.74975544155159,58.71934208392754
2025-02-26 05:00:00,0,2916.800048828125,36.57212005761321,41.56241147379646,57.85813181393352
2025-02-27 05:00:00,0,2883.199951171875,37.70269337381048,38.99498488326893,54.4502559243675
2025-02-28 05:00:00,0,2836.800048828125,38.51677624108295,37.500744465405056,45.52391748942677
2025-03-03 05:00:00,0,2890.199951171875,39.694149366719884,35.65419014221534,46.52836001463017
2025-03-04 05:00:00,0,2909.60009765625,39.844553318204184,33.27889598187169,49.60242601134013
2025-03-05 05:00:00,0,2915.300048828125,39.06994236690389,31.07326569012402,50.85855201650763
2025-03-06 05:00:00,0,2916.60009765625,37.3363785427054,29.025180419215467,48.67637206690555
2025-03-07 05:00:00,0,2904.699951171875,36.58378356309252,27.37779685637707,53.28760422000187
2025-03-10 04:00:00,0,2891.0,36.463523771755554,25.632158728225875,42.91694280841698
2025-03-11 04:00:00,0,2912.89990234375,36.45184699006766,23.959160627948986,48.903137987746
2025-03-12 04:00:00,0,2939.10009765625,35.92672203765211,22.794020275003135,49.850960146597636
2025-03-13 04:00:00,0,2984.300048828125,37.131959665543036,22.93132461340568,56.77400025922681
2025-03-14 04:00:00,0,2994.5,35.943962546575676,23.403007740625537,56.76147481866577
2025-03-17 04:00:00,0,3000.0,34.269393793248845,23.84099921590112,65.56894998105463
2025-03-18 04:00:00,0,3035.10009765625,34.62157646315072,24.96641290003638,67.95143568659036
2025-03-19 04:00:00,0,3035.89990234375,33.57717814435424,26.20796548756389,75.73305970708057
2025-03-20 04:00:00,0,3040.0,32.100247311498585,27.36083574741086,89.93707432561469
2025-03-21 04:00:00,0,3018.199951171875,32.60023662183797,27.09547477939558,78.7252764110937
2025-03-24 04:00:00,0,3013.10009765625,31.578794636572763,26.849068166238535,74.82014388489208
2025-03-25 04:00:00,0,3023.699951171875,30.444591531951495,26.72965446302848,75.3983017689335
2025-03-26 04:00:00,0,3020.89990234375,29.248545791946032,26.72931200785741,74.26706656214853
2025-03-27 04:00:00,0,3060.199951171875,30.3093709251106,27.45475137547327,82.08834612981883
2025-03-28 04:00:00,0,3086.5,30.62298379987949,28.68342209574204,88.34838660243088
2025-03-31 04:00:00,0,3122.800048828125,31.757056385602382,30.389269730393302,88.97142748353886
2025-04-01 04:00:00,0,3118.89990234375,32.73869521520221,32.19369490940517,86.39672159665992
2025-04-02 04:00:00,0,3139.89990234375,34.057373793580624,34.10039019891792,84.91916952757484
2025-04-03 04:00:00,0,3097.0,39.83184011859272,33.464572692931014,70.0587084148728
2025-04-04 04:00:00,1,3012.0,45.32241947954146,31.754336381514456,51.7910447761194
2025-04-07 04:00:00,1,2951.300048828125,49.306539349306355,30.118715815332983,38.380465492272606
2025-04-08 04:00:00,1,2968.39990234375,50.29892590806126,28.599925289593045,41.04536780452162
2025-04-09 04:00:00,1,3056.5,55.60613502288724,27.434235711517637,51.78997651291472
2025-04-10 04:00:00,1,3155.199951171875,59.5271253783953,27.443645968832342,62.73708160600828
2025-04-11 04:00:00,1,3222.199951171875,60.97519133909028,28.19122056904189,67.43370606475976
2025-04-14 04:00:00,1,3204.800048828125,59.06982401687848,28.885396983522185,64.92993385459604
2025-04-15 04:00:00,1,3218.699951171875,55.843401040226446,29.529989368396745,66.01360878748336
2025-04-16 04:00:00,1,3326.60009765625,60.15458319248706,31.164501240507505,69.41126241916977
2025-04-17 04:00:00,1,3308.699951171875,59.94353804815763,32.75499292817119,66.39126107736678
2025-04-21 04:00:00,1,3406.199951171875,63.50471738958387,34.7095647639233,69.17455360918471
2025-04-22 04:00:00,1,3400.800048828125,67.81867661064038,36.876959388203204,69.03445235827392
2025-04-23 04:00:00,1,3276.300048828125,73.30306382818392,36.8475678236074,58.080579735801585
2025-04-24 04:00:00,1,3332.0,73.60997737728685,36.82027565648272,63.71382198702247
2025-04-25 04:00:00,1,3282.39990234375,74.73782916060566,36.1243670046612,66.45969895858288
2025-04-28 04:00:00,1,3332.5,72.97799119600883,35.478166113684075,73.5076423418348
2025-04-29 04:00:00,1,3318.800048828125,70.6295702288832,34.957232964010615,71.69928677930677
2025-04-30 04:00:00,1,3305.0,69.21317584311475,33.87796411407099,66.9485722887273
2025-05-01 04:00:00,1,3210.0,71.86937059316013,31.74374955288772,53.75651479453733
2025-05-02 04:00:00,1,3231.89990234375,70.09298697936298,29.761978888931825,50.708749852384656
2025-05-05 04:00:00,1,3311.300048828125,71.07206282570313,28.709143985294823,57.13519752058168
2025-05-06 04:00:00,1,3411.39990234375,74.53833358926897,28.91688004959147,61.57356724686584
2025-05-07 04:00:00,1,3381.39990234375,73.07130976146405,29.109777823581215,53.63104940336646
2025-05-08 04:00:00,1,3296.60009765625,75.08764826622554,28.06677690097232,49.26355099747003
2025-05-09 04:00:00,1,3335.39990234375,72.50280927176301,27.098276044264065,45.359197062373354
2025-05-12 04:00:00,1,3220.0,76.63831591976208,25.411885511701563,39.642521777002266
2025-05-13 04:00:00,1,3240.300048828125,73.40700066433264,23.845951445750668,47.6580784350597
2025-05-14 04:00:00,1,3181.39990234375,73.0636504494696,23.021097796791466,40.243577625856766
2025-05-15 04:00:00,1,3220.699951171875,75.20911096423963,22.76512057899756,45.94878719939675
2025-05-16 04:00:00,1,3182.0,73.70847413197252,22.527427448188934,39.967999041793924
2025-05-19 04:00:00,1,3228.89990234375,72.65786883683163,22.089880034545907,44.26144536442676
2025-05-20 04:00:00,1,3280.300048828125,73.58944614647758,20.854515105664817,48.49555600827384
2025-05-21 04:00:00,1,3309.300048828125,70.99019650543454,19.378799161856794,56.577036282178696
2025-05-22 04:00:00,1,3292.300048828125,69.1551859570553,18.163007517672163,54.02667774305915
2025-05-23 04:00:00,1,3363.60009765625,69.308390447846,17.54553487350041,53.524738706228504
2025-05-27 04:00:00,1,3299.10009765625,69.16493747500878,16.526992400082815,42.05013197354723
2025-05-28 04:00:00,1,3293.60009765625,64.61744194107959,15.536593862841917,43.56117410977093
2025-05-29 04:00:00,1,3317.10009765625,66.17334940845784,15.042713835780093,51.651893634165994
2025-05-30 04:00:00,1,3288.89990234375,64.81097428330014,14.5841109535084,46.18790209723027
2025-06-02 04:00:00,1,3370.60009765625,66.74591515480549,13.975577454372146,63.06837200512855
2025-06-03 04:00:00,1,3350.199951171875,66.17120344173902,13.550648742494536,59.53494302969505
2025-06-04 04:00:00,1,3373.5,64.01611748161481,13.156072081465325,67.76399618911731
2025-06-05 04:00:00,1,3350.699951171875,63.464969720651254,13.118315989246513,62.399831216239754
2025-06-06 04:00:00,1,3322.699951171875,63.09604679975653,12.341623167202192,63.70007307567778
2025-06-09 04:00:00,1,3332.10009765625,61.774907575220354,11.595023168905604,60.840334410422116
2025-06-10 04:00:00,1,3320.89990234375,60.38384623614211,10.819031082213492,54.65807227957229
2025-06-11 04:00:00,1,3321.300048828125,58.57786419472125,10.32768316754868,51.47347316619261
2025-06-12 04:00:00,1,3380.89990234375,59.72229200335723,10.59958709479794,59.84878296338713
2025-06-13 04:00:00,1,3431.199951171875,59.963563835706715,11.594753898339246,57.88242675656425
2025-06-16 04:00:00,1,3396.39990234375,59.723316251459806,12.02029520770073,62.18987005709854
2025-06-17 04:00:00,1,3386.60009765625,57.04307588863232,12.205608132403203,61.526995212820694
2025-06-18 04:00:00,1,3389.800048828125,54.88284223140858,12.125117680701944,59.48835730231248
2025-06-20 04:00:00,1,3368.10009765625,54.448356988316895,11.512028980048665,60.51514499311532
2025-06-23 04:00:00,1,3377.699951171875,53.26632451370498,11.242449881327147,51.16582066061433
2025-06-24 04:00:00,1,3317.39990234375,54.94015498928856,10.908092834486691,45.23809017462002
2025-06-25 04:00:00,1,3327.10009765625,52.48727631259831,10.597618433849123,42.98671988356834
