time,dir,ep,sl,tp,risk,tf,entry_time,half_closed,exit_time,exit_price,pnl,type
2024-11-04 06:59:00+00:00,1,151.84900000000002,151.75234642857143,152.0906339285715,0.09665357142858966,1h,2024-11-04 06:59:00+00:00,False,2024-11-04 07:00:00+00:00,151.9456535714286,9.665357142858966,HALF_TP
2024-11-04 06:59:00+00:00,1,151.84900000000002,151.84900000000002,152.0906339285715,0.09665357142858966,1h,2024-11-04 06:59:00+00:00,True,2024-11-04 07:00:00+00:00,152.0906339285715,24.163392857147414,TP
2024-11-04 07:59:00+00:00,1,152.145,151.45842142857143,153.86144642857147,0.6865785714285835,4h,2024-11-04 07:59:00+00:00,False,2024-11-05 18:00:00+00:00,151.45842142857143,-68.65785714285835,SL
2024-11-05 20:59:00+00:00,1,151.454,151.29112500000002,151.86118749999997,0.16287499999998545,1h,2024-11-05 20:59:00+00:00,False,2024-11-05 21:00:00+00:00,151.616875,16.287499999998545,HALF_TP
2024-11-05 20:59:00+00:00,1,151.454,151.454,151.86118749999997,0.16287499999998545,1h,2024-11-05 20:59:00+00:00,True,2024-11-05 22:00:00+00:00,151.454,0.0,SL
2024-11-06 00:59:00+00:00,1,151.437,151.20447142857142,152.01832142857148,0.2325285714285883,1h,2024-11-06 00:59:00+00:00,False,2024-11-06 01:00:00+00:00,151.6695285714286,23.25285714285883,HALF_TP
2024-11-06 00:59:00+00:00,1,151.437,151.437,152.01832142857148,0.2325285714285883,1h,2024-11-06 00:59:00+00:00,True,2024-11-06 01:00:00+00:00,152.01832142857148,58.13214285714707,TP
2024-11-06 09:59:00+00:00,1,153.899,153.70164642857142,154.39238392857146,0.1973535714285788,1h,2024-11-06 09:59:00+00:00,False,2024-11-06 10:00:00+00:00,154.09635357142858,19.73535714285788,HALF_TP
2024-11-06 09:59:00+00:00,1,153.899,153.899,154.39238392857146,0.1973535714285788,1h,2024-11-06 09:59:00+00:00,True,2024-11-06 10:00:00+00:00,153.899,0.0,SL
2024-11-06 11:59:00+00:00,1,153.997,153.7771607142857,154.54659821428578,0.21983928571430056,1h,2024-11-06 11:59:00+00:00,False,2024-11-06 12:00:00+00:00,154.21683928571431,21.983928571430056,HALF_TP
2024-11-06 11:59:00+00:00,1,153.997,153.997,154.54659821428578,0.21983928571430056,1h,2024-11-06 11:59:00+00:00,True,2024-11-06 15:00:00+00:00,153.997,0.0,SL
2024-11-06 15:59:00+00:00,1,154.29500000000002,153.68658214285713,155.8160446428572,0.6084178571428822,4h,2024-11-06 15:59:00+00:00,False,2024-11-07 07:00:00+00:00,153.68658214285713,-60.84178571428822,SL
2024-11-07 10:59:00+00:00,1,154.002,153.83017142857145,154.43157142857143,0.17182857142856278,1h,2024-11-07 10:59:00+00:00,False,2024-11-07 11:00:00+00:00,153.83017142857145,-17.182857142856278,SL
2024-11-07 16:59:00+00:00,1,154.002,152.80252142857142,157.00069642857147,1.1994785714285854,1h,2024-11-07 16:59:00+00:00,False,2024-12-03 00:00:00+00:00,152.80252142857142,-119.94785714285854,SL
2024-12-03 02:59:00+00:00,-1,149.869,150.04790714285716,149.4217321428571,0.17890714285715603,1h,2024-12-03 02:59:00+00:00,False,2024-12-03 03:00:00+00:00,150.04790714285716,-17.890714285715603,SL
2024-12-03 05:59:00+00:00,-1,150.142,150.27582857142858,149.80742857142855,0.1338285714285803,1h,2024-12-03 05:59:00+00:00,False,2024-12-03 06:00:00+00:00,150.00817142857142,13.382857142858029,HALF_TP
2024-12-03 05:59:00+00:00,-1,150.142,150.142,149.80742857142855,0.1338285714285803,1h,2024-12-03 05:59:00+00:00,True,2024-12-03 06:00:00+00:00,150.142,-0.0,SL
2024-12-03 07:59:00+00:00,-1,150.099,150.38850000000002,149.3752499999999,0.2895000000000323,4h,2024-12-03 07:59:00+00:00,False,2024-12-03 09:00:00+00:00,149.80949999999996,28.95000000000323,HALF_TP
2024-12-03 07:59:00+00:00,-1,150.099,150.099,149.3752499999999,0.2895000000000323,4h,2024-12-03 07:59:00+00:00,True,2024-12-03 11:00:00+00:00,150.099,-0.0,SL
2024-12-03 11:59:00+00:00,-1,150.04899999999998,150.39349285714286,149.18776785714277,0.3444928571428818,4h,2024-12-03 11:59:00+00:00,False,2024-12-03 12:00:00+00:00,149.7045071428571,34.44928571428818,HALF_TP
2024-12-03 11:59:00+00:00,-1,150.04899999999998,150.04899999999998,149.18776785714277,0.3444928571428818,4h,2024-12-03 11:59:00+00:00,True,2024-12-03 13:00:00+00:00,149.18776785714277,86.12321428572045,TP
2024-12-03 15:59:00+00:00,-1,148.813,150.34207142857142,144.9903214285714,1.5290714285714273,4h,2024-12-03 15:59:00+00:00,False,2024-12-04 07:00:00+00:00,150.34207142857142,-152.90714285714273,SL
2024-12-04 13:59:00+00:00,-1,151.16899999999998,151.27886785714284,150.89433035714285,0.1098678571428593,1h,2024-12-04 13:59:00+00:00,False,2024-12-04 14:00:00+00:00,151.05913214285712,10.98678571428593,HALF_TP
2024-12-04 13:59:00+00:00,-1,151.16899999999998,151.16899999999998,150.89433035714285,0.1098678571428593,1h,2024-12-04 13:59:00+00:00,True,2024-12-04 14:00:00+00:00,150.89433035714285,27.466964285713402,TP
2024-12-04 14:59:00+00:00,-1,151.07,151.27566785714285,150.55583035714284,0.2056678571428563,1h,2024-12-04 14:59:00+00:00,False,2024-12-04 15:00:00+00:00,150.86433214285714,20.56678571428563,HALF_TP
2024-12-04 14:59:00+00:00,-1,151.07,151.07,150.55583035714284,0.2056678571428563,1h,2024-12-04 14:59:00+00:00,True,2024-12-04 15:00:00+00:00,150.55583035714284,51.416964285715494,TP
2024-12-04 15:59:00+00:00,-1,150.844,151.36335,149.54562499999997,0.5193500000000029,4h,2024-12-04 15:59:00+00:00,False,2024-12-04 16:00:00+00:00,150.32465,51.93500000000029,HALF_TP
2024-12-04 15:59:00+00:00,-1,150.844,150.844,149.54562499999997,0.5193500000000029,4h,2024-12-04 15:59:00+00:00,True,2025-01-03 00:00:00+00:00,150.844,-0.0,SL
2025-01-03 01:59:00+00:00,1,157.211,157.11734642857144,157.44513392857147,0.09365357142857533,1h,2025-01-03 01:59:00+00:00,False,2025-01-03 02:00:00+00:00,157.3046535714286,9.365357142857533,HALF_TP
2025-01-03 01:59:00+00:00,1,157.211,157.211,157.44513392857147,0.09365357142857533,1h,2025-01-03 01:59:00+00:00,True,2025-01-03 03:00:00+00:00,157.211,0.0,SL
2025-01-03 05:59:00+00:00,1,157.28400000000002,157.20763928571427,157.4749017857144,0.0763607142857552,1h,2025-01-03 05:59:00+00:00,False,2025-01-03 06:00:00+00:00,157.20763928571427,-7.636071428575519,SL
2025-01-03 11:59:00+00:00,1,157.37300000000002,156.8909035714286,158.57824107142858,0.482096428571424,4h,2025-01-03 11:59:00+00:00,False,2025-01-03 17:00:00+00:00,156.8909035714286,-48.2096428571424,SL
2025-01-03 19:59:00+00:00,1,157.166,157.062575,157.42456249999998,0.10342499999998722,1h,2025-01-03 19:59:00+00:00,False,2025-01-03 20:00:00+00:00,157.26942499999998,10.342499999998722,HALF_TP
2025-01-03 19:59:00+00:00,1,157.166,157.166,157.42456249999998,0.10342499999998722,1h,2025-01-03 19:59:00+00:00,True,2025-01-03 20:00:00+00:00,157.166,0.0,SL
2025-01-03 20:59:00+00:00,1,157.204,157.06231785714286,157.55820535714287,0.14168214285714953,1h,2025-01-03 20:59:00+00:00,False,2025-01-03 21:00:00+00:00,157.34568214285716,14.168214285714953,HALF_TP
2025-01-03 20:59:00+00:00,1,157.204,157.204,157.55820535714287,0.14168214285714953,1h,2025-01-03 20:59:00+00:00,True,2025-01-03 21:00:00+00:00,157.204,0.0,SL
2025-01-05 22:59:00+00:00,1,157.133,157.08781785714288,157.24595535714283,0.04518214285712929,1h,2025-01-05 22:59:00+00:00,False,2025-01-05 23:00:00+00:00,157.17818214285714,4.518214285712929,HALF_TP
2025-01-05 22:59:00+00:00,1,157.133,157.133,157.24595535714283,0.04518214285712929,1h,2025-01-05 22:59:00+00:00,True,2025-01-05 23:00:00+00:00,157.24595535714283,11.295535714282323,TP
2025-01-05 23:59:00+00:00,1,157.32600000000002,156.988325,158.17018750000005,0.3376750000000186,4h,2025-01-05 23:59:00+00:00,False,2025-01-06 00:00:00+00:00,157.66367500000004,33.76750000000186,HALF_TP
