entry_time,direction,entry_price,tp,sl,status,exit_time,exit_price,pnl
2026-01-02 15:06:00,SHORT,1.557,1.5561253571428573,1.5691749285714285,CLOSED,2026-01-02 18:35:00,1.56924,-122.40000000000029
2026-01-05 00:10:00,LONG,1.58108,1.5819257142857144,1.5689108571428572,CLOSED,2026-01-05 08:18:00,1.56847,-126.10000000000011
2026-01-05 01:30:00,LONG,1.5816000000000001,1.5818196428571434,1.5695560714285715,CLOSED,2026-01-05 01:46:00,1.56941,-121.90000000000146
2026-01-05 02:23:00,LONG,1.58136,1.582597500000001,1.5691125,CLOSED,2026-01-05 08:17:00,1.56893,-124.30000000000163
2026-01-05 08:24:00,SHORT,1.55787,1.556933214285714,1.5700573571428573,CLOSED,2026-01-06 08:24:00,1.56288,-50.09999999999959
2026-01-05 13:00:00,SHORT,1.55667,1.5543717857142847,1.569129642857143,CLOSED,2026-01-05 13:28:00,1.56915,-124.80000000000047
2026-01-05 15:34:00,SHORT,1.55458,1.553616785714286,1.566772642857143,CLOSED,2026-01-06 00:02:00,1.5668,-122.19999999999898
2026-01-06 00:55:00,SHORT,1.55566,1.5527525,1.5682415,CLOSED,2026-01-07 00:55:00,1.56632,-106.59999999999891
2026-01-06 08:06:00,SHORT,1.55191,1.550593214285714,1.564173357142857,CLOSED,2026-01-06 09:34:00,1.56446,-125.50000000000061
2026-01-06 15:00:00,SHORT,1.55429,1.5525346428571425,1.5666410714285715,CLOSED,2026-01-06 15:35:00,1.56678,-124.90000000000111
2026-01-07 15:00:00,LONG,1.5764,1.5797514285714287,1.5637297142857143,CLOSED,2026-01-08 15:00:00,1.56997,-64.29999999999936
2026-01-07 15:56:00,LONG,1.57719,1.5773485714285713,1.5651582857142858,CLOSED,2026-01-08 07:51:00,1.56505,-121.4000000000004
2026-01-09 13:30:00,LONG,1.58644,1.5907603571428575,1.5735759285714286,CLOSED,2026-01-10 13:30:00,,
2026-01-09 14:11:00,LONG,1.5857,1.5877350000000003,1.573293,CLOSED,2026-01-10 14:11:00,,
2026-01-09 14:26:00,LONG,1.589,1.5900832142857142,1.5767833571428571,CLOSED,2026-01-10 14:26:00,,
2026-01-09 15:04:00,LONG,1.59026,1.5933314285714284,1.5776457142857143,CLOSED,2026-01-10 15:04:00,,
2026-01-09 15:30:00,LONG,1.59123,1.5934435714285708,1.5787872857142857,CLOSED,2026-01-09 15:52:00,1.57876,-124.69999999999982
2026-01-09 16:10:00,LONG,1.58991,1.590926785714285,1.577706642857143,CLOSED,2026-01-10 16:10:00,,
2026-01-09 16:29:00,LONG,1.59076,1.590833928571428,1.5787452142857143,CLOSED,2026-01-09 18:40:00,1.5787,-120.5999999999996
2026-01-12 00:00:00,LONG,1.59157,1.5949017857142855,1.5789036428571428,CLOSED,2026-01-12 00:25:00,1.57882,-127.5000000000004
2026-01-12 00:30:00,LONG,1.58824,1.5906742857142868,1.5757531428571427,CLOSED,2026-01-12 00:52:00,1.57574,-125.00000000000178
2026-01-12 02:59:00,LONG,1.5905,1.590768571428571,1.5784462857142858,CLOSED,2026-01-12 07:32:00,1.57841,-120.89999999999934
2026-01-12 22:00:00,LONG,1.59113,1.5913203571428562,1.5790919285714287,CLOSED,2026-01-13 16:14:00,1.59134,2.100000000000435
2026-01-12 23:15:00,LONG,1.59172,1.5967099999999992,1.5787220000000002,CLOSED,2026-01-13 23:15:00,1.5915,-2.20000000000109
2026-01-13 02:27:00,LONG,1.59543,1.5978260714285708,1.5829507857142857,CLOSED,2026-01-14 02:27:00,1.59298,-24.499999999998412
2026-01-13 04:15:00,LONG,1.59818,1.5996853571428558,1.5858789285714288,CLOSED,2026-01-14 04:15:00,1.5919,-62.79999999999841
2026-01-13 06:45:00,LONG,1.59937,1.6007878571428569,1.5870864285714286,CLOSED,2026-01-13 13:31:00,1.58697,-123.99999999999966
2026-01-13 13:36:00,LONG,1.59773,1.598670357142858,1.5855419285714285,CLOSED,2026-01-14 12:00:00,1.58319,-145.39999999999998
2026-01-13 13:55:00,LONG,1.59948,1.5996860714285712,1.5874387857142858,CLOSED,2026-01-14 09:21:00,1.58737,-121.10000000000065
2026-01-13 15:10:00,LONG,1.60037,1.6013528571428572,1.5881734285714286,CLOSED,2026-01-14 09:16:00,1.58815,-122.2000000000012
2026-01-13 15:49:00,LONG,1.60035,1.6005071428571422,1.5883185714285715,CLOSED,2026-01-14 09:15:00,1.58823,-121.19999999999908
2026-01-13 16:09:00,LONG,1.60072,1.6012753571428573,1.5886089285714284,CLOSED,2026-01-14 09:06:00,1.58844,-122.79999999999846
2026-01-14 08:32:00,LONG,1.60046,1.6010567857142852,1.588340642857143,CLOSED,2026-01-14 09:12:00,1.58834,-121.19999999999908
2026-01-14 09:25:00,LONG,1.59836,1.5984878571428576,1.5863344285714285,CLOSED,2026-01-14 10:41:00,1.58633,-120.29999999999986
2026-01-14 11:45:00,LONG,1.59773,1.5999867857142864,1.5852786428571428,CLOSED,2026-01-14 12:00:00,1.58319,-145.39999999999998
2026-01-14 13:37:00,SHORT,1.57585,1.575748214285715,1.587870357142857,CLOSED,2026-01-15 13:37:00,1.58744,-115.89999999999989
2026-01-14 14:05:00,SHORT,1.57441,1.570113214285715,1.587269357142857,CLOSED,2026-01-15 13:36:00,1.58759,-131.7999999999997
2026-01-14 14:20:00,SHORT,1.57249,1.5690314285714282,1.5851817142857143,CLOSED,2026-01-14 20:04:00,1.58547,-129.79999999999993
2026-01-14 14:42:00,SHORT,1.5721,1.5720578571428572,1.5841084285714286,CLOSED,2026-01-14 18:20:00,1.58413,-120.29999999999986
2026-01-14 15:00:00,SHORT,1.57273,1.572458571428571,1.5847842857142858,CLOSED,2026-01-14 19:36:00,1.58486,-121.29999999999974
2026-01-14 15:57:00,SHORT,1.57113,1.5709303571428561,1.5831699285714287,CLOSED,2026-01-14 17:43:00,1.58324,-121.10000000000065
2026-01-14 22:30:00,LONG,1.59401,1.5947307142857134,1.5818658571428572,CLOSED,2026-01-15 22:30:00,1.58586,-81.49999999999879
2026-01-15 00:45:00,LONG,1.59567,1.5964382142857134,1.5835163571428572,CLOSED,2026-01-15 01:13:00,1.58341,-122.59999999999937
2026-01-15 01:30:00,LONG,1.5942,1.5947085714285714,1.5820982857142858,CLOSED,2026-01-16 01:30:00,1.58492,-92.79999999999956
