entry_time,exit_time,dir,pnl,result,exit_type,month
2025-06-04 06:00:00+00:00,2025-06-04 09:42:00+00:00,1,28.547142857146923,win,HALF+SL,2025-06
2025-06-04 12:00:00+00:00,2025-06-05 18:44:00+00:00,-1,56.575178571429774,win,HALF+SL,2025-06
2025-06-05 20:00:00+00:00,2025-06-12 13:28:00+00:00,1,83.25160714285857,win,HALF+SL,2025-06
2025-06-12 16:00:00+00:00,2025-06-12 18:04:00+00:00,-1,-54.27714285714558,loss,SL,2025-06
2025-06-12 21:00:00+00:00,2025-06-13 03:04:00+00:00,-1,82.06312500001332,win,HALF+TP,2025-06
2025-06-13 04:00:00+00:00,2025-06-13 08:26:00+00:00,-1,-78.34553571428273,loss,SL,2025-06
2025-06-13 13:00:00+00:00,2025-06-16 08:23:00+00:00,1,48.88053571429225,win,HALF+SL,2025-06
2025-06-16 10:00:00+00:00,2025-06-16 16:06:00+00:00,1,-30.369107142854546,loss,SL,2025-06
2025-06-16 21:00:00+00:00,2025-06-17 17:37:00+00:00,1,110.77437499999405,win,HALF+TP,2025-06
2025-06-17 22:00:00+00:00,2025-06-18 06:15:00+00:00,1,-28.949285714284656,loss,SL,2025-06
2025-06-18 11:00:00+00:00,2025-06-18 12:19:00+00:00,1,11.53803571428682,win,HALF+SL,2025-06
2025-06-18 15:00:00+00:00,2025-06-18 15:27:00+00:00,1,-7.8253571428547275,loss,SL,2025-06
2025-06-18 16:00:00+00:00,2025-06-18 21:48:00+00:00,-1,30.20285714285933,win,HALF+SL,2025-06
2025-06-19 08:00:00+00:00,2025-06-20 21:48:00+00:00,1,130.1643750000011,win,HALF+TP,2025-06
2025-06-23 04:00:00+00:00,2025-06-23 09:24:00+00:00,1,119.75374999998394,win,HALF+TP,2025-06
2025-06-23 11:00:00+00:00,2025-06-23 16:03:00+00:00,1,33.315357142859625,win,HALF+SL,2025-06
2025-06-24 01:00:00+00:00,2025-06-24 01:06:00+00:00,-1,27.780624999996917,win,HALF+TP,2025-06
2025-06-24 02:00:00+00:00,2025-06-24 09:22:00+00:00,-1,110.21125000000893,win,HALF+TP,2025-06
2025-06-24 12:00:00+00:00,2025-06-25 08:18:00+00:00,-1,35.005357142858884,win,HALF+SL,2025-06
2025-06-25 12:00:00+00:00,2025-06-25 19:03:00+00:00,1,26.464285714286007,win,HALF+SL,2025-06
2025-06-25 20:00:00+00:00,2025-06-26 10:50:00+00:00,-1,202.69062500000246,win,HALF+TP,2025-06
2025-06-26 12:00:00+00:00,2025-07-02 10:04:00+00:00,-1,110.4685714285722,win,HALF+SL,2025-06
2025-07-02 16:00:00+00:00,2025-07-03 06:52:00+00:00,-1,37.683928571431125,win,HALF+SL,2025-07
2025-07-03 08:00:00+00:00,2025-07-03 15:30:00+00:00,1,45.45232142857287,win,HALF+SL,2025-07
2025-07-03 16:00:00+00:00,2025-07-15 16:52:00+00:00,1,494.04562499999827,win,HALF+TP,2025-07
2025-07-15 20:00:00+00:00,2025-07-16 08:02:00+00:00,1,21.03267857143294,win,HALF+SL,2025-07
2025-07-16 11:00:00+00:00,2025-07-16 15:30:00+00:00,1,-29.997499999998922,loss,SL,2025-07
2025-07-16 20:00:00+00:00,2025-07-17 15:30:00+00:00,-1,-97.28142857142643,loss,SL,2025-07
2025-07-17 16:00:00+00:00,2025-07-18 16:20:00+00:00,1,-44.48053571428261,loss,SL,2025-07
2025-07-18 18:00:00+00:00,2025-07-20 22:00:00+00:00,1,31.642857142858816,win,HALF+SL,2025-07
2025-07-21 00:00:00+00:00,2025-07-21 01:00:00+00:00,1,56.874375000006694,win,HALF+TP,2025-07
2025-07-21 04:00:00+00:00,2025-07-21 11:36:00+00:00,1,-67.71178571428891,loss,SL,2025-07
2025-07-21 12:00:00+00:00,2025-07-22 09:43:00+00:00,-1,72.57946428571813,win,HALF+SL,2025-07
2025-07-22 11:00:00+00:00,2025-07-22 15:45:00+00:00,-1,92.11937499999294,win,HALF+TP,2025-07
2025-07-22 23:00:00+00:00,2025-07-22 23:13:00+00:00,-1,-7.87017857142871,loss,SL,2025-07
2025-07-23 01:00:00+00:00,2025-07-23 01:30:00+00:00,-1,-10.65803571428603,loss,SL,2025-07
2025-07-23 10:00:00+00:00,2025-07-24 16:16:00+00:00,-1,39.71142857143093,win,HALF+SL,2025-07
2025-07-24 17:00:00+00:00,2025-07-24 18:11:00+00:00,-1,-36.996428571424644,loss,SL,2025-07
2025-07-24 20:00:00+00:00,2025-07-28 14:01:00+00:00,1,215.2206250000006,win,HALF+TP,2025-07
2025-07-28 20:00:00+00:00,2025-07-30 06:11:00+00:00,1,-61.650000000000205,loss,SL,2025-07
2025-07-30 09:00:00+00:00,2025-07-30 10:24:00+00:00,-1,16.33089285714391,win,HALF+SL,2025-07
2025-07-30 16:00:00+00:00,2025-08-01 15:46:00+00:00,1,110.76375000000098,win,HALF+SL,2025-07
2025-08-01 19:00:00+00:00,2025-08-01 22:30:00+00:00,-1,80.43562500000405,win,HALF+TP,2025-08
2025-08-01 23:00:00+00:00,2025-08-04 10:30:00+00:00,-1,-53.50392857142765,loss,SL,2025-08
2025-08-04 16:00:00+00:00,2025-08-11 22:26:00+00:00,-1,-99.78821428571507,loss,SL,2025-08
2025-08-12 04:00:00+00:00,2025-08-12 15:30:00+00:00,1,-48.327857142857056,loss,SL,2025-08
2025-08-12 16:00:00+00:00,2025-08-14 03:50:00+00:00,-1,187.0049999999992,win,HALF+TP,2025-08
2025-08-14 04:00:00+00:00,2025-08-14 18:04:00+00:00,-1,-88.89982142856923,loss,SL,2025-08
2025-08-14 21:00:00+00:00,2025-08-15 03:07:00+00:00,1,-22.550535714285047,loss,SL,2025-08
2025-08-15 04:00:00+00:00,2025-08-18 04:00:00+00:00,-1,55.88946428571546,win,HALF+SL,2025-08
2025-08-18 06:00:00+00:00,2025-08-18 10:08:00+00:00,1,-19.566607142854764,loss,SL,2025-08
2025-08-18 13:00:00+00:00,2025-08-18 16:22:00+00:00,1,64.77312499999641,win,HALF+TP,2025-08
2025-08-18 18:00:00+00:00,2025-08-18 20:13:00+00:00,1,-28.671428571428237,loss,SL,2025-08
2025-08-18 21:00:00+00:00,2025-08-19 03:27:00+00:00,1,16.610000000002856,win,HALF+SL,2025-08
2025-08-19 06:00:00+00:00,2025-08-19 09:28:00+00:00,1,-22.232142857143344,loss,SL,2025-08
2025-08-19 11:00:00+00:00,2025-08-19 20:11:00+00:00,1,-20.238928571433235,loss,SL,2025-08
2025-08-19 22:00:00+00:00,2025-08-20 03:04:00+00:00,1,33.241250000011746,win,HALF+TP,2025-08
2025-08-20 08:00:00+00:00,2025-08-20 09:07:00+00:00,1,-21.2501785714295,loss,SL,2025-08
2025-08-20 12:00:00+00:00,2025-08-20 15:55:00+00:00,-1,46.872500000009154,win,HALF+TP,2025-08
2025-08-20 16:00:00+00:00,2025-08-21 13:12:00+00:00,-1,-47.64767857142829,loss,SL,2025-08
2025-08-21 17:00:00+00:00,2025-08-22 02:20:00+00:00,1,86.82187500000964,win,HALF+TP,2025-08
