time,dir,ep,sl,tp,risk,tf,pattern,entry_time,half_closed,exit_time,exit_price,pnl,type
2024-07-03 04:00:00+00:00,1,161.631,161.31003571428573,162.43341071428569,0.32096428571426827,4h,double_bottom,2024-07-03 04:00:00+00:00,False,2024-07-03 06:00:00+00:00,161.95196428571427,32.09642857142683,HALF_TP
2024-07-03 04:00:00+00:00,1,161.631,161.631,162.43341071428569,0.32096428571426827,4h,double_bottom,2024-07-03 04:00:00+00:00,True,2024-07-03 13:15:00+00:00,161.631,0.0,SL
2024-07-03 19:00:00+00:00,1,161.662,161.42232142857142,162.26119642857145,0.23967857142858406,1h,double_bottom,2024-07-03 19:00:00+00:00,False,2024-07-04 00:45:00+00:00,161.42232142857142,-23.967857142858406,SL
2024-07-04 05:00:00+00:00,-1,161.493,161.59441071428571,161.23947321428568,0.1014107142857199,1h,double_top,2024-07-04 05:00:00+00:00,False,2024-07-04 06:00:00+00:00,161.39158928571428,10.14107142857199,HALF_TP
2024-07-04 05:00:00+00:00,-1,161.493,161.493,161.23947321428568,0.1014107142857199,1h,double_top,2024-07-04 05:00:00+00:00,True,2024-07-04 08:00:00+00:00,161.23947321428568,25.352678571431397,TP
2024-07-04 11:00:00+00:00,-1,161.05499999999998,161.33173214285713,160.3631696428571,0.2767321428571563,1h,double_top,2024-07-04 11:00:00+00:00,False,2024-07-04 23:15:00+00:00,161.33173214285713,-27.67321428571563,SL
2024-07-05 01:00:00+00:00,-1,161.06699999999998,161.41940357142857,160.18599107142848,0.3524035714285958,1h,double_top,2024-07-05 01:00:00+00:00,False,2024-07-05 03:15:00+00:00,160.71459642857138,35.24035714285958,HALF_TP
2024-07-05 01:00:00+00:00,-1,161.06699999999998,161.06699999999998,160.18599107142848,0.3524035714285958,1h,double_top,2024-07-05 01:00:00+00:00,True,2024-07-05 12:30:00+00:00,161.06699999999998,-0.0,SL
2024-07-05 15:00:00+00:00,-1,160.956,161.3740857142857,159.91078571428568,0.4180857142857235,1h,double_top,2024-07-05 15:00:00+00:00,False,2024-07-08 01:30:00+00:00,160.53791428571427,41.80857142857235,HALF_TP
2024-07-05 15:00:00+00:00,-1,160.956,160.956,159.91078571428568,0.4180857142857235,1h,double_top,2024-07-05 15:00:00+00:00,True,2024-07-08 08:30:00+00:00,160.956,-0.0,SL
2024-07-08 10:00:00+00:00,-1,161.03099999999998,161.14835,160.73762499999992,0.11735000000001605,1h,double_top,2024-07-08 10:00:00+00:00,False,2024-07-08 11:00:00+00:00,160.91364999999996,11.735000000001605,HALF_TP
2024-07-08 10:00:00+00:00,-1,161.03099999999998,161.03099999999998,160.73762499999992,0.11735000000001605,1h,double_top,2024-07-08 10:00:00+00:00,True,2024-07-08 11:30:00+00:00,161.03099999999998,-0.0,SL
