entry_time,direction,entry_price,tp,sl,status,exit_time,exit_price,pnl
2026-01-09 14:13:00,LONG,1.58907,1.6071600000000006,1.5734519999999999,CLOSED,2026-01-10 14:13:00,,
2026-01-09 14:18:00,LONG,1.58903,1.6072021428571424,1.5733955714285714,CLOSED,2026-01-10 14:18:00,,
2026-01-09 14:23:00,LONG,1.58854,1.604262142857143,1.5733955714285714,CLOSED,2026-01-10 14:23:00,,
2026-01-09 14:28:00,LONG,1.5891,1.6076221428571424,1.5733955714285714,CLOSED,2026-01-10 14:28:00,,
2026-01-14 12:00:00,SHORT,1.57319,1.556485714285715,1.5885308571428571,CLOSED,2026-01-15 12:00:00,1.58566,-124.69999999999982
2026-01-16 02:40:00,SHORT,1.57044,1.5521992857142868,1.5860881428571427,CLOSED,2026-01-17 02:40:00,,
2026-01-23 07:45:00,LONG,1.58777,1.6060192857142845,1.572120142857143,CLOSED,2026-01-23 17:12:00,1.57161,-161.5999999999995
2026-01-23 07:50:00,LONG,1.59181,1.6302592857142848,1.572120142857143,CLOSED,2026-01-23 17:12:00,1.57161,-201.99999999999994
2026-01-23 07:55:00,LONG,1.59185,1.630499285714285,1.572120142857143,CLOSED,2026-01-23 17:12:00,1.57161,-202.40000000000035
2026-01-23 16:31:00,SHORT,1.56738,1.5516085714285717,1.5825342857142857,CLOSED,2026-01-24 16:31:00,,
2026-01-23 16:36:00,SHORT,1.56587,1.5425485714285723,1.5825342857142857,CLOSED,2026-01-24 16:36:00,,
2026-01-23 16:41:00,SHORT,1.56614,1.5441685714285722,1.5825342857142857,CLOSED,2026-01-24 16:41:00,,
2026-01-23 17:12:00,SHORT,1.56161,1.5451335714285719,1.5769052857142856,CLOSED,2026-01-24 17:12:00,,
2026-01-23 17:17:00,SHORT,1.56008,1.5372085714285706,1.5766542857142858,CLOSED,2026-01-24 17:17:00,,
2026-01-23 17:22:00,SHORT,1.55813,1.5255085714285712,1.5766542857142858,CLOSED,2026-01-24 17:22:00,,
2026-01-23 17:27:00,SHORT,1.55552,1.5098485714285712,1.5766542857142858,CLOSED,2026-01-24 17:27:00,,
2026-01-23 17:32:00,SHORT,1.55261,1.5168507142857148,1.571761857142857,CLOSED,2026-01-24 17:32:00,,
2026-01-23 17:37:00,SHORT,1.5567,1.5413907142857144,1.571761857142857,CLOSED,2026-01-24 17:37:00,,
