entry_time,exit_time,direction,entry_price,exit_price,sl,tp,size,pyramid_layers,pnl,pnl_pct,exit_reason,duration_h,atr_at_entry
2026-01-02 16:00:00,2026-01-02 17:00:00,long,3158.74842,3146.015795112935,3146.015795112935,3183.67367466753,1821.83,1,-231966.81,-5.0717,stop_loss,1.0,16.7643
2026-01-02 18:00:00,2026-01-03 00:00:00,long,3143.27477,3161.730322938291,3136.5339412984945,3161.730322938291,2566.4300000000003,2,473648.82,10.9091,take_profit,6.0,19.1033
2026-01-06 08:00:00,2026-01-06 09:00:00,long,3161.3669,3153.4661885767064,3153.4661885767064,3176.628334037835,3118.51,1,-246384.59,-5.1166,stop_loss,1.0,13.3402
2026-01-06 20:00:00,2026-01-06 22:00:00,long,3115.19968,3109.0289072249484,3109.0289072249484,3127.001236605728,3813.4,1,-235316.39,-5.1502,stop_loss,2.0,11.7624
2026-01-06 23:00:00,2026-01-07 03:00:00,long,3110.99275,3127.4209123686164,3116.0011789680216,3127.4209123686164,2865.44,3,470739.04,10.8622,take_profit,4.0,12.3261
2026-01-24 15:00:00,2026-01-25 06:00:00,long,3642.62708,3670.0559986977864,3651.7515389805867,3670.0559986977864,2275.31,3,624093.04,12.9899,take_profit,15.0,17.1388
2026-01-26 10:00:00,2026-01-26 20:00:00,long,3605.14591,3596.084649589122,3596.084649589122,3670.7115226958226,1088.52,2,-98633.65,-1.8169,stop_loss,10.0,18.7017
2026-01-27 05:00:00,2026-01-28 03:00:00,long,3606.39219,3619.465955581226,3619.465955581226,3656.7695541223334,1511.27,3,197579.88,3.707,stop_loss,22.0,20.0838
2026-01-29 04:00:00,2026-01-29 23:00:00,long,3619.97154,3622.451498298081,3622.451498298081,3698.9599853405653,1194.16,3,29614.7,0.5358,stop_loss,19.0,15.4297
2026-01-31 04:00:00,2026-02-01 01:00:00,long,3600.287,3630.7608664996633,3603.2459026817646,3648.312038890213,1796.96,3,547603.11,9.8541,signal,21.0,15.4626
2026-02-17 09:00:00,2026-02-17 16:00:00,long,3768.65443,3774.264762194998,3774.264762194998,3791.8699096445816,3297.21,3,184984.56,3.0302,stop_loss,7.0,16.9384
2026-02-18 07:00:00,2026-02-18 09:00:00,long,3714.58863,3732.4856689165845,3705.3701134878906,3732.4856689165845,3479.39,1,622707.71,9.9004,take_profit,2.0,15.2327
2026-02-18 13:00:00,2026-02-18 16:00:00,long,3717.36813,3707.8655430689264,3707.8655430689264,3735.8332977801174,3707.35,1,-352294.08,-5.0965,stop_loss,3.0,12.8962
2026-02-25 13:00:00,2026-02-25 19:00:00,long,3835.72388,3811.756726631127,3811.756726631127,3883.1181784504192,1378.92,1,-330487.83,-5.0378,stop_loss,6.0,12.2903
