time,dir,ep,sl,tp,risk,tf,pattern,entry_time,half_closed,exit_time,exit_price,pnl,type
2024-07-03 04:00:00+00:00,1,161.631,161.31003571428573,162.5938928571428,0.32096428571426827,4h,double_bottom,2024-07-03 04:00:00+00:00,False,2024-07-03 06:00:00+00:00,161.95196428571427,32.09642857142683,HALF_TP
2024-07-03 04:00:00+00:00,1,161.631,161.631,162.5938928571428,0.32096428571426827,4h,double_bottom,2024-07-03 04:00:00+00:00,True,2024-07-03 13:00:00+00:00,161.631,0.0,SL
2024-07-03 19:00:00+00:00,1,161.662,161.42232142857142,162.38103571428576,0.23967857142858406,1h,double_bottom,2024-07-03 19:00:00+00:00,False,2024-07-04 00:00:00+00:00,161.42232142857142,-23.967857142858406,SL
2024-07-04 05:00:00+00:00,-1,161.493,161.59441071428571,161.18876785714284,0.1014107142857199,1h,double_top,2024-07-04 05:00:00+00:00,False,2024-07-04 06:00:00+00:00,161.39158928571428,10.14107142857199,HALF_TP
2024-07-04 05:00:00+00:00,-1,161.493,161.493,161.18876785714284,0.1014107142857199,1h,double_top,2024-07-04 05:00:00+00:00,True,2024-07-04 08:00:00+00:00,161.18876785714284,30.42321428571597,TP
2024-07-04 11:00:00+00:00,-1,161.05499999999998,161.33173214285713,160.2248035714285,0.2767321428571563,1h,double_top,2024-07-04 11:00:00+00:00,False,2024-08-01 00:00:00+00:00,160.77826785714282,27.67321428571563,HALF_TP
2024-07-04 11:00:00+00:00,-1,161.05499999999998,161.05499999999998,160.2248035714285,0.2767321428571563,1h,double_top,2024-07-04 11:00:00+00:00,True,2024-08-01 00:00:00+00:00,160.2248035714285,83.01964285714689,TP
2024-08-01 04:00:00+00:00,-1,149.55499999999998,149.87188928571427,148.6043321428571,0.3168892857142964,1h,double_top,2024-08-01 04:00:00+00:00,False,2024-08-01 05:00:00+00:00,149.87188928571427,-31.688928571429642,SL
2024-08-01 08:00:00+00:00,-1,149.857,150.4174607142857,148.17561785714287,0.5604607142857105,1h,double_top,2024-08-01 08:00:00+00:00,False,2024-08-01 11:00:00+00:00,150.4174607142857,-56.046071428571054,SL
2024-08-01 14:00:00+00:00,-1,150.52599999999998,150.9689892857143,149.19703214285707,0.4429892857143045,1h,double_top,2024-08-01 14:00:00+00:00,False,2024-08-01 14:01:00+00:00,150.08301071428568,44.29892857143045,HALF_TP
2024-08-01 14:00:00+00:00,-1,150.52599999999998,150.52599999999998,149.19703214285707,0.4429892857143045,1h,double_top,2024-08-01 14:00:00+00:00,True,2024-08-01 14:01:00+00:00,150.52599999999998,-0.0,SL
2024-08-01 16:00:00+00:00,-1,150.05599999999998,151.10351785714286,146.91344642857135,1.0475178571428785,4h,double_top,2024-08-01 16:00:00+00:00,False,2024-08-01 22:00:00+00:00,149.0084821428571,104.75178571428785,HALF_TP
2024-08-01 16:00:00+00:00,-1,150.05599999999998,150.05599999999998,146.91344642857135,1.0475178571428785,4h,double_top,2024-08-01 16:00:00+00:00,True,2024-08-02 14:00:00+00:00,146.91344642857135,314.25535714286355,TP
2024-08-02 16:00:00+00:00,-1,146.974,149.58308928571427,139.14673214285716,2.6090892857142762,4h,double_top,2024-08-02 16:00:00+00:00,False,2024-08-05 03:00:00+00:00,144.3649107142857,260.9089285714276,HALF_TP
2024-08-02 16:00:00+00:00,-1,146.974,146.974,139.14673214285716,2.6090892857142762,4h,double_top,2024-08-02 16:00:00+00:00,True,2024-09-02 11:00:00+00:00,146.974,-0.0,SL
2024-09-02 13:00:00+00:00,-1,146.976,147.027775,146.82067500000002,0.05177499999999213,1h,double_top,2024-09-02 13:00:00+00:00,False,2024-09-02 13:01:00+00:00,146.924225,5.177499999999213,HALF_TP
2024-09-02 13:00:00+00:00,-1,146.976,146.976,146.82067500000002,0.05177499999999213,1h,double_top,2024-09-02 13:00:00+00:00,True,2024-09-02 13:01:00+00:00,146.976,-0.0,SL
2024-09-02 16:00:00+00:00,-1,146.946,147.37663214285715,145.65410357142855,0.43063214285714935,4h,double_top,2024-09-02 16:00:00+00:00,False,2024-09-03 03:00:00+00:00,146.51536785714285,43.063214285714935,HALF_TP
2024-09-02 16:00:00+00:00,-1,146.946,146.946,145.65410357142855,0.43063214285714935,4h,double_top,2024-09-02 16:00:00+00:00,True,2024-09-03 08:00:00+00:00,145.65410357142855,129.1896428571448,TP
2024-09-03 13:00:00+00:00,-1,145.878,146.34228214285713,144.48515357142855,0.46428214285714375,1h,double_top,2024-09-03 13:00:00+00:00,False,2024-09-03 13:01:00+00:00,145.41371785714284,46.428214285714375,HALF_TP
2024-09-03 13:00:00+00:00,-1,145.878,145.878,144.48515357142855,0.46428214285714375,1h,double_top,2024-09-03 13:00:00+00:00,True,2024-09-03 13:01:00+00:00,145.878,-0.0,SL
2024-09-03 16:00:00+00:00,-1,145.81699999999998,146.39749285714285,144.07552142857136,0.5804928571428718,4h,double_top,2024-09-03 16:00:00+00:00,False,2024-09-03 23:00:00+00:00,145.2365071428571,58.04928571428718,HALF_TP
2024-09-03 16:00:00+00:00,-1,145.81699999999998,145.81699999999998,144.07552142857136,0.5804928571428718,4h,double_top,2024-09-03 16:00:00+00:00,True,2024-09-04 14:00:00+00:00,144.07552142857136,174.14785714286154,TP
2024-09-04 16:00:00+00:00,-1,144.30499999999998,145.36320714285714,141.1303785714285,1.0582071428571567,4h,double_top,2024-09-04 16:00:00+00:00,False,2024-09-04 23:00:00+00:00,143.24679285714282,105.82071428571567,HALF_TP
2024-09-04 16:00:00+00:00,-1,144.30499999999998,144.30499999999998,141.1303785714285,1.0582071428571567,4h,double_top,2024-09-04 16:00:00+00:00,True,2024-10-02 08:00:00+00:00,144.30499999999998,-0.0,SL
2024-10-02 10:00:00+00:00,-1,144.25699999999998,144.4556142857143,143.66115714285704,0.1986142857143136,1h,double_top,2024-10-02 10:00:00+00:00,False,2024-10-02 10:01:00+00:00,144.4556142857143,-19.86142857143136,SL
2024-10-02 13:00:00+00:00,1,145.369,144.5589857142857,147.79904285714287,0.8100142857142885,1h,double_bottom,2024-10-02 13:00:00+00:00,False,2024-10-02 14:00:00+00:00,146.1790142857143,81.00142857142885,HALF_TP
2024-10-02 13:00:00+00:00,1,145.369,145.369,147.79904285714287,0.8100142857142885,1h,double_bottom,2024-10-02 13:00:00+00:00,True,2024-10-04 12:00:00+00:00,147.79904285714287,243.00428571428654,TP
