time,sym,dir,ep,sl,tp,xp,result,half,pnl,equity,risk_pct,risk_changed,date,week,month
2025-01-06 05:00:00+00:00,USDJPY,1.0,157.72,157.6283892857143,157.94902678571427,157.6283892857143,loss,False,-3000.0,97000.0,0.03,,01/06,W2,2025-01
2025-01-06 05:00:00+00:00,EURUSD,-1.0,1.03151,1.031984,1.0303249999999997,1.03151,win,True,1455.0,98455.0,0.03,,01/06,W2,2025-01
2025-01-06 06:00:00+00:00,USDJPY,1.0,157.781,157.63479642857143,158.14650892857145,157.63479642857143,loss,False,-2953.65,95501.35,0.03,,01/06,W2,2025-01
2025-01-06 06:00:00+00:00,EURUSD,-1.0,1.03089,1.031955857142857,1.0282253571428575,1.031955857142857,loss,False,-2865.0405,92636.3095,0.03,,01/06,W2,2025-01
2025-01-06 07:00:00+00:00,EURUSD,1.0,1.03128,1.0306403928571428,1.0328790178571428,1.0328790178571428,win,True,4863.4062487497595,97499.71574874976,0.03,,01/06,W2,2025-01
2025-01-06 07:01:00+00:00,AUDUSD,1.0,0.62319,0.6220134285714286,0.6261314285714286,0.6261314285714286,win,True,5118.735076809363,102618.45082555912,0.03,,01/06,W2,2025-01
2025-01-06 07:02:00+00:00,NZDUSD,1.0,0.56267,0.5619475714285714,0.5643010714285714,0.5643010714285714,win,True,5273.012142564475,107891.4629681236,0.03,,01/06,W2,2025-01
2025-01-06 08:00:00+00:00,EURUSD,1.0,1.03275,1.0306228214285715,1.0380679464285714,1.0380679464285714,win,True,5664.30180582649,113555.76477395008,0.03,,01/06,W2,2025-01
2025-01-06 08:00:00+00:00,NZDUSD,1.0,0.56269,0.5620757857142857,0.5640505357142858,0.5640505357142858,win,True,5810.729995216969,119366.49476916705,0.03,,01/06,W2,2025-01
2025-01-06 09:00:00+00:00,NZDUSD,1.0,0.56423,0.5621347142857143,0.5692932142857143,0.56423,win,True,1790.4974215375057,121156.99219070456,0.03,,01/06,W2,2025-01
2025-01-06 09:04:00+00:00,AUDUSD,1.0,0.62513,0.6227297142857143,0.6311307142857141,0.62513,win,True,1817.354882860568,122974.34707356514,0.03,,01/06,W2,2025-01
2025-01-06 19:00:00+00:00,USDJPY,1.0,157.538,157.38005357142856,157.93286607142863,157.93286607142863,win,True,6456.153221362169,129430.5002949273,0.03,,01/06,W2,2025-01
2025-01-06 20:00:00+00:00,USDJPY,1.0,157.548,157.38020357142858,157.96749107142855,157.96749107142855,win,True,6795.101265483683,136225.60156041099,0.03,,01/06,W2,2025-01
2025-01-06 20:00:00+00:00,EURUSD,1.0,1.03884,1.0372517857142858,1.0428105357142856,1.0428105357142856,win,True,7151.844081921721,143377.44564233272,0.03,,01/06,W2,2025-01
2025-01-06 21:00:00+00:00,USDJPY,1.0,157.628,157.4211464285714,158.14513392857145,158.14513392857145,win,True,7527.315896222615,150904.76153855532,0.03,,01/06,W2,2025-01
2025-01-06 23:00:00+00:00,USDJPY,1.0,157.626,157.4924464285714,157.9598839285715,157.9598839285715,win,True,7922.499980774153,158827.26151932948,0.03,,01/06,W2,2025-01
2025-01-07 00:00:00+00:00,USDJPY,1.0,157.741,157.48970357142855,158.3692410714287,158.3692410714287,win,True,8338.431229764932,167165.69274909442,0.03,,01/07,W2,2025-01
2025-01-07 00:00:00+00:00,USDCAD,-1.0,1.43415,1.4346100357142857,1.4330349107142861,1.4346100357142857,loss,False,-5126.405733595916,162039.2870154985,0.03,,01/07,W2,2025-01
2025-01-07 01:00:00+00:00,USDCAD,-1.0,1.43393,1.435111892857143,1.4310102678571428,1.4310102678571428,win,True,8486.321855624275,170525.60887112276,0.03,,01/07,W2,2025-01
2025-01-07 02:00:00+00:00,USDCAD,-1.0,1.4336,1.4353196071428571,1.4293359821428573,1.4336,win,True,2557.884133066842,173083.4930041896,0.03,,01/07,W2,2025-01
2025-01-07 03:00:00+00:00,EURUSD,1.0,1.03822,1.0373743214285713,1.0403341964285713,1.0403341964285713,win,True,9086.883382719612,182170.37638690922,0.03,,01/07,W2,2025-01
2025-01-07 04:00:00+00:00,EURUSD,1.0,1.03928,1.0378265357142857,1.0429136607142855,1.0429136607142855,win,True,9563.944760312526,191734.32114722175,0.03,,01/07,W2,2025-01
2025-01-07 04:00:00+00:00,GBPUSD,1.0,1.2533100000000001,1.2514437857142857,1.2579405357142859,1.2533100000000001,win,True,2876.014817208327,194610.33596443007,0.03,,01/07,W2,2025-01
2025-01-07 04:00:00+00:00,USDCAD,-1.0,1.43232,1.4339773214285714,1.4282116964285718,1.43232,win,True,2919.155039466451,197529.49100389652,0.03,,01/07,W2,2025-01
2025-01-07 04:00:00+00:00,NZDUSD,1.0,0.56625,0.5645383214285714,0.5703541964285717,0.56625,win,True,2962.942365058448,200492.43336895495,0.03,,01/07,W2,2025-01
2025-01-07 04:01:00+00:00,AUDUSD,1.0,0.62614,0.6245480714285715,0.6301198214285714,0.62614,win,True,3007.386500534324,203499.81986948926,0.03,,01/07,W2,2025-01
2025-01-07 06:00:00+00:00,EURUSD,1.0,1.03968,1.0388932142857144,1.041646964285714,1.041646964285714,win,True,10683.740543148619,214183.5604126379,0.03,,01/07,W2,2025-01
