EntryTime,ExitTime,Position,EntryPrice,ExitPrice,PnL_pips,Risk_pips,Type
2024-07-02 13:00:00+00:00,2024-07-02 13:01:00+00:00,LONG_HALF,161.363,161.54953571428572,18.65357142857249,12.435714285714994,HALF_TP
2024-07-02 13:00:00+00:00,2024-07-02 13:01:00+00:00,LONG,161.363,161.363,0.0,12.435714285714994,SL
2024-07-03 06:00:00+00:00,2024-07-03 13:00:00+00:00,LONG,161.813,161.6429,-17.00999999999908,17.00999999999908,SL
2024-07-03 14:00:00+00:00,2024-08-01 00:00:00+00:00,LONG,161.325,160.72174285714286,-60.32571428571316,60.32571428571316,SL
2024-08-02 01:00:00+00:00,2024-08-02 05:00:00+00:00,SHORT_HALF,149.492,148.94803571428568,54.39642857143099,36.264285714287325,HALF_TP
2024-08-02 01:00:00+00:00,2024-08-02 12:00:00+00:00,SHORT,149.492,148.50678571428566,98.52142857143349,36.264285714287325,TP
2024-08-02 13:00:00+00:00,2024-08-04 23:00:00+00:00,SHORT,147.068,145.41628571428583,165.17142857141778,120.51428571428175,TP
2024-08-05 00:00:00+00:00,2024-08-05 03:00:00+00:00,SHORT_HALF,145.513,144.6754857142857,83.75142857142919,55.834285714286125,HALF_TP
2024-08-05 00:00:00+00:00,2024-08-05 03:00:00+00:00,SHORT,145.513,144.21528571428567,129.7714285714335,55.834285714286125,TP
2024-08-05 05:00:00+00:00,2024-08-05 07:00:00+00:00,SHORT,142.648,143.68754285714286,-103.95428571428624,103.95428571428624,SL
2024-08-05 11:00:00+00:00,2024-08-05 14:00:00+00:00,SHORT,142.304,143.1709857142857,-86.6985714285704,86.6985714285704,SL
2024-08-05 16:00:00+00:00,2024-08-05 23:00:00+00:00,SHORT,144.173,145.11565714285715,-94.26571428571435,94.26571428571435,SL
