time,dir,ep,sl,tp,risk,entry_time,half_closed,exit_time,exit_price,pnl,type
2024-07-01 04:45:00+00:00,-1,161.048,161.09917142857142,160.89448571428574,0.051171428571421984,2024-07-01 04:45:00+00:00,False,2024-07-01 04:46:00+00:00,160.99682857142858,5.117142857142198,HALF_TP
2024-07-01 04:45:00+00:00,-1,161.048,161.048,160.89448571428574,0.051171428571421984,2024-07-01 04:45:00+00:00,True,2024-07-01 04:46:00+00:00,161.048,-0.0,SL
2024-07-01 05:15:00+00:00,-1,161.07299999999998,161.13392857142858,160.89021428571417,0.06092857142860453,2024-07-01 05:15:00+00:00,False,2024-07-01 05:16:00+00:00,161.01207142857137,6.092857142860453,HALF_TP
2024-07-01 05:15:00+00:00,-1,161.07299999999998,161.07299999999998,160.89021428571417,0.06092857142860453,2024-07-01 05:15:00+00:00,True,2024-07-01 05:16:00+00:00,161.07299999999998,-0.0,SL
2024-07-01 05:45:00+00:00,-1,161.07299999999998,161.08778571428573,161.02864285714273,0.014785714285750373,2024-07-01 05:45:00+00:00,False,2024-07-01 05:46:00+00:00,161.05821428571423,1.4785714285750373,HALF_TP
2024-07-01 05:45:00+00:00,-1,161.07299999999998,161.07299999999998,161.02864285714273,0.014785714285750373,2024-07-01 05:45:00+00:00,True,2024-07-01 05:46:00+00:00,161.07299999999998,-0.0,SL
2024-07-01 06:15:00+00:00,-1,161.028,161.06482857142856,160.91751428571428,0.03682857142857188,2024-07-01 06:15:00+00:00,False,2024-07-01 06:16:00+00:00,160.99117142857142,3.6828571428571877,HALF_TP
2024-07-01 06:15:00+00:00,-1,161.028,161.028,160.91751428571428,0.03682857142857188,2024-07-01 06:15:00+00:00,True,2024-07-01 06:16:00+00:00,161.028,-0.0,SL
2024-07-01 06:45:00+00:00,-1,161.028,161.05088571428573,160.9593428571428,0.022885714285735048,2024-07-01 06:45:00+00:00,False,2024-07-01 06:46:00+00:00,161.00511428571426,2.288571428573505,HALF_TP
2024-07-01 06:45:00+00:00,-1,161.028,161.028,160.9593428571428,0.022885714285735048,2024-07-01 06:45:00+00:00,True,2024-07-01 06:46:00+00:00,161.028,-0.0,SL
2024-07-01 07:00:00+00:00,-1,160.89999999999998,161.01409999999998,160.55769999999995,0.11410000000000764,2024-07-01 07:00:00+00:00,False,2024-07-01 07:01:00+00:00,161.01409999999998,-11.410000000000764,SL
2024-07-01 07:15:00+00:00,-1,160.89999999999998,160.99555714285714,160.6133285714285,0.09555714285716022,2024-07-01 07:15:00+00:00,False,2024-07-01 07:16:00+00:00,160.99555714285714,-9.555714285716022,SL
2024-07-01 08:00:00+00:00,-1,161.01399999999998,161.0663,160.8570999999999,0.05230000000003088,2024-07-01 08:00:00+00:00,False,2024-07-01 08:01:00+00:00,160.96169999999995,5.230000000003088,HALF_TP
2024-07-01 08:00:00+00:00,-1,161.01399999999998,161.01399999999998,160.8570999999999,0.05230000000003088,2024-07-01 08:00:00+00:00,True,2024-07-01 08:01:00+00:00,161.01399999999998,-0.0,SL
2024-07-01 08:45:00+00:00,1,161.018,160.9224,161.30479999999997,0.09559999999999036,2024-07-01 08:45:00+00:00,False,2024-07-01 10:00:00+00:00,161.1136,9.559999999999036,HALF_TP
2024-07-01 08:45:00+00:00,1,161.018,161.018,161.30479999999997,0.09559999999999036,2024-07-01 08:45:00+00:00,True,2024-07-01 12:00:00+00:00,161.30479999999997,28.679999999997108,TP
2024-07-01 13:00:00+00:00,1,161.35500000000002,161.29488571428573,161.5353428571429,0.06011428571429178,2024-07-01 13:00:00+00:00,False,2024-07-01 13:01:00+00:00,161.4151142857143,6.011428571429178,HALF_TP
2024-07-01 13:00:00+00:00,1,161.35500000000002,161.35500000000002,161.5353428571429,0.06011428571429178,2024-07-01 13:00:00+00:00,True,2024-07-01 13:01:00+00:00,161.35500000000002,0.0,SL
2024-07-01 13:15:00+00:00,1,161.35500000000002,161.31245714285714,161.48262857142865,0.042542857142876755,2024-07-01 13:15:00+00:00,False,2024-07-01 13:16:00+00:00,161.3975428571429,4.2542857142876755,HALF_TP
2024-07-01 13:15:00+00:00,1,161.35500000000002,161.35500000000002,161.48262857142865,0.042542857142876755,2024-07-01 13:15:00+00:00,True,2024-07-01 13:16:00+00:00,161.35500000000002,0.0,SL
2024-07-01 14:00:00+00:00,1,161.33800000000002,161.2495142857143,161.6034571428572,0.08848571428572427,2024-07-01 14:00:00+00:00,False,2024-07-01 14:01:00+00:00,161.42648571428575,8.848571428572427,HALF_TP
2024-07-01 14:00:00+00:00,1,161.33800000000002,161.33800000000002,161.6034571428572,0.08848571428572427,2024-07-01 14:00:00+00:00,True,2024-07-01 14:01:00+00:00,161.33800000000002,0.0,SL
2024-07-01 14:15:00+00:00,1,161.33800000000002,160.93321428571429,162.55235714285723,0.40478571428573673,2024-07-01 14:15:00+00:00,False,2024-07-01 15:00:00+00:00,161.74278571428576,40.47857142857367,HALF_TP
2024-07-01 14:15:00+00:00,1,161.33800000000002,161.33800000000002,162.55235714285723,0.40478571428573673,2024-07-01 14:15:00+00:00,True,2024-07-02 13:00:00+00:00,161.33800000000002,0.0,SL
2024-07-02 14:15:00+00:00,1,161.37,161.3108,161.54760000000002,0.05920000000000414,2024-07-02 14:15:00+00:00,False,2024-07-02 14:16:00+00:00,161.4292,5.920000000000414,HALF_TP
2024-07-02 14:15:00+00:00,1,161.37,161.37,161.54760000000002,0.05920000000000414,2024-07-02 14:15:00+00:00,True,2024-07-02 14:16:00+00:00,161.37,0.0,SL
2024-07-02 14:45:00+00:00,1,161.37,161.34082857142857,161.4575142857143,0.029171428571430624,2024-07-02 14:45:00+00:00,False,2024-07-02 14:46:00+00:00,161.39917142857144,2.9171428571430624,HALF_TP
2024-07-02 14:45:00+00:00,1,161.37,161.37,161.4575142857143,0.029171428571430624,2024-07-02 14:45:00+00:00,True,2024-07-02 14:46:00+00:00,161.37,0.0,SL
2024-07-02 15:00:00+00:00,1,161.43800000000002,161.37512857142858,161.62661428571434,0.0628714285714409,2024-07-02 15:00:00+00:00,False,2024-07-02 15:01:00+00:00,161.50087142857146,6.28714285714409,HALF_TP
2024-07-02 15:00:00+00:00,1,161.43800000000002,161.43800000000002,161.62661428571434,0.0628714285714409,2024-07-02 15:00:00+00:00,True,2024-07-02 15:01:00+00:00,161.43800000000002,0.0,SL
2024-07-02 19:00:00+00:00,1,161.489,161.44857142857143,161.61028571428574,0.0404285714285777,2024-07-02 19:00:00+00:00,False,2024-07-02 19:01:00+00:00,161.44857142857143,-4.04285714285777,SL
2024-07-02 19:30:00+00:00,1,161.489,161.42155714285715,161.69132857142856,0.0674428571428507,2024-07-02 19:30:00+00:00,False,2024-07-02 19:31:00+00:00,161.42155714285715,-6.74428571428507,SL
2024-07-02 20:00:00+00:00,1,161.458,161.41024285714286,161.6012714285714,0.047757142857136614,2024-07-02 20:00:00+00:00,False,2024-07-02 20:01:00+00:00,161.41024285714286,-4.775714285713661,SL
2024-07-02 20:15:00+00:00,1,161.458,161.4048857142857,161.61734285714286,0.05311428571428678,2024-07-02 20:15:00+00:00,False,2024-07-02 21:00:00+00:00,161.51111428571429,5.311428571428678,HALF_TP
2024-07-02 20:15:00+00:00,1,161.458,161.458,161.61734285714286,0.05311428571428678,2024-07-02 20:15:00+00:00,True,2024-07-02 21:00:00+00:00,161.458,0.0,SL
2024-07-02 21:15:00+00:00,1,161.436,161.34364285714287,161.71307142857142,0.09235714285713925,2024-07-02 21:15:00+00:00,False,2024-07-03 00:00:00+00:00,161.52835714285715,9.235714285713925,HALF_TP
2024-07-02 21:15:00+00:00,1,161.436,161.436,161.71307142857142,0.09235714285713925,2024-07-02 21:15:00+00:00,True,2024-07-03 00:00:00+00:00,161.436,0.0,SL
2024-07-03 00:15:00+00:00,1,161.488,161.41597142857142,161.70408571428572,0.0720285714285751,2024-07-03 00:15:00+00:00,False,2024-07-03 00:16:00+00:00,161.56002857142857,7.2028571428575106,HALF_TP
2024-07-03 00:15:00+00:00,1,161.488,161.488,161.70408571428572,0.0720285714285751,2024-07-03 00:15:00+00:00,True,2024-07-03 00:16:00+00:00,161.488,0.0,SL
2024-07-03 00:30:00+00:00,1,161.488,161.4622857142857,161.56514285714286,0.02571428571428669,2024-07-03 00:30:00+00:00,False,2024-07-03 00:31:00+00:00,161.5137142857143,2.571428571428669,HALF_TP
