timestamp,open,high,low,close,volume,tick_count
2024-07-02 13:00:00+00:00,161.512,161.553,161.266,161.363,7566,7566
2024-07-02 14:00:00+00:00,161.368,161.619,161.33,161.437,9084,9084
2024-07-02 15:00:00+00:00,161.436,161.558,161.4,161.531,6151,6151
2024-07-02 16:00:00+00:00,161.534,161.602,161.526,161.574,3470,3470
2024-07-02 17:00:00+00:00,161.573,161.585,161.506,161.52,2798,2798
2024-07-02 18:00:00+00:00,161.522,161.529,161.449,161.488,3349,3349
2024-07-02 19:00:00+00:00,161.487,161.494,161.418,161.452,3088,3088
2024-07-02 20:00:00+00:00,161.456,161.481,161.405,161.434,2365,2365
2024-07-02 21:00:00+00:00,161.434,161.515,161.353,161.413,1190,1190
2024-07-02 22:00:00+00:00,161.438,161.451,161.377,161.427,2470,2470
2024-07-02 23:00:00+00:00,161.42,161.523,161.414,161.495,2820,2820
2024-07-03 00:00:00+00:00,161.486,161.579,161.43,161.563,5141,5141
2024-07-03 01:00:00+00:00,161.559,161.643,161.519,161.628,3696,3696
2024-07-03 02:00:00+00:00,161.625,161.647,161.565,161.647,3285,3285
2024-07-03 03:00:00+00:00,161.646,161.655,161.617,161.629,2561,2561
2024-07-03 04:00:00+00:00,161.629,161.74,161.6,161.713,2971,2971
2024-07-03 05:00:00+00:00,161.713,161.95,161.694,161.865,4515,4515
2024-07-03 06:00:00+00:00,161.869,161.98,161.668,161.813,5522,5522
2024-07-03 07:00:00+00:00,161.811,161.9,161.718,161.768,6207,6207
2024-07-03 08:00:00+00:00,161.77,161.84,161.758,161.824,1354,1354
2024-07-03 11:00:00+00:00,161.944,162.0,161.89,161.919,3762,3762
2024-07-03 12:00:00+00:00,161.918,161.931,161.785,161.818,6525,6525
2024-07-03 13:00:00+00:00,161.822,161.829,161.59,161.687,7269,7269
2024-07-03 14:00:00+00:00,161.669,161.669,160.764,161.325,13465,13465
2024-07-03 15:00:00+00:00,161.329,161.539,161.259,161.474,8995,8995
2024-07-03 16:00:00+00:00,161.472,161.574,161.397,161.532,5837,5837
2024-07-03 17:00:00+00:00,161.531,161.56,161.477,161.501,3663,3663
2024-07-03 18:00:00+00:00,161.48,161.701,161.458,161.659,4183,4183
2024-07-03 19:00:00+00:00,161.66,161.731,161.64,161.697,3358,3358
2024-07-03 20:00:00+00:00,161.698,161.742,161.665,161.678,2546,2546
2024-07-03 21:00:00+00:00,161.678,161.685,161.459,161.546,1252,1252
2024-07-03 22:00:00+00:00,161.558,161.633,161.535,161.594,1694,1694
2024-07-03 23:00:00+00:00,161.594,161.67,161.57,161.586,2541,2541
2024-07-04 00:00:00+00:00,161.585,161.598,161.368,161.438,5555,5555
2024-07-04 01:00:00+00:00,161.44,161.46,161.134,161.368,6549,6549
2024-07-04 02:00:00+00:00,161.368,161.447,161.312,161.443,4114,4114
2024-07-04 03:00:00+00:00,161.442,161.563,161.38,161.531,3286,3286
2024-07-04 04:00:00+00:00,161.529,161.571,161.46,161.493,2662,2662
2024-07-04 05:00:00+00:00,161.495,161.55,161.445,161.479,3186,3186
2024-07-04 06:00:00+00:00,161.48,161.481,161.333,161.343,4835,4835
2024-07-04 07:00:00+00:00,161.35,161.454,161.26,161.281,5385,5385
2024-07-04 08:00:00+00:00,161.279,161.325,161.188,161.242,5057,5057
2024-07-04 09:00:00+00:00,161.243,161.308,161.23,161.25,4120,4120
2024-07-04 10:00:00+00:00,161.25,161.261,161.048,161.055,3906,3906
2024-07-04 11:00:00+00:00,161.057,161.097,160.94,160.993,5112,5112
2024-07-04 12:00:00+00:00,161.0,161.18,160.944,161.135,5637,5637
2024-07-04 13:00:00+00:00,161.133,161.193,161.08,161.155,4473,4473
2024-08-01 00:00:00+00:00,149.784,149.894,149.337,149.432,11468,11468
2024-08-01 01:00:00+00:00,149.432,149.464,148.495,149.163,12521,12521
2024-08-01 02:00:00+00:00,149.172,149.784,149.028,149.755,11584,11584
2024-08-01 03:00:00+00:00,149.763,149.79,149.372,149.561,9564,9564
2024-08-01 04:00:00+00:00,149.557,149.706,149.331,149.673,8874,8874
2024-08-01 05:00:00+00:00,149.676,150.04,149.613,149.747,9616,9616
2024-08-01 06:00:00+00:00,149.748,150.333,149.561,150.025,12751,12751
2024-08-01 07:00:00+00:00,150.022,150.192,149.777,149.861,12194,12194
2024-08-01 08:00:00+00:00,149.859,149.985,149.425,149.688,11971,11971
2024-08-01 09:00:00+00:00,149.694,149.966,149.6,149.945,9901,9901
2024-08-01 10:00:00+00:00,149.946,150.192,149.913,150.029,7978,7978
2024-08-01 11:00:00+00:00,150.022,150.621,149.967,150.521,8687,8687
2024-08-01 12:00:00+00:00,150.517,150.856,150.215,150.855,11925,11925
2024-08-01 13:00:00+00:00,150.856,150.885,150.384,150.535,12415,12415
2024-08-01 14:00:00+00:00,150.528,150.528,149.829,150.045,14818,14818
2024-08-01 15:00:00+00:00,150.043,150.214,149.87,150.058,12050,12050
2024-08-01 16:00:00+00:00,150.058,150.134,149.676,149.89,10157,10157
2024-08-01 17:00:00+00:00,149.892,149.938,149.641,149.742,9696,9696
2024-08-01 18:00:00+00:00,149.743,149.763,149.529,149.548,9544,9544
2024-08-01 19:00:00+00:00,149.551,149.839,149.468,149.768,8683,8683
2024-08-01 20:00:00+00:00,149.77,149.778,149.276,149.361,5387,5387
2024-08-01 21:00:00+00:00,149.361,149.494,149.285,149.305,1383,1383
2024-08-01 22:00:00+00:00,149.306,149.438,148.986,149.305,5833,5833
2024-08-01 23:00:00+00:00,149.307,149.315,148.864,149.206,8387,8387
2024-08-02 00:00:00+00:00,149.2,149.41,148.93,149.377,11376,11376
2024-08-02 01:00:00+00:00,149.377,149.768,149.349,149.492,10015,10015
2024-08-02 02:00:00+00:00,149.491,149.677,149.228,149.56,8392,8392
2024-08-02 03:00:00+00:00,149.571,149.643,149.37,149.489,6927,6927
2024-08-02 04:00:00+00:00,149.476,149.578,149.247,149.258,7840,7840
2024-08-02 05:00:00+00:00,149.25,149.372,148.887,148.938,8787,8787
2024-08-02 06:00:00+00:00,148.915,149.29,148.805,148.845,11286,11286
2024-08-02 07:00:00+00:00,148.847,149.217,148.621,149.207,12075,12075
2024-08-02 08:00:00+00:00,149.206,149.32,148.83,149.066,9539,9539
2024-08-02 09:00:00+00:00,149.066,149.09,148.818,148.881,7440,7440
2024-08-02 10:00:00+00:00,148.881,148.957,148.72,148.791,7405,7405
2024-08-02 11:00:00+00:00,148.789,149.116,148.785,149.005,8196,8196
2024-08-02 12:00:00+00:00,149.003,149.11,147.01,147.431,15515,15515
2024-08-02 13:00:00+00:00,147.436,148.158,147.046,147.068,17416,17416
2024-08-02 14:00:00+00:00,147.055,147.416,146.539,146.673,17963,17963
2024-08-02 15:00:00+00:00,146.667,147.101,146.412,146.977,15471,15471
2024-08-02 16:00:00+00:00,146.976,147.453,146.749,146.839,13385,13385
2024-08-02 17:00:00+00:00,146.845,146.954,146.744,146.835,11151,11151
2024-08-02 18:00:00+00:00,146.833,146.894,146.43,146.49,8293,8293
2024-08-02 19:00:00+00:00,146.489,146.689,146.436,146.577,8525,8525
2024-08-02 20:00:00+00:00,146.575,146.611,146.479,146.546,4398,4398
2024-08-04 21:00:00+00:00,146.428,146.434,146.411,146.415,18,18
2024-08-04 22:00:00+00:00,146.458,146.558,145.979,146.313,4090,4090
2024-08-04 23:00:00+00:00,146.313,146.336,145.276,145.585,6906,6906
2024-08-05 00:00:00+00:00,145.587,145.937,145.179,145.513,12222,12222
2024-08-05 01:00:00+00:00,145.51,145.588,144.741,145.106,13225,13225
2024-08-05 02:00:00+00:00,145.095,145.542,145.033,145.129,11068,11068
2024-08-05 03:00:00+00:00,145.129,145.153,144.165,144.358,11185,11185
2024-08-05 04:00:00+00:00,144.356,144.425,142.086,143.162,10847,10847
2024-08-05 05:00:00+00:00,143.155,143.543,142.403,142.648,12907,12907
2024-08-05 06:00:00+00:00,142.642,143.105,141.679,142.763,13873,13873
2024-08-05 07:00:00+00:00,142.753,143.984,142.666,143.475,13881,13881
2024-08-05 08:00:00+00:00,143.471,143.558,141.998,142.39,12090,12090
2024-08-05 09:00:00+00:00,142.391,142.569,141.742,142.276,11717,11717
2024-08-05 10:00:00+00:00,142.277,142.456,141.9,142.36,9900,9900
2024-08-05 11:00:00+00:00,142.382,142.962,142.24,142.304,10935,10935
2024-08-05 12:00:00+00:00,142.3,142.469,141.824,142.243,12347,12347
2024-08-05 13:00:00+00:00,142.245,142.977,142.095,142.709,13654,13654
2024-08-05 14:00:00+00:00,142.742,143.84,142.537,142.646,15119,15119
2024-08-05 15:00:00+00:00,142.651,143.988,142.328,143.947,13266,13266
2024-08-05 16:00:00+00:00,143.947,144.882,143.892,144.173,12275,12275
2024-08-05 17:00:00+00:00,144.169,144.605,143.918,144.0,9835,9835
2024-08-05 18:00:00+00:00,144.012,144.157,143.387,143.459,9608,9608
2024-08-05 19:00:00+00:00,143.446,143.851,143.428,143.744,7848,7848
2024-08-05 20:00:00+00:00,143.737,144.277,143.699,144.173,5320,5320
2024-08-05 21:00:00+00:00,144.173,144.296,143.991,144.029,946,946
2024-08-05 22:00:00+00:00,144.09,144.866,143.615,144.758,6226,6226
2024-08-05 23:00:00+00:00,144.757,145.817,144.652,145.79,9682,9682
2024-08-06 00:00:00+00:00,145.79,146.358,144.838,145.027,13785,13785
2024-08-06 01:00:00+00:00,145.04,145.481,144.354,144.798,10292,10292
2024-08-06 02:00:00+00:00,144.811,145.344,144.296,145.293,9355,9355
2024-08-06 03:00:00+00:00,145.297,145.914,145.05,145.344,8662,8662
2024-08-06 04:00:00+00:00,145.338,145.633,145.002,145.505,8115,8115
2024-08-06 05:00:00+00:00,145.525,146.136,145.096,145.857,11905,11905
2024-08-06 06:00:00+00:00,145.837,146.278,145.412,145.634,12518,12518
2024-08-06 07:00:00+00:00,145.633,145.927,145.167,145.291,13608,13608
2024-08-06 08:00:00+00:00,145.292,145.374,144.461,144.914,13871,13871
2024-08-06 09:00:00+00:00,144.907,144.907,144.49,144.746,12517,12517
2024-08-06 10:00:00+00:00,144.743,145.117,144.35,144.887,12201,12201
2024-08-06 11:00:00+00:00,144.909,145.456,144.767,145.15,11814,11814
2024-09-01 21:00:00+00:00,145.902,146.038,145.902,146.038,3,3
2024-09-01 22:00:00+00:00,146.116,146.442,146.11,146.442,1539,1539
2024-09-01 23:00:00+00:00,146.441,146.593,146.355,146.396,3639,3639
2024-09-02 00:00:00+00:00,146.398,146.541,146.156,146.19,7892,7892
2024-09-02 01:00:00+00:00,146.19,146.278,146.05,146.213,7718,7718
2024-09-02 02:00:00+00:00,146.214,146.251,145.898,145.963,7743,7743
2024-09-02 03:00:00+00:00,145.969,146.01,145.824,145.947,7372,7372
2024-09-02 04:00:00+00:00,145.948,145.948,145.77,145.93,5905,5905
2024-09-02 05:00:00+00:00,145.929,146.211,145.924,146.108,5654,5654
2024-09-02 06:00:00+00:00,146.104,146.29,146.06,146.156,7280,7280
2024-09-02 07:00:00+00:00,146.147,146.475,146.122,146.467,9025,9025
2024-09-02 08:00:00+00:00,146.47,146.844,146.431,146.7,9645,9645
2024-09-02 09:00:00+00:00,146.698,146.744,146.594,146.677,7383,7383
2024-09-02 10:00:00+00:00,146.677,146.804,146.621,146.804,5514,5514
2024-09-02 11:00:00+00:00,146.81,146.989,146.743,146.983,5318,5318
2024-09-02 12:00:00+00:00,146.979,146.989,146.908,146.978,5702,5702
2024-09-02 13:00:00+00:00,146.978,147.175,146.829,146.961,6720,6720
2024-09-02 14:00:00+00:00,146.961,147.012,146.914,146.956,6419,6419
2024-09-02 15:00:00+00:00,146.958,147.066,146.902,146.948,4385,4385
2024-09-02 16:00:00+00:00,146.948,146.984,146.801,146.814,3289,3289
2024-09-02 17:00:00+00:00,146.822,146.892,146.811,146.889,2003,2003
2024-09-02 18:00:00+00:00,146.886,146.906,146.848,146.898,1624,1624
2024-09-02 19:00:00+00:00,146.896,146.901,146.85,146.878,1602,1602
2024-09-02 20:00:00+00:00,146.895,146.935,146.838,146.9,2015,2015
2024-09-02 21:00:00+00:00,146.9,147.115,146.81,146.903,1111,1111
2024-09-02 22:00:00+00:00,146.9,146.96,146.828,146.942,1950,1950
2024-09-02 23:00:00+00:00,146.944,146.958,146.7,146.749,3838,3838
2024-09-03 00:00:00+00:00,146.744,147.207,146.667,147.123,10579,10579
2024-09-03 01:00:00+00:00,147.12,147.144,146.58,146.614,9674,9674
2024-09-03 02:00:00+00:00,146.613,146.764,146.562,146.636,9056,9056
2024-09-03 03:00:00+00:00,146.64,146.733,146.43,146.532,9263,9263
2024-09-03 04:00:00+00:00,146.54,146.572,146.387,146.531,8379,8379
2024-09-03 05:00:00+00:00,146.534,146.592,146.132,146.308,7719,7719
2024-09-03 06:00:00+00:00,146.31,146.403,145.98,146.013,9585,9585
2024-09-03 07:00:00+00:00,146.015,146.242,145.88,145.948,11808,11808
2024-09-03 08:00:00+00:00,145.944,146.015,145.602,145.812,11463,11463
2024-09-03 09:00:00+00:00,145.81,145.981,145.787,145.933,8744,8744
2024-09-03 10:00:00+00:00,145.93,146.064,145.859,146.029,7474,7474
2024-09-03 11:00:00+00:00,146.029,146.236,145.89,146.173,7160,7160
2024-09-03 12:00:00+00:00,146.167,146.286,145.87,145.881,9076,9076
2024-09-03 13:00:00+00:00,145.88,145.921,145.281,145.415,13811,13811
2024-09-03 14:00:00+00:00,145.406,145.661,145.115,145.562,15200,15200
2024-09-03 15:00:00+00:00,145.56,145.918,145.56,145.819,11382,11382
2024-09-03 16:00:00+00:00,145.819,145.922,145.709,145.765,8821,8821
2024-09-03 17:00:00+00:00,145.764,145.905,145.731,145.898,7639,7639
2024-09-03 18:00:00+00:00,145.884,145.91,145.765,145.804,6823,6823
2024-09-03 19:00:00+00:00,145.803,145.829,145.559,145.639,7729,7729
2024-09-03 20:00:00+00:00,145.637,145.71,145.435,145.469,5392,5392
2024-09-03 21:00:00+00:00,145.469,145.6,145.353,145.445,997,997
2024-09-03 22:00:00+00:00,145.449,145.552,145.264,145.317,4546,4546
2024-09-03 23:00:00+00:00,145.329,145.394,145.08,145.36,7732,7732
2024-09-04 00:00:00+00:00,145.361,145.551,144.885,145.188,12486,12486
2024-09-04 01:00:00+00:00,145.168,145.533,145.14,145.403,10768,10768
2024-09-04 02:00:00+00:00,145.403,145.503,145.217,145.43,8808,8808
2024-09-04 03:00:00+00:00,145.446,145.545,145.264,145.31,7491,7491
2024-09-04 04:00:00+00:00,145.307,145.536,145.21,145.246,7005,7005
2024-09-04 05:00:00+00:00,145.245,145.252,145.026,145.163,8489,8489
2024-09-04 06:00:00+00:00,145.166,145.315,144.85,144.869,11035,11035
2024-09-04 07:00:00+00:00,144.871,145.044,144.751,144.984,11507,11507
2024-09-04 08:00:00+00:00,144.981,145.228,144.914,145.201,9535,9535
2024-09-04 09:00:00+00:00,145.203,145.268,145.06,145.103,7842,7842
2024-09-04 10:00:00+00:00,145.104,145.188,144.931,145.067,7454,7454
2024-09-04 11:00:00+00:00,145.071,145.09,144.858,144.889,7920,7920
2024-09-04 12:00:00+00:00,144.889,145.213,144.874,145.067,10246,10246
2024-09-04 13:00:00+00:00,145.068,145.146,144.74,144.785,12008,12008
2024-09-04 14:00:00+00:00,144.785,144.785,143.994,144.116,16612,16612
2024-09-04 15:00:00+00:00,144.118,144.414,144.03,144.303,13210,13210
2024-09-04 16:00:00+00:00,144.307,144.367,144.008,144.045,9793,9793
2024-09-04 17:00:00+00:00,144.051,144.081,143.94,144.071,8543,8543
2024-09-04 18:00:00+00:00,144.078,144.125,143.855,143.885,8730,8730
2024-09-04 19:00:00+00:00,143.881,143.945,143.792,143.817,9186,9186
2024-09-04 20:00:00+00:00,143.815,143.872,143.705,143.729,5611,5611
2024-09-04 21:00:00+00:00,143.729,143.77,143.572,143.648,1117,1117
2024-09-04 22:00:00+00:00,143.639,143.745,143.506,143.618,3836,3836
2024-09-04 23:00:00+00:00,143.615,143.681,143.17,143.325,7653,7653
2024-09-05 00:00:00+00:00,143.324,143.801,143.29,143.716,11657,11657
2024-09-05 01:00:00+00:00,143.72,143.834,143.42,143.702,10509,10509
2024-09-05 02:00:00+00:00,143.705,143.903,143.6,143.827,8259,8259
2024-09-05 03:00:00+00:00,143.826,143.876,143.673,143.755,7574,7574
2024-09-05 04:00:00+00:00,143.766,143.851,143.482,143.572,6791,6791
2024-09-05 05:00:00+00:00,143.573,143.595,143.317,143.399,7427,7427
2024-09-05 06:00:00+00:00,143.397,143.449,143.045,143.235,11197,11197
2024-09-05 07:00:00+00:00,143.24,143.736,143.222,143.609,11785,11785
2024-09-05 08:00:00+00:00,143.607,143.747,143.521,143.585,10528,10528
2024-10-02 00:00:00+00:00,143.723,143.881,143.647,143.811,8594,8594
2024-10-02 01:00:00+00:00,143.815,143.912,143.558,143.894,8428,8428
2024-10-02 02:00:00+00:00,143.896,144.023,143.857,143.998,6321,6321
2024-10-02 03:00:00+00:00,144.001,144.186,143.88,144.129,6599,6599
2024-10-02 04:00:00+00:00,144.134,144.148,143.57,143.73,7497,7497
2024-10-02 05:00:00+00:00,143.727,143.854,143.527,143.706,9888,9888
2024-10-02 06:00:00+00:00,143.71,144.021,143.654,143.89,9035,9035
2024-10-02 07:00:00+00:00,143.901,144.183,143.89,144.064,9883,9883
2024-10-02 08:00:00+00:00,144.063,144.323,143.944,144.323,8298,8298
2024-10-02 09:00:00+00:00,144.322,144.405,144.198,144.261,7593,7593
2024-10-02 10:00:00+00:00,144.259,144.85,144.068,144.792,9026,9026
2024-10-02 11:00:00+00:00,144.788,144.888,144.618,144.696,9054,9054
2024-10-02 12:00:00+00:00,144.683,145.445,144.66,145.369,11345,11345
2024-10-02 13:00:00+00:00,145.367,145.75,145.29,145.74,12217,12217
2024-10-02 14:00:00+00:00,145.741,146.263,145.574,146.186,12933,12933
2024-10-02 15:00:00+00:00,146.197,146.255,146.024,146.044,10619,10619
2024-10-02 16:00:00+00:00,146.042,146.16,145.908,146.027,7885,7885
2024-10-02 17:00:00+00:00,146.028,146.189,145.961,146.168,6538,6538
2024-10-02 18:00:00+00:00,146.166,146.38,146.165,146.327,5421,5421
2024-10-02 19:00:00+00:00,146.329,146.5,146.294,146.438,5489,5489
2024-10-02 20:00:00+00:00,146.436,146.513,146.363,146.462,5256,5256
2024-10-02 21:00:00+00:00,146.462,146.476,146.235,146.369,951,951
2024-10-02 22:00:00+00:00,146.41,146.893,146.273,146.585,4451,4451
2024-10-02 23:00:00+00:00,146.586,146.781,146.426,146.574,6498,6498
2024-10-03 00:00:00+00:00,146.574,147.055,146.456,146.984,8964,8964
2024-10-03 01:00:00+00:00,146.989,147.24,146.79,146.796,9086,9086
2024-10-03 02:00:00+00:00,146.797,146.922,146.68,146.78,7269,7269
2024-10-03 03:00:00+00:00,146.781,146.964,146.76,146.849,6917,6917
2024-10-03 04:00:00+00:00,146.851,146.932,146.672,146.719,6693,6693
2024-10-03 05:00:00+00:00,146.721,146.813,146.531,146.553,8383,8383
2024-10-03 06:00:00+00:00,146.551,146.772,146.468,146.724,9008,9008
2024-10-03 07:00:00+00:00,146.714,146.858,146.297,146.447,10856,10856
2024-10-03 08:00:00+00:00,146.452,146.788,146.39,146.745,9055,9055
2024-10-03 09:00:00+00:00,146.744,146.988,146.742,146.917,8086,8086
2024-10-03 10:00:00+00:00,146.918,146.943,146.815,146.83,6805,6805
2024-10-03 11:00:00+00:00,146.831,146.99,146.58,146.643,7607,7607
2024-10-03 12:00:00+00:00,146.661,146.854,146.51,146.769,11159,11159
2024-10-03 13:00:00+00:00,146.771,146.784,146.466,146.641,11475,11475
2024-10-03 14:00:00+00:00,146.64,147.176,146.608,146.764,15640,15640
2024-10-03 15:00:00+00:00,146.764,146.843,146.596,146.823,10238,10238
2024-10-03 16:00:00+00:00,146.824,146.924,146.698,146.712,7763,7763
2024-10-03 17:00:00+00:00,146.714,146.714,146.57,146.651,7454,7454
2024-10-03 18:00:00+00:00,146.652,146.882,146.65,146.865,5873,5873
2024-10-03 19:00:00+00:00,146.866,146.881,146.755,146.856,5420,5420
2024-10-03 20:00:00+00:00,146.86,146.966,146.853,146.921,3891,3891
2024-10-03 21:00:00+00:00,146.923,146.941,146.747,146.874,866,866
2024-10-03 22:00:00+00:00,146.838,146.897,146.814,146.845,2623,2623
2024-10-03 23:00:00+00:00,146.845,146.857,146.71,146.841,3975,3975
2024-10-04 00:00:00+00:00,146.841,146.93,146.612,146.645,7886,7886
2024-10-04 01:00:00+00:00,146.644,146.677,146.523,146.55,7734,7734
2024-10-04 02:00:00+00:00,146.548,146.566,146.387,146.408,6163,6163
2024-10-04 03:00:00+00:00,146.4,146.496,146.35,146.376,5691,5691
2024-10-04 04:00:00+00:00,146.37,146.383,146.151,146.229,6718,6718
2024-10-04 05:00:00+00:00,146.228,146.306,145.915,146.084,7303,7303
2024-10-04 06:00:00+00:00,146.083,146.232,145.946,146.222,8743,8743
2024-10-04 07:00:00+00:00,146.22,146.34,146.173,146.299,9758,9758
2024-10-04 08:00:00+00:00,146.3,146.407,146.247,146.334,7896,7896
2024-10-04 09:00:00+00:00,146.334,146.475,146.334,146.47,7347,7347
2024-10-04 10:00:00+00:00,146.476,146.562,146.41,146.495,6414,6414
2024-10-04 11:00:00+00:00,146.494,146.628,146.438,146.582,6861,6861
2024-10-04 12:00:00+00:00,146.59,148.687,146.472,148.639,12828,12828
2024-10-04 13:00:00+00:00,148.643,148.8,148.31,148.393,15359,15359
2024-10-04 14:00:00+00:00,148.4,148.566,148.307,148.495,14077,14077
2024-10-04 15:00:00+00:00,148.493,148.758,148.416,148.694,11240,11240
2024-10-04 16:00:00+00:00,148.694,149.001,148.669,148.935,9313,9313
2024-10-04 17:00:00+00:00,148.933,148.952,148.785,148.789,7950,7950
2024-10-04 18:00:00+00:00,148.787,148.879,148.75,148.87,6931,6931
2024-10-04 19:00:00+00:00,148.864,148.893,148.76,148.762,6704,6704
2024-10-04 20:00:00+00:00,148.761,148.767,148.581,148.716,4173,4173
2024-10-06 21:00:00+00:00,148.635,148.825,148.635,148.764,15,15
2024-10-06 22:00:00+00:00,148.948,149.116,148.808,148.933,2639,2639
2024-10-06 23:00:00+00:00,148.93,149.105,148.768,148.788,3655,3655
2024-10-07 00:00:00+00:00,148.776,148.786,148.356,148.421,8339,8339
2024-10-07 01:00:00+00:00,148.427,148.569,148.321,148.382,8639,8639
2024-10-07 02:00:00+00:00,148.381,148.586,148.216,148.575,7060,7060
2024-10-07 03:00:00+00:00,148.583,148.645,148.353,148.403,6348,6348
2024-10-07 04:00:00+00:00,148.405,148.541,148.333,148.535,5604,5604
2024-10-07 05:00:00+00:00,148.539,148.616,148.39,148.429,6726,6726
2024-10-07 06:00:00+00:00,148.432,148.544,148.333,148.382,8684,8684
2024-10-07 07:00:00+00:00,148.378,148.447,148.148,148.27,10851,10851
2024-10-07 08:00:00+00:00,148.273,148.354,148.059,148.329,9121,9121
2024-10-07 09:00:00+00:00,148.313,148.485,148.2,148.337,10637,10637
2024-10-07 10:00:00+00:00,148.345,148.643,148.285,148.632,10239,10239
2024-10-07 11:00:00+00:00,148.633,148.683,148.159,148.27,11279,11279
2024-11-03 22:00:00+00:00,152.173,152.519,152.173,152.417,459,459
2024-11-03 23:00:00+00:00,152.405,152.471,152.178,152.287,3153,3153
2024-11-04 00:00:00+00:00,152.285,152.286,151.995,152.065,4391,4391
2024-11-04 01:00:00+00:00,152.068,152.075,151.7,151.79,5955,5955
2024-11-04 02:00:00+00:00,151.789,151.967,151.77,151.81,7616,7616
2024-11-04 03:00:00+00:00,151.814,151.814,151.594,151.738,7410,7410
2024-11-04 04:00:00+00:00,151.736,151.86,151.687,151.814,4839,4839
2024-11-04 05:00:00+00:00,151.819,151.959,151.814,151.848,5201,5201
2024-11-04 06:00:00+00:00,151.847,152.153,151.792,152.147,6145,6145
2024-11-04 07:00:00+00:00,152.143,152.276,152.07,152.174,8274,8274
2024-11-04 08:00:00+00:00,152.177,152.223,151.961,152.084,9394,9394
2024-11-04 09:00:00+00:00,152.091,152.146,151.797,151.881,7810,7810
2024-11-04 10:00:00+00:00,151.883,152.009,151.75,151.804,6908,6908
2024-11-04 11:00:00+00:00,151.809,151.817,151.52,151.548,6411,6411
2024-11-04 12:00:00+00:00,151.551,151.819,151.536,151.806,6076,6076
2024-11-04 13:00:00+00:00,151.806,152.064,151.727,151.832,8005,8005
2024-11-04 14:00:00+00:00,151.83,151.968,151.622,151.821,9235,9235
2024-11-04 15:00:00+00:00,151.818,152.102,151.698,151.988,9387,9387
2024-11-04 16:00:00+00:00,151.989,152.156,151.921,152.021,8049,8049
2024-11-04 17:00:00+00:00,152.017,152.112,151.889,152.009,6052,6052
2024-11-04 18:00:00+00:00,152.007,152.198,151.983,152.057,5828,5828
2024-11-04 19:00:00+00:00,152.057,152.17,152.055,152.14,5422,5422
