timestamp,open,high,low,close,volume
2024-06-30 21:00:00+00:00,0.6099,0.61038,0.60909,0.60986,5560
2024-07-01 01:00:00+00:00,0.60985,0.61035,0.60958,0.60976,7763
2024-07-01 05:00:00+00:00,0.60974,0.61076,0.60968,0.61043,10112
2024-07-01 09:00:00+00:00,0.61042,0.61043,0.60798,0.60866,9450
2024-07-01 13:00:00+00:00,0.60868,0.6107,0.60651,0.60724,14161
2024-07-01 17:00:00+00:00,0.60724,0.60776,0.60668,0.60756,4668
2024-07-01 21:00:00+00:00,0.60756,0.60803,0.6056,0.60564,3723
2024-07-02 01:00:00+00:00,0.60564,0.60614,0.60477,0.60542,7528
2024-07-02 05:00:00+00:00,0.60543,0.60575,0.60476,0.60572,8972
2024-07-02 09:00:00+00:00,0.60572,0.60665,0.60512,0.60639,7803
2024-07-02 13:00:00+00:00,0.60637,0.60791,0.60627,0.60708,15878
2024-07-02 17:00:00+00:00,0.60708,0.60828,0.60702,0.60782,4845
2024-07-02 21:00:00+00:00,0.60772,0.6086,0.60764,0.60819,3404
2024-07-03 01:00:00+00:00,0.60818,0.60832,0.6076,0.60771,7285
2024-07-03 05:00:00+00:00,0.6077,0.60848,0.6071,0.60766,8229
2024-07-03 09:00:00+00:00,0.60766,0.60832,0.60697,0.608,8669
2024-07-03 13:00:00+00:00,0.608,0.6129,0.60796,0.6112,15301
2024-07-03 17:00:00+00:00,0.61117,0.61117,0.6099,0.61034,2854
2024-07-03 21:00:00+00:00,0.61043,0.6115,0.61012,0.61142,3606
2024-07-04 01:00:00+00:00,0.61143,0.61182,0.6107,0.61084,6148
2024-07-04 05:00:00+00:00,0.61084,0.61186,0.6107,0.6117,6283
2024-07-04 09:00:00+00:00,0.61172,0.61228,0.61136,0.61178,5920
2024-07-04 13:00:00+00:00,0.6118,0.612,0.61148,0.61196,4681
2024-07-04 17:00:00+00:00,0.61196,0.61201,0.61164,0.61166,901
2024-07-04 21:00:00+00:00,0.61182,0.6121,0.61126,0.61172,3392
2024-07-05 01:00:00+00:00,0.61172,0.61243,0.61156,0.61196,6370
2024-07-05 05:00:00+00:00,0.61196,0.6122,0.61138,0.61207,8466
2024-07-05 09:00:00+00:00,0.61208,0.61424,0.6106,0.61292,13102
2024-07-05 13:00:00+00:00,0.61292,0.61402,0.6115,0.61346,18348
2024-07-05 17:00:00+00:00,0.61346,0.6149,0.61333,0.61454,4329
2024-07-07 21:00:00+00:00,0.61374,0.61481,0.61357,0.61362,5821
2024-07-08 01:00:00+00:00,0.61362,0.61537,0.61347,0.61474,8371
2024-07-08 05:00:00+00:00,0.61474,0.61478,0.6134,0.61342,9866
2024-07-08 09:00:00+00:00,0.61342,0.61417,0.61302,0.61406,7512
2024-07-08 13:00:00+00:00,0.61406,0.61424,0.61306,0.61332,9175
2024-07-08 17:00:00+00:00,0.61333,0.61346,0.61234,0.61253,3530
2024-07-08 21:00:00+00:00,0.61246,0.61328,0.61234,0.61239,2818
2024-07-09 01:00:00+00:00,0.61238,0.61291,0.61164,0.61258,6526
2024-07-09 05:00:00+00:00,0.61258,0.61278,0.61146,0.61152,6455
2024-07-09 09:00:00+00:00,0.6115,0.61208,0.61136,0.6119,8266
2024-07-09 13:00:00+00:00,0.61192,0.61323,0.61122,0.61215,12931
2024-07-09 17:00:00+00:00,0.61216,0.61272,0.61212,0.61252,4239
2024-07-09 21:00:00+00:00,0.61271,0.6132,0.61237,0.61254,3353
2024-07-10 01:00:00+00:00,0.61255,0.61304,0.6075,0.60918,11238
2024-07-10 05:00:00+00:00,0.60921,0.60948,0.6065,0.60706,8589
2024-07-10 09:00:00+00:00,0.60706,0.60826,0.60672,0.60793,8001
2024-07-10 13:00:00+00:00,0.60793,0.60892,0.60791,0.60826,11027
2024-07-10 17:00:00+00:00,0.60829,0.6085,0.6075,0.60816,4215
2024-07-10 21:00:00+00:00,0.60832,0.60918,0.60791,0.60892,3264
2024-07-11 01:00:00+00:00,0.60891,0.60986,0.60822,0.60959,6196
2024-07-11 05:00:00+00:00,0.6096,0.60972,0.60872,0.60922,8212
2024-07-11 09:00:00+00:00,0.60922,0.61348,0.60822,0.61246,13547
2024-07-11 13:00:00+00:00,0.61248,0.61316,0.61011,0.61037,26050
2024-07-11 17:00:00+00:00,0.61038,0.61041,0.60914,0.60954,7129
2024-07-11 21:00:00+00:00,0.60987,0.61044,0.60805,0.60816,9571
2024-07-12 01:00:00+00:00,0.60815,0.61031,0.60764,0.61012,9939
2024-07-12 05:00:00+00:00,0.61012,0.61102,0.60946,0.61098,8986
2024-07-12 09:00:00+00:00,0.611,0.61157,0.60974,0.61118,11304
2024-07-12 13:00:00+00:00,0.61122,0.61261,0.61121,0.61188,17781
2024-07-12 17:00:00+00:00,0.61188,0.61232,0.61148,0.61188,4647
2024-07-14 21:00:00+00:00,0.61085,0.61127,0.6091,0.60972,6560
2024-07-15 01:00:00+00:00,0.60971,0.61008,0.6091,0.60994,7507
2024-07-15 05:00:00+00:00,0.60993,0.61022,0.60852,0.60996,9863
2024-07-15 09:00:00+00:00,0.60995,0.61006,0.60812,0.60877,9840
2024-07-15 13:00:00+00:00,0.60878,0.60999,0.60862,0.60898,14808
2024-07-15 17:00:00+00:00,0.60898,0.60898,0.6073,0.60752,6255
2024-07-15 21:00:00+00:00,0.60763,0.6079,0.6063,0.60644,4817
2024-07-16 01:00:00+00:00,0.60648,0.60668,0.60521,0.60539,8660
2024-07-16 05:00:00+00:00,0.60538,0.60613,0.60483,0.60584,8895
2024-07-16 09:00:00+00:00,0.60584,0.60735,0.60426,0.60485,11698
2024-07-16 13:00:00+00:00,0.60486,0.60491,0.60364,0.604,14046
2024-07-16 17:00:00+00:00,0.604,0.60528,0.60398,0.60496,4606
2024-07-16 21:00:00+00:00,0.60498,0.60799,0.60336,0.60758,9164
2024-07-17 01:00:00+00:00,0.60757,0.60822,0.60662,0.60671,4852
2024-07-17 05:00:00+00:00,0.60671,0.60927,0.60652,0.6091,11508
2024-07-17 09:00:00+00:00,0.6091,0.60976,0.60768,0.60852,8481
2024-07-17 13:00:00+00:00,0.60854,0.60894,0.60664,0.6072,10896
2024-07-17 17:00:00+00:00,0.60718,0.60828,0.60698,0.60823,4263
2024-07-17 21:00:00+00:00,0.6079,0.60838,0.60726,0.60734,6597
2024-07-18 01:00:00+00:00,0.60734,0.60818,0.60642,0.60714,11457
2024-07-18 05:00:00+00:00,0.60713,0.60786,0.60666,0.60707,12881
2024-07-18 09:00:00+00:00,0.60708,0.6076,0.60672,0.60733,9169
2024-07-18 13:00:00+00:00,0.60735,0.60764,0.6061,0.60636,16801
2024-07-18 17:00:00+00:00,0.60637,0.60644,0.60436,0.60448,7502
2024-07-18 21:00:00+00:00,0.60493,0.60499,0.60338,0.60341,5589
2024-07-19 01:00:00+00:00,0.60342,0.60358,0.60218,0.60225,9223
2024-07-19 05:00:00+00:00,0.60225,0.60398,0.60216,0.60264,11888
2024-07-19 09:00:00+00:00,0.60264,0.60277,0.60176,0.60194,9723
2024-07-19 13:00:00+00:00,0.60196,0.60238,0.6012,0.60125,13229
2024-07-19 17:00:00+00:00,0.60124,0.60146,0.60056,0.60089,4581
2024-07-21 21:00:00+00:00,0.60178,0.6028,0.60098,0.60146,6381
2024-07-22 01:00:00+00:00,0.60144,0.60178,0.59927,0.59934,8527
2024-07-22 05:00:00+00:00,0.59932,0.60033,0.5991,0.60005,10516
2024-07-22 09:00:00+00:00,0.60006,0.60044,0.59842,0.59862,9074
2024-07-22 13:00:00+00:00,0.59859,0.59867,0.59718,0.59741,11692
2024-07-22 17:00:00+00:00,0.59741,0.59798,0.59741,0.59788,4421
2024-07-22 21:00:00+00:00,0.59795,0.59816,0.5967,0.5968,4688
2024-07-23 01:00:00+00:00,0.59678,0.59769,0.59654,0.59656,7636
2024-07-23 05:00:00+00:00,0.59657,0.5969,0.59602,0.5964,9028
2024-07-23 09:00:00+00:00,0.59637,0.59667,0.59576,0.59609,8439
2024-07-23 13:00:00+00:00,0.59608,0.59625,0.59516,0.59532,9952
2024-07-23 17:00:00+00:00,0.59533,0.59586,0.59506,0.5956,5176
2024-07-23 21:00:00+00:00,0.59585,0.59602,0.59416,0.59448,4258
2024-07-24 01:00:00+00:00,0.5945,0.59478,0.59137,0.59183,9623
2024-07-24 05:00:00+00:00,0.59181,0.59358,0.59181,0.59263,11032
2024-07-24 09:00:00+00:00,0.59263,0.59482,0.59246,0.59472,10221
2024-07-24 13:00:00+00:00,0.59475,0.59499,0.59369,0.59437,14747
2024-07-24 17:00:00+00:00,0.59438,0.59462,0.59245,0.59302,6518
2024-07-24 21:00:00+00:00,0.5932,0.5936,0.59145,0.59189,5880
2024-07-25 01:00:00+00:00,0.59187,0.59242,0.59131,0.59134,9674
2024-07-25 05:00:00+00:00,0.59132,0.5927,0.5905,0.5912,13072
2024-07-25 09:00:00+00:00,0.59119,0.5914,0.58812,0.58932,14377
2024-07-25 13:00:00+00:00,0.58932,0.59088,0.589,0.5905,18708
2024-07-25 17:00:00+00:00,0.59052,0.59084,0.58832,0.58873,8005
2024-07-25 21:00:00+00:00,0.58901,0.58933,0.58848,0.58872,5581
2024-07-26 01:00:00+00:00,0.58872,0.5895,0.5883,0.58891,8750
2024-07-26 05:00:00+00:00,0.58892,0.59046,0.5889,0.59028,8760
2024-07-26 09:00:00+00:00,0.59026,0.59026,0.58836,0.58948,8532
2024-07-26 13:00:00+00:00,0.58948,0.59056,0.58878,0.58986,13182
2024-07-26 17:00:00+00:00,0.58987,0.58989,0.58872,0.58874,4267
2024-07-28 21:00:00+00:00,0.58907,0.59,0.58862,0.58978,5964
2024-07-29 01:00:00+00:00,0.58978,0.59006,0.58851,0.58858,7513
2024-07-29 05:00:00+00:00,0.58858,0.58926,0.58749,0.58785,8102
2024-07-29 09:00:00+00:00,0.58786,0.58863,0.58682,0.58682,5381
2024-07-29 13:00:00+00:00,0.58682,0.5877,0.58578,0.58745,10741
2024-07-29 17:00:00+00:00,0.58746,0.58796,0.58718,0.5876,4580
2024-07-29 21:00:00+00:00,0.58726,0.58822,0.58718,0.58774,3325
2024-07-30 01:00:00+00:00,0.58772,0.58943,0.58678,0.58915,7998
2024-07-30 05:00:00+00:00,0.58913,0.59014,0.58892,0.58954,9118
2024-07-30 09:00:00+00:00,0.58956,0.58968,0.58839,0.5887,6481
2024-07-30 13:00:00+00:00,0.58871,0.59055,0.58818,0.59004,15670
2024-07-30 17:00:00+00:00,0.59006,0.59057,0.58961,0.59032,8931
2024-07-30 21:00:00+00:00,0.58998,0.59086,0.58965,0.59043,6853
2024-07-31 01:00:00+00:00,0.59044,0.59252,0.58882,0.59071,16567
2024-07-31 05:00:00+00:00,0.59072,0.59286,0.58968,0.59154,13122
2024-07-31 09:00:00+00:00,0.59155,0.59348,0.59102,0.5933,11554
2024-07-31 13:00:00+00:00,0.59331,0.59482,0.59324,0.5944,13964
2024-07-31 17:00:00+00:00,0.59439,0.59618,0.59328,0.59511,15450
2024-07-31 21:00:00+00:00,0.59513,0.59613,0.59476,0.59582,7145
2024-08-01 01:00:00+00:00,0.59582,0.5963,0.59446,0.59534,14569
2024-08-01 05:00:00+00:00,0.59536,0.59554,0.59386,0.59392,16091
2024-08-01 09:00:00+00:00,0.59391,0.59594,0.59378,0.59573,12550
2024-08-01 13:00:00+00:00,0.59572,0.59833,0.59524,0.59564,17155
2024-08-01 17:00:00+00:00,0.59563,0.59579,0.59408,0.59498,8624
2024-08-01 21:00:00+00:00,0.59468,0.59496,0.59306,0.59372,8359
2024-08-02 01:00:00+00:00,0.59371,0.59564,0.59356,0.5952,10571
2024-08-02 05:00:00+00:00,0.5952,0.59607,0.59418,0.59454,15540
2024-08-02 09:00:00+00:00,0.59453,0.59819,0.5942,0.59696,18720
2024-08-02 13:00:00+00:00,0.59698,0.59848,0.59609,0.59632,27644
2024-08-02 17:00:00+00:00,0.59634,0.59671,0.59558,0.59566,8696
2024-08-04 21:00:00+00:00,0.59584,0.59622,0.5938,0.59511,15209
2024-08-05 01:00:00+00:00,0.59508,0.5958,0.59331,0.59431,24939
2024-08-05 05:00:00+00:00,0.59432,0.59446,0.58498,0.59252,41436
2024-08-05 09:00:00+00:00,0.59252,0.59436,0.59223,0.5933,26063
2024-08-05 13:00:00+00:00,0.5933,0.59716,0.59208,0.59263,50562
2024-08-05 17:00:00+00:00,0.5926,0.59398,0.59256,0.59388,17312
2024-08-05 21:00:00+00:00,0.59366,0.59804,0.5934,0.59748,15424
2024-08-06 01:00:00+00:00,0.5975,0.59768,0.59225,0.59296,22789
2024-08-06 05:00:00+00:00,0.59296,0.59339,0.59152,0.59304,25389
2024-08-06 09:00:00+00:00,0.59302,0.59302,0.59132,0.59134,22171
2024-08-06 13:00:00+00:00,0.59134,0.59594,0.59132,0.5958,24856
2024-08-06 17:00:00+00:00,0.59578,0.59638,0.5952,0.59534,11510
2024-08-06 21:00:00+00:00,0.59533,0.59988,0.59475,0.59976,15528
2024-08-07 01:00:00+00:00,0.59978,0.60178,0.59937,0.6008,25210
2024-08-07 05:00:00+00:00,0.6008,0.602,0.60018,0.60156,21559
2024-08-07 09:00:00+00:00,0.60155,0.60254,0.60115,0.60199,14123
2024-08-07 13:00:00+00:00,0.60198,0.60232,0.60054,0.60094,18073
2024-08-07 17:00:00+00:00,0.60093,0.60093,0.59893,0.59948,12042
2024-08-07 21:00:00+00:00,0.59951,0.59986,0.59822,0.5995,8180
2024-08-08 01:00:00+00:00,0.5995,0.60099,0.59896,0.6001,15657
2024-08-08 05:00:00+00:00,0.6001,0.60072,0.5991,0.59978,17017
2024-08-08 09:00:00+00:00,0.59978,0.60006,0.59784,0.59814,16376
2024-08-08 13:00:00+00:00,0.59817,0.60062,0.59772,0.59976,24184
2024-08-08 17:00:00+00:00,0.59976,0.60142,0.59949,0.60136,9215
2024-08-08 21:00:00+00:00,0.60097,0.60156,0.60019,0.60061,7758
2024-08-09 01:00:00+00:00,0.6006,0.60348,0.6006,0.60256,15691
2024-08-09 05:00:00+00:00,0.60256,0.60344,0.60185,0.60258,18051
2024-08-09 09:00:00+00:00,0.6026,0.6026,0.60064,0.60095,11514
2024-08-09 13:00:00+00:00,0.60095,0.60221,0.60042,0.60071,14993
2024-08-09 17:00:00+00:00,0.60072,0.60087,0.59944,0.59992,6463
2024-08-11 21:00:00+00:00,0.59976,0.60122,0.59894,0.60076,6294
2024-08-12 01:00:00+00:00,0.6008,0.60164,0.60073,0.6013,8759
2024-08-12 05:00:00+00:00,0.6013,0.60314,0.60068,0.60279,11159
2024-08-12 09:00:00+00:00,0.60278,0.60328,0.60201,0.6022,8072
2024-08-12 13:00:00+00:00,0.6022,0.60301,0.60143,0.60144,14576
2024-08-12 17:00:00+00:00,0.60145,0.60228,0.6013,0.60178,7577
2024-08-12 21:00:00+00:00,0.60188,0.6026,0.60174,0.60235,7807
2024-08-13 01:00:00+00:00,0.60235,0.60376,0.6019,0.6035,9764
2024-08-13 05:00:00+00:00,0.6035,0.60459,0.60288,0.60389,11168
2024-08-13 09:00:00+00:00,0.60388,0.6057,0.60335,0.60528,11289
2024-08-13 13:00:00+00:00,0.6053,0.6071,0.60462,0.60694,16594
2024-08-13 17:00:00+00:00,0.60694,0.60817,0.60662,0.60774,7534
2024-08-13 21:00:00+00:00,0.60719,0.6084,0.60715,0.60801,8995
2024-08-14 01:00:00+00:00,0.60798,0.60802,0.60044,0.6007,20324
2024-08-14 05:00:00+00:00,0.60074,0.60207,0.60028,0.60118,9184
2024-08-14 09:00:00+00:00,0.60116,0.60291,0.6003,0.60102,9227
2024-08-14 13:00:00+00:00,0.601,0.60308,0.6004,0.60118,13073
2024-08-14 17:00:00+00:00,0.60118,0.60128,0.59948,0.5997,4098
2024-08-14 21:00:00+00:00,0.59995,0.6003,0.59928,0.59954,5934
