,open,high,low,close
2013-12-19 20:00:00,1195.88,1197.44,1187.14,1189.7
2013-12-20 00:00:00,1189.77,1195.33,1188.76,1193.17
2013-12-20 04:00:00,1193.18,1197.31,1193.17,1195.39
2013-12-20 08:00:00,1195.4,1198.52,1191.75,1197.3
2013-12-20 12:00:00,1197.26,1198.7,1191.25,1195.23
2013-12-20 16:00:00,1195.21,1207.43,1193.08,1201.84
2013-12-20 20:00:00,1201.83,1205.16,1201.13,1202.93
2013-12-23 00:00:00,1203.57,1205.47,1201.14,1201.94
2013-12-23 04:00:00,1201.89,1204.03,1199.91,1203.73
2013-12-23 08:00:00,1203.69,1206.12,1197.31,1198.44
2013-12-23 12:00:00,1198.39,1203.55,1192.65,1201.3
2013-12-23 16:00:00,1201.3,1203.94,1197.43,1198.28
2013-12-23 20:00:00,1198.28,1199.25,1196.86,1198.56
2013-12-24 00:00:00,1197.99,1199.31,1196.89,1196.97
2013-12-24 04:00:00,1196.99,1199.46,1196.94,1198.96
2013-12-24 08:00:00,1199.21,1202.11,1196.62,1200.22
2013-12-24 12:00:00,1200.25,1201.58,1196.1,1200.89
2013-12-24 16:00:00,1200.89,1203.02,1199.97,1202.91
2013-12-26 08:00:00,1204.44,1206.88,1204.13,1206.19
2013-12-26 12:00:00,1206.14,1214.47,1204.86,1212.3
2013-12-26 16:00:00,1212.37,1215.78,1210.63,1211.27
2013-12-26 20:00:00,1211.27,1213.1,1209.49,1210.39
2013-12-27 00:00:00,1211.31,1211.97,1208.94,1210.83
2013-12-27 04:00:00,1210.83,1212.75,1209.83,1212.56
2013-12-27 08:00:00,1212.56,1215.49,1209.99,1211.4
2013-12-27 12:00:00,1211.4,1219.02,1209.77,1217.97
2013-12-27 16:00:00,1217.88,1218.75,1211.49,1213.7
2013-12-27 20:00:00,1213.7,1215.24,1212.55,1213.13
2013-12-30 00:00:00,1215.12,1216.11,1209.5,1211.01
2013-12-30 04:00:00,1210.93,1211.2,1207.34,1207.37
2013-12-30 08:00:00,1207.34,1208.27,1202.85,1204.34
2013-12-30 12:00:00,1204.29,1207.46,1200.74,1206.56
2013-12-30 16:00:00,1206.59,1208.46,1203.28,1204.84
2013-12-30 20:00:00,1204.84,1205.48,1195.12,1196.29
2013-12-31 00:00:00,1197.61,1199.75,1195.73,1197.85
2013-12-31 04:00:00,1197.95,1199.44,1194.67,1199.44
2013-12-31 08:00:00,1199.53,1202.88,1197.63,1201.52
2013-12-31 12:00:00,1201.59,1206.36,1182.42,1188.16
2013-12-31 16:00:00,1188.12,1214.54,1185.44,1206.79
2014-01-02 08:00:00,1225.12,1228.51,1219.18,1221.32
2014-01-02 12:00:00,1221.33,1224.04,1213.57,1223.31
2014-01-02 16:00:00,1223.32,1227.02,1220.9,1224.33
2014-01-02 20:00:00,1224.35,1230.78,1222.13,1224.56
2014-01-03 00:00:00,1223.18,1235.87,1223.06,1229.15
2014-01-03 04:00:00,1229.17,1233.32,1229.14,1231.27
2014-01-03 08:00:00,1231.28,1238.61,1228.03,1231.35
2014-01-03 12:00:00,1231.35,1233.8,1226.94,1229.64
2014-01-03 16:00:00,1229.69,1238.09,1228.19,1237.54
2014-01-03 20:00:00,1237.52,1240.14,1235.37,1236.05
2014-01-06 00:00:00,1237.32,1244.41,1232.88,1242.2
2014-01-06 04:00:00,1242.23,1246.23,1237.93,1240.78
2014-01-06 08:00:00,1240.74,1242.57,1236.01,1238.36
2014-01-06 12:00:00,1238.43,1242.25,1235.69,1241.27
2014-01-06 16:00:00,1241.22,1248.33,1214.21,1241.47
2014-01-06 20:00:00,1241.5,1241.5,1237.17,1237.71
2014-01-07 00:00:00,1237.74,1241.77,1236.97,1241.01
2014-01-07 04:00:00,1240.99,1243.85,1239.81,1242.03
2014-01-07 08:00:00,1242.01,1245.25,1236.94,1239.59
2014-01-07 12:00:00,1239.59,1240.38,1233.88,1235.72
2014-01-07 16:00:00,1235.71,1235.71,1224.9,1230.86
2014-01-07 20:00:00,1230.86,1232.91,1228.59,1231.71
2014-01-08 00:00:00,1231.36,1232.34,1226.93,1228.41
2014-01-08 04:00:00,1228.36,1230.01,1225.57,1226.64
2014-01-08 08:00:00,1226.64,1228.89,1221.15,1226.99
2014-01-08 12:00:00,1226.96,1231.85,1220.04,1222.59
2014-01-08 16:00:00,1222.51,1225.41,1219.16,1221.99
2014-01-08 20:00:00,1221.95,1228.73,1218.43,1225.28
2014-01-09 00:00:00,1225.89,1227.72,1224.17,1226.85
2014-01-09 04:00:00,1226.84,1227.98,1225.31,1225.53
2014-01-09 08:00:00,1225.59,1228.15,1224.91,1226.38
2014-01-09 12:00:00,1226.38,1231.32,1225.74,1226.88
2014-01-09 16:00:00,1226.83,1227.75,1223.49,1227.61
2014-01-09 20:00:00,1227.56,1230.53,1227.45,1227.65
2014-01-10 00:00:00,1227.98,1230.13,1227.47,1229.81
2014-01-10 04:00:00,1229.81,1237.6,1229.49,1236.54
2014-01-10 08:00:00,1236.53,1237.93,1231.62,1232.76
2014-01-10 12:00:00,1232.87,1245.23,1227.16,1240.42
2014-01-10 16:00:00,1240.41,1247.79,1238.95,1246.39
2014-01-10 20:00:00,1246.45,1248.84,1244.17,1247.78
2014-01-13 00:00:00,1250.1,1254.82,1247.34,1251.01
2014-01-13 04:00:00,1251.05,1252.25,1248.69,1251.07
2014-01-13 08:00:00,1251.05,1251.75,1245.11,1246.07
2014-01-13 12:00:00,1246.07,1248.11,1243.57,1244.7
2014-01-13 16:00:00,1244.73,1253.23,1244.7,1251.33
2014-01-13 20:00:00,1251.35,1254.99,1251.32,1252.93
2014-01-14 00:00:00,1252.61,1254.24,1250.88,1252.27
2014-01-14 04:00:00,1252.27,1253.86,1250.66,1252.5
2014-01-14 08:00:00,1252.52,1254.26,1248.1,1248.55
2014-01-14 12:00:00,1248.5,1251.55,1247.13,1249.96
2014-01-14 16:00:00,1250.05,1255.19,1241.8,1245.14
2014-01-14 20:00:00,1245.17,1246.26,1241.64,1245.06
2014-01-15 00:00:00,1244.88,1244.89,1239.2,1240.35
2014-01-15 04:00:00,1240.3,1241.95,1238.53,1240.21
2014-01-15 08:00:00,1240.21,1242.36,1235.64,1236.98
2014-01-15 12:00:00,1237.0,1240.19,1234.79,1236.83
2014-01-15 16:00:00,1236.89,1242.21,1234.21,1239.54
2014-01-15 20:00:00,1239.54,1241.98,1237.25,1241.6
2014-01-16 00:00:00,1241.63,1242.49,1239.19,1239.82
2014-01-16 04:00:00,1239.82,1243.02,1239.58,1242.77
2014-01-16 08:00:00,1242.8,1243.77,1236.31,1238.64
2014-01-16 12:00:00,1238.63,1241.96,1236.5,1241.09
2014-01-16 16:00:00,1241.04,1245.3,1240.0,1241.13
2014-01-16 20:00:00,1241.11,1242.82,1239.89,1242.1
2014-01-17 00:00:00,1242.91,1243.61,1241.12,1243.04
2014-01-17 04:00:00,1243.05,1244.38,1241.35,1244.2
2014-01-17 08:00:00,1244.2,1244.47,1239.46,1241.76
2014-01-17 12:00:00,1241.69,1249.91,1237.72,1248.04
2014-01-17 16:00:00,1248.07,1254.87,1246.92,1252.3
2014-01-17 20:00:00,1252.35,1254.32,1251.21,1253.75
2014-01-20 00:00:00,1257.35,1259.81,1255.89,1257.23
2014-01-20 04:00:00,1257.32,1257.34,1254.34,1257.08
2014-01-20 08:00:00,1257.08,1257.44,1253.24,1255.17
2014-01-20 12:00:00,1254.88,1257.27,1253.74,1256.46
2014-01-20 16:00:00,1256.55,1256.92,1253.78,1254.64
2014-01-20 20:00:00,1254.62,1255.29,1250.15,1250.81
2014-01-21 00:00:00,1255.06,1255.68,1251.18,1252.59
2014-01-21 04:00:00,1252.59,1254.09,1251.64,1253.69
2014-01-21 08:00:00,1253.67,1254.27,1246.89,1247.84
2014-01-21 12:00:00,1247.79,1248.95,1235.7,1238.68
2014-01-21 16:00:00,1238.68,1243.05,1235.58,1241.96
2014-01-21 20:00:00,1241.95,1244.11,1240.58,1241.05
2014-01-22 00:00:00,1242.06,1243.36,1240.9,1241.98
2014-01-22 04:00:00,1241.98,1243.54,1241.68,1242.1
2014-01-22 08:00:00,1242.1,1242.45,1238.04,1239.33
2014-01-22 12:00:00,1239.43,1243.12,1238.62,1240.58
2014-01-22 16:00:00,1240.63,1242.03,1238.32,1239.29
2014-01-22 20:00:00,1239.31,1240.11,1235.89,1236.5
2014-01-23 00:00:00,1236.49,1237.52,1231.48,1231.96
2014-01-23 04:00:00,1231.97,1235.91,1231.6,1235.08
2014-01-23 08:00:00,1235.07,1247.95,1234.77,1246.95
2014-01-23 12:00:00,1247.1,1258.36,1244.26,1256.03
2014-01-23 16:00:00,1256.0,1265.43,1254.31,1262.04
2014-01-23 20:00:00,1262.04,1264.85,1261.31,1264.43
2014-01-24 00:00:00,1263.84,1264.44,1260.14,1260.5
2014-01-24 04:00:00,1260.59,1261.75,1258.73,1260.6
2014-01-24 08:00:00,1260.54,1260.54,1256.85,1258.79
2014-01-24 12:00:00,1258.79,1272.48,1258.53,1267.36
2014-01-24 16:00:00,1267.41,1270.26,1260.62,1262.4
2014-01-24 20:00:00,1262.4,1269.29,1262.2,1269.22
2014-01-27 00:00:00,1270.5,1278.93,1270.25,1272.87
2014-01-27 04:00:00,1272.87,1274.91,1270.55,1271.28
2014-01-27 08:00:00,1271.26,1272.43,1266.15,1271.13
2014-01-27 12:00:00,1271.13,1271.13,1258.66,1261.24
2014-01-27 16:00:00,1261.28,1265.66,1257.21,1264.37
2014-01-27 20:00:00,1264.37,1264.72,1251.92,1256.64
2014-01-28 00:00:00,1255.23,1258.18,1254.94,1258.16
2014-01-28 04:00:00,1258.18,1259.99,1256.04,1259.9
2014-01-28 08:00:00,1259.89,1261.02,1253.33,1254.5
2014-01-28 12:00:00,1254.5,1261.88,1252.57,1258.71
2014-01-28 16:00:00,1258.71,1259.13,1248.83,1250.45
2014-01-28 20:00:00,1250.39,1256.72,1249.2,1256.28
2014-01-29 00:00:00,1249.56,1254.3,1248.91,1252.72
2014-01-29 04:00:00,1252.71,1253.96,1252.19,1253.62
2014-01-29 08:00:00,1253.59,1256.07,1250.87,1254.62
2014-01-29 12:00:00,1254.59,1269.03,1254.28,1266.81
2014-01-29 16:00:00,1266.83,1268.52,1261.14,1261.8
2014-01-29 20:00:00,1261.81,1270.1,1256.02,1267.59
2014-01-30 00:00:00,1266.8,1267.67,1263.6,1263.76
2014-01-30 04:00:00,1263.76,1264.04,1261.17,1263.3
2014-01-30 08:00:00,1263.29,1263.35,1253.87,1253.96
2014-01-30 12:00:00,1253.99,1256.44,1238.93,1241.36
2014-01-30 16:00:00,1241.32,1246.74,1238.0,1243.85
2014-01-30 20:00:00,1243.85,1245.88,1242.05,1243.44
2014-01-31 00:00:00,1243.84,1245.14,1241.93,1243.27
2014-01-31 04:00:00,1243.32,1244.44,1242.05,1242.58
2014-01-31 08:00:00,1242.63,1244.43,1238.45,1242.45
2014-01-31 12:00:00,1242.56,1254.86,1242.18,1251.67
2014-01-31 16:00:00,1251.48,1253.38,1239.45,1240.89
2014-01-31 20:00:00,1240.85,1245.29,1239.48,1243.85
2014-02-03 00:00:00,1243.65,1245.63,1242.02,1244.73
2014-02-03 04:00:00,1244.63,1245.93,1243.54,1245.93
2014-02-03 08:00:00,1245.83,1247.11,1240.76,1244.7
2014-02-03 12:00:00,1244.6,1248.89,1244.1,1247.37
2014-02-03 16:00:00,1247.51,1266.23,1246.69,1259.38
2014-02-03 20:00:00,1259.38,1261.76,1255.33,1257.41
2014-02-04 00:00:00,1257.39,1259.8,1256.28,1256.88
2014-02-04 04:00:00,1256.88,1259.0,1256.05,1258.72
2014-02-04 08:00:00,1258.72,1260.91,1254.19,1254.23
2014-02-04 12:00:00,1254.21,1255.48,1247.21,1248.91
2014-02-04 16:00:00,1248.84,1253.51,1247.83,1251.08
2014-02-04 20:00:00,1251.12,1255.7,1250.61,1254.66
2014-02-05 00:00:00,1254.47,1255.8,1252.56,1255.35
2014-02-05 04:00:00,1255.35,1255.46,1253.37,1253.95
2014-02-05 08:00:00,1253.95,1258.0,1253.9,1257.1
2014-02-05 12:00:00,1257.06,1274.27,1256.21,1265.43
2014-02-05 16:00:00,1265.43,1266.29,1252.37,1257.23
2014-02-05 20:00:00,1257.22,1259.86,1255.49,1258.01
2014-02-06 00:00:00,1258.4,1259.33,1256.63,1256.9
2014-02-06 04:00:00,1256.9,1257.81,1255.08,1257.75
2014-02-06 08:00:00,1257.75,1260.3,1257.05,1258.94
2014-02-06 12:00:00,1258.94,1266.75,1256.63,1261.94
2014-02-06 16:00:00,1261.94,1262.35,1252.75,1257.46
2014-02-06 20:00:00,1257.46,1258.43,1256.56,1257.66
2014-02-07 00:00:00,1257.03,1259.76,1256.16,1259.58
2014-02-07 04:00:00,1259.58,1262.87,1258.86,1260.55
2014-02-07 08:00:00,1260.48,1264.25,1259.58,1260.74
2014-02-07 12:00:00,1260.79,1271.83,1256.38,1259.64
2014-02-07 16:00:00,1259.67,1265.56,1257.37,1262.1
2014-02-07 20:00:00,1262.11,1268.02,1261.81,1267.35
2014-02-10 00:00:00,1269.36,1269.67,1265.1,1268.35
2014-02-10 04:00:00,1268.44,1270.06,1268.14,1269.66
2014-02-10 08:00:00,1269.62,1276.1,1269.32,1273.4
2014-02-10 12:00:00,1273.39,1277.83,1271.62,1274.23
2014-02-10 16:00:00,1274.22,1277.26,1272.64,1274.69
2014-02-10 20:00:00,1274.67,1276.51,1272.98,1274.59
2014-02-11 00:00:00,1274.35,1284.15,1273.68,1282.63
2014-02-11 04:00:00,1282.66,1287.37,1282.3,1284.31
2014-02-11 08:00:00,1284.26,1286.15,1281.55,1283.17
2014-02-11 12:00:00,1283.17,1288.34,1276.01,1279.83
2014-02-11 16:00:00,1279.83,1293.78,1276.85,1289.91
2014-02-11 20:00:00,1289.92,1292.19,1288.3,1291.52
2014-02-12 00:00:00,1290.74,1290.76,1284.77,1285.91
2014-02-12 04:00:00,1285.93,1286.85,1283.93,1285.63
2014-02-12 08:00:00,1285.62,1288.22,1285.14,1288.07
2014-02-12 12:00:00,1288.11,1292.4,1286.19,1290.15
2014-02-12 16:00:00,1290.14,1296.25,1287.64,1294.73
2014-02-12 20:00:00,1294.73,1295.78,1289.55,1290.83
2014-02-13 00:00:00,1290.91,1293.16,1290.33,1291.05
2014-02-13 04:00:00,1291.05,1291.81,1288.35,1288.66
2014-02-13 08:00:00,1288.65,1289.89,1286.18,1289.11
2014-02-13 12:00:00,1289.1,1295.25,1288.19,1292.82
2014-02-13 16:00:00,1292.76,1299.67,1292.2,1298.53
2014-02-13 20:00:00,1298.74,1302.83,1298.14,1302.72
2014-02-14 00:00:00,1301.44,1307.15,1299.77,1306.45
2014-02-14 04:00:00,1306.45,1306.57,1303.76,1305.5
2014-02-14 08:00:00,1305.5,1310.25,1304.39,1308.23
2014-02-14 12:00:00,1308.23,1319.55,1307.55,1315.81
2014-02-14 16:00:00,1315.81,1321.1,1314.8,1318.61
2014-02-14 20:00:00,1318.61,1320.27,1317.51,1318.14
2014-02-17 00:00:00,1320.16,1329.71,1319.06,1326.99
2014-02-17 04:00:00,1327.02,1327.99,1323.17,1325.03
2014-02-17 08:00:00,1325.02,1328.43,1321.62,1324.23
2014-02-17 12:00:00,1324.17,1328.86,1323.73,1327.66
2014-02-17 16:00:00,1327.66,1328.87,1325.82,1328.71
2014-02-17 20:00:00,1328.71,1329.07,1328.27,1328.33
2014-02-18 00:00:00,1330.02,1331.99,1321.67,1323.46
2014-02-18 04:00:00,1323.45,1324.05,1317.02,1317.5
2014-02-18 08:00:00,1317.5,1320.8,1316.13,1318.43
2014-02-18 12:00:00,1318.47,1320.21,1312.61,1319.39
2014-02-18 16:00:00,1319.44,1323.86,1318.38,1322.79
2014-02-18 20:00:00,1322.74,1325.05,1321.34,1321.43
2014-02-19 00:00:00,1322.51,1322.82,1316.62,1317.05
2014-02-19 04:00:00,1317.05,1319.43,1314.33,1316.69
2014-02-19 08:00:00,1316.69,1322.26,1315.54,1319.5
2014-02-19 12:00:00,1319.49,1321.25,1316.02,1319.6
2014-02-19 16:00:00,1319.58,1322.09,1317.41,1319.35
2014-02-19 20:00:00,1319.31,1320.63,1308.86,1311.47
2014-02-20 00:00:00,1311.81,1314.38,1308.63,1309.04
2014-02-20 04:00:00,1309.17,1313.77,1308.83,1313.57
2014-02-20 08:00:00,1313.53,1315.64,1312.47,1314.06
2014-02-20 12:00:00,1314.04,1317.36,1307.28,1315.12
2014-02-20 16:00:00,1315.09,1317.31,1311.19,1315.41
2014-02-20 20:00:00,1315.45,1324.93,1315.4,1322.56
2014-02-21 00:00:00,1322.74,1322.74,1318.42,1319.68
2014-02-21 04:00:00,1319.74,1320.74,1316.03,1316.9
2014-02-21 08:00:00,1316.9,1322.6,1316.75,1321.0
2014-02-21 12:00:00,1321.0,1325.57,1319.11,1321.89
2014-02-21 16:00:00,1321.88,1324.53,1319.04,1320.66
2014-02-21 20:00:00,1320.66,1328.43,1320.66,1324.09
2014-02-24 00:00:00,1324.66,1326.1,1318.76,1321.82
2014-02-24 04:00:00,1321.75,1327.0,1320.01,1326.06
2014-02-24 08:00:00,1326.08,1334.14,1324.45,1333.81
2014-02-24 12:00:00,1333.83,1336.87,1330.61,1330.97
2014-02-24 16:00:00,1330.93,1338.87,1328.56,1336.46
2014-02-24 20:00:00,1336.47,1338.43,1336.01,1336.73
2014-02-25 00:00:00,1335.21,1338.09,1332.87,1333.36
2014-02-25 04:00:00,1333.31,1336.04,1332.29,1334.13
2014-02-25 08:00:00,1334.13,1337.71,1332.36,1335.27
2014-02-25 12:00:00,1335.22,1337.5,1331.21,1336.1
2014-02-25 16:00:00,1336.1,1343.3,1333.49,1342.45
2014-02-25 20:00:00,1342.45,1343.57,1339.49,1340.41
2014-02-26 00:00:00,1340.46,1341.3,1337.79,1338.74
2014-02-26 04:00:00,1338.7,1343.75,1337.61,1343.25
2014-02-26 08:00:00,1343.26,1345.32,1340.38,1340.75
2014-02-26 12:00:00,1340.73,1341.15,1329.52,1333.22
2014-02-26 16:00:00,1333.21,1335.51,1322.38,1329.19
2014-02-26 20:00:00,1329.15,1331.0,1327.35,1330.9
2014-02-27 00:00:00,1330.65,1331.06,1326.8,1330.18
2014-02-27 04:00:00,1330.13,1330.19,1325.12,1327.79
2014-02-27 08:00:00,1327.79,1330.64,1323.8,1329.51
2014-02-27 12:00:00,1329.71,1333.75,1329.51,1331.88
2014-02-27 16:00:00,1331.87,1336.13,1329.5,1333.85
2014-02-27 20:00:00,1333.84,1334.23,1326.88,1330.96
2014-02-28 00:00:00,1331.07,1333.24,1330.36,1332.0
2014-02-28 04:00:00,1331.98,1333.23,1327.96,1331.83
2014-02-28 08:00:00,1331.83,1332.55,1325.01,1327.26
2014-02-28 12:00:00,1327.28,1332.83,1326.77,1329.93
2014-02-28 16:00:00,1329.95,1331.43,1321.13,1322.57
2014-02-28 20:00:00,1322.52,1328.59,1319.77,1326.21
2014-03-03 00:00:00,1335.44,1343.75,1330.65,1343.13
2014-03-03 04:00:00,1343.09,1344.71,1341.15,1343.31
2014-03-03 08:00:00,1343.26,1350.01,1342.8,1343.6
2014-03-03 12:00:00,1343.6,1348.97,1342.43,1347.21
2014-03-03 16:00:00,1347.21,1354.66,1345.44,1351.34
2014-03-03 20:00:00,1351.34,1353.28,1348.57,1350.44
2014-03-04 00:00:00,1350.08,1352.48,1348.27,1350.18
2014-03-04 04:00:00,1350.13,1351.4,1348.76,1351.03
2014-03-04 08:00:00,1351.03,1351.3,1336.89,1338.45
2014-03-04 12:00:00,1338.47,1340.12,1331.3,1334.17
2014-03-04 16:00:00,1334.18,1338.5,1331.18,1337.14
2014-03-04 20:00:00,1337.12,1340.67,1333.43,1334.71
2014-03-05 00:00:00,1335.09,1336.5,1332.9,1335.78
2014-03-05 04:00:00,1335.81,1338.03,1335.46,1337.06
2014-03-05 08:00:00,1337.07,1337.48,1333.3,1334.01
2014-03-05 12:00:00,1334.09,1339.53,1332.59,1337.06
2014-03-05 16:00:00,1337.16,1341.74,1334.02,1340.95
2014-03-05 20:00:00,1341.02,1341.48,1336.19,1336.84
2014-03-06 00:00:00,1336.74,1338.97,1335.54,1338.28
2014-03-06 04:00:00,1338.28,1338.84,1336.21,1338.14
2014-03-06 08:00:00,1338.14,1338.14,1331.11,1335.41
2014-03-06 12:00:00,1335.41,1337.86,1333.21,1337.33
2014-03-06 16:00:00,1337.33,1352.12,1337.2,1348.87
2014-03-06 20:00:00,1348.79,1353.52,1348.71,1351.02
2014-03-07 00:00:00,1349.96,1351.66,1347.53,1349.83
2014-03-07 04:00:00,1349.88,1352.16,1348.15,1350.32
2014-03-07 08:00:00,1350.31,1350.8,1346.31,1349.09
2014-03-07 12:00:00,1349.09,1352.88,1331.62,1335.27
2014-03-07 16:00:00,1335.22,1340.2,1327.97,1338.4
2014-03-07 20:00:00,1338.4,1340.77,1336.97,1340.17
2014-03-10 00:00:00,1338.85,1338.86,1328.07,1332.01
2014-03-10 04:00:00,1332.01,1335.81,1331.65,1333.7
2014-03-10 08:00:00,1333.7,1336.19,1329.25,1334.37
2014-03-10 12:00:00,1334.42,1340.21,1334.32,1338.5
2014-03-10 16:00:00,1338.45,1344.53,1336.74,1340.77
2014-03-10 20:00:00,1340.77,1341.06,1335.75,1339.22
2014-03-11 00:00:00,1340.04,1341.91,1337.82,1340.67
2014-03-11 04:00:00,1340.67,1343.8,1339.46,1341.9
2014-03-11 08:00:00,1341.91,1349.0,1340.98,1347.53
2014-03-11 12:00:00,1347.49,1352.5,1346.96,1349.47
2014-03-11 16:00:00,1349.49,1350.21,1337.56,1347.8
2014-03-11 20:00:00,1347.8,1349.39,1346.27,1348.43
2014-03-12 00:00:00,1348.61,1359.55,1345.38,1358.01
2014-03-12 04:00:00,1358.01,1358.96,1356.31,1357.58
2014-03-12 08:00:00,1357.58,1363.07,1354.1,1355.14
2014-03-12 12:00:00,1355.12,1368.63,1354.86,1365.85
2014-03-12 16:00:00,1365.8,1370.76,1363.35,1366.9
2014-03-12 20:00:00,1366.85,1368.26,1363.6,1363.65
2014-03-13 00:00:00,1366.54,1374.4,1364.85,1372.14
2014-03-13 04:00:00,1372.14,1374.91,1368.82,1370.98
2014-03-13 08:00:00,1370.96,1374.86,1368.19,1373.33
2014-03-13 12:00:00,1373.33,1373.39,1364.44,1366.29
2014-03-13 16:00:00,1366.28,1374.95,1365.68,1371.13
2014-03-13 20:00:00,1371.1,1374.46,1366.25,1366.3
2014-03-14 00:00:00,1371.0,1376.44,1370.07,1375.27
2014-03-14 04:00:00,1375.28,1375.52,1367.8,1369.51
2014-03-14 08:00:00,1369.59,1373.36,1368.24,1370.44
2014-03-14 12:00:00,1370.44,1387.9,1368.35,1384.86
2014-03-14 16:00:00,1385.09,1385.58,1373.32,1377.46
2014-03-14 20:00:00,1377.42,1384.34,1376.27,1382.27
2014-03-17 00:00:00,1388.3,1388.91,1379.29,1382.95
2014-03-17 04:00:00,1382.93,1384.14,1381.12,1383.5
2014-03-17 08:00:00,1383.51,1384.9,1377.86,1378.93
2014-03-17 12:00:00,1378.93,1380.71,1374.6,1377.83
2014-03-17 16:00:00,1377.95,1382.19,1369.58,1371.41
2014-03-17 20:00:00,1371.4,1371.84,1361.88,1366.68
2014-03-18 00:00:00,1366.12,1367.49,1357.58,1358.86
2014-03-18 04:00:00,1358.79,1361.92,1357.8,1360.11
2014-03-18 08:00:00,1360.09,1364.0,1357.87,1362.95
2014-03-18 12:00:00,1362.9,1363.22,1350.66,1353.7
2014-03-18 16:00:00,1353.7,1362.07,1353.15,1360.15
2014-03-18 20:00:00,1360.15,1360.85,1354.57,1355.44
2014-03-19 00:00:00,1356.38,1359.61,1355.46,1357.48
2014-03-19 04:00:00,1357.49,1358.68,1352.93,1355.25
2014-03-19 08:00:00,1355.24,1355.24,1345.88,1347.36
2014-03-19 12:00:00,1347.36,1347.81,1341.49,1343.76
2014-03-19 16:00:00,1343.76,1343.76,1335.53,1339.68
2014-03-19 20:00:00,1339.63,1339.76,1327.68,1327.9
2014-03-20 00:00:00,1327.77,1333.25,1325.79,1330.94
2014-03-20 04:00:00,1330.95,1334.02,1329.67,1330.99
2014-03-20 08:00:00,1331.01,1334.56,1325.28,1327.39
2014-03-20 12:00:00,1327.35,1328.09,1320.48,1326.31
2014-03-20 16:00:00,1326.31,1332.23,1324.65,1330.51
2014-03-20 20:00:00,1330.51,1330.93,1326.31,1327.56
2014-03-21 00:00:00,1330.63,1333.09,1330.11,1332.12
2014-03-21 04:00:00,1332.12,1335.17,1330.46,1333.55
2014-03-21 08:00:00,1333.55,1340.45,1329.11,1336.69
2014-03-21 12:00:00,1336.69,1342.32,1336.39,1336.91
2014-03-21 16:00:00,1336.81,1338.32,1333.48,1335.13
2014-03-21 20:00:00,1335.13,1337.49,1332.56,1333.55
2014-03-24 00:00:00,1330.15,1334.19,1327.05,1328.2
2014-03-24 04:00:00,1328.08,1328.98,1324.74,1328.58
2014-03-24 08:00:00,1328.58,1328.58,1321.4,1324.16
2014-03-24 12:00:00,1324.24,1325.45,1314.52,1317.52
2014-03-24 16:00:00,1317.52,1317.85,1307.85,1310.92
2014-03-24 20:00:00,1311.02,1311.55,1307.84,1308.58
2014-03-25 00:00:00,1309.38,1312.99,1309.07,1312.54
2014-03-25 04:00:00,1312.55,1316.5,1311.49,1314.47
2014-03-25 08:00:00,1314.61,1317.26,1311.97,1315.39
2014-03-25 12:00:00,1315.47,1316.11,1305.67,1315.18
2014-03-25 16:00:00,1315.02,1316.0,1310.45,1310.88
2014-03-25 20:00:00,1310.88,1311.99,1310.12,1310.86
2014-03-26 00:00:00,1310.22,1315.38,1309.38,1312.82
2014-03-26 04:00:00,1312.72,1314.58,1311.39,1314.38
2014-03-26 08:00:00,1314.39,1316.2,1313.19,1314.27
2014-03-26 12:00:00,1314.22,1316.29,1308.16,1310.38
2014-03-26 16:00:00,1310.38,1311.37,1300.19,1303.39
2014-03-26 20:00:00,1303.4,1304.41,1298.59,1304.27
2014-03-27 00:00:00,1304.1,1306.73,1302.69,1303.96
2014-03-27 04:00:00,1303.98,1305.07,1302.52,1303.72
2014-03-27 08:00:00,1303.72,1304.57,1291.48,1293.87
2014-03-27 12:00:00,1293.87,1299.79,1291.62,1298.62
2014-03-27 16:00:00,1298.65,1299.95,1290.64,1291.79
2014-03-27 20:00:00,1291.84,1293.38,1288.99,1291.13
2014-03-28 00:00:00,1291.75,1294.33,1291.62,1292.53
2014-03-28 04:00:00,1292.55,1296.05,1292.29,1295.93
2014-03-28 08:00:00,1296.02,1298.62,1294.21,1296.82
2014-03-28 12:00:00,1296.74,1297.22,1285.68,1293.16
2014-03-28 16:00:00,1293.21,1296.64,1289.49,1292.88
2014-03-28 20:00:00,1292.81,1295.49,1292.18,1294.83
2014-03-31 00:00:00,1293.58,1298.47,1293.54,1296.98
2014-03-31 04:00:00,1296.94,1298.12,1295.02,1295.47
2014-03-31 08:00:00,1295.47,1296.95,1290.31,1293.32
2014-03-31 12:00:00,1293.28,1296.18,1290.65,1291.72
2014-03-31 16:00:00,1291.72,1294.93,1286.11,1286.73
2014-03-31 20:00:00,1286.72,1287.52,1282.38,1283.82
2014-04-01 00:00:00,1284.67,1285.68,1281.92,1282.62
2014-04-01 04:00:00,1282.52,1285.44,1277.66,1284.0
2014-04-01 08:00:00,1283.98,1287.91,1282.97,1287.12
2014-04-01 12:00:00,1287.1,1287.78,1283.07,1284.02
2014-04-01 16:00:00,1284.02,1286.27,1278.8,1280.28
2014-04-01 20:00:00,1280.26,1281.21,1277.63,1279.17
2014-04-02 00:00:00,1279.48,1282.06,1279.48,1281.51
2014-04-02 04:00:00,1281.49,1283.84,1280.71,1282.11
