,open,high,low,close
2012-05-28 20:00:00,1574.25,1574.47,1573.64,1573.74
2012-05-29 00:00:00,1573.64,1578.92,1571.24,1573.72
2012-05-29 04:00:00,1573.73,1576.91,1572.56,1574.1
2012-05-29 08:00:00,1574.07,1579.35,1573.6,1574.98
2012-05-29 12:00:00,1574.95,1577.07,1571.48,1576.44
2012-05-29 16:00:00,1576.49,1582.66,1551.41,1558.16
2012-05-29 20:00:00,1558.13,1559.7,1549.16,1554.86
2012-05-30 00:00:00,1555.05,1555.11,1552.04,1553.37
2012-05-30 04:00:00,1553.37,1554.57,1545.39,1548.0
2012-05-30 08:00:00,1547.98,1551.56,1545.63,1547.99
2012-05-30 12:00:00,1547.99,1556.6,1546.05,1548.36
2012-05-30 16:00:00,1548.39,1565.82,1533.21,1564.46
2012-05-30 20:00:00,1564.57,1569.28,1562.43,1562.61
2012-05-31 00:00:00,1562.83,1564.51,1560.24,1562.62
2012-05-31 04:00:00,1562.63,1563.89,1559.15,1561.63
2012-05-31 08:00:00,1561.65,1566.6,1559.66,1565.74
2012-05-31 12:00:00,1565.71,1570.88,1558.28,1566.23
2012-05-31 16:00:00,1566.24,1572.99,1552.17,1566.71
2012-05-31 20:00:00,1566.71,1570.38,1559.86,1560.9
2012-06-01 00:00:00,1559.49,1561.39,1553.27,1553.27
2012-06-01 04:00:00,1553.25,1557.74,1551.2,1557.37
2012-06-01 08:00:00,1557.37,1560.54,1551.74,1552.19
2012-06-01 12:00:00,1552.54,1587.28,1544.92,1581.4
2012-06-01 16:00:00,1581.22,1617.77,1581.11,1616.38
2012-06-01 20:00:00,1616.43,1629.53,1616.27,1623.04
2012-06-04 00:00:00,1623.78,1625.5,1615.71,1617.35
2012-06-04 04:00:00,1617.55,1622.35,1614.8,1620.77
2012-06-04 08:00:00,1620.79,1628.11,1614.99,1616.87
2012-06-04 12:00:00,1616.89,1625.61,1614.52,1619.26
2012-06-04 16:00:00,1619.49,1621.96,1608.62,1611.39
2012-06-04 20:00:00,1611.3,1620.62,1609.94,1618.89
2012-06-05 00:00:00,1618.71,1620.99,1617.23,1619.98
2012-06-05 04:00:00,1619.99,1623.55,1617.98,1619.93
2012-06-05 08:00:00,1619.71,1620.02,1612.57,1614.77
2012-06-05 12:00:00,1614.79,1622.41,1614.08,1617.21
2012-06-05 16:00:00,1617.17,1619.95,1611.45,1618.31
2012-06-05 20:00:00,1618.38,1618.8,1614.83,1617.26
2012-06-06 00:00:00,1617.51,1624.65,1615.31,1624.07
2012-06-06 04:00:00,1624.08,1627.88,1624.01,1625.9
2012-06-06 08:00:00,1625.72,1637.29,1622.7,1633.89
2012-06-06 12:00:00,1633.92,1640.63,1632.23,1633.54
2012-06-06 16:00:00,1633.52,1640.07,1632.72,1634.46
2012-06-06 20:00:00,1634.49,1634.87,1615.69,1618.74
2012-06-07 00:00:00,1621.64,1625.88,1620.95,1623.53
2012-06-07 04:00:00,1623.56,1623.56,1618.16,1621.69
2012-06-07 08:00:00,1621.68,1624.64,1619.03,1621.19
2012-06-07 12:00:00,1621.22,1629.13,1612.56,1622.89
2012-06-07 16:00:00,1622.91,1627.09,1578.64,1592.75
2012-06-07 20:00:00,1592.78,1593.47,1585.15,1589.47
2012-06-08 00:00:00,1589.66,1592.17,1584.75,1586.48
2012-06-08 04:00:00,1586.47,1587.7,1560.99,1571.57
2012-06-08 08:00:00,1571.58,1575.57,1565.41,1571.25
2012-06-08 12:00:00,1571.03,1583.19,1570.59,1575.22
2012-06-08 16:00:00,1575.06,1589.13,1575.06,1587.19
2012-06-08 20:00:00,1587.28,1594.87,1587.26,1592.32
2012-06-11 00:00:00,1600.94,1608.1,1599.2,1602.57
2012-06-11 04:00:00,1602.56,1604.12,1595.23,1598.16
2012-06-11 08:00:00,1598.18,1603.02,1593.07,1593.97
2012-06-11 12:00:00,1594.0,1596.13,1587.59,1593.52
2012-06-11 16:00:00,1593.75,1596.51,1581.74,1592.9
2012-06-11 20:00:00,1592.85,1601.05,1591.73,1597.29
2012-06-12 00:00:00,1594.09,1594.82,1588.31,1591.85
2012-06-12 04:00:00,1591.87,1595.33,1591.0,1591.64
2012-06-12 08:00:00,1591.65,1593.66,1587.3,1591.08
2012-06-12 12:00:00,1591.12,1600.53,1586.16,1600.02
2012-06-12 16:00:00,1599.99,1617.53,1599.98,1611.87
2012-06-12 20:00:00,1611.93,1613.44,1602.85,1609.3
2012-06-13 00:00:00,1609.61,1612.4,1607.05,1607.05
2012-06-13 04:00:00,1607.09,1610.21,1605.97,1609.54
2012-06-13 08:00:00,1609.55,1615.49,1607.88,1611.72
2012-06-13 12:00:00,1611.7,1623.52,1607.53,1621.29
2012-06-13 16:00:00,1621.27,1624.76,1611.49,1614.81
2012-06-13 20:00:00,1614.79,1619.96,1614.37,1616.77
2012-06-14 00:00:00,1617.94,1618.86,1615.51,1616.41
2012-06-14 04:00:00,1616.39,1623.69,1614.98,1623.05
2012-06-14 08:00:00,1623.03,1623.81,1617.05,1619.34
2012-06-14 12:00:00,1619.27,1627.89,1617.13,1626.5
2012-06-14 16:00:00,1626.53,1626.98,1609.26,1619.88
2012-06-14 20:00:00,1619.95,1626.75,1617.2,1622.67
2012-06-15 00:00:00,1623.49,1624.51,1620.63,1622.12
2012-06-15 04:00:00,1622.14,1626.59,1622.14,1624.85
2012-06-15 08:00:00,1624.88,1627.95,1622.58,1623.57
2012-06-15 12:00:00,1623.59,1633.63,1619.23,1622.63
2012-06-15 16:00:00,1622.95,1632.36,1622.0,1626.28
2012-06-15 20:00:00,1626.23,1628.82,1623.79,1623.99
2012-06-18 00:00:00,1623.08,1629.32,1602.62,1627.97
2012-06-18 04:00:00,1628.0,1628.87,1621.18,1623.0
2012-06-18 08:00:00,1623.03,1623.59,1616.71,1623.49
2012-06-18 12:00:00,1623.51,1626.17,1617.56,1618.98
2012-06-18 16:00:00,1618.87,1629.1,1612.71,1624.32
2012-06-18 20:00:00,1624.42,1629.92,1624.34,1627.65
2012-06-19 00:00:00,1626.93,1628.66,1625.97,1627.59
2012-06-19 04:00:00,1627.62,1630.83,1627.34,1628.53
2012-06-19 08:00:00,1628.54,1633.18,1627.57,1629.76
2012-06-19 12:00:00,1629.8,1632.42,1625.37,1629.62
2012-06-19 16:00:00,1629.66,1630.25,1617.39,1619.04
2012-06-19 20:00:00,1619.03,1623.57,1617.84,1618.1
2012-06-20 00:00:00,1618.59,1622.41,1618.09,1618.95
2012-06-20 04:00:00,1618.98,1621.56,1618.87,1620.28
2012-06-20 08:00:00,1620.25,1622.04,1615.42,1618.05
2012-06-20 12:00:00,1618.09,1619.3,1600.12,1605.15
2012-06-20 16:00:00,1605.13,1609.67,1589.86,1603.43
2012-06-20 20:00:00,1603.53,1620.93,1601.59,1605.88
2012-06-21 00:00:00,1606.63,1606.99,1597.48,1597.97
2012-06-21 04:00:00,1597.96,1603.89,1597.35,1602.48
2012-06-21 08:00:00,1602.5,1604.35,1594.07,1596.79
2012-06-21 12:00:00,1596.78,1601.1,1583.32,1588.22
2012-06-21 16:00:00,1588.2,1588.99,1566.98,1570.52
2012-06-21 20:00:00,1570.48,1571.81,1564.32,1566.5
2012-06-22 00:00:00,1565.65,1569.11,1564.66,1566.57
2012-06-22 04:00:00,1566.55,1567.28,1561.56,1565.33
2012-06-22 08:00:00,1565.31,1569.38,1559.59,1569.22
2012-06-22 12:00:00,1569.25,1572.39,1565.71,1566.36
2012-06-22 16:00:00,1566.31,1569.17,1558.1,1566.24
2012-06-22 20:00:00,1566.32,1573.2,1563.08,1571.29
2012-06-25 00:00:00,1572.36,1576.43,1567.46,1572.58
2012-06-25 04:00:00,1572.61,1575.39,1569.8,1573.75
2012-06-25 08:00:00,1573.73,1574.29,1568.68,1570.58
2012-06-25 12:00:00,1570.57,1572.64,1566.29,1570.89
2012-06-25 16:00:00,1570.87,1586.98,1568.94,1583.22
2012-06-25 20:00:00,1583.3,1588.22,1582.91,1584.69
2012-06-26 00:00:00,1585.72,1586.09,1583.26,1584.8
2012-06-26 04:00:00,1584.77,1585.69,1582.05,1583.46
2012-06-26 08:00:00,1583.48,1586.69,1581.33,1583.23
2012-06-26 12:00:00,1583.22,1585.44,1577.92,1579.73
2012-06-26 16:00:00,1579.71,1580.55,1567.74,1571.78
2012-06-26 20:00:00,1571.93,1574.4,1570.15,1571.87
2012-06-27 00:00:00,1572.26,1574.0,1570.69,1573.32
2012-06-27 04:00:00,1573.35,1574.8,1571.3,1571.84
2012-06-27 08:00:00,1571.82,1572.03,1564.59,1567.47
2012-06-27 12:00:00,1567.44,1571.48,1562.69,1565.57
2012-06-27 16:00:00,1565.52,1583.08,1564.6,1574.62
2012-06-27 20:00:00,1574.72,1578.32,1573.98,1574.13
2012-06-28 00:00:00,1574.37,1578.11,1573.49,1577.75
2012-06-28 04:00:00,1577.78,1578.87,1573.97,1575.11
2012-06-28 08:00:00,1575.13,1577.71,1568.4,1569.25
2012-06-28 12:00:00,1569.23,1573.83,1566.04,1568.43
2012-06-28 16:00:00,1568.57,1568.64,1550.44,1551.87
2012-06-28 20:00:00,1551.88,1556.95,1547.9,1552.53
2012-06-29 00:00:00,1552.27,1554.49,1551.06,1554.22
2012-06-29 04:00:00,1554.24,1569.26,1553.45,1563.06
2012-06-29 08:00:00,1563.09,1572.1,1562.58,1570.62
2012-06-29 12:00:00,1570.64,1600.29,1567.54,1597.14
2012-06-29 16:00:00,1597.12,1599.93,1593.12,1597.3
2012-06-29 20:00:00,1597.46,1606.79,1596.42,1596.56
2012-07-02 00:00:00,1597.61,1599.7,1591.77,1593.41
2012-07-02 04:00:00,1593.4,1594.06,1589.12,1593.25
2012-07-02 08:00:00,1593.23,1594.57,1590.26,1594.41
2012-07-02 12:00:00,1594.39,1597.61,1587.08,1592.77
2012-07-02 16:00:00,1592.79,1602.37,1590.75,1600.32
2012-07-02 20:00:00,1600.36,1600.37,1595.9,1597.02
2012-07-03 00:00:00,1596.91,1597.48,1594.82,1595.93
2012-07-03 04:00:00,1595.95,1605.1,1595.43,1602.66
2012-07-03 08:00:00,1602.68,1610.99,1602.1,1608.2
2012-07-03 12:00:00,1608.17,1616.93,1607.74,1615.88
2012-07-03 16:00:00,1615.92,1624.93,1615.29,1622.21
2012-07-03 20:00:00,1622.34,1623.85,1616.47,1617.13
2012-07-04 00:00:00,1617.24,1620.29,1616.01,1616.35
2012-07-04 04:00:00,1616.39,1619.1,1614.45,1616.72
2012-07-04 08:00:00,1616.75,1618.88,1611.44,1618.01
2012-07-04 12:00:00,1618.0,1619.82,1614.6,1616.17
2012-07-04 16:00:00,1616.11,1617.19,1612.3,1614.94
2012-07-04 20:00:00,1614.96,1615.05,1614.88,1614.98
2012-07-05 00:00:00,1615.65,1616.55,1614.1,1616.45
2012-07-05 04:00:00,1616.43,1618.95,1615.41,1616.08
2012-07-05 08:00:00,1616.06,1618.66,1613.24,1616.38
2012-07-05 12:00:00,1616.35,1623.76,1597.49,1603.47
2012-07-05 16:00:00,1603.67,1611.48,1598.56,1605.91
2012-07-05 20:00:00,1606.03,1609.44,1602.89,1604.0
2012-07-06 00:00:00,1604.5,1608.11,1604.45,1606.64
2012-07-06 04:00:00,1606.62,1607.12,1602.52,1603.05
2012-07-06 08:00:00,1603.06,1605.74,1587.83,1593.96
2012-07-06 12:00:00,1593.95,1609.68,1583.32,1588.1
2012-07-06 16:00:00,1588.22,1592.93,1577.54,1577.94
2012-07-06 20:00:00,1577.94,1584.0,1576.39,1582.5
2012-07-09 00:00:00,1579.15,1581.33,1576.4,1580.99
2012-07-09 04:00:00,1581.09,1583.5,1578.95,1581.36
2012-07-09 08:00:00,1581.39,1583.82,1579.8,1580.78
2012-07-09 12:00:00,1580.81,1586.91,1580.18,1584.39
2012-07-09 16:00:00,1584.4,1589.84,1581.24,1587.98
2012-07-09 20:00:00,1587.96,1592.77,1586.16,1587.42
2012-07-10 00:00:00,1588.95,1588.95,1585.72,1585.87
2012-07-10 04:00:00,1585.85,1588.94,1584.21,1586.08
2012-07-10 08:00:00,1586.06,1591.12,1582.77,1589.64
2012-07-10 12:00:00,1589.67,1601.17,1589.29,1600.77
2012-07-10 16:00:00,1600.83,1601.13,1580.85,1582.05
2012-07-10 20:00:00,1582.11,1583.05,1564.42,1566.21
2012-07-11 00:00:00,1567.13,1572.71,1567.11,1572.3
2012-07-11 04:00:00,1572.28,1575.98,1572.26,1574.05
2012-07-11 08:00:00,1574.12,1583.18,1573.76,1578.99
2012-07-11 12:00:00,1579.0,1579.91,1572.73,1573.65
2012-07-11 16:00:00,1573.63,1581.23,1569.81,1579.65
2012-07-11 20:00:00,1579.67,1580.26,1566.82,1575.71
2012-07-12 00:00:00,1576.62,1577.86,1574.8,1575.72
2012-07-12 04:00:00,1575.7,1575.77,1569.34,1570.97
2012-07-12 08:00:00,1570.95,1571.26,1564.55,1567.43
2012-07-12 12:00:00,1567.26,1568.13,1555.66,1559.62
2012-07-12 16:00:00,1559.54,1569.62,1554.94,1563.55
2012-07-12 20:00:00,1563.55,1577.05,1563.18,1571.38
2012-07-13 00:00:00,1572.39,1572.55,1565.89,1568.52
2012-07-13 04:00:00,1568.51,1572.55,1568.1,1570.55
2012-07-13 08:00:00,1570.52,1578.48,1569.36,1577.81
2012-07-13 12:00:00,1577.76,1586.8,1577.61,1582.32
2012-07-13 16:00:00,1582.29,1596.72,1579.08,1591.65
2012-07-13 20:00:00,1591.59,1593.4,1587.73,1588.72
2012-07-16 00:00:00,1590.57,1592.65,1586.05,1586.58
2012-07-16 04:00:00,1586.55,1590.66,1583.69,1590.12
2012-07-16 08:00:00,1590.09,1590.88,1584.21,1584.52
2012-07-16 12:00:00,1584.47,1589.8,1577.87,1589.12
2012-07-16 16:00:00,1589.28,1594.71,1587.04,1590.5
2012-07-16 20:00:00,1590.45,1593.81,1589.02,1589.12
2012-07-17 00:00:00,1589.11,1592.83,1588.79,1592.82
2012-07-17 04:00:00,1592.84,1596.06,1591.74,1592.25
2012-07-17 08:00:00,1592.27,1598.93,1590.36,1596.7
2012-07-17 12:00:00,1596.72,1597.76,1585.27,1585.73
2012-07-17 16:00:00,1586.38,1592.13,1571.56,1588.58
2012-07-17 20:00:00,1588.59,1590.77,1580.9,1582.68
2012-07-18 00:00:00,1583.45,1585.35,1582.74,1584.88
2012-07-18 04:00:00,1584.76,1585.95,1578.03,1581.08
2012-07-18 08:00:00,1581.09,1584.78,1577.32,1582.75
2012-07-18 12:00:00,1582.78,1583.16,1567.7,1569.73
2012-07-18 16:00:00,1569.67,1583.07,1569.24,1575.74
2012-07-18 20:00:00,1575.72,1577.54,1570.75,1573.18
2012-07-19 00:00:00,1573.27,1576.74,1572.46,1576.15
2012-07-19 04:00:00,1576.13,1579.94,1575.88,1578.05
2012-07-19 08:00:00,1578.03,1584.4,1576.33,1580.3
2012-07-19 12:00:00,1580.28,1591.57,1579.31,1583.81
2012-07-19 16:00:00,1583.84,1590.38,1581.39,1585.41
2012-07-19 20:00:00,1585.42,1586.83,1576.55,1580.87
2012-07-20 00:00:00,1581.93,1585.08,1581.16,1582.25
2012-07-20 04:00:00,1582.23,1583.87,1579.93,1582.89
2012-07-20 08:00:00,1582.88,1586.75,1581.06,1585.05
2012-07-20 12:00:00,1585.08,1585.1,1573.65,1577.52
2012-07-20 16:00:00,1577.55,1585.08,1574.4,1583.4
2012-07-20 20:00:00,1583.25,1586.86,1581.03,1583.53
2012-07-23 00:00:00,1580.48,1582.84,1578.93,1580.49
2012-07-23 04:00:00,1580.46,1581.49,1577.42,1578.12
2012-07-23 08:00:00,1578.1,1579.32,1568.84,1572.53
2012-07-23 12:00:00,1572.51,1573.44,1563.16,1569.17
2012-07-23 16:00:00,1569.12,1580.01,1567.51,1579.05
2012-07-23 20:00:00,1579.09,1579.21,1574.34,1576.97
2012-07-24 00:00:00,1576.23,1578.03,1575.13,1575.71
2012-07-24 04:00:00,1575.73,1578.02,1574.5,1577.46
2012-07-24 08:00:00,1577.48,1577.94,1572.08,1576.14
2012-07-24 12:00:00,1576.11,1579.49,1572.1,1578.81
2012-07-24 16:00:00,1578.95,1584.47,1568.78,1575.77
2012-07-24 20:00:00,1575.85,1582.92,1575.58,1580.53
2012-07-25 00:00:00,1581.14,1582.73,1578.68,1579.89
2012-07-25 04:00:00,1579.91,1585.15,1579.85,1584.1
2012-07-25 08:00:00,1584.13,1590.56,1580.29,1589.29
2012-07-25 12:00:00,1589.27,1605.83,1587.67,1601.74
2012-07-25 16:00:00,1601.81,1605.76,1598.16,1605.32
2012-07-25 20:00:00,1605.24,1610.38,1603.37,1604.18
2012-07-26 00:00:00,1604.92,1605.14,1601.2,1602.89
2012-07-26 04:00:00,1602.93,1605.58,1601.33,1603.9
2012-07-26 08:00:00,1603.91,1608.34,1602.76,1602.97
2012-07-26 12:00:00,1603.01,1621.82,1601.92,1614.15
2012-07-26 16:00:00,1614.17,1620.6,1608.53,1614.61
2012-07-26 20:00:00,1614.65,1617.8,1614.04,1615.43
2012-07-27 00:00:00,1615.17,1615.29,1612.7,1613.05
2012-07-27 04:00:00,1613.02,1616.62,1611.74,1616.22
2012-07-27 08:00:00,1616.25,1622.76,1615.83,1618.97
2012-07-27 12:00:00,1618.99,1629.38,1617.96,1621.57
2012-07-27 16:00:00,1621.59,1628.04,1615.08,1617.3
2012-07-27 20:00:00,1617.34,1627.78,1617.26,1622.35
2012-07-30 00:00:00,1624.04,1625.9,1621.15,1622.85
2012-07-30 04:00:00,1623.0,1623.4,1620.1,1621.35
2012-07-30 08:00:00,1621.29,1621.95,1616.83,1618.04
2012-07-30 12:00:00,1618.06,1620.71,1614.26,1616.42
2012-07-30 16:00:00,1616.48,1623.04,1614.93,1618.37
2012-07-30 20:00:00,1618.36,1624.71,1618.23,1621.88
2012-07-31 00:00:00,1621.7,1622.16,1620.62,1621.02
2012-07-31 04:00:00,1621.04,1625.2,1620.9,1623.2
2012-07-31 08:00:00,1623.23,1624.13,1619.55,1623.18
2012-07-31 12:00:00,1623.15,1627.89,1622.5,1625.05
2012-07-31 16:00:00,1625.07,1625.64,1612.32,1615.55
2012-07-31 20:00:00,1615.58,1617.13,1610.81,1613.98
2012-08-01 00:00:00,1614.74,1615.15,1612.15,1612.61
2012-08-01 04:00:00,1612.59,1615.23,1610.97,1614.22
2012-08-01 08:00:00,1614.22,1618.5,1613.14,1614.44
2012-08-01 12:00:00,1614.29,1615.57,1603.94,1605.58
2012-08-01 16:00:00,1605.55,1608.27,1595.13,1602.85
2012-08-01 20:00:00,1602.8,1605.8,1591.65,1599.51
2012-08-02 00:00:00,1599.28,1601.96,1597.68,1600.71
2012-08-02 04:00:00,1600.67,1603.64,1599.55,1601.46
2012-08-02 08:00:00,1601.35,1604.68,1599.56,1603.03
2012-08-02 12:00:00,1603.01,1614.95,1596.09,1596.73
2012-08-02 16:00:00,1596.95,1601.23,1583.83,1586.03
2012-08-02 20:00:00,1586.03,1590.55,1585.17,1588.33
2012-08-03 00:00:00,1589.04,1590.68,1588.63,1590.39
2012-08-03 04:00:00,1590.33,1591.85,1588.95,1589.85
2012-08-03 08:00:00,1589.8,1594.37,1589.28,1593.78
2012-08-03 12:00:00,1593.76,1599.92,1585.58,1589.68
2012-08-03 16:00:00,1589.92,1606.37,1587.72,1603.09
2012-08-03 20:00:00,1603.06,1606.52,1602.24,1602.24
2012-08-06 00:00:00,1601.38,1605.92,1600.74,1604.51
2012-08-06 04:00:00,1604.49,1606.72,1603.56,1605.02
2012-08-06 08:00:00,1606.24,1609.61,1603.71,1608.72
2012-08-06 12:00:00,1608.69,1611.55,1606.59,1609.84
2012-08-06 16:00:00,1609.92,1615.33,1605.4,1612.73
2012-08-06 20:00:00,1612.76,1613.76,1610.13,1610.38
2012-08-07 00:00:00,1610.64,1611.77,1610.33,1610.66
2012-08-07 04:00:00,1610.68,1612.81,1608.87,1611.41
2012-08-07 08:00:00,1611.44,1616.36,1609.22,1614.5
2012-08-07 12:00:00,1614.52,1618.23,1611.98,1615.17
2012-08-07 16:00:00,1615.21,1616.01,1609.5,1611.38
2012-08-07 20:00:00,1611.34,1612.68,1608.82,1612.0
2012-08-08 00:00:00,1611.71,1612.41,1609.31,1610.56
2012-08-08 04:00:00,1610.59,1611.95,1609.19,1609.35
2012-08-08 08:00:00,1609.37,1610.73,1606.33,1609.28
2012-08-08 12:00:00,1609.3,1610.01,1603.32,1608.28
2012-08-08 16:00:00,1608.26,1616.62,1607.36,1615.78
2012-08-08 20:00:00,1615.73,1616.22,1610.86,1611.83
2012-08-09 00:00:00,1612.39,1613.99,1611.78,1613.26
2012-08-09 04:00:00,1613.24,1617.47,1613.08,1616.08
2012-08-09 08:00:00,1616.1,1617.35,1613.83,1614.25
2012-08-09 12:00:00,1614.24,1615.38,1609.52,1613.25
2012-08-09 16:00:00,1613.27,1616.61,1611.29,1615.66
2012-08-09 20:00:00,1615.65,1618.21,1614.87,1616.75
2012-08-10 00:00:00,1617.53,1617.83,1615.27,1615.95
2012-08-10 04:00:00,1615.93,1615.93,1611.57,1611.82
2012-08-10 08:00:00,1611.81,1614.02,1605.46,1610.72
2012-08-10 12:00:00,1610.74,1613.49,1605.7,1613.03
2012-08-10 16:00:00,1613.08,1626.39,1613.08,1621.4
2012-08-10 20:00:00,1621.45,1622.19,1619.36,1619.48
2012-08-13 00:00:00,1620.09,1621.81,1619.58,1619.73
2012-08-13 04:00:00,1619.75,1624.94,1619.02,1623.79
2012-08-13 08:00:00,1623.81,1624.57,1619.96,1622.62
2012-08-13 12:00:00,1622.63,1625.6,1618.94,1619.79
2012-08-13 16:00:00,1619.82,1623.05,1615.06,1618.38
2012-08-13 20:00:00,1618.36,1619.26,1607.49,1609.53
2012-08-14 00:00:00,1609.96,1613.29,1609.27,1612.9
2012-08-14 04:00:00,1612.88,1613.56,1610.77,1612.18
2012-08-14 08:00:00,1612.19,1616.26,1611.29,1613.92
2012-08-14 12:00:00,1613.9,1615.46,1589.2,1596.52
2012-08-14 16:00:00,1596.5,1603.73,1595.24,1602.69
2012-08-14 20:00:00,1602.79,1603.15,1598.39,1598.99
2012-08-15 00:00:00,1599.27,1601.84,1598.8,1601.2
2012-08-15 04:00:00,1601.18,1602.08,1599.89,1601.55
2012-08-15 08:00:00,1601.52,1603.14,1589.93,1596.06
2012-08-15 12:00:00,1596.14,1602.39,1592.36,1599.32
2012-08-15 16:00:00,1599.36,1606.34,1598.84,1603.57
2012-08-15 20:00:00,1603.51,1605.9,1602.74,1603.17
2012-08-16 00:00:00,1603.39,1606.17,1603.11,1605.87
2012-08-16 04:00:00,1605.89,1606.77,1602.95,1603.13
2012-08-16 08:00:00,1603.11,1605.76,1600.79,1605.07
2012-08-16 12:00:00,1605.09,1608.78,1600.5,1607.43
2012-08-16 16:00:00,1607.43,1618.6,1602.57,1615.26
2012-08-16 20:00:00,1615.17,1617.09,1613.6,1614.74
2012-08-17 00:00:00,1614.83,1616.89,1614.3,1615.56
2012-08-17 04:00:00,1615.6,1616.74,1614.74,1615.47
2012-08-17 08:00:00,1615.49,1619.26,1615.1,1618.74
2012-08-17 12:00:00,1618.72,1620.13,1612.39,1618.33
2012-08-17 16:00:00,1618.31,1619.47,1611.7,1614.83
2012-08-17 20:00:00,1614.82,1617.41,1614.46,1614.76
2012-08-20 00:00:00,1617.42,1617.96,1616.35,1616.83
2012-08-20 04:00:00,1616.86,1619.8,1615.72,1619.33
2012-08-20 08:00:00,1619.31,1619.89,1616.42,1617.15
2012-08-20 12:00:00,1617.18,1617.54,1609.75,1613.08
2012-08-20 16:00:00,1613.1,1622.0,1612.28,1619.76
2012-08-20 20:00:00,1619.73,1622.28,1619.63,1620.13
2012-08-21 00:00:00,1620.3,1620.54,1618.43,1619.71
2012-08-21 04:00:00,1619.73,1622.47,1619.49,1622.39
2012-08-21 08:00:00,1622.37,1626.41,1621.75,1624.47
2012-08-21 12:00:00,1624.36,1638.49,1623.44,1636.27
2012-08-21 16:00:00,1636.25,1641.22,1636.24,1638.52
2012-08-21 20:00:00,1638.49,1640.45,1635.82,1637.33
2012-08-22 00:00:00,1637.23,1637.83,1636.23,1636.54
2012-08-22 04:00:00,1636.52,1639.82,1636.41,1639.13
2012-08-22 08:00:00,1639.15,1644.97,1637.97,1644.31
2012-08-22 12:00:00,1644.37,1645.13,1636.45,1639.88
2012-08-22 16:00:00,1639.87,1643.4,1638.47,1639.49
2012-08-22 20:00:00,1639.62,1655.63,1634.22,1653.94
2012-08-23 00:00:00,1652.78,1656.52,1652.27,1654.89
2012-08-23 04:00:00,1654.86,1665.18,1654.7,1663.12
2012-08-23 08:00:00,1663.09,1667.14,1660.8,1662.62
2012-08-23 12:00:00,1662.64,1664.5,1657.17,1662.42
2012-08-23 16:00:00,1662.45,1674.81,1660.98,1672.72
