label,trades,wr,pf,total_pnl,mdd,sharpe,kelly,avg_win,avg_loss,p_value,plus_months
v76（採用報告）,373,0.5657,2.17,8227.0,460.9,5.57,0.305,,,,
v77（採用報告）,327,0.7615,4.96,12551.0,222.6,10.47,0.608,,,,
v76 | 15M・半決済あり（採用報告と同条件）,373,0.5656836461126006,2.1695986841595243,8227.419553571981,460.9266964285607,0.9232441909925998,0.36550083946803985,72.33087635409807,-43.42219356260933,4.289160938744776e-07,12/12
v77 | 15M・半決済あり（採用報告と同条件）,307,0.7068403908794788,3.4626869735083603,10539.81562500048,398.70937499999854,1.4852406724390628,0.6221779274909691,68.29317437459046,-47.55336904761833,6.431933351710326e-13,12/12
v77 | 15M・全決済のみ（シンプル方式）,228,0.4166666666666667,1.4240353112258237,2501.8364285716816,805.3011607142516,0.4522441590607683,0.0070326296910006025,88.44108082706919,-44.36140037593902,0.04990587686056827,7/12
