entry_time,exit_time,result,pnl,equity,tf,dir,pair
2026-02-13 14:00:00+00:00,2026-02-13 15:45:00+00:00,SL,9844.410089917672,4881201.421325019,1h,-1,EURGBP
2026-02-16 05:00:00+00:00,2026-02-16 08:30:00+00:00,TP,33841.65294567299,4915043.074270692,1h,-1,EURGBP
2026-02-16 05:00:00+00:00,2026-02-16 14:29:00+00:00,SL,10000.0,4783932.388946011,1h,-1,EURUSD
2026-02-16 05:00:00+00:00,2026-02-16 07:00:00+00:00,SL,9930.721510671216,5218699.298605544,1h,1,AUDUSD
2026-02-16 06:00:00+00:00,2026-02-17 05:20:00+00:00,TP,35403.07865839498,4819335.467604406,4h,-1,EURUSD
2026-02-16 06:00:00+00:00,2026-02-16 07:33:00+00:00,SL,9910.543532746255,5724711.568828732,1h,1,GBPUSD
2026-02-16 07:00:00+00:00,2026-02-16 07:30:00+00:00,TP,32711.879759097137,4947754.954029789,1h,-1,EURGBP
2026-02-16 07:00:00+00:00,2026-02-16 07:55:00+00:00,SL,9951.3679601882,5734662.93678892,1h,1,GBPUSD
2026-02-16 08:00:00+00:00,2026-02-17 05:45:00+00:00,SL,-21405.3384367504,4926349.6155930385,4h,-1,EURGBP
2026-02-16 08:00:00+00:00,2026-02-16 08:26:00+00:00,SL,9948.910382625334,5744611.847171546,1h,1,GBPUSD
2026-02-16 10:00:00+00:00,2026-02-17 07:00:00+00:00,TP,35325.39584213296,5779937.243013679,1h,-1,GBPUSD
2026-02-16 10:00:00+00:00,2026-02-19 12:15:00+00:00,TP,35608.22316819623,7597890.741305989,4h,1,USDCHF
2026-02-16 10:00:00+00:00,2026-02-17 13:18:00+00:00,TP,35284.397734900944,5253983.6963404445,1h,-1,AUDUSD
2026-02-16 11:00:00+00:00,2026-02-16 13:00:00+00:00,SL,9648.705471621186,4935998.321064659,1h,-1,EURGBP
2026-02-16 12:00:00+00:00,2026-02-16 23:06:00+00:00,TP,35290.49565431721,5815227.738667997,1h,-1,GBPUSD
2026-02-16 12:00:00+00:00,2026-02-16 14:29:00+00:00,SL,10000.0,4829335.467604406,1h,-1,EURUSD
2026-02-16 12:00:00+00:00,2026-02-17 03:30:00+00:00,SL,-21336.418730566766,4914661.902334092,4h,-1,EURGBP
2026-02-16 13:00:00+00:00,2026-02-16 14:00:00+00:00,SL,-20589.60969261859,7577301.131613371,1h,1,USDCHF
