entry_time,direction,entry_price,sl,status,exit_time,exit_price,pnl
2026-01-19 05:28:00,SHORT,1.56802,1.59832,CLOSED,2026-01-19 09:28:00,1.58071,-126.9000000000009
2026-01-19 06:09:00,SHORT,1.56901,1.5993600000000001,CLOSED,2026-01-19 10:09:00,1.57967,-106.59999999999891
2026-01-19 06:33:00,SHORT,1.56897,1.59923,CLOSED,2026-01-19 10:33:00,1.57892,-99.50000000000125
2026-01-19 07:01:00,SHORT,1.5682,1.59851,CLOSED,2026-01-19 11:01:00,1.57898,-107.80000000000013
2026-01-19 08:10:00,SHORT,1.57127,1.6015,CLOSED,2026-01-19 12:10:00,1.57989,-86.20000000000073
2026-01-19 09:10:00,SHORT,1.57053,1.60157,CLOSED,2026-01-19 13:10:00,1.57941,-88.79999999999998
2026-01-19 09:25:00,SHORT,1.5705,1.60142,CLOSED,2026-01-19 13:25:00,1.57938,-88.79999999999998
2026-01-19 09:47:00,SHORT,1.56981,1.6003,CLOSED,2026-01-19 13:47:00,1.57879,-89.79999999999988
2026-01-19 10:04:00,SHORT,1.56958,1.59991,CLOSED,2026-01-19 14:04:00,1.57934,-97.59999999999991
2026-01-19 10:31:00,SHORT,1.56905,1.59918,CLOSED,2026-01-19 14:31:00,1.57885,-98.00000000000031
2026-01-19 11:47:00,SHORT,1.57069,1.60107,CLOSED,2026-01-19 15:47:00,1.58067,-99.800000000001
2026-01-19 13:52:00,SHORT,1.5692,1.59946,CLOSED,2026-01-19 17:52:00,1.58049,-112.90000000000022
2026-01-19 14:14:00,SHORT,1.5693,1.59948,CLOSED,2026-01-19 18:14:00,,
2026-01-19 14:37:00,SHORT,1.56918,1.59948,CLOSED,2026-01-19 18:37:00,1.58051,-113.30000000000062
2026-01-19 16:04:00,SHORT,1.57066,1.601,CLOSED,2026-01-19 20:04:00,1.58093,-102.70000000000002
2026-01-19 17:05:00,SHORT,1.5708,1.60108,CLOSED,2026-01-19 21:05:00,1.58121,-104.1000000000003
2026-01-19 17:47:00,SHORT,1.57025,1.60059,CLOSED,2026-01-19 21:47:00,,
2026-01-19 19:16:00,SHORT,1.57092,1.60113,CLOSED,2026-01-19 23:16:00,1.58189,-109.69999999999925
2026-01-20 01:03:00,SHORT,1.56946,1.5996,CLOSED,2026-01-20 05:03:00,1.58052,-110.59999999999847
2026-01-20 02:33:00,SHORT,1.5702099999999999,1.6005800000000001,CLOSED,2026-01-20 06:33:00,1.5843,-140.90000000000157
2026-01-20 03:53:00,SHORT,1.56978,1.60001,CLOSED,2026-01-20 07:53:00,1.58363,-138.5000000000014
2026-01-20 08:16:00,SHORT,1.5717,1.60211,CLOSED,2026-01-20 12:16:00,1.57716,-54.59999999999798
2026-01-20 09:47:00,SHORT,1.56736,1.59771,CLOSED,2026-01-20 13:47:00,1.5783,-109.3999999999995
2026-01-20 12:06:00,SHORT,1.5677,1.598,CLOSED,2026-01-20 16:06:00,1.57886,-111.59999999999837
2026-01-20 13:06:00,SHORT,1.56872,1.59902,CLOSED,2026-01-20 17:06:00,1.57885,-101.30000000000194
2026-01-20 13:52:00,SHORT,1.56866,1.5989200000000001,CLOSED,2026-01-20 17:52:00,1.57923,-105.69999999999968
2026-01-20 14:11:00,SHORT,1.56913,1.60037,CLOSED,2026-01-20 18:11:00,1.57973,-106.00000000000165
2026-01-21 04:53:00,SHORT,1.57125,1.6013,CLOSED,2026-01-21 08:53:00,1.5788,-75.49999999999946
2026-01-21 05:31:00,SHORT,1.57198,1.60217,CLOSED,2026-01-21 09:31:00,1.57927,-72.90000000000019
2026-01-21 06:02:00,SHORT,1.57225,1.60257,CLOSED,2026-01-21 10:02:00,1.58013,-78.80000000000109
2026-01-21 07:02:00,SHORT,1.5715,1.60167,CLOSED,2026-01-21 11:02:00,1.5801,-86.00000000000163
2026-01-21 08:48:00,SHORT,1.56859,1.599,CLOSED,2026-01-21 12:48:00,1.57775,-91.60000000000056
2026-01-21 09:49:00,SHORT,1.56989,1.60036,CLOSED,2026-01-21 13:49:00,1.57851,-86.20000000000073
2026-01-21 11:35:00,SHORT,1.5695999999999999,1.59983,CLOSED,2026-01-21 15:35:00,1.58247,-128.70000000000158
2026-01-21 11:50:00,SHORT,1.56942,1.59964,CLOSED,2026-01-21 15:50:00,1.58208,-126.59999999999894
2026-01-21 17:17:00,LONG,1.59089,1.56036,CLOSED,2026-01-21 21:17:00,1.5836,-72.90000000000019
2026-01-21 18:02:00,LONG,1.59136,1.5611599999999999,CLOSED,2026-01-21 22:02:00,1.58252,-88.40000000000181
2026-01-21 18:46:00,LONG,1.59205,1.5619,CLOSED,2026-01-21 22:46:00,1.5828,-92.4999999999998
