entry_time,exit_time,dir,ep,sl,tp,pnl,result,exit_type,tf,pattern,month,period
2024-07-30 07:00:00+00:00,2024-07-30 08:00:00+00:00,1,154.07899999999998,154.075,154.45826339285708,52.85687499999483,win,HALF+TP,1h,double_bottom,2024-07,IS
2024-07-30 13:00:00+00:00,2024-07-30 16:13:00+00:00,1,154.81300000000002,154.55999107142858,155.43152232142864,-25.300892857143253,loss,SL,1h,double_bottom,2024-07,IS
2024-07-30 17:00:00+00:00,2024-07-31 01:04:00+00:00,-1,154.347,154.351,152.54253571428572,252.385000000001,win,HALF+TP,1h,double_top,2024-07,IS
2024-07-31 08:00:00+00:00,2024-08-01 04:20:00+00:00,-1,152.552,152.55599999999998,148.91258482142848,509.2781250000115,win,HALF+TP,1h,double_top,2024-07,IS
2024-08-01 07:00:00+00:00,2024-08-01 08:13:00+00:00,-1,149.562,149.87576785714285,148.7915803571429,-31.37678571428353,loss,SL,1h,double_top,2024-08,IS
2024-08-01 11:00:00+00:00,2024-08-01 14:14:00+00:00,-1,149.85750000000002,150.42532857142857,148.4519285714286,-56.78285714285494,loss,SL,1h,double_top,2024-08,IS
2024-08-01 17:00:00+00:00,2024-08-01 22:07:00+00:00,-1,150.5515,150.5555,149.5067098214285,146.03062500001158,win,HALF+TP,1h,double_top,2024-08,IS
2024-08-02 00:00:00+00:00,2024-08-02 15:30:00+00:00,-1,149.37800000000001,149.382,148.07159821428576,182.6562499999966,win,HALF+TP,1h,double_top,2024-08,IS
2024-08-02 16:00:00+00:00,2024-08-05 07:26:00+00:00,-1,147.4425,147.4465,142.19752678571422,734.056250000009,win,HALF+TP,4h,double_top,2024-08,IS
2024-08-05 21:00:00+00:00,2024-08-06 02:02:00+00:00,-1,144.0175,145.05205714285714,141.44510714285718,-103.45571428571247,loss,SL,1h,double_top,2024-08,IS
2024-08-06 10:00:00+00:00,2024-08-07 04:36:00+00:00,-1,145.633,145.637,143.67528125,77.66875000000084,win,HALF+SL,1h,double_top,2024-08,IS
2024-08-07 05:00:00+00:00,2024-08-19 06:20:00+00:00,1,146.74699999999999,146.743,152.48209374999993,228.76374999999882,win,HALF+SL,1h,double_bottom,2024-08,IS
2024-08-19 08:00:00+00:00,2024-08-30 19:52:00+00:00,-1,146.1865,146.1905,141.2353660714285,197.40535714286125,win,HALF+SL,4h,double_top,2024-08,IS
2024-08-30 23:00:00+00:00,2024-09-02 03:43:00+00:00,1,146.18999999999997,146.18599999999998,146.61624999999992,16.40999999999906,win,HALF+SL,1h,double_bottom,2024-08,IS
2024-09-02 04:00:00+00:00,2024-09-02 05:50:00+00:00,1,146.1965,145.9769785714286,146.7313035714285,-21.952142857139734,loss,SL,4h,double_bottom,2024-09,IS
2024-09-02 11:00:00+00:00,2024-09-03 06:50:00+00:00,1,146.4825,146.4785,147.60631250000006,44.31250000000375,win,HALF+SL,1h,double_bottom,2024-09,IS
2024-09-03 08:00:00+00:00,2024-09-04 17:00:00+00:00,-1,146.532,146.536,144.64080803571423,264.5268750000099,win,HALF+TP,4h,double_top,2024-09,IS
2024-09-04 20:00:00+00:00,2024-09-06 15:30:00+00:00,-1,144.047,144.051,140.77983482142855,130.04660714285876,win,HALF+SL,4h,double_top,2024-09,IS
2024-09-06 20:00:00+00:00,2024-09-17 23:49:00+00:00,-1,142.44500000000002,142.449,138.05318750000004,175.03250000000037,win,HALF+SL,4h,double_top,2024-09,IS
2024-09-18 09:00:00+00:00,2024-09-18 21:00:00+00:00,1,141.5425,141.5385,142.43211160714282,34.94446428571507,win,HALF+SL,1h,double_bottom,2024-09,IS
2024-09-19 08:00:00+00:00,2024-09-19 08:23:00+00:00,1,143.1825,142.86115714285714,143.9718571428572,-32.13428571428665,loss,SL,1h,double_bottom,2024-09,IS
2024-09-19 11:00:00+00:00,2024-09-20 03:41:00+00:00,1,142.5145,142.5105,143.89297767857138,54.49910714285693,win,HALF+SL,1h,double_bottom,2024-09,IS
2024-09-20 04:00:00+00:00,2024-09-20 10:30:00+00:00,-1,142.40400000000002,143.2591642857143,140.28008928571433,-85.51642857142667,loss,SL,4h,double_top,2024-09,IS
2024-09-20 12:00:00+00:00,2024-09-27 09:23:00+00:00,1,143.81499999999997,143.81099999999998,149.38803124999993,222.28125000000034,win,HALF+SL,4h,double_bottom,2024-09,IS
2024-09-27 15:00:00+00:00,2024-09-27 15:30:00+00:00,-1,143.10600000000002,143.11,142.1990937500001,35.63624999999888,win,HALF+SL,1h,double_top,2024-09,IS
2024-09-27 16:00:00+00:00,2024-09-30 21:11:00+00:00,-1,142.519,143.47684285714286,140.13839285714283,-95.78428571428503,loss,SL,1h,double_top,2024-09,IS
2024-10-01 00:00:00+00:00,2024-10-02 17:57:00+00:00,1,143.6335,143.6295,146.18844196428572,357.451875000001,win,HALF+TP,4h,double_bottom,2024-10,IS
2024-10-02 21:00:00+00:00,2024-10-03 03:30:00+00:00,1,146.1765,146.1725,146.96737946428573,110.48312500000179,win,HALF+TP,1h,double_bottom,2024-10,IS
2024-10-03 04:00:00+00:00,2024-10-03 10:27:00+00:00,1,146.99800000000002,146.3754517857143,148.54037053571437,-62.25482142857288,loss,SL,1h,double_bottom,2024-10,IS
2024-10-03 12:00:00+00:00,2024-10-04 07:17:00+00:00,1,146.75699999999998,146.2486517857143,148.01387053571423,-50.834821428568944,loss,SL,1h,double_bottom,2024-10,IS
2024-10-04 10:00:00+00:00,2024-10-04 15:30:00+00:00,1,146.23,146.226,147.07188392857148,117.62375000000986,win,HALF+TP,1h,double_bottom,2024-10,IS
2024-10-04 18:00:00+00:00,2024-10-07 01:09:00+00:00,1,148.50699999999998,148.503,149.1205223214285,85.65312499999322,win,HALF+TP,1h,double_bottom,2024-10,IS
2024-10-07 02:00:00+00:00,2024-10-07 03:15:00+00:00,1,148.946,148.63328392857144,149.7137901785714,-31.271607142855373,loss,SL,1h,double_bottom,2024-10,IS
2024-10-07 08:00:00+00:00,2024-10-07 11:31:00+00:00,1,148.545,148.12430892857142,149.58272767857142,-42.06910714285641,loss,SL,4h,double_bottom,2024-10,IS
2024-10-07 14:00:00+00:00,2024-10-07 14:43:00+00:00,1,148.6445,148.1662017857143,149.8262455357143,-47.829821428570085,loss,SL,1h,double_bottom,2024-10,IS
2024-10-07 18:00:00+00:00,2024-10-08 01:58:00+00:00,1,148.22599999999997,147.79875178571427,149.28012053571425,-42.724821428569726,loss,SL,1h,double_bottom,2024-10,IS
2024-10-08 05:00:00+00:00,2024-10-08 05:07:00+00:00,1,147.84799999999998,147.70463571428573,148.19241071428564,-14.336428571425586,loss,SL,1h,double_bottom,2024-10,IS
2024-10-08 08:00:00+00:00,2024-10-08 10:46:00+00:00,1,148.08599999999998,147.4085517857143,149.76562053571422,-67.74482142856755,loss,SL,4h,double_bottom,2024-10,IS
2024-10-08 14:00:00+00:00,2024-10-09 04:08:00+00:00,1,147.8825,147.8785,148.40323660714284,72.6631249999997,win,HALF+TP,1h,double_bottom,2024-10,IS
2024-10-09 08:00:00+00:00,2024-10-09 21:59:00+00:00,1,148.34349999999998,148.3395,149.3381071428571,139.00499999999738,win,HALF+TP,4h,double_bottom,2024-10,IS
2024-10-09 22:00:00+00:00,2024-10-10 00:37:00+00:00,1,149.3665,149.1284482142857,149.9476294642858,-23.805178571430474,loss,SL,1h,double_bottom,2024-10,IS
2024-10-10 06:00:00+00:00,2024-10-10 08:57:00+00:00,1,149.218,149.214,149.63832142857143,16.172857142859698,win,HALF+SL,1h,double_bottom,2024-10,IS
2024-10-10 15:00:00+00:00,2024-10-10 15:30:00+00:00,1,148.9595,148.9555,149.51102678571425,21.42107142857128,win,HALF+SL,1h,double_bottom,2024-10,IS
2024-10-10 18:00:00+00:00,2024-10-14 15:18:00+00:00,1,148.722,148.71800000000002,149.76183482142858,145.336875000001,win,HALF+TP,1h,double_bottom,2024-10,IS
2024-10-14 20:00:00+00:00,2024-10-14 22:02:00+00:00,1,149.93499999999997,149.78267142857143,150.30182142857137,-15.232857142854073,loss,SL,1h,double_bottom,2024-10,IS
