label,trades,wins,losses,wr,pf,total_pnl,avg_win,avg_loss,kelly,t_stat,p_value,plus_months,mdd_pips,sharpe,pnl_jpy,ret_pct
v76,373,211,162,56.56836461126006,2.1695986841595243,8227.419553571981,72.33087635409807,-43.42219356260933,0.30495171893974676,5.147310615774589,4.289160938744776e-07,12/12,460.9266964285607,5.56467037169537,8227419.553571981,274.2473184523994
v76改,152,81,71,53.289473684210535,2.3025544362946024,3074.1350000001603,67.08909611993076,-33.24058853118636,0.30145841184486927,3.2478235741050696,0.001433096491834826,10/12,225.8428571428376,2.655089529451777,3074135.00000016,102.47116666667199
