entry_time,exit_time,dir,pnl,result,exit_type,month
2025-09-12 12:00:00+00:00,2025-09-16 05:15:00+00:00,1,-73.60732142857103,loss,SL,2025-09
2025-09-16 08:00:00+00:00,2025-09-17 21:00:00+00:00,-1,198.19875000001161,win,HALF+TP,2025-09
2025-09-18 03:00:00+00:00,2025-09-18 04:00:00+00:00,1,14.638214285716344,win,HALF+SL,2025-09
2025-09-18 05:00:00+00:00,2025-09-18 15:30:00+00:00,1,74.79749999999967,win,HALF+TP,2025-09
2025-09-18 16:00:00+00:00,2025-09-25 20:15:00+00:00,1,290.06187499999214,win,HALF+TP,2025-09
2025-09-25 22:00:00+00:00,2025-09-26 03:45:00+00:00,1,-19.118035714285497,loss,SL,2025-09
2025-09-26 05:00:00+00:00,2025-09-26 15:30:00+00:00,1,-22.43446428571474,loss,SL,2025-09
2025-09-26 19:00:00+00:00,2025-09-29 02:15:00+00:00,1,-12.124999999997499,loss,SL,2025-09
2025-09-29 04:00:00+00:00,2025-09-30 09:45:00+00:00,-1,152.7281250000101,win,HALF+TP,2025-09
2025-09-30 15:00:00+00:00,2025-09-30 17:00:00+00:00,-1,14.352857142856124,win,HALF+SL,2025-09
2025-09-30 18:00:00+00:00,2025-10-01 03:00:00+00:00,-1,-41.37357142857354,loss,SL,2025-09
2025-10-01 05:00:00+00:00,2025-10-01 09:30:00+00:00,-1,103.86124999999709,win,HALF+TP,2025-10
2025-10-01 14:00:00+00:00,2025-10-01 15:15:00+00:00,-1,21.13696428571359,win,HALF+SL,2025-10
2025-10-01 16:00:00+00:00,2025-10-01 18:15:00+00:00,-1,-36.33785714285693,loss,SL,2025-10
2025-10-01 22:00:00+00:00,2025-10-02 03:00:00+00:00,-1,-18.120714285714712,loss,SL,2025-10
2025-10-02 07:00:00+00:00,2025-10-02 08:00:00+00:00,-1,-13.96232142857059,loss,SL,2025-10
2025-10-03 01:00:00+00:00,2025-10-03 03:00:00+00:00,-1,9.070000000005507,win,HALF+SL,2025-10
2025-10-03 04:00:00+00:00,2025-10-03 11:30:00+00:00,1,32.72821428571717,win,HALF+SL,2025-10
2025-10-03 12:00:00+00:00,2025-10-06 00:00:00+00:00,-1,-55.98892857142914,loss,SL,2025-10
2025-10-06 02:00:00+00:00,2025-10-06 07:15:00+00:00,1,114.7875000000056,win,HALF+TP,2025-10
2025-10-06 08:00:00+00:00,2025-10-06 15:45:00+00:00,1,-55.70660714285509,loss,SL,2025-10
2025-10-06 17:00:00+00:00,2025-10-07 03:00:00+00:00,1,79.52062500000352,win,HALF+TP,2025-10
2025-10-07 04:00:00+00:00,2025-10-07 21:15:00+00:00,1,173.4737500000051,win,HALF+TP,2025-10
2025-10-08 03:00:00+00:00,2025-10-08 12:30:00+00:00,1,123.26249999999561,win,HALF+TP,2025-10
2025-10-08 17:00:00+00:00,2025-10-09 00:30:00+00:00,1,25.098035714287903,win,HALF+SL,2025-10
2025-10-09 03:00:00+00:00,2025-10-09 04:30:00+00:00,1,-28.380714285714248,loss,SL,2025-10
2025-10-09 07:00:00+00:00,2025-10-09 08:45:00+00:00,1,12.216428571423421,win,HALF+SL,2025-10
2025-10-09 09:00:00+00:00,2025-10-09 10:30:00+00:00,1,74.61062499999969,win,HALF+TP,2025-10
2025-10-09 12:00:00+00:00,2025-10-09 16:00:00+00:00,1,-47.0226785714317,loss,SL,2025-10
2025-10-09 19:00:00+00:00,2025-10-10 06:15:00+00:00,1,-23.671071428569235,loss,SL,2025-10
2025-10-10 08:00:00+00:00,2025-10-10 09:30:00+00:00,1,13.601964285714985,win,HALF+SL,2025-10
2025-10-10 13:00:00+00:00,2025-10-10 14:30:00+00:00,1,-23.63857142857171,loss,SL,2025-10
2025-10-10 16:00:00+00:00,2025-10-10 23:45:00+00:00,-1,165.816250000006,win,HALF+TP,2025-10
2025-10-13 04:00:00+00:00,2025-10-13 10:00:00+00:00,-1,-30.298214285713243,loss,SL,2025-10
2025-10-13 12:00:00+00:00,2025-10-14 09:00:00+00:00,1,-71.41321428571246,loss,SL,2025-10
2025-10-14 14:00:00+00:00,2025-10-15 04:15:00+00:00,-1,82.7268749999945,win,HALF+TP,2025-10
2025-10-15 09:00:00+00:00,2025-10-15 09:15:00+00:00,-1,33.764375000004065,win,HALF+TP,2025-10
2025-10-15 17:00:00+00:00,2025-10-16 19:30:00+00:00,-1,129.50812500000666,win,HALF+TP,2025-10
2025-10-16 20:00:00+00:00,2025-10-21 08:30:00+00:00,-1,-108.11696428571338,loss,SL,2025-10
2025-10-21 09:00:00+00:00,2025-10-27 08:00:00+00:00,1,240.42374999999936,win,HALF+TP,2025-10
2025-10-27 11:00:00+00:00,2025-10-27 11:30:00+00:00,1,-21.82660714285589,loss,SL,2025-10
2025-10-27 14:00:00+00:00,2025-10-27 14:15:00+00:00,1,-10.70142857142855,loss,SL,2025-10
2025-10-27 16:00:00+00:00,2025-10-27 21:45:00+00:00,1,30.095178571431802,win,HALF+SL,2025-10
2025-10-27 23:00:00+00:00,2025-10-28 02:30:00+00:00,1,-18.34249999999713,loss,SL,2025-10
2025-10-28 04:00:00+00:00,2025-10-29 03:00:00+00:00,-1,108.50999999999829,win,HALF+TP,2025-10
2025-10-29 04:00:00+00:00,2025-10-29 08:15:00+00:00,-1,-68.57982142857111,loss,SL,2025-10
2025-10-29 16:00:00+00:00,2025-10-29 20:30:00+00:00,-1,36.495892857143986,win,HALF+SL,2025-10
2025-10-30 02:00:00+00:00,2025-10-30 03:00:00+00:00,1,11.378035714287194,win,HALF+SL,2025-10
2025-10-30 09:00:00+00:00,2025-10-30 16:00:00+00:00,1,185.27124999999387,win,HALF+TP,2025-10
2025-10-30 18:00:00+00:00,2025-10-31 02:30:00+00:00,1,-28.89642857142576,loss,SL,2025-10
2025-10-31 10:00:00+00:00,2025-11-04 07:30:00+00:00,1,-42.38196428571257,loss,SL,2025-10
2025-11-04 08:00:00+00:00,2025-11-04 11:15:00+00:00,-1,38.23910714286001,win,HALF+SL,2025-11
2025-11-04 12:00:00+00:00,2025-11-05 05:45:00+00:00,-1,29.804107142857106,win,HALF+SL,2025-11
2025-11-05 07:00:00+00:00,2025-11-05 08:15:00+00:00,-1,-11.466964285710901,loss,SL,2025-11
2025-11-05 09:00:00+00:00,2025-11-06 10:15:00+00:00,1,27.982321428578416,win,HALF+SL,2025-11
2025-11-06 12:00:00+00:00,2025-11-10 00:00:00+00:00,-1,35.55339285714467,win,HALF+SL,2025-11
2025-11-10 05:00:00+00:00,2025-11-10 07:45:00+00:00,1,14.392321428573496,win,HALF+SL,2025-11
2025-11-10 09:00:00+00:00,2025-11-10 15:30:00+00:00,1,18.376071428573937,win,HALF+SL,2025-11
2025-11-10 17:00:00+00:00,2025-11-10 18:15:00+00:00,1,-12.791249999997945,loss,SL,2025-11
2025-11-10 21:00:00+00:00,2025-11-11 02:30:00+00:00,1,31.191875000004643,win,HALF+TP,2025-11
2025-11-11 07:00:00+00:00,2025-11-11 07:15:00+00:00,1,-10.473214285713084,loss,SL,2025-11
2025-11-11 09:00:00+00:00,2025-11-11 14:00:00+00:00,1,12.20553571428411,win,HALF+SL,2025-11
2025-11-11 15:00:00+00:00,2025-11-11 15:15:00+00:00,-1,34.8812500000065,win,HALF+TP,2025-11
2025-11-11 17:00:00+00:00,2025-11-12 15:15:00+00:00,1,126.54187500001512,win,HALF+TP,2025-11
2025-11-12 22:00:00+00:00,2025-11-13 03:45:00+00:00,1,15.143035714288544,win,HALF+SL,2025-11
2025-11-13 06:00:00+00:00,2025-11-13 09:30:00+00:00,1,12.837500000000546,win,HALF+SL,2025-11
2025-11-13 17:00:00+00:00,2025-11-14 17:00:00+00:00,-1,36.42714285714419,win,HALF+SL,2025-11
2025-11-17 00:00:00+00:00,2025-11-17 01:00:00+00:00,1,-14.87571428571357,loss,SL,2025-11
2025-11-17 02:00:00+00:00,2025-11-17 07:15:00+00:00,1,17.36803571428993,win,HALF+SL,2025-11
2025-11-17 08:00:00+00:00,2025-11-17 08:30:00+00:00,1,11.118928571426068,win,HALF+SL,2025-11
2025-11-17 10:00:00+00:00,2025-11-17 10:45:00+00:00,1,6.44482142857612,win,HALF+SL,2025-11
2025-11-17 11:00:00+00:00,2025-11-17 16:45:00+00:00,1,37.253749999999286,win,HALF+TP,2025-11
2025-11-17 17:00:00+00:00,2025-11-18 06:15:00+00:00,1,21.1657142857149,win,HALF+SL,2025-11
2025-11-18 11:00:00+00:00,2025-11-18 15:15:00+00:00,1,27.45071428571748,win,HALF+SL,2025-11
2025-11-18 20:00:00+00:00,2025-11-20 03:45:00+00:00,1,241.71562500000618,win,HALF+TP,2025-11
2025-11-20 06:00:00+00:00,2025-11-20 09:45:00+00:00,1,15.848214285716722,win,HALF+SL,2025-11
2025-11-20 12:00:00+00:00,2025-11-20 13:15:00+00:00,1,35.455000000001746,win,HALF+TP,2025-11
2025-11-20 16:00:00+00:00,2025-11-21 09:15:00+00:00,1,-53.89250000000061,loss,SL,2025-11
2025-11-21 11:00:00+00:00,2025-11-21 17:00:00+00:00,1,-38.6492857142855,loss,SL,2025-11
2025-11-21 20:00:00+00:00,2025-11-24 16:15:00+00:00,-1,-50.38089285714307,loss,SL,2025-11
2025-11-24 17:00:00+00:00,2025-11-24 17:45:00+00:00,1,-23.08446428571358,loss,SL,2025-11
2025-11-24 19:00:00+00:00,2025-11-25 02:45:00+00:00,1,-23.110535714286584,loss,SL,2025-11
2025-11-25 03:00:00+00:00,2025-11-25 19:15:00+00:00,-1,111.37000000000512,win,HALF+TP,2025-11
2025-11-25 20:00:00+00:00,2025-11-26 03:15:00+00:00,-1,-47.60464285714363,loss,SL,2025-11
2025-11-26 04:00:00+00:00,2025-11-26 09:30:00+00:00,-1,-47.551071428569,loss,SL,2025-11
2025-11-26 12:00:00+00:00,2025-11-26 15:30:00+00:00,1,16.28624999999886,win,HALF+SL,2025-11
2025-11-26 17:00:00+00:00,2025-11-27 01:45:00+00:00,-1,53.836249999997676,win,HALF+TP,2025-11
2025-11-27 04:00:00+00:00,2025-11-28 02:45:00+00:00,-1,-52.74160714285756,loss,SL,2025-11
2025-11-28 03:00:00+00:00,2025-11-28 04:30:00+00:00,1,-29.189107142855164,loss,SL,2025-11
2025-11-28 07:00:00+00:00,2025-11-28 07:15:00+00:00,-1,-11.465000000001169,loss,SL,2025-11
2025-11-28 10:00:00+00:00,2025-11-28 16:15:00+00:00,-1,15.08892857142996,win,HALF+SL,2025-11
2025-11-28 18:00:00+00:00,2025-12-01 14:00:00+00:00,-1,133.2825000000014,win,HALF+TP,2025-11
2025-12-01 22:00:00+00:00,2025-12-02 01:45:00+00:00,-1,-7.800535714284251,loss,SL,2025-12
2025-12-02 06:00:00+00:00,2025-12-02 08:00:00+00:00,-1,-11.613214285711138,loss,SL,2025-12
2025-12-02 09:00:00+00:00,2025-12-02 17:00:00+00:00,1,50.1387500000078,win,HALF+TP,2025-12
2025-12-02 21:00:00+00:00,2025-12-02 21:45:00+00:00,1,-10.955892857143112,loss,SL,2025-12
2025-12-03 01:00:00+00:00,2025-12-03 02:00:00+00:00,-1,19.01124999999695,win,HALF+TP,2025-12
2025-12-03 04:00:00+00:00,2025-12-03 18:00:00+00:00,-1,62.558750000002306,win,HALF+TP,2025-12
2025-12-03 20:00:00+00:00,2025-12-04 22:45:00+00:00,-1,56.08375000000194,win,HALF+SL,2025-12
2025-12-05 00:00:00+00:00,2025-12-05 02:00:00+00:00,-1,-7.84892857142836,loss,SL,2025-12
2025-12-05 04:00:00+00:00,2025-12-05 12:00:00+00:00,-1,26.479821428577566,win,HALF+SL,2025-12
2025-12-05 16:00:00+00:00,2025-12-05 17:00:00+00:00,1,13.63107142857416,win,HALF+SL,2025-12
2025-12-05 18:00:00+00:00,2025-12-05 20:00:00+00:00,1,16.29678571428599,win,HALF+SL,2025-12
2025-12-05 22:00:00+00:00,2025-12-08 00:00:00+00:00,1,7.008928571428896,win,HALF+SL,2025-12
2025-12-08 04:00:00+00:00,2025-12-08 10:15:00+00:00,-1,-53.22732142857092,loss,SL,2025-12
2025-12-08 13:00:00+00:00,2025-12-08 15:00:00+00:00,1,13.146964285715512,win,HALF+SL,2025-12
2025-12-08 20:00:00+00:00,2025-12-09 17:00:00+00:00,1,143.29812500000685,win,HALF+TP,2025-12
2025-12-09 20:00:00+00:00,2025-12-10 02:00:00+00:00,1,-14.375892857140116,loss,SL,2025-12
2025-12-10 07:00:00+00:00,2025-12-10 10:00:00+00:00,1,7.801071428573891,win,HALF+SL,2025-12
2025-12-10 12:00:00+00:00,2025-12-10 16:00:00+00:00,1,-31.795535714283574,loss,SL,2025-12
2025-12-11 00:00:00+00:00,2025-12-12 14:30:00+00:00,-1,73.68732142857368,win,HALF+SL,2025-12
2025-12-12 17:00:00+00:00,2025-12-12 21:15:00+00:00,-1,21.04910714285495,win,HALF+SL,2025-12
2025-12-12 23:00:00+00:00,2025-12-15 00:00:00+00:00,-1,7.78892857142921,win,HALF+SL,2025-12
2025-12-15 01:00:00+00:00,2025-12-15 02:00:00+00:00,-1,-12.829642857141721,loss,SL,2025-12
2025-12-15 04:00:00+00:00,2025-12-16 15:00:00+00:00,-1,146.81812500001286,win,HALF+TP,2025-12
2025-12-16 16:00:00+00:00,2025-12-17 06:15:00+00:00,-1,-32.86410714285353,loss,SL,2025-12
2025-12-17 09:00:00+00:00,2025-12-18 15:30:00+00:00,1,32.48285714285544,win,HALF+SL,2025-12
2025-12-18 20:00:00+00:00,2025-12-19 05:15:00+00:00,1,40.261428571432134,win,HALF+SL,2025-12
2025-12-19 08:00:00+00:00,2025-12-19 12:30:00+00:00,1,193.21125000001018,win,HALF+TP,2025-12
2025-12-19 16:00:00+00:00,2025-12-19 16:15:00+00:00,1,-19.38071428571675,loss,SL,2025-12
2025-12-19 20:00:00+00:00,2025-12-19 22:45:00+00:00,1,26.399374999999736,win,HALF+TP,2025-12
2025-12-19 23:00:00+00:00,2025-12-22 03:00:00+00:00,1,-24.931964285715935,loss,SL,2025-12
2025-12-22 05:00:00+00:00,2025-12-22 15:00:00+00:00,1,-22.919464285709523,loss,SL,2025-12
2025-12-22 23:00:00+00:00,2025-12-23 01:30:00+00:00,1,-13.39446428571307,loss,SL,2025-12
2025-12-23 04:00:00+00:00,2025-12-23 16:00:00+00:00,-1,70.02928571428697,win,HALF+SL,2025-12
2025-12-23 19:00:00+00:00,2025-12-24 03:15:00+00:00,-1,50.320625000009045,win,HALF+TP,2025-12
2025-12-24 04:00:00+00:00,2025-12-26 02:45:00+00:00,-1,-75.91607142857129,loss,SL,2025-12
2025-12-26 04:00:00+00:00,2026-01-05 19:15:00+00:00,1,57.777142857145236,win,HALF+SL,2025-12
