entry_time,exit_time,direction,entry,exit,sl,tp,layers,pnl,exit_reason
2023-11-14 08:00:00,2023-12-04 08:00:00,long,2014.76752,2078.428545270647,2078.428545270647,2763.550024414062,4,480360.64503013267,stop_loss
2023-12-13 16:00:00,2024-01-03 08:00:00,long,2069.10501,2047.6800244140625,2047.6800244140625,2621.5502685546885,2,-117327.51815185609,stop_loss
2024-01-04 00:00:00,2024-03-04 08:00:00,long,2088.21327,2091.92990234375,2091.92990234375,2453.3497070312496,3,43476.814208984375,stop_loss
2024-04-26 00:00:00,2024-05-01 00:00:00,long,2357.8801,2294.169951171875,2294.169951171875,2674.750830078126,1,-313574.96998144727,stop_loss
2024-05-01 16:00:00,2024-05-03 08:00:00,long,2333.6799,2294.169951171875,2294.169951171875,2529.549658203126,1,-304949.65612988593,stop_loss
2024-05-06 00:00:00,2024-05-22 08:00:00,long,2378.34673,2390.1358468191966,2390.1358468191966,2518.750830078126,3,277456.8226632237,stop_loss
2024-05-28 08:00:00,2024-07-08 08:00:00,long,2380.70505,2361.580048828125,2361.580048828125,2779.949804687501,2,-137944.8,stop_loss
2024-07-21 16:00:00,2024-08-02 08:00:00,long,2458.1467,2455.03,2455.03,3004.950292968751,3,-23533.260791015622,stop_loss
2024-08-07 00:00:00,2024-09-03 08:00:00,long,2494.04668,2512.2642647879466,2512.2642647879466,2816.450781250001,3,209718.98044419565,stop_loss
2024-09-04 08:00:00,2024-09-18 16:00:00,long,2568.31328,2581.729951171875,2581.729951171875,2795.849218750001,3,225609.3,stop_loss
2024-10-10 16:00:00,2024-10-23 08:00:00,long,2708.51755,2730.03,2730.03,2787.750830078126,4,973051.19140625,stop_loss
2024-11-18 08:00:00,2024-11-25 00:00:00,long,2667.07997,2665.53,2665.53,2728.9500906808034,3,-70605.51215820317,stop_loss
2024-11-26 08:00:00,2024-12-12 08:00:00,long,2692.0466,2691.229951171875,2691.229951171875,3008.549658203126,3,-10910.612548828125,stop_loss
2024-12-20 08:00:00,2024-12-30 08:00:00,long,2652.3801,2617.47,2617.47,2825.250585937501,1,-339647.3221171914,stop_loss
2024-12-31 08:00:00,2025-01-06 00:00:00,long,2655.80502,2640.479951171875,2640.479951171875,2930.849218750001,2,-172278.34335937502,stop_loss
2025-02-25 16:00:00,2025-03-21 08:00:00,long,2986.94667,3011.7501918247767,3011.7501918247767,3902.250585937501,3,123261.1182732269,stop_loss
2025-04-09 00:00:00,2025-04-21 08:00:00,long,3210.78,3431.3213413783483,3311.8427385602677,3431.3213413783483,3,2890039.899824287,take_profit
2025-05-05 00:00:00,2025-05-06 16:00:00,long,3307.905,3445.1287144252233,3272.979951171875,3445.1287144252233,2,3278548.98504743,take_profit
2025-05-15 16:00:00,2025-05-16 08:00:00,long,3241.47995,3198.57009765625,3198.57009765625,3454.349218750001,1,-513673.8564355516,stop_loss
2025-05-18 16:00:00,2025-06-13 00:00:00,long,3327.81328,3437.548925781251,3339.5000523158483,3437.548925781251,3,4090626.4734111624,take_profit
2025-06-20 08:00:00,2025-06-27 08:00:00,long,3385.8801,3289.97,3289.97,3863.750585937501,1,-619435.3657128932,stop_loss
2025-06-30 16:00:00,2025-07-17 08:00:00,long,3353.70493,3324.67990234375,3324.67990234375,3496.549414062501,2,-1010018.6045654297,stop_loss
2025-07-30 00:00:00,2025-08-11 00:00:00,long,3437.07997,3431.53,3431.53,3729.149755859376,3,-136783.9427246094,stop_loss
2025-08-13 08:00:00,2025-09-18 00:00:00,long,3513.61759,3669.3429652622767,3669.3429652622767,4132.2510742187515,4,2430187.987210654,stop_loss
2025-10-22 00:00:00,2025-12-29 08:00:00,long,4350.97987,4450.69318498884,4450.69318498884,8327.448339843751,3,228064.2945189747,stop_loss
2026-01-02 00:00:00,2026-01-29 08:00:00,long,4618.46762,5284.057233537947,5284.057233537947,6209.3509277343765,4,4727017.42064314,stop_loss
2026-02-03 00:00:00,2026-02-27 00:00:00,long,4940.28,5206.7998046875,4284.97,8215.149999999998,1,319903.72156640654,end_of_data
