date,regime,close
2025-12-03 05:00:00,1,4199.2998046875
2025-12-04 05:00:00,0,4211.7998046875
2025-12-05 05:00:00,1,4212.89990234375
2025-12-08 05:00:00,0,4187.2001953125
2025-12-09 05:00:00,1,4206.7001953125
2025-12-10 05:00:00,0,4196.39990234375
2025-12-11 05:00:00,1,4285.5
2025-12-12 05:00:00,0,4300.10009765625
2025-12-15 05:00:00,1,4306.7001953125
2025-12-16 05:00:00,0,4304.5
2025-12-17 05:00:00,1,4347.5
2025-12-18 05:00:00,0,4339.5
2025-12-19 05:00:00,1,4361.39990234375
2025-12-22 05:00:00,0,4444.60009765625
2025-12-23 05:00:00,1,4482.7998046875
2025-12-24 05:00:00,0,4480.60009765625
2025-12-26 05:00:00,1,4529.10009765625
2025-12-29 05:00:00,2,4325.10009765625
2025-12-30 05:00:00,0,4370.10009765625
2025-12-31 05:00:00,1,4325.60009765625
2026-01-02 05:00:00,0,4314.39990234375
2026-01-05 05:00:00,1,4436.89990234375
2026-01-06 05:00:00,0,4482.2001953125
2026-01-07 05:00:00,1,4449.2998046875
2026-01-08 05:00:00,0,4449.7001953125
2026-01-09 05:00:00,1,4490.2998046875
2026-01-12 05:00:00,0,4604.2998046875
2026-01-13 05:00:00,1,4589.2001953125
2026-01-14 05:00:00,0,4626.2998046875
2026-01-15 05:00:00,1,4616.2998046875
2026-01-16 05:00:00,0,4588.39990234375
2026-01-20 05:00:00,1,4759.60009765625
2026-01-21 05:00:00,0,4831.7998046875
2026-01-22 05:00:00,1,4908.7998046875
2026-01-23 05:00:00,0,4976.2001953125
2026-01-26 05:00:00,1,5079.7001953125
2026-01-27 05:00:00,0,5079.89990234375
2026-01-28 05:00:00,1,5301.60009765625
2026-01-29 05:00:00,0,5318.39990234375
2026-01-30 05:00:00,2,4713.89990234375
2026-02-02 05:00:00,2,4622.5
2026-02-03 05:00:00,2,4903.7001953125
2026-02-04 05:00:00,1,4920.39990234375
2026-02-05 05:00:00,0,4861.39990234375
2026-02-06 05:00:00,1,4951.2001953125
2026-02-09 05:00:00,0,5050.89990234375
2026-02-10 05:00:00,1,5003.7998046875
2026-02-11 05:00:00,0,5071.60009765625
2026-02-12 05:00:00,1,4923.7001953125
2026-02-13 05:00:00,0,5022.0
2026-02-17 05:00:00,1,4882.89990234375
2026-02-18 05:00:00,0,4986.5
2026-02-19 05:00:00,1,4975.89990234375
2026-02-20 05:00:00,0,5059.2998046875
2026-02-23 05:00:00,1,5204.7001953125
2026-02-24 05:00:00,0,5155.7998046875
2026-02-25 05:00:00,1,5206.39990234375
2026-02-26 05:00:00,0,5176.5
