symbol,entry_time,exit_time,dir,ep,sl,tp,exit_price,result,lot,eff_risk,half_pnl,equity_after,pnl_delta,month
EURGBP,2025-05-28 01:00:00+00:00,2025-05-28 05:59:00+00:00,-1,0.83861,0.83924475,0.837163125,0.83924475,SL,497995.91676066234,0.01,0.0,3685669.4272537613,-40061.85652234778,2025-05
AUDUSD,2025-05-28 02:00:00+00:00,2025-05-29 12:45:00+00:00,-1,0.6428900000000001,0.6455450714285714,0.6362873214285716,0.6455450714285714,SL,302024.4884155862,0.02,0.0,5871106.88459599,-120465.70318121463,2025-05
EURJPY,2025-05-28 07:00:00+00:00,2025-05-28 08:29:00+00:00,1,163.386,163.11105357142858,164.0663660714285,163.11105357142858,SL,578825.878942131,0.02,0.0,7739929.417390643,-159493.40370721184,2025-05
EURGBP,2025-05-28 11:00:00+00:00,2025-05-28 15:57:00+00:00,1,0.83933,0.8383801428571429,0.8415646428571426,0.8383801428571429,SL,157417.95929681417,0.005,0.0,3587543.5383011797,-18919.51976054674,2025-05
EURJPY,2025-05-28 20:00:00+00:00,2025-05-28 23:10:00+00:00,1,163.595,163.46167142857144,163.9213214285714,163.9213214285714,TP,1262235.751714471,0.02,82883.80903935432,8576454.658370433,288073.75443500094,2025-05
EURJPY,2025-05-29 00:00:00+00:00,2025-05-29 00:15:00+00:00,1,163.65,163.52249285714285,163.96176785714286,163.96176785714286,TP,1414179.2306578814,0.02,88744.7973638934,9182823.84039391,308344.10400456935,2025-05
US30,2025-05-29 01:00:00+00:00,2025-05-29 01:49:00+00:00,1,42084.3,42028.72589285714,42223.23526785716,42223.23526785716,TP,16.862650364143274,0.02,70284.50535371622,7274446.293992039,245995.75862041675,2025-05
EURJPY,2025-05-29 01:00:00+00:00,2025-05-29 11:32:00+00:00,1,164.14000000000001,163.57907857142857,165.53530357142859,163.57907857142857,SL,328590.86701558525,0.02,0.0,8998313.027331788,-184510.8130621221,2025-05
US30,2025-05-29 02:00:00+00:00,2025-05-29 14:29:00+00:00,1,42278.8,42051.634821428575,42846.71294642857,42278.8,BE,4.26969564011457,0.02,72744.46293992038,7347190.754370142,72744.46037810296,2025-05
EURGBP,2025-05-29 13:00:00+00:00,2025-06-12 06:00:00+00:00,1,0.8405900000000001,0.8371316428571428,0.849095892857143,0.849095892857143,TP,41836.04532578721,0.005,9015.992511791364,3637822.3759966,31425.371280053165,2025-06
EURJPY,2025-05-29 15:00:00+00:00,2025-05-29 22:24:00+00:00,1,163.90200000000002,163.71833928571428,164.35415178571432,163.71833928571428,SL,990672.4260897401,0.02,0.0,8815771.018477311,-182542.00885447673,2025-05
AUDUSD,2025-05-30 00:00:00+00:00,2025-05-30 00:29:00+00:00,1,0.6444099999999999,0.6440668571428572,0.6452328571428569,0.6452328571428569,TP,2442281.1273295204,0.02,61022.138452838895,6312494.250346929,210280.40506303962,2025-05
US30,2025-05-30 01:00:00+00:00,2025-05-30 16:29:00+00:00,-1,42147.5,42295.94339285714,41776.391517857155,42147.5,BE,6.830296074217136,0.02,76043.4242606686,7680385.846229351,76043.4201624915,2025-05
USDJPY,2025-05-30 01:00:00+00:00,2025-05-30 14:46:00+00:00,-1,143.773,144.28711785714285,142.4912053571429,144.28711785714285,SL,89374.11904828009,0.02,0.0,2246970.3674635896,-46002.45504056057,2025-05
AUDUSD,2025-06-01 23:00:00+00:00,2025-06-02 03:29:00+00:00,1,0.64464,0.6431550714285714,0.6483173214285716,0.64464,BE,559175.5395231728,0.02,61855.7984765053,6247100.14080332,61520.29315279052,2025-06
US30,2025-06-02 05:00:00+00:00,2025-06-02 10:28:00+00:00,-1,42100.7,42171.77875,41923.003124999996,41923.003124999996,TP,14.551352686270343,0.02,77571.8969811935,8028691.328822716,271501.63070336636,2025-06
