datetime,Open,High,Low,Close,Volume
2023-10-06 04:00:00+00:00,3146.2168224049383,3147.9942546430975,3138.0227213446046,3140.9618940532673,0
2023-10-06 05:00:00+00:00,3140.856215953827,3145.881381648331,3133.250402007601,3136.5924021377577,633
2023-10-06 06:00:00+00:00,3135.868990835268,3144.4127433064277,3125.1150512695312,3143.6108718333417,1150
2023-10-06 07:00:00+00:00,3142.8028156082146,3152.50582987885,3135.890210012207,3151.1723598962417,1578
2023-10-06 08:00:00+00:00,3151.1087382961996,3153.8254398796125,3136.0165605657967,3148.702095600893,1320
2023-10-06 09:00:00+00:00,3148.6598288305686,3155.1937617425574,3138.5865360833704,3144.68081094246,839
2023-10-06 10:00:00+00:00,3145.5102445033262,3173.423812002875,3144.138368007203,3167.6963911161,3153
2023-10-06 11:00:00+00:00,3166.9299507141113,3174.23271248932,3160.629360794672,3162.756129042507,1639
2023-10-06 12:00:00+00:00,3162.0534307934577,3179.8828526849397,3118.9711586483754,3162.411099396064,11991
2023-10-06 13:00:00+00:00,3162.3897845452884,3236.556548014836,3155.0666323292535,3185.33673581772,21143
2023-10-06 14:00:00+00:00,3185.2726332611055,3234.8455861991097,3180.176465709228,3204.7548407462305,11916
2023-10-06 15:00:00+00:00,3204.819006700592,3251.1902899157726,3197.567271725769,3237.402480939636,8844
2023-10-06 16:00:00+00:00,3237.293799908599,3245.8689444036863,3226.3604491690057,3234.432965813903,4343
2023-10-06 17:00:00+00:00,3233.6863413554383,3252.183378084563,3231.4890875270066,3243.751450187992,5247
2023-10-06 18:00:00+00:00,3242.9833181523136,3253.0389816460374,3240.6297923867824,3244.389930091478,2185
2023-10-06 19:00:00+00:00,3243.5562432849833,3245.5274249159265,3234.7891291255946,3239.054531809845,2011
2023-10-06 20:00:00+00:00,3238.9244632946793,3252.008941518405,3231.780316893768,3248.948564057006,1057
2023-10-08 23:00:00+00:00,3277.154800072865,3288.56648853363,3270.421052590944,3283.5591954644774,1163
2023-10-09 00:00:00+00:00,3283.47118383972,3308.5541441329988,3274.915630431671,3304.8237555093365,2921
2023-10-09 01:00:00+00:00,3304.7574661389226,3308.7679474420147,3258.757843062747,3275.6844858752447,6713
2023-10-09 02:00:00+00:00,3276.407895188982,3288.10009476883,3270.9251269222295,3271.714867847215,1656
2023-10-09 03:00:00+00:00,3272.5259791186545,3277.462546340102,3264.8072975671384,3276.935220764542,747
2023-10-09 04:00:00+00:00,3276.8913049028774,3288.522432745667,3268.842086572724,3276.3661201199284,1039
2023-10-09 05:00:00+00:00,3276.3001087701414,3285.166247421876,3267.3279225487495,3281.368112339551,1055
2023-10-09 06:00:00+00:00,3281.368112339551,3289.1139441070554,3269.8508511669934,3271.627041987609,1851
2023-10-09 07:00:00+00:00,3270.924783563998,3271.18807357864,3249.041549475398,3252.6082695520017,1769
2023-10-09 08:00:00+00:00,3253.310388323822,3258.025745418854,3243.5341300964355,3254.2130996279884,1212
2023-10-09 09:00:00+00:00,3254.147509113769,3261.2082883868425,3245.6241804902675,3249.2377180017065,994
2023-10-09 10:00:00+00:00,3248.4048866101075,3254.9112890103133,3244.682642774657,3249.934947492671,975
2023-10-09 11:00:00+00:00,3249.8697796432534,3250.6760655352846,3241.6948352557374,3246.2060200360143,1166
2023-10-09 12:00:00+00:00,3246.184433046263,3252.760987068177,3235.086918712768,3246.6358555286424,4092
2023-10-09 13:00:00+00:00,3246.5268491775496,3265.4003386412805,3235.7380302037054,3237.3739321646863,8865
2023-10-09 14:00:00+00:00,3238.0966300964355,3270.8936050476036,3228.6507027026382,3258.1808275019866,4768
2023-10-09 15:00:00+00:00,3257.5041833621217,3273.327260906983,3249.683005847706,3261.800289846724,3443
2023-10-09 16:00:00+00:00,3260.9471425469965,3264.2771085719287,3250.4946320776357,3253.949765937956,2485
2023-10-09 17:00:00+00:00,3254.037237858429,3275.387036474305,3247.93256585137,3266.8734819647216,3503
2023-10-09 18:00:00+00:00,3265.344222122803,3270.4658534065243,3258.3680240211543,3263.827251713257,1049
2023-10-09 19:00:00+00:00,3263.7393600177015,3274.80669330986,3262.469370836334,3270.111169735028,1439
2023-10-09 20:00:00+00:00,3270.809194345551,3273.6235051248223,3266.8783469605264,3269.771828838042,548
2023-10-09 22:00:00+00:00,3272.0057175235706,3272.1159750953666,3264.793646390841,3268.0763801943976,0
2023-10-09 23:00:00+00:00,3268.098220099637,3274.263282229309,3263.796960362321,3269.978967463074,240
2023-10-10 00:00:00+00:00,3269.9127006018825,3281.0585827130126,3257.9944907780446,3274.057238656387,807
2023-10-10 01:00:00+00:00,3274.035373955994,3284.5290495629883,3263.42941434143,3270.2341628320282,1797
2023-10-10 02:00:00+00:00,3270.278514639591,3278.843803678057,3260.6426857168553,3267.34493232239,847
2023-10-10 03:00:00+00:00,3265.814802404406,3270.735090179747,3258.572828953096,3260.5912045515433,835
2023-10-10 04:00:00+00:00,3259.8262202231563,3263.750503029325,3250.8437633514404,3255.0655224002844,513
2023-10-10 05:00:00+00:00,3254.409160451585,3264.1893967778014,3248.4178454090143,3260.075415811152,1425
2023-10-10 06:00:00+00:00,3259.3314569458016,3266.0347848297097,3238.369607014465,3252.5019344322204,1893
2023-10-10 07:00:00+00:00,3251.648302747344,3264.6548244205483,3248.9352324394276,3259.222786975937,1460
2023-10-10 08:00:00+00:00,3258.4781169891357,3272.237562552793,3245.354051900329,3261.5875562246656,1785
2023-10-10 09:00:00+00:00,3262.3098355734255,3266.2760496340925,3257.582023580326,3264.4998588134767,717
2023-10-10 10:00:00+00:00,3264.56577998749,3268.1384361805685,3251.6936134584826,3253.681583061523,877
2023-10-10 11:00:00+00:00,3255.1930668891873,3260.0058735434723,3243.0814441925036,3256.3685419766985,2075
2023-10-10 12:00:00+00:00,3256.3465423130833,3270.398772150802,3242.824288941192,3254.0113734912884,4586
2023-10-10 13:00:00+00:00,3254.8869314891053,3280.5493010023492,3248.755415074236,3276.5699462890625,6655
2023-10-10 14:00:00+00:00,3276.4598388671875,3281.5890501892136,3260.3614970692433,3270.846828019712,3766
2023-10-10 15:00:00+00:00,3273.0136310941307,3283.631055149075,3252.9620943012997,3274.186666077876,3111
2023-10-10 16:00:00+00:00,3274.885615520936,3278.548158502963,3262.6809751953115,3271.1369909147616,2111
2023-10-10 17:00:00+00:00,3271.0489592967206,3275.9595779901138,3253.2229551128407,3259.506974980468,4582
2023-10-10 18:00:00+00:00,3259.3752528744517,3267.1208452368155,3256.223444867705,3261.495593329775,977
2023-10-10 19:00:00+00:00,3261.4735080633545,3269.766746782989,3256.178218372341,3267.3310827957175,776
2023-10-10 20:00:00+00:00,3267.3310827957175,3273.5694058374797,3265.928430794825,3272.1433080520655,527
2023-10-10 22:00:00+00:00,3273.1019363855016,3273.498324619141,3265.792671819305,3269.161047969974,0
2023-10-10 23:00:00+00:00,3268.9408831666515,3272.2654900280763,3263.5335077739724,3265.313273495936,223
2023-10-11 00:00:00+00:00,3265.3571893576004,3277.077594730683,3260.0452824279782,3267.098382895201,764
2023-10-11 01:00:00+00:00,3267.032281363907,3276.081550017552,3261.9163361764513,3273.729723115161,745
2023-10-11 02:00:00+00:00,3272.920807174989,3278.4941919726552,3264.570268192445,3277.8552148953313,691
2023-10-11 03:00:00+00:00,3277.133295787964,3279.689296594239,3269.125577818602,3272.4418696254725,553
2023-10-11 04:00:00+00:00,3272.375768094178,3277.200908103027,3270.4921914089937,3272.9508793621785,606
2023-10-11 05:00:00+00:00,3272.2063603796414,3279.9670326022315,3267.013602843857,3275.363587192842,820
2023-10-11 06:00:00+00:00,3274.750725650025,3295.2607677224732,3270.23453188705,3286.8132071632426,1822
2023-10-11 07:00:00+00:00,3286.046356844483,3314.8702022360235,3278.3296082330344,3306.9346097900416,2497
2023-10-11 08:00:00+00:00,3306.1688914333354,3313.5663833166477,3297.8334153996257,3307.7740325927734,1034
2023-10-11 09:00:00+00:00,3306.91950372688,3311.339747482911,3302.6796179206867,3304.2796171852096,905
2023-10-11 10:00:00+00:00,3305.0008142060833,3309.6875,3297.6669983285537,3303.5036716775503,971
2023-10-11 11:00:00+00:00,3302.7599828741513,3313.9003447180153,3299.508735913085,3304.792202695389,1295
2023-10-11 12:00:00+00:00,3305.5142044097884,3314.025985071261,3286.122293332824,3308.1136062683067,5976
2023-10-11 13:00:00+00:00,3307.191369838256,3320.021802884294,3279.9487055828795,3316.46060221619,8118
2023-10-11 14:00:00+00:00,3315.782870397263,3321.45931342087,3294.64141039917,3305.555306061404,4718
2023-10-11 15:00:00+00:00,3304.83145551529,3310.437522606051,3293.461306279292,3301.884272918396,2545
2023-10-11 16:00:00+00:00,3301.1393879713432,3314.6684653797124,3297.893805692293,3302.8381517697126,2320
2023-10-11 17:00:00+00:00,3302.904719230195,3308.7981144235237,3294.347895680694,3304.0120368342614,3194
2023-10-11 18:00:00+00:00,3303.3101381219462,3312.0064792858902,3295.561783327022,3309.81827067642,1068
2023-10-11 19:00:00+00:00,3309.8402643127483,3316.6461456774846,3307.5786417709314,3310.001852615358,1455
2023-10-11 20:00:00+00:00,3310.0241946863534,3317.4051241007983,3300.915520014649,3311.196711084747,582
2023-10-11 22:00:00+00:00,3310.2546814669035,3312.8342700387584,3304.6427029394545,3307.8888649017317,0
2023-10-11 23:00:00+00:00,3308.6117364499655,3311.479051981354,3307.1785163665772,3309.9341080972226,194
2023-10-12 00:00:00+00:00,3309.299882733612,3315.89329689194,3307.4545837347396,3312.354854304809,307
2023-10-12 01:00:00+00:00,3313.0118924154667,3327.1476836901857,3308.1110817062436,3321.4027740062743,1153
2023-10-12 02:00:00+00:00,3320.6128386415076,3328.0414348047634,3304.3583770721452,3317.1481148731255,963
2023-10-12 03:00:00+00:00,3317.236966040422,3324.1095168750035,3314.2807995315525,3320.3794676940893,375
2023-10-12 04:00:00+00:00,3319.633942824556,3331.8682020474225,3317.797388619161,3327.0457338030974,481
2023-10-12 05:00:00+00:00,3326.2777560049435,3329.139527235413,3322.124034613953,3327.777903718874,590
2023-10-12 06:00:00+00:00,3327.8674752508523,3339.468272308354,3317.8835579105366,3336.148591087724,1424
2023-10-12 07:00:00+00:00,3335.425453842472,3339.0510710771196,3315.1055798566376,3320.7466711074817,1256
2023-10-12 08:00:00+00:00,3319.9785388207238,3332.158567941282,3317.0632072808803,3325.996888765949,737
2023-10-12 09:00:00+00:00,3326.742452969891,3333.457745036314,3321.6904890357982,3331.0417498260504,658
2023-10-12 10:00:00+00:00,3331.019597498467,3336.030335274583,3324.2737784655765,3326.156358982087,809
2023-10-12 11:00:00+00:00,3325.499840176315,3333.9856634639723,3322.772315539012,3326.7685368038947,1470
2023-10-12 12:00:00+00:00,3326.7239513082895,3338.6802131817676,3299.2362512103286,3323.6121337639634,7359
2023-10-12 13:00:00+00:00,3322.8874366418454,3337.464397341537,3289.5238391363528,3301.3851682778914,9769
2023-10-12 14:00:00+00:00,3300.7033490852336,3316.785340216826,3277.210225437011,3291.770101610105,7803
2023-10-12 15:00:00+00:00,3291.836188114015,3295.489959716797,3274.8231702886987,3293.003620824893,4197
2023-10-12 16:00:00+00:00,3292.9156891503953,3297.494593332522,3282.7044086004607,3292.716584990616,2194
2023-10-12 17:00:00+00:00,3292.672629150009,3294.829042113415,3282.3917829818674,3285.7314492372097,4223
2023-10-12 18:00:00+00:00,3286.4367233691446,3294.6956044402323,3281.599208199157,3288.3734365936252,1719
2023-10-12 19:00:00+00:00,3288.461188366695,3290.9938925672905,3285.910117826541,3286.831426442717,833
2023-10-12 20:00:00+00:00,3286.853521780169,3293.065492635651,3286.107301974407,3291.7233466316247,575
2023-10-12 22:00:00+00:00,3292.517516486812,3295.3580322265625,3288.4438515499933,3291.9006894982886,0
2023-10-12 23:00:00+00:00,3291.856753647153,3297.0981014556896,3291.1970451037632,3293.837962237245,186
2023-10-13 00:00:00+00:00,3294.5212812526734,3304.4566503381357,3293.2456007383007,3302.009591864771,644
2023-10-13 01:00:00+00:00,3302.0314615234383,3305.8886376781447,3295.2932653163157,3299.3009842689503,1099
2023-10-13 02:00:00+00:00,3300.071984114911,3311.859564747312,3296.1735175532526,3310.491773146059,864
2023-10-13 03:00:00+00:00,3310.5136923969258,3310.6020438388805,3305.5548612533603,3308.264703638153,419
2023-10-13 04:00:00+00:00,3308.9911415208476,3315.841250752565,3304.6200019223033,3311.6215322811913,524
2023-10-13 05:00:00+00:00,3311.643818962475,3319.69161756424,3309.8953275126696,3319.0708602684026,639
2023-10-13 06:00:00+00:00,3319.0708602684026,3332.1598777770996,3312.7639611035124,3328.1493815414433,1729
2023-10-13 07:00:00+00:00,3328.126999186323,3338.6762614250183,3321.874973780825,3333.565040719987,1661
2023-10-13 08:00:00+00:00,3332.7948034610017,3346.085549817275,3328.2079858227517,3331.595719016186,2159
2023-10-13 09:00:00+00:00,3330.8694076538086,3343.7939615463256,3327.1786397625688,3336.9943301078747,1143
2023-10-13 10:00:00+00:00,3337.016447721864,3340.4112360656727,3322.4309629910276,3323.874992236786,1120
2023-10-13 11:00:00+00:00,3324.622981673659,3370.550878663635,3322.3421518026735,3358.699752508546,5397
2023-10-13 12:00:00+00:00,3359.5374376211544,3414.3968394094845,3348.4272842445353,3396.6422259571846,14660
2023-10-13 13:00:00+00:00,3396.664755177917,3399.254229148559,3360.338327299803,3391.3641976593062,11585
2023-10-13 14:00:00+00:00,3391.296067087096,3419.5181162271183,3378.4473073661793,3413.0646326181013,9037
2023-10-13 15:00:00+00:00,3413.0190476718126,3434.682925127563,3400.8152189392126,3424.7788941229232,7621
2023-10-13 16:00:00+00:00,3424.6643323584,3439.8555629827897,3411.7094217503327,3427.373777528992,5361
2023-10-13 17:00:00+00:00,3427.3507002880797,3434.563406748348,3412.155114358524,3421.7880298281093,3925
2023-10-13 18:00:00+00:00,3422.627019027714,3426.7321603005985,3417.1584884533654,3420.5368325432646,1503
2023-10-13 19:00:00+00:00,3421.2617893595893,3427.319213068695,3413.0330545364413,3416.9825030485517,1719
2023-10-13 20:00:00+00:00,3416.189418603899,3423.4358923171244,3410.751369970094,3420.5368325432646,898
2023-10-15 23:00:00+00:00,3411.217572351685,3417.594989262696,3405.208122962038,3414.500367770233,489
2023-10-16 00:00:00+00:00,3414.4777244902793,3415.5679150457727,3399.9154779392993,3406.2663872534176,528
2023-10-16 01:00:00+00:00,3405.5645676789864,3412.137681724853,3402.3885304522705,3404.1107595569633,832
2023-10-16 02:00:00+00:00,3403.340966247255,3414.077470318298,3401.637177094119,3411.8295058101644,380
2023-10-16 03:00:00+00:00,3410.990808060451,3419.545306147076,3406.1429559650423,3417.7686583383183,371
2023-10-16 04:00:00+00:00,3418.3560214354657,3421.5512561169458,3413.858604203415,3416.038440510863,597
2023-10-16 05:00:00+00:00,3416.038440510863,3417.090120531618,3391.4685934928125,3393.1713991969295,1041
2023-10-16 06:00:00+00:00,3393.895979512017,3405.3025865417444,3389.0722794891335,3395.2617947166436,1737
2023-10-16 07:00:00+00:00,3394.5820007098373,3403.718463897705,3389.935713923187,3396.6664635617053,1476
2023-10-16 08:00:00+00:00,3397.5281442370615,3403.3088417053223,3383.298756974488,3392.7888685623184,1712
2023-10-16 09:00:00+00:00,3391.9736595492577,3399.971051899338,3387.8954969363404,3399.2205236476148,734
2023-10-16 10:00:00+00:00,3398.427794100949,3403.852187236247,3393.0598918716423,3400.857945200958,850
2023-10-16 11:00:00+00:00,3400.8804992168443,3405.8911951803602,3394.418195830076,3401.306900024414,1223
2023-10-16 12:00:00+00:00,3401.9633445324725,3416.2870574281255,3390.7238923175028,3396.9529271936044,4744
2023-10-16 13:00:00+00:00,3397.6548817877188,3424.7078533172607,3392.152044245915,3413.388038856501,5052
2023-10-16 14:00:00+00:00,3414.045230928343,3426.6003674771055,3399.639023232419,3405.6925092243187,4372
2023-10-16 15:00:00+00:00,3412.5176132626366,3416.395436123275,3403.667113696138,3410.2642413536087,2861
2023-10-16 16:00:00+00:00,3410.196052879328,3414.100168270874,3406.6125672833296,3408.9054273184156,1193
2023-10-16 17:00:00+00:00,3409.6531967604824,3413.4208252938115,3399.089760799252,3403.1498527526855,2096
2023-10-16 18:00:00+00:00,3403.126941680908,3406.346692473453,3396.912387572636,3399.201053322758,689
2023-10-16 19:00:00+00:00,3399.1552613903764,3403.035991668701,3396.730727421876,3400.0394079167163,647
2023-10-16 20:00:00+00:00,3399.993952900084,3406.52114973907,3398.677915186155,3404.976429174422,377
2023-10-16 22:00:00+00:00,3406.0657999938994,3407.5465556537674,3396.162866110913,3400.0442432019045,0
2023-10-16 23:00:00+00:00,3400.723981983028,3404.2615522266424,3398.319290367508,3399.20559867096,141
2023-10-17 00:00:00+00:00,3399.9304822178674,3401.860801395261,3389.3456493568374,3395.1677339163143,389
2023-10-17 01:00:00+00:00,3395.190258176881,3399.0693235679646,3380.49006916504,3383.2971229553223,1035
2023-10-17 02:00:00+00:00,3384.044687429967,3384.7691402229248,3369.6134544329834,3379.7170156650536,1360
2023-10-17 03:00:00+00:00,3379.7621908367146,3389.41470312851,3379.1069784233114,3388.5537503755186,648
2023-10-17 04:00:00+00:00,3389.392215310363,3390.502671475144,3381.5996951641864,3382.84362953651,251
2023-10-17 05:00:00+00:00,3383.4783687591553,3390.956105906982,3380.351479779056,3387.034557126463,523
2023-10-17 06:00:00+00:00,3388.621181637573,3396.4883723730454,3383.7949447631836,3394.0847478182986,630
2023-10-17 07:00:00+00:00,3394.8782223075104,3412.1568194152787,3390.5019580642693,3402.6293583365623,1048
2023-10-17 08:00:00+00:00,3402.560987286066,3409.938358399202,3397.755169461365,3405.6726288347563,1051
2023-10-17 09:00:00+00:00,3407.2829219531272,3427.3130260606413,3405.4677727326925,3424.5866370822187,1859
2023-10-17 10:00:00+00:00,3424.609679073561,3433.7217108911136,3394.9677522575366,3414.1809233438103,1551
2023-10-17 11:00:00+00:00,3413.501572075649,3423.31369106751,3407.443097416457,3415.8853682133486,927
2023-10-17 12:00:00+00:00,3415.9310531031806,3437.749447473907,3392.447155339818,3420.043555354001,5090
2023-10-17 13:00:00+00:00,3419.271829393692,3472.225112852175,3407.396858107299,3457.4633077047765,11393
2023-10-17 14:00:00+00:00,3458.8919812078816,3468.133008957753,3441.409709660802,3450.53874076996,6616
2023-10-17 15:00:00+00:00,3451.2873906549066,3463.084487915039,3440.8672689053346,3462.136354446411,3956
2023-10-17 16:00:00+00:00,3461.4108409778564,3463.431348800659,3449.490780157852,3454.168248619535,3083
2023-10-17 17:00:00+00:00,3454.168248619535,3459.28725370788,3436.128541334532,3440.6851730076596,2670
2023-10-17 18:00:00+00:00,3441.365465364069,3446.9078679532686,3437.037862977595,3445.734730941622,881
2023-10-17 19:00:00+00:00,3445.757898817974,3456.2429491294897,3441.8789748278796,3444.870834350586,1105
2023-10-17 20:00:00+00:00,3444.870834350586,3447.979507106095,3437.0151006782544,3440.997796765441,1130
2023-10-17 22:00:00+00:00,3441.05775481186,3442.2202625463833,3433.3777748818975,3439.054677620239,0
2023-10-17 23:00:00+00:00,3440.0101036186966,3443.7410188767244,3435.9219747174066,3441.438670459902,285
2023-10-18 00:00:00+00:00,3442.2107681329358,3450.435670579376,3439.702097974776,3443.2123639442434,565
2023-10-18 01:00:00+00:00,3443.281120657426,3470.634155867767,3442.4767372731003,3460.65312316711,2213
2023-10-18 02:00:00+00:00,3461.378806515655,3491.5380188205745,3459.113370060426,3475.592711553268,3019
2023-10-18 03:00:00+00:00,3474.8908366673277,3479.49776791138,3467.9593791816733,3478.284268722229,446
2023-10-18 04:00:00+00:00,3478.9398396533215,3484.8764284703066,3476.3228552331566,3479.8274574279785,468
2023-10-18 05:00:00+00:00,3479.7809829711914,3490.2089044102468,3478.990562438965,3480.742833628465,1448
2023-10-18 06:00:00+00:00,3481.4209989062515,3490.9572687689215,3471.421745712432,3473.3242186218263,1110
2023-10-18 07:00:00+00:00,3474.0724929687567,3485.4777173034677,3467.105644610594,3483.840649721679,1899
2023-10-18 08:00:00+00:00,3483.794145282591,3495.1627787487814,3476.521355629811,3490.38999527588,876
2023-10-18 09:00:00+00:00,3489.6409852828947,3509.4390856274404,3485.866325677489,3501.412790617906,3106
2023-10-18 10:00:00+00:00,3501.412790617906,3502.839425806888,3496.127640175167,3498.489054313657,1420
2023-10-18 11:00:00+00:00,3499.2142448425293,3505.459944268805,3491.429093439947,3500.290213550034,2077
2023-10-18 12:00:00+00:00,3499.494914362411,3518.2851828511048,3484.0880964465323,3496.3123213710787,8616
2023-10-18 13:00:00+00:00,3496.3123213710787,3513.4162282452453,3483.6391145046223,3489.108035343932,9114
2023-10-18 14:00:00+00:00,3489.763295900193,3497.5897098059068,3435.0183217422455,3438.2457453321836,12171
2023-10-18 15:00:00+00:00,3437.4510862579336,3444.288378349913,3425.125661729049,3442.3068932534075,6721
2023-10-18 16:00:00+00:00,3442.3990732738453,3455.598594096373,3437.1299627426197,3451.10384585266,2775
2023-10-18 17:00:00+00:00,3451.057449673768,3465.521582023008,3448.2819044166536,3459.1689689620976,3409
2023-10-18 18:00:00+00:00,3460.712987846986,3463.462558944244,3446.841369543458,3449.7642491809097,1486
2023-10-18 19:00:00+00:00,3450.421839853516,3454.8374480374914,3438.4459386883536,3450.8486298088105,1177
2023-10-18 20:00:00+00:00,3450.917842530442,3453.0262897814973,3445.3732892156986,3448.113983154297,477
2023-10-18 22:00:00+00:00,3447.0485663458244,3453.615854863281,3442.5323813769496,3448.094669460756,0
2023-10-18 23:00:00+00:00,3448.094669460756,3454.872222224425,3445.517560670473,3450.701035556034,427
2023-10-19 00:00:00+00:00,3450.701035556034,3456.681309358217,3436.239441837766,3444.3419494628906,901
2023-10-19 01:00:00+00:00,3444.2040252685547,3453.811801269534,3432.514213006594,3442.380858856661,1063
2023-10-19 02:00:00+00:00,3443.107216826174,3452.336855933536,3434.501252527465,3450.804379607085,881
2023-10-19 03:00:00+00:00,3450.804379607085,3457.2812819122337,3436.885485446779,3441.88475105667,802
2023-10-19 04:00:00+00:00,3441.8619639621757,3453.1435426246608,3439.2155195249943,3453.028180079651,665
2023-10-19 05:00:00+00:00,3451.530371526489,3458.8715997326653,3448.3850785190593,3453.9038204610406,755
2023-10-19 06:00:00+00:00,3453.1779175659176,3458.974402588501,3447.256946289825,3456.3119600570644,853
