"約定日時","取引区分","受渡日","約定番号","銘柄名","銘柄コード","限月","コールプット区分","権利行使価格","権利行使価格通貨","カバードワラント商品種別","売買区分","通貨","受渡通貨","市場","口座","信用区分","約定数量","約定単価","コンバージョンレート","手数料","手数料消費税","建単価","新規手数料","新規手数料消費税","管理費","名義書換料","金利","貸株料","品貸料","前日分値洗","経過利子（円貨）","経過利子（外貨）","経過日数（外債）","所得税（外債）","地方税（外債）","金利・価格調整額（CFD）","配当金調整額（CFD）","金利・価格調整額（くりっく株365）","配当金調整額（くりっく株365）","売建単価（くりっく365/くりっく株365）","買建単価（くりっく365/くりっく株365）","円貨スワップ損益","外貨スワップ損益","約定金額（円貨）","約定金額（外貨）","決済金額（円貨）","決済金額（外貨）","実現損益（円貨）","実現損益（外貨）","実現損益（円換算額）","受渡金額（円貨）","受渡金額（外貨）","備考"
"2025/10/15 18:33:07","CFD新規","2025/10/15","0330","金スポット","","","","","","","買","","日本円","","","","2","4194.69","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","","","0","0.00","0","","","0","",""
"2025/10/15 18:33:08","CFD新規","2025/10/15","0394","金スポット","","","","","","","買","","日本円","","","","2","4194.58","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","","","0","0.00","0","","","0","",""
"2025/10/15 21:53:23","CFD新規","2025/10/15","0364","金スポット","","","","","","","買","","日本円","","","","1","4189.01","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","","","0","0.00","0","","","0","",""
"2025/10/15 21:53:25","CFD新規","2025/10/15","0395","金スポット","","","","","","","買","","日本円","","","","1","4189.2","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","","","0","0.00","0","","","0","",""
"2025/10/15 21:53:27","CFD新規","2025/10/15","0396","金スポット","","","","","","","買","","日本円","","","","1","4189.2","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","","","0","0.00","0","","","0","",""
"2025/10/15 21:53:30","CFD新規","2025/10/15","0365","金スポット","","","","","","","買","","日本円","","","","1","4189.28","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","","","0","0.00","0","","","0","",""
"2025/10/15 21:53:35","CFD新規","2025/10/15","0331","金スポット","","","","","","","買","","日本円","","","","1","4189.44","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","","","0","0.00","0","","","0","",""
"2025/10/16 07:59:43","CFD決済","2025/10/16","0366","金スポット","","","","","","","売","","日本円","","","","2","4212.51","151.060","0","0","4193.63","0","0","","","","","","","","","","","","-504","0","","","","","","","","","5704","37.76","5200","","","5200","",""
"2025/10/16 07:59:43","CFD決済","2025/10/16","0367","金スポット","","","","","","","売","","日本円","","","","2","4212.51","151.060","0","0","4194.12","0","0","","","","","","","","","","","","-504","0","","","","","","","","","5555","36.78","5051","","","5051","",""
"2025/10/16 07:59:43","CFD決済","2025/10/16","0368","金スポット","","","","","","","売","","日本円","","","","1","4212.51","151.060","0","0","4194.36","0","0","","","","","","","","","","","","-252","0","","","","","","","","","2741","18.15","2489","","","2489","",""
"2025/10/16 07:59:45","CFD決済","2025/10/16","0369","金スポット","","","","","","","売","","日本円","","","","2","4212.36","151.060","0","0","4194.35","0","0","","","","","","","","","","","","-504","0","","","","","","","","","5441","36.02","4937","","","4937","",""
"2025/10/16 07:59:45","CFD決済","2025/10/16","0370","金スポット","","","","","","","売","","日本円","","","","1","4212.36","151.060","0","0","4194.36","0","0","","","","","","","","","","","","-252","0","","","","","","","","","2719","18.00","2467","","","2467","",""
"2025/10/16 07:59:45","CFD決済","2025/10/16","0371","金スポット","","","","","","","売","","日本円","","","","2","4212.36","151.060","0","0","4194.56","0","0","","","","","","","","","","","","-504","0","","","","","","","","","5377","35.60","4873","","","4873","",""
"2025/10/16 08:23:11","CFD決済","2025/10/16","0397","金スポット","","","","","","","売","","日本円","","","","2","4211.88","151.060","0","0","4194.71","0","0","","","","","","","","","","","","-504","0","","","","","","","","","5187","34.34","4683","","","4683","",""
"2025/10/16 08:23:11","CFD決済","2025/10/16","0398","金スポット","","","","","","","売","","日本円","","","","2","4211.88","151.060","0","0","4194.69","0","0","","","","","","","","","","","","-504","0","","","","","","","","","5193","34.38","4689","","","4689","",""
"2025/10/16 08:23:11","CFD決済","2025/10/16","0399","金スポット","","","","","","","売","","日本円","","","","1","4211.88","151.060","0","0","4194.72","0","0","","","","","","","","","","","","-252","0","","","","","","","","","2592","17.16","2340","","","2340","",""
"2025/10/16 08:23:12","CFD決済","2025/10/16","0372","金スポット","","","","","","","売","","日本円","","","","1","4211.89","151.060","0","0","4194.72","0","0","","","","","","","","","","","","-252","0","","","","","","","","","2593","17.17","2341","","","2341","",""
"2025/10/16 08:23:12","CFD決済","2025/10/16","0373","金スポット","","","","","","","売","","日本円","","","","2","4211.89","151.060","0","0","4194.69","0","0","","","","","","","","","","","","-504","0","","","","","","","","","5196","34.40","4692","","","4692","",""
"2025/10/16 08:23:12","CFD決済","2025/10/16","0374","金スポット","","","","","","","売","","日本円","","","","2","4211.89","151.060","0","0","4194.58","0","0","","","","","","","","","","","","-504","0","","","","","","","","","5229","34.62","4725","","","4725","",""
"2025/10/16 08:23:14","CFD決済","2025/10/16","0314","金スポット","","","","","","","売","","日本円","","","","1","4211.82","151.060","0","0","4189.01","0","0","","","","","","","","","","","","-252","0","","","","","","","","","3445","22.81","3193","","","3193","",""
"2025/10/16 08:23:14","CFD決済","2025/10/16","0315","金スポット","","","","","","","売","","日本円","","","","1","4211.82","151.060","0","0","4189.2","0","0","","","","","","","","","","","","-252","0","","","","","","","","","3416","22.62","3164","","","3164","",""
"2025/10/16 08:23:14","CFD決済","2025/10/16","0316","金スポット","","","","","","","売","","日本円","","","","1","4211.82","151.060","0","0","4189.2","0","0","","","","","","","","","","","","-252","0","","","","","","","","","3416","22.62","3164","","","3164","",""
"2025/10/16 08:23:14","CFD決済","2025/10/16","0317","金スポット","","","","","","","売","","日本円","","","","1","4211.82","151.060","0","0","4189.28","0","0","","","","","","","","","","","","-252","0","","","","","","","","","3404","22.54","3152","","","3152","",""
"2025/10/16 08:23:14","CFD決済","2025/10/16","0318","金スポット","","","","","","","売","","日本円","","","","1","4211.82","151.060","0","0","4189.44","0","0","","","","","","","","","","","","-252","0","","","","","","","","","3380","22.38","3128","","","3128","",""
"2025/10/20 21:12:39","CFD新規","2025/10/20","0401","金スポット","","","","","","","買","","日本円","","","","2","4280.21","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","","","0","0.00","0","","","0","",""
"2025/10/20 21:12:41","CFD新規","2025/10/20","0421","金スポット","","","","","","","買","","日本円","","","","2","4280.25","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","","","0","0.00","0","","","0","",""
"2025/10/20 21:12:44","CFD新規","2025/10/20","0441","金スポット","","","","","","","買","","日本円","","","","2","4280.25","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","","","0","0.00","0","","","0","",""
"2025/10/20 21:12:46","CFD新規","2025/10/20","0422","金スポット","","","","","","","買","","日本円","","","","2","4280.07","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","","","0","0.00","0","","","0","",""
"2025/10/20 21:13:12","CFD新規","2025/10/20","0402","金スポット","","","","","","","買","","日本円","","","","2","4279.93","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","","","0","0.00","0","","","0","",""
"2025/10/20 21:13:12","CFD新規","2025/10/20","0442","金スポット","","","","","","","買","","日本円","","","","2","4279.91","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","","","0","0.00","0","","","0","",""
"2025/10/20 21:13:14","CFD新規","2025/10/20","0423","金スポット","","","","","","","買","","日本円","","","","2","4280.72","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","","","0","0.00","0","","","0","",""
"2025/10/20 21:17:02","CFD新規","2025/10/20","0424","金スポット","","","","","","","買","","日本円","","","","2","4279.2","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","","","0","0.00","0","","","0","",""
"2025/10/20 21:21:31","CFD決済","2025/10/20","0403","金スポット","","","","","","","売","","日本円","","","","2","4293","150.730","0","0","4280.21","0","0","","","","","","","","","","","","0","0","","","","","","","","","3855","25.58","3855","","","3855","",""
"2025/10/20 21:21:32","CFD決済","2025/10/20","0461","金スポット","","","","","","","売","","日本円","","","","2","4292.87","150.730","0","0","4280.25","0","0","","","","","","","","","","","","0","0","","","","","","","","","3804","25.24","3804","","","3804","",""
"2025/10/20 21:21:33","CFD決済","2025/10/20","0404","金スポット","","","","","","","売","","日本円","","","","2","4293.34","150.730","0","0","4280.25","0","0","","","","","","","","","","","","0","0","","","","","","","","","3946","26.18","3946","","","3946","",""
"2025/10/20 21:21:36","CFD決済","2025/10/20","0405","金スポット","","","","","","","売","","日本円","","","","2","4293.53","150.730","0","0","4280.07","0","0","","","","","","","","","","","","0","0","","","","","","","","","4057","26.92","4057","","","4057","",""
"2025/10/20 21:21:37","CFD決済","2025/10/20","0425","金スポット","","","","","","","売","","日本円","","","","2","4293.53","150.730","0","0","4279.93","0","0","","","","","","","","","","","","0","0","","","","","","","","","4099","27.20","4099","","","4099","",""
"2025/10/20 21:21:38","CFD決済","2025/10/20","0462","金スポット","","","","","","","売","","日本円","","","","2","4293.27","150.730","0","0","4279.91","0","0","","","","","","","","","","","","0","0","","","","","","","","","4027","26.72","4027","","","4027","",""
"2025/10/20 21:21:39","CFD決済","2025/10/20","0463","金スポット","","","","","","","売","","日本円","","","","2","4293.26","150.730","0","0","4280.72","0","0","","","","","","","","","","","","0","0","","","","","","","","","3780","25.08","3780","","","3780","",""
"2025/10/20 21:21:40","CFD決済","2025/10/20","0426","金スポット","","","","","","","売","","日本円","","","","2","4293.31","150.730","0","0","4279.2","0","0","","","","","","","","","","","","0","0","","","","","","","","","4253","28.22","4253","","","4253","",""
"2025/10/21 14:53:09","CFD新規","2025/10/21","0464","金スポット","","","","","","","売","","日本円","","","","2","4328.57","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","","","0","0.00","0","","","0","",""
"2025/10/21 14:59:45","CFD新規","2025/10/21","0465","金スポット","","","","","","","売","","日本円","","","","2","4322.82","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","","","0","0.00","0","","","0","",""
"2025/10/21 14:59:47","CFD新規","2025/10/21","0443","金スポット","","","","","","","売","","日本円","","","","2","4322.39","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","","","0","0.00","0","","","0","",""
"2025/10/21 14:59:48","CFD新規","2025/10/21","0427","金スポット","","","","","","","売","","日本円","","","","2","4322.32","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","","","0","0.00","0","","","0","",""
"2025/10/21 14:59:48","CFD新規","2025/10/21","0444","金スポット","","","","","","","売","","日本円","","","","2","4322.32","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","","","0","0.00","0","","","0","",""
"2025/10/21 14:59:49","CFD新規","2025/10/21","0428","金スポット","","","","","","","売","","日本円","","","","2","4322.24","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","","","0","0.00","0","","","0","",""
"2025/10/21 14:59:50","CFD新規","2025/10/21","0429","金スポット","","","","","","","売","","日本円","","","","2","4322.3","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","","","0","0.00","0","","","0","",""
"2025/10/21 14:59:50","CFD新規","2025/10/21","0445","金スポット","","","","","","","売","","日本円","","","","2","4322.26","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","","","0","0.00","0","","","0","",""
"2025/10/21 14:59:51","CFD新規","2025/10/21","0466","金スポット","","","","","","","売","","日本円","","","","2","4322.26","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","","","0","0.00","0","","","0","",""
"2025/10/21 14:59:51","CFD新規","2025/10/21","0406","金スポット","","","","","","","売","","日本円","","","","2","4322.15","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","","","0","0.00","0","","","0","",""
"2025/10/21 15:12:37","CFD新規","2025/10/21","0430","金スポット","","","","","","","売","","日本円","","","","10","4329.19","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","","","0","0.00","0","","","0","",""
"2025/10/21 17:27:58","CFD決済","2025/10/21","0467","金スポット","","","","","","","買","","日本円","","","","2","4263.07","151.150","0","0","4328.57","0","0","","","","","","","","","","","","0","0","","","","","","","","","19800","131.00","19800","","","19800","",""
"2025/10/21 17:27:58","CFD決済","2025/10/21","0468","金スポット","","","","","","","買","","日本円","","","","2","4263.03","151.150","0","0","4322.82","0","0","","","","","","","","","","","","0","0","","","","","","","","","18074","119.58","18074","","","18074","",""
"2025/10/21 17:27:59","CFD決済","2025/10/21","0407","金スポット","","","","","","","買","","日本円","","","","2","4263.03","151.150","0","0","4322.39","0","0","","","","","","","","","","","","0","0","","","","","","","","","17944","118.72","17944","","","17944","",""
"2025/10/21 17:28:00","CFD決済","2025/10/21","0446","金スポット","","","","","","","買","","日本円","","","","2","4263.16","151.150","0","0","4322.32","0","0","","","","","","","","","","","","0","0","","","","","","","","","17884","118.32","17884","","","17884","",""
"2025/10/21 17:28:00","CFD決済","2025/10/21","0408","金スポット","","","","","","","買","","日本円","","","","2","4263.21","151.150","0","0","4322.32","0","0","","","","","","","","","","","","0","0","","","","","","","","","17868","118.22","17868","","","17868","",""
"2025/10/21 17:28:00","CFD決済","2025/10/21","0447","金スポット","","","","","","","買","","日本円","","","","2","4263.19","151.150","0","0","4322.24","0","0","","","","","","","","","","","","0","0","","","","","","","","","17850","118.10","17850","","","17850","",""
"2025/10/21 17:28:01","CFD決済","2025/10/21","0409","金スポット","","","","","","","買","","日本円","","","","2","4262.99","151.150","0","0","4322.3","0","0","","","","","","","","","","","","0","0","","","","","","","","","17929","118.62","17929","","","17929","",""
"2025/10/21 17:28:02","CFD決済","2025/10/21","0410","金スポット","","","","","","","買","","日本円","","","","2","4262.72","151.150","0","0","4322.26","0","0","","","","","","","","","","","","0","0","","","","","","","","","17998","119.08","17998","","","17998","",""
"2025/10/21 17:28:03","CFD決済","2025/10/21","0448","金スポット","","","","","","","買","","日本円","","","","2","4261.5","151.150","0","0","4322.15","0","0","","","","","","","","","","","","0","0","","","","","","","","","18334","121.30","18334","","","18334","",""
"2025/10/21 17:28:03","CFD決済","2025/10/21","0469","金スポット","","","","","","","買","","日本円","","","","2","4262.12","151.150","0","0","4322.26","0","0","","","","","","","","","","","","0","0","","","","","","","","","18180","120.28","18180","","","18180","",""
"2025/10/21 20:03:43","CFD決済","2025/10/21","0431","金スポット","","","","","","","買","","日本円","","","","1","4260.41","151.800","0","0","4329.19","0","0","","","","","","","","","","","","0","0","","","","","","","","","10440","68.78","10440","","","10440","",""
"2025/10/21 20:03:43","CFD決済","2025/10/21","0449","金スポット","","","","","","","買","","日本円","","","","1","4260.55","151.800","0","0","4329.19","0","0","","","","","","","","","","","","0","0","","","","","","","","","10419","68.64","10419","","","10419","",""
"2025/10/21 20:03:44","CFD決済","2025/10/21","0432","金スポット","","","","","","","買","","日本円","","","","1","4260.29","151.800","0","0","4329.19","0","0","","","","","","","","","","","","0","0","","","","","","","","","10459","68.90","10459","","","10459","",""
"2025/10/21 20:03:44","CFD決済","2025/10/21","0411","金スポット","","","","","","","買","","日本円","","","","1","4260.37","151.800","0","0","4329.19","0","0","","","","","","","","","","","","0","0","","","","","","","","","10446","68.82","10446","","","10446","",""
"2025/10/21 20:03:45","CFD決済","2025/10/21","0433","金スポット","","","","","","","買","","日本円","","","","1","4260.24","151.800","0","0","4329.19","0","0","","","","","","","","","","","","0","0","","","","","","","","","10466","68.95","10466","","","10466","",""
"2025/10/21 20:03:45","CFD決済","2025/10/21","0470","金スポット","","","","","","","買","","日本円","","","","1","4260.26","151.800","0","0","4329.19","0","0","","","","","","","","","","","","0","0","","","","","","","","","10463","68.93","10463","","","10463","",""
"2025/10/21 20:03:46","CFD決済","2025/10/21","0412","金スポット","","","","","","","買","","日本円","","","","1","4259.89","151.800","0","0","4329.19","0","0","","","","","","","","","","","","0","0","","","","","","","","","10519","69.30","10519","","","10519","",""
"2025/10/21 20:03:46","CFD決済","2025/10/21","0450","金スポット","","","","","","","買","","日本円","","","","1","4260.24","151.800","0","0","4329.19","0","0","","","","","","","","","","","","0","0","","","","","","","","","10466","68.95","10466","","","10466","",""
"2025/10/21 20:03:47","CFD決済","2025/10/21","0451","金スポット","","","","","","","買","","日本円","","","","1","4259.92","151.800","0","0","4329.19","0","0","","","","","","","","","","","","0","0","","","","","","","","","10515","69.27","10515","","","10515","",""
"2025/10/21 20:03:48","CFD決済","2025/10/21","0434","金スポット","","","","","","","買","","日本円","","","","1","4259.98","151.800","0","0","4329.19","0","0","","","","","","","","","","","","0","0","","","","","","","","","10506","69.21","10506","","","10506","",""
"2025/10/22 19:54:35","CFD新規","2025/10/22","0452","金スポット","","","","","","","売","","日本円","","","","3","4039.59","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","","","0","0.00","0","","","0","",""
"2025/10/22 19:54:36","CFD新規","2025/10/22","0471","金スポット","","","","","","","売","","日本円","","","","3","4039.73","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","","","0","0.00","0","","","0","",""
"2025/10/22 19:54:39","CFD新規","2025/10/22","0435","金スポット","","","","","","","売","","日本円","","","","3","4039.98","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","","","0","0.00","0","","","0","",""
"2025/10/22 19:55:56","CFD新規","2025/10/22","0453","金スポット","","","","","","","売","","日本円","","","","3","4038.17","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","","","0","0.00","0","","","0","",""
"2025/10/22 19:56:00","CFD新規","2025/10/22","0454","金スポット","","","","","","","売","","日本円","","","","3","4037.31","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","","","0","0.00","0","","","0","",""
"2025/10/22 19:56:01","CFD新規","2025/10/22","0472","金スポット","","","","","","","売","","日本円","","","","3","4037.02","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","","","0","0.00","0","","","0","",""
"2025/10/22 21:04:11","CFD新規","2025/10/22","0413","金スポット","","","","","","","売","","日本円","","","","2","4042.15","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","","","0","0.00","0","","","0","",""
"2025/10/22 21:17:18","CFD決済","2025/10/22","0455","金スポット","","","","","","","買","","日本円","","","","2","4038.65","151.810","0","0","4039.59","0","0","","","","","","","","","","","","0","0","","","","","","","","","285","1.88","285","","","285","",""
"2025/10/22 21:17:19","CFD決済","2025/10/22","0473","金スポット","","","","","","","買","","日本円","","","","1","4038.63","151.810","0","0","4039.59","0","0","","","","","","","","","","","","0","0","","","","","","","","","145","0.96","145","","","145","",""
"2025/10/22 21:17:19","CFD決済","2025/10/22","0474","金スポット","","","","","","","買","","日本円","","","","1","4038.63","151.810","0","0","4039.73","0","0","","","","","","","","","","","","0","0","","","","","","","","","166","1.10","166","","","166","",""
"2025/10/22 21:18:02","CFD決済","2025/10/22","0456","金スポット","","","","","","","買","","日本円","","","","2","4038.3","151.810","0","0","4039.73","0","0","","","","","","","","","","","","0","0","","","","","","","","","434","2.86","434","","","434","",""
"2025/10/22 21:19:23","CFD決済","2025/10/22","0414","金スポット","","","","","","","買","","日本円","","","","2","4038.55","151.810","0","0","4039.98","0","0","","","","","","","","","","","","0","0","","","","","","","","","434","2.86","434","","","434","",""
"2025/10/22 21:19:24","CFD決済","2025/10/22","0475","金スポット","","","","","","","買","","日本円","","","","1","4038.27","151.810","0","0","4039.98","0","0","","","","","","","","","","","","0","0","","","","","","","","","259","1.71","259","","","259","",""
"2025/10/22 21:19:24","CFD決済","2025/10/22","0476","金スポット","","","","","","","買","","日本円","","","","1","4038.27","151.810","0","0","4038.17","0","0","","","","","","","","","","","","0","0","","","","","","","","","-15","-0.10","-15","","","-15","",""
"2025/10/22 21:20:25","CFD決済","2025/10/22","0457","金スポット","","","","","","","買","","日本円","","","","2","4030.5","151.810","0","0","4038.17","0","0","","","","","","","","","","","","0","0","","","","","","","","","2328","15.34","2328","","","2328","",""
"2025/10/22 21:20:26","CFD決済","2025/10/22","0415","金スポット","","","","","","","買","","日本円","","","","2","4030.52","151.810","0","0","4037.31","0","0","","","","","","","","","","","","0","0","","","","","","","","","2061","13.58","2061","","","2061","",""
"2025/10/22 21:20:26","CFD決済","2025/10/22","0458","金スポット","","","","","","","買","","日本円","","","","1","4031.13","151.810","0","0","4037.31","0","0","","","","","","","","","","","","0","0","","","","","","","","","938","6.18","938","","","938","",""
"2025/10/22 21:20:26","CFD決済","2025/10/22","0459","金スポット","","","","","","","買","","日本円","","","","1","4031.13","151.810","0","0","4037.02","0","0","","","","","","","","","","","","0","0","","","","","","","","","894","5.89","894","","","894","",""
"2025/10/22 21:20:27","CFD決済","2025/10/22","0436","金スポット","","","","","","","買","","日本円","","","","2","4031.04","151.810","0","0","4037.02","0","0","","","","","","","","","","","","0","0","","","","","","","","","1815","11.96","1815","","","1815","",""
"2025/10/22 21:20:28","CFD決済","2025/10/22","0460","金スポット","","","","","","","買","","日本円","","","","2","4030.46","151.810","0","0","4042.15","0","0","","","","","","","","","","","","0","0","","","","","","","","","3549","23.38","3549","","","3549","",""
"2025/10/22 22:17:06","CFD新規","2025/10/22","0481","金スポット","","","","","","","買","","日本円","","","","5","4062.67","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","","","0","0.00","0","","","0","",""
"2025/10/22 22:17:27","CFD新規","2025/10/22","0482","金スポット","","","","","","","買","","日本円","","","","5","4062.49","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","","","0","0.00","0","","","0","",""
"2025/10/22 22:19:52","CFD新規","2025/10/22","0437","金スポット","","","","","","","買","","日本円","","","","2","4060.85","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","","","0","0.00","0","","","0","",""
"2025/10/22 22:20:15","CFD新規","2025/10/22","0477","金スポット","","","","","","","買","","日本円","","","","2","4061.7","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","","","0","0.00","0","","","0","",""
"2025/10/22 22:20:18","CFD新規","2025/10/22","0416","金スポット","","","","","","","買","","日本円","","","","2","4061.13","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","","","0","0.00","0","","","0","",""
"2025/10/22 22:22:17","CFD新規","2025/10/22","0483","金スポット","","","","","","","買","","日本円","","","","2","4057.89","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","","","0","0.00","0","","","0","",""
"2025/10/22 22:23:41","CFD新規","2025/10/22","0478","金スポット","","","","","","","買","","日本円","","","","2","4057.72","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","","","0","0.00","0","","","0","",""
"2025/10/22 22:29:44","CFD決済","2025/10/22","0417","金スポット","","","","","","","売","","日本円","","","","5","4051.92","151.900","0","0","4062.67","0","0","","","","","","","","","","","","0","0","","","","","","","","","-8164","-53.75","-8164","","","-8164","",""
"2025/10/22 22:29:44","CFD決済","2025/10/22","0418","金スポット","","","","","","","売","","日本円","","","","5","4051.92","151.900","0","0","4062.49","0","0","","","","","","","","","","","","0","0","","","","","","","","","-8027","-52.85","-8027","","","-8027","",""
"2025/10/22 22:29:44","CFD決済","2025/10/22","0419","金スポット","","","","","","","売","","日本円","","","","2","4051.92","151.900","0","0","4060.85","0","0","","","","","","","","","","","","0","0","","","","","","","","","-2712","-17.86","-2712","","","-2712","",""
"2025/10/22 22:29:44","CFD決済","2025/10/22","0420","金スポット","","","","","","","売","","日本円","","","","2","4051.92","151.900","0","0","4061.7","0","0","","","","","","","","","","","","0","0","","","","","","","","","-2971","-19.56","-2971","","","-2971","",""
"2025/10/22 22:29:44","CFD決済","2025/10/22","0501","金スポット","","","","","","","売","","日本円","","","","2","4051.92","151.900","0","0","4061.13","0","0","","","","","","","","","","","","0","0","","","","","","","","","-2797","-18.42","-2797","","","-2797","",""
"2025/10/22 22:29:52","CFD新規","2025/10/22","0484","金スポット","","","","","","","買","","日本円","","","","2","4051.96","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","","","0","0.00","0","","","0","",""
"2025/10/22 22:29:55","CFD決済","2025/10/22","0479","金スポット","","","","","","","売","","日本円","","","","2","4052.85","151.900","0","0","4057.89","0","0","","","","","","","","","","","","0","0","","","","","","","","","-1531","-10.08","-1531","","","-1531","",""
"2025/10/22 22:29:55","CFD決済","2025/10/22","0480","金スポット","","","","","","","売","","日本円","","","","2","4052.71","151.900","0","0","4057.72","0","0","","","","","","","","","","","","0","0","","","","","","","","","-1522","-10.02","-1522","","","-1522","",""
"2025/10/22 22:29:56","CFD決済","2025/10/22","0502","金スポット","","","","","","","売","","日本円","","","","2","4052.59","151.900","0","0","4051.96","0","0","","","","","","","","","","","","0","0","","","","","","","","","191","1.26","191","","","191","",""
"2025/10/22 22:30:15","CFD新規","2025/10/22","0503","金スポット","","","","","","","売","","日本円","","","","5","4052.53","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","","","0","0.00","0","","","0","",""
"2025/10/22 22:30:20","CFD新規","2025/10/22","0504","金スポット","","","","","","","売","","日本円","","","","5","4053.45","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","","","0","0.00","0","","","0","",""
"2025/10/22 22:30:20","CFD新規","2025/10/22","0521","金スポット","","","","","","","売","","日本円","","","","5","4053.23","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","","","0","0.00","0","","","0","",""
"2025/10/22 22:30:21","CFD新規","2025/10/22","0505","金スポット","","","","","","","売","","日本円","","","","5","4053.49","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","","","0","0.00","0","","","0","",""
"2025/10/22 22:31:29","CFD新規","2025/10/22","0522","金スポット","","","","","","","売","","日本円","","","","5","4054.84","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","","","0","0.00","0","","","0","",""
"2025/10/22 22:31:33","CFD新規","2025/10/22","0506","金スポット","","","","","","","売","","日本円","","","","5","4055.06","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","","","0","0.00","0","","","0","",""
"2025/10/22 22:37:03","CFD決済","2025/10/22","0438","金スポット","","","","","","","買","","日本円","","","","5","4070.54","151.900","0","0","4052.53","0","0","","","","","","","","","","","","0","0","","","","","","","","","-13678","-90.05","-13678","","","-13678","",""
"2025/10/22 22:37:03","CFD決済","2025/10/22","0439","金スポット","","","","","","","買","","日本円","","","","5","4070.54","151.900","0","0","4053.45","0","0","","","","","","","","","","","","0","0","","","","","","","","","-12979","-85.45","-12979","","","-12979","",""
"2025/10/22 22:37:03","CFD決済","2025/10/22","0440","金スポット","","","","","","","買","","日本円","","","","5","4070.54","151.900","0","0","4053.23","0","0","","","","","","","","","","","","0","0","","","","","","","","","-13146","-86.55","-13146","","","-13146","",""
"2025/10/22 22:37:03","CFD決済","2025/10/22","0541","金スポット","","","","","","","買","","日本円","","","","5","4070.54","151.900","0","0","4053.49","0","0","","","","","","","","","","","","0","0","","","","","","","","","-12949","-85.25","-12949","","","-12949","",""
"2025/10/22 22:37:03","CFD決済","2025/10/22","0542","金スポット","","","","","","","買","","日本円","","","","5","4070.54","151.900","0","0","4054.84","0","0","","","","","","","","","","","","0","0","","","","","","","","","-11924","-78.50","-11924","","","-11924","",""
"2025/10/22 22:37:03","CFD決済","2025/10/22","0543","金スポット","","","","","","","買","","日本円","","","","5","4070.54","151.900","0","0","4055.06","0","0","","","","","","","","","","","","0","0","","","","","","","","","-11757","-77.40","-11757","","","-11757","",""
"2025/10/23 13:16:18","CFD新規","2025/10/23","0485","金スポット","","","","","","","買","","日本円","","","","5","4091.8","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","","","0","0.00","0","","","0","",""
